Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																	
Дата голосования: 18.09.2016																																																	
																																																	
Наименование Избирательной комиссии:    Шадринская городская																																																	
																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																	
																																																	
		Сумма	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №183	УИК №1163	УИК №1164	УИК №1165	УИК №1166									
		1.60%	1.11%	0.87%	1.85%	1.89%	1.45%	1.13%	1.90%	0.38%	1.68%	1.26%	1.38%	1.20%	1.19%	0.29%	1.90%	2.10%	1.81%	2.06%	0.79%	0.84%	0.89%	3.14%	1.27%	1.74%	1.12%	2.98%	2.03%	1.83%	2.33%	1.67%	1.31%	1.89%	1.86%	3.48%	1.60%	0.94%	1.69%	0.64%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	516	11	6	8	9	21	31	15	2	13	7	4	13	20	8	9	12	14	15	16	24	24	12	26	27	16	9	14	13	9	16	21	11	10	15	21	5	6	3									
		2.34%	2.44%	1.74%	1.85%	2.83%	2.04%	2.91%	2.59%	0.75%	2.73%	1.76%	1.38%	2.61%	4.75%	2.33%	2.45%	2.52%	1.81%	2.21%	3.15%	3.38%	2.37%	1.45%	3.31%	2.76%	1.79%	2.06%	2.59%	2.39%	1.61%	1.79%	2.29%	2.32%	2.33%	2.61%	2.24%	1.17%	2.53%	1.92%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	453	8	12	6	3	23	20	17	12	7	9	5	6	7	4	4	9	20	15	14	22	18	19	11	15	15	10	13	8	18	12	25	12	11	12	17	5	3	6									
		2.05%	1.78%	3.49%	1.39%	0.94%	2.23%	1.88%	2.94%	4.51%	1.47%	2.27%	1.73%	1.20%	1.66%	1.16%	1.09%	1.89%	2.58%	2.21%	2.76%	3.09%	1.78%	2.29%	1.40%	1.54%	1.68%	2.29%	2.40%	1.47%	3.23%	1.34%	2.73%	2.53%	2.56%	2.09%	1.81%	1.17%	1.27%	3.85%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8971	191	167	341	155	428	382	221	124	218	170	122	216	190	162	133	191	309	273	226	278	392	387	299	377	362	194	206	209	194	339	316	187	165	203	327	157	99	61									
		40.68%	42.44%	48.55%	78.75%	48.74%	41.51%	35.90%	38.17%	46.62%	45.80%	42.82%	42.21%	43.37%	45.13%	47.09%	36.14%	40.13%	39.87%	40.21%	44.49%	39.10%	38.74%	46.74%	38.09%	38.59%	40.54%	44.50%	38.08%	38.35%	34.77%	37.83%	34.50%	39.37%	38.46%	35.30%	34.90%	36.77%	41.77%	39.10%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	158	3	0	2	1	5	6	4	0	2	2	2	2	2	1	4	2	6	7	8	9	10	4	12	6	9	2	7	2	4	7	4	0	4	4	11	3	0	1									
		0.72%	0.67%	0.00%	0.46%	0.31%	0.48%	0.56%	0.69%	0.00%	0.42%	0.50%	0.69%	0.40%	0.48%	0.29%	1.09%	0.42%	0.77%	1.03%	1.57%	1.27%	0.99%	0.48%	1.53%	0.61%	1.01%	0.46%	1.29%	0.37%	0.72%	0.78%	0.44%	0.00%	0.93%	0.70%	1.17%	0.70%	0.00%	0.64%									
24	"6. Политическая партия ""Гражданская Платформа"""	28	1	0	2	0	0	0	2	0	3	1	0	0	0	0	1	0	3	0	0	0	1	2	0	3	4	0	0	0	0	0	0	2	0	0	2	0	0	1									
		0.13%	0.22%	0.00%	0.46%	0.00%	0.00%	0.00%	0.35%	0.00%	0.63%	0.25%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.39%	0.00%	0.00%	0.00%	0.10%	0.24%	0.00%	0.31%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.21%	0.00%	0.00%	0.64%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3709	79	59	29	64	147	193	97	50	110	86	46	116	72	64	77	119	159	134	102	95	142	130	106	135	121	54	120	62	148	125	152	56	77	69	156	91	39	28									
		16.82%	17.56%	17.15%	6.70%	20.13%	14.26%	18.14%	16.75%	18.80%	23.11%	21.66%	15.92%	23.29%	17.10%	18.60%	20.92%	25.00%	20.52%	19.73%	20.08%	13.36%	14.03%	15.70%	13.50%	13.82%	13.55%	12.39%	22.18%	11.38%	26.52%	13.95%	16.59%	11.79%	17.95%	12.00%	16.65%	21.31%	16.46%	17.95%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	124	7	1	1	0	5	3	2	2	3	3	0	1	0	2	1	2	3	2	6	1	8	5	4	5	10	2	3	4	7	12	8	3	1	3	2	2	0	0									
		0.56%	1.56%	0.29%	0.23%	0.00%	0.48%	0.28%	0.35%	0.75%	0.63%	0.76%	0.00%	0.20%	0.00%	0.58%	0.27%	0.42%	0.39%	0.29%	1.18%	0.14%	0.79%	0.60%	0.51%	0.51%	1.12%	0.46%	0.55%	0.73%	1.25%	1.34%	0.87%	0.63%	0.23%	0.52%	0.21%	0.47%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	173	5	0	0	2	7	5	5	0	0	3	3	5	1	4	6	5	7	5	3	6	6	7	3	11	13	3	0	4	6	13	8	5	2	5	8	5	1	1									
		0.78%	1.11%	0.00%	0.00%	0.63%	0.68%	0.47%	0.86%	0.00%	0.00%	0.76%	1.04%	1.00%	0.24%	1.16%	1.63%	1.05%	0.90%	0.74%	0.59%	0.84%	0.59%	0.85%	0.38%	1.13%	1.46%	0.69%	0.00%	0.73%	1.08%	1.45%	0.87%	1.05%	0.47%	0.87%	0.85%	1.17%	0.42%	0.64%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	22	0	0	2	2	2	1	1	0	0	1	0	0	0	0	2	0	1	0	0	1	0	2	0	0	1	0	0	0	2	0	1	0	0	1	1	0	0	1									
		0.10%	0.00%	0.00%	0.46%	0.63%	0.19%	0.09%	0.17%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.13%	0.00%	0.00%	0.14%	0.00%	0.24%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.36%	0.00%	0.11%	0.00%	0.00%	0.17%	0.11%	0.00%	0.00%	0.64%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	223	8	1	5	4	12	7	4	3	3	2	3	5	1	5	1	3	12	6	2	7	6	8	2	14	7	5	4	8	7	13	11	3	3	8	20	8	0	2									
		1.01%	1.78%	0.29%	1.15%	1.26%	1.16%	0.66%	0.69%	1.13%	0.63%	0.50%	1.04%	1.00%	0.24%	1.45%	0.27%	0.63%	1.55%	0.88%	0.39%	0.98%	0.59%	0.97%	0.25%	1.43%	0.78%	1.15%	0.74%	1.47%	1.25%	1.45%	1.20%	0.63%	0.70%	1.39%	2.13%	1.87%	0.00%	1.28%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2752	77	42	9	26	98	141	82	23	59	53	36	45	65	31	37	56	66	99	56	105	139	100	129	127	111	54	50	78	70	116	119	73	44	95	125	61	31	24									
		12.48%	17.11%	12.21%	2.08%	8.18%	9.51%	13.25%	14.16%	8.65%	12.39%	13.35%	12.46%	9.04%	15.44%	9.01%	10.05%	11.76%	8.52%	14.58%	11.02%	14.77%	13.74%	12.08%	16.43%	12.99%	12.43%	12.39%	9.24%	14.31%	12.54%	12.95%	12.99%	15.37%	10.26%	16.52%	13.34%	14.29%	13.08%	15.38%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	98	2	0	0	2	4	5	2	0	3	2	1	1	2	3	2	3	3	4	4	9	5	3	0	3	9	0	0	3	0	2	6	2	2	4	4	3	0	0									
		0.44%	0.44%	0.00%	0.00%	0.63%	0.39%	0.47%	0.35%	0.00%	0.63%	0.50%	0.35%	0.20%	0.48%	0.87%	0.54%	0.63%	0.39%	0.59%	0.79%	1.27%	0.49%	0.36%	0.00%	0.31%	1.01%	0.00%	0.00%	0.55%	0.00%	0.22%	0.66%	0.42%	0.47%	0.70%	0.43%	0.70%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4121	47	51	8	35	251	240	108	44	37	43	57	72	45	56	77	56	141	92	62	141	235	111	175	224	188	86	106	140	62	218	218	105	96	125	211	81	50	27									
		18.69%	10.44%	14.83%	1.85%	11.01%	24.35%	22.56%	18.65%	16.54%	7.77%	10.83%	19.72%	14.46%	10.69%	16.28%	20.92%	11.76%	18.19%	13.55%	12.20%	19.83%	23.22%	13.41%	22.29%	22.93%	21.05%	19.72%	19.59%	25.69%	11.11%	24.33%	23.80%	22.11%	22.38%	21.74%	22.52%	18.97%	21.10%	17.31%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
