Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																										
Дата голосования: 02.12.2007																																																										
																																																										
Наименование Избирательной комиссии:    Нижнеомская																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	976	40	70	40	30	40	10	10	5	10	75	5	60	10	10	55	5	13	10	12	5	53	5	5	5	96	15	5	5	5	28	5	12	20	5	20	15	6	5	5	5	25	5	5	20	5	11	30	25	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	831	31	43	37	30	38	7	9	5	10	75	5	60	9	10	50	5	9	10	12	5	53	0	0	5	86	10	1	0	5	28	0	12	20	2	14	13	6	1	0	0	21	2	5	20	5	11	30	20	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	207	9	11	7	5	10	2	2	2	4	12	4	2	3	5	10	1	3	2	4	2	1	3	1	2	9	8	2	0	3	10	5	1	2	1	4	4	2	4	3	2	2	7	2	3	3	2	9	4	3	3	2					
14	Число погашенных неиспользованных открепительных удостоверений	145	9	27	3	0	2	3	1	0	0	0	0	0	1	0	5	0	4	0	0	0	0	5	5	0	10	5	4	5	0	0	5	0	0	3	6	2	0	4	5	5	4	3	0	0	0	0	0	5	4	5	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	42	10	3	14	3	4	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
18	1.Политическая партия «Аграрная партия России»	395	24	15	16	10	20	4	0	5	7	14	13	14	1	1	15	1	3	1	2	1	24	2	2	0	15	11	0	0	5	21	0	29	20	8	5	1	6	13	1	1	17	3	1	5	7	3	15	10	0	1	2					
		3.55%	3.74%	2.36%	2.58%	3.02%	3.22%	4.40%	0.00%	3.16%	6.36%	2.57%	11.30%	3.47%	0.97%	1.30%	4.11%	1.59%	3.16%	1.08%	1.57%	1.47%	3.48%	3.23%	3.33%	0.00%	4.10%	11.83%	0.00%	0.00%	3.76%	5.51%	0.00%	15.93%	3.53%	6.96%	4.63%	1.18%	3.70%	7.34%	1.64%	3.03%	4.15%	3.37%	1.59%	4.55%	6.19%	4.23%	2.72%	2.08%	0.00%	1.43%	1.72%					
19	2.Всероссийская политическая партия «Гражданская Сила»	50	6	8	3	1	1	0	1	0	0	4	1	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	1	0	0	0	1	0	0	0	2	0	2	8	0	0	2					
		0.45%	0.93%	1.26%	0.48%	0.30%	0.16%	0.00%	1.12%	0.00%	0.00%	0.74%	0.87%	0.25%	0.00%	0.00%	0.00%	1.59%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	1.74%	0.00%	2.35%	0.62%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	1.77%	0.00%	0.36%	1.66%	0.00%	0.00%	1.72%					
20	3.Политическая партия «Демократическая партия России»	20	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	6	0	0	0	0	0	0	0	1	0	0	1	0	0	0	3	0	0	0					
		0.18%	0.16%	0.00%	0.16%	0.00%	0.16%	0.00%	1.12%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.55%	1.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.91%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1443	115	86	64	44	87	7	8	7	17	79	27	78	1	10	60	4	9	45	21	11	39	11	5	8	69	9	7	9	21	57	10	13	79	18	47	10	6	38	15	2	40	5	6	3	7	2	53	60	4	1	9					
		12.98%	17.91%	13.54%	10.31%	13.29%	13.99%	7.69%	8.99%	4.43%	15.45%	14.52%	23.48%	19.31%	0.97%	12.99%	16.44%	6.35%	9.47%	48.39%	16.54%	16.18%	5.65%	17.74%	8.33%	11.27%	18.85%	9.68%	6.19%	17.65%	15.79%	14.96%	9.01%	7.14%	13.96%	15.65%	43.52%	11.76%	3.70%	21.47%	24.59%	6.06%	9.76%	5.62%	9.52%	2.73%	6.19%	2.82%	9.60%	12.47%	5.63%	1.43%	7.76%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	114	4	6	4	3	3	0	0	1	0	7	1	20	0	1	2	0	0	0	0	0	11	1	0	0	10	1	0	0	2	3	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	1	21	3	0	0	1					
		1.03%	0.62%	0.94%	0.64%	0.91%	0.48%	0.00%	0.00%	0.63%	0.00%	1.29%	0.87%	4.95%	0.00%	1.30%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	1.59%	1.61%	0.00%	0.00%	2.73%	1.08%	0.00%	0.00%	1.50%	0.79%	0.00%	0.00%	1.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.25%	0.00%	0.00%	0.00%	1.41%	3.80%	0.62%	0.00%	0.00%	0.86%					
23	6.Политическая партия «Партия социальной справедливости»	24	2	1	2	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	3	1	0	0	2	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0					
		0.22%	0.31%	0.16%	0.32%	1.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.08%	0.00%	0.00%	0.75%	0.26%	0.00%	1.65%	0.18%	0.00%	0.00%	2.35%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.21%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1107	66	61	92	55	49	5	20	23	7	95	11	69	15	9	30	11	19	3	12	4	45	4	3	4	35	8	10	2	15	30	8	19	53	15	7	5	13	19	1	1	35	1	0	11	11	3	55	20	4	2	12					
		9.96%	10.28%	9.61%	14.81%	16.62%	7.88%	5.49%	22.47%	14.56%	6.36%	17.46%	9.57%	17.08%	14.56%	11.69%	8.22%	17.46%	20.00%	3.23%	9.45%	5.88%	6.52%	6.45%	5.00%	5.63%	9.56%	8.60%	8.85%	3.92%	11.28%	7.87%	7.21%	10.44%	9.36%	13.04%	6.48%	5.88%	8.02%	10.73%	1.64%	3.03%	8.54%	1.12%	0.00%	10.00%	9.73%	4.23%	9.96%	4.16%	5.63%	2.86%	10.34%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	536	53	53	45	33	58	2	2	2	9	31	3	15	2	2	15	0	0	0	2	1	29	2	1	0	12	11	1	0	1	27	0	9	29	4	1	1	6	5	1	1	15	2	0	12	2	1	28	6	0	0	1					
		4.82%	8.26%	8.35%	7.25%	9.97%	9.32%	2.20%	2.25%	1.27%	8.18%	5.70%	2.61%	3.71%	1.94%	2.60%	4.11%	0.00%	0.00%	0.00%	1.57%	1.47%	4.20%	3.23%	1.67%	0.00%	3.28%	11.83%	0.88%	0.00%	0.75%	7.09%	0.00%	4.95%	5.12%	3.48%	0.93%	1.18%	3.70%	2.82%	1.64%	3.03%	3.66%	2.25%	0.00%	10.91%	1.77%	1.41%	5.07%	1.25%	0.00%	0.00%	0.86%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	73	1	5	11	1	3	0	1	3	0	3	0	4	2	0	2	0	1	0	3	0	5	0	0	0	1	0	1	0	0	1	0	0	1	3	2	0	3	0	0	0	4	1	0	0	0	0	6	4	0	1	0					
		0.66%	0.16%	0.79%	1.77%	0.30%	0.48%	0.00%	1.12%	1.90%	0.00%	0.55%	0.00%	0.99%	1.94%	0.00%	0.55%	0.00%	1.05%	0.00%	2.36%	0.00%	0.72%	0.00%	0.00%	0.00%	0.27%	0.00%	0.88%	0.00%	0.00%	0.26%	0.00%	0.00%	0.18%	2.61%	1.85%	0.00%	1.85%	0.00%	0.00%	0.00%	0.98%	1.12%	0.00%	0.00%	0.00%	0.00%	1.09%	0.83%	0.00%	1.43%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7195	354	383	368	176	394	72	56	116	70	308	59	195	81	54	231	46	63	43	85	51	530	41	49	59	217	51	93	40	86	239	90	105	354	63	46	64	126	102	41	28	288	73	56	73	84	61	359	355	63	65	89					
		64.71%	55.14%	60.31%	59.26%	53.17%	63.34%	79.12%	62.92%	73.42%	63.64%	56.62%	51.30%	48.27%	78.64%	70.13%	63.29%	73.02%	66.32%	46.24%	66.93%	75.00%	76.81%	66.13%	81.67%	83.10%	59.29%	54.84%	82.30%	78.43%	64.66%	62.73%	81.08%	57.69%	62.54%	54.78%	42.59%	75.29%	77.78%	57.63%	67.21%	84.85%	70.24%	82.02%	88.89%	66.36%	74.34%	85.92%	65.04%	73.80%	88.73%	92.86%	76.72%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	50	7	8	8	1	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	1	0	0	4	1	0	0	1	0	1	2	3	0	0	0	0	0	0	0	0	1	0	5	0	0	0	1	0	0	0					
		0.45%	1.09%	1.26%	1.29%	0.30%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	1.61%	0.00%	0.00%	1.09%	1.08%	0.00%	0.00%	0.75%	0.00%	0.90%	1.10%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.12%	0.00%	4.55%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
