Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																				
Дата голосования: 07.12.2003 0:00:00																																				
																																				
Наименование Избирательной комиссии:    Дергачевская																																				
																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																				
																																				
		Сумма	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253					
		0.36%	0.37%	1.06%	0.99%	0.0%	0.47%	0.67%	0.5%	0.66%	0.0%	0.0%	0.0%	0.14%	0.72%	0.0%	0.0%	1.41%	0.27%	0.16%	0.51%	1.02%	0.13%	0.0%	0.19%	0.53%	0.0%	0.0%	0.0%	0.16%	0.40%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	172	9	7	10	13	7	6	11	11	0	7	0	1	5	5	1	3	3	14	2	2	4	4	3	13	6	0	6	3	16					
		1.17%	1.67%	1.06%	1.66%	2.57%	1.64%	1.00%	2.75%	1.46%	0.0%	1.42%	0.0%	0.14%	0.90%	0.72%	0.47%	2.12%	0.82%	2.32%	0.51%	0.41%	0.55%	1.10%	0.59%	1.73%	0.84%	0.0%	1.33%	0.49%	2.17%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	48	5	3	2	6	3	6	0	5	0	0	1	0	2	1	0	0	1	3	0	2	0	2	1	1	0	1	0	0	3					
		0.32%	0.92%	0.45%	0.33%	1.18%	0.70%	1.00%	0.0%	0.66%	0.0%	0.0%	0.26%	0.0%	0.36%	0.14%	0.0%	0.0%	0.27%	0.49%	0.0%	0.41%	0.0%	0.55%	0.19%	0.13%	0.0%	1.0%	0.0%	0.0%	0.40%					
22	"5. ""За Русь Святую"""	18	0	0	1	2	3	1	0	1	0	0	1	0	0	2	0	0	0	0	0	1	0	1	0	0	1	0	0	0	4					
		0.12%	0.0%	0.0%	0.16%	0.39%	0.70%	0.16%	0.0%	0.13%	0.0%	0.0%	0.26%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.27%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.54%					
23	"6. ""Объединенная Российская партия ""Русь"""	57	2	1	3	5	0	3	1	1	0	5	1	0	0	1	3	0	0	9	4	1	0	3	2	3	6	0	0	0	3					
		0.38%	0.37%	0.15%	0.49%	0.99%	0.0%	0.50%	0.25%	0.13%	0.0%	1.01%	0.26%	0.0%	0.0%	0.14%	1.42%	0.0%	0.0%	1.49%	1.03%	0.20%	0.0%	0.82%	0.39%	0.39%	0.84%	0.0%	0.0%	0.0%	0.40%					
24	"7. ""Новый курс - Автомобильная Россия"""	36	2	3	3	1	1	3	3	3	0	0	0	1	0	0	0	0	1	2	0	0	6	1	0	2	2	2	0	0	0					
		0.24%	0.37%	0.45%	0.49%	0.19%	0.23%	0.50%	0.75%	0.39%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.27%	0.33%	0.0%	0.0%	0.82%	0.27%	0.0%	0.26%	0.28%	2.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	12	1	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	3					
		0.08%	0.18%	0.0%	0.0%	0.39%	0.23%	0.0%	0.25%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.25%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%					
26	"9. ""Российская экологическая партия ""Зеленые"""	17	0	0	0	2	3	1	0	1	0	0	0	0	0	0	0	0	1	2	0	0	2	0	1	0	0	0	0	3	1					
		0.11%	0.0%	0.0%	0.0%	0.39%	0.70%	0.16%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.33%	0.0%	0.0%	0.27%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.49%	0.13%					
27	"10. ""Аграрная партия России"""	568	28	34	15	28	10	20	13	24	24	7	42	21	4	22	2	2	17	22	8	25	41	29	11	19	28	4	28	18	22					
		3.87%	5.20%	5.16%	2.49%	5.54%	2.35%	3.35%	3.25%	3.19%	10.21%	1.42%	11.29%	2.94%	0.72%	3.20%	0.94%	1.41%	4.68%	3.66%	2.06%	5.14%	5.67%	8.01%	2.17%	2.52%	3.93%	4.0%	6.20%	2.99%	2.99%					
28	"11. ""Истинные патриоты России"""	33	0	3	0	1	0	1	0	0	0	0	0	3	1	4	0	0	0	0	0	1	0	1	0	8	3	1	0	0	6					
		0.22%	0.0%	0.45%	0.0%	0.19%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.18%	0.58%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.27%	0.0%	1.06%	0.42%	1.0%	0.0%	0.0%	0.81%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	42	1	4	3	1	0	1	2	3	0	0	2	0	2	1	0	0	0	1	5	2	1	1	1	4	5	0	1	0	1					
		0.28%	0.18%	0.60%	0.49%	0.19%	0.0%	0.16%	0.5%	0.39%	0.0%	0.0%	0.53%	0.0%	0.36%	0.14%	0.0%	0.0%	0.0%	0.16%	1.28%	0.41%	0.13%	0.27%	0.19%	0.53%	0.70%	0.0%	0.22%	0.0%	0.13%					
30	"13. ""Демократическая партия России"""	19	2	3	0	1	0	0	1	1	0	0	0	2	2	0	0	0	0	0	1	0	1	0	1	3	0	0	0	0	1					
		0.12%	0.37%	0.45%	0.0%	0.19%	0.0%	0.0%	0.25%	0.13%	0.0%	0.0%	0.0%	0.28%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.13%	0.0%	0.19%	0.39%	0.0%	0.0%	0.0%	0.0%	0.13%					
31	"14. ""Великая Россия - Евразийский Союз"""	31	1	0	1	4	0	2	0	0	0	5	0	5	2	0	0	0	0	0	2	1	0	2	1	2	0	0	0	0	3					
		0.21%	0.18%	0.0%	0.16%	0.79%	0.0%	0.33%	0.0%	0.0%	0.0%	1.01%	0.0%	0.70%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	0.20%	0.0%	0.55%	0.19%	0.26%	0.0%	0.0%	0.0%	0.0%	0.40%					
32	"15. ""Партия СЛОН"""	4	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
		0.02%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.47%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	321	10	39	20	25	7	15	13	23	2	4	4	12	4	16	1	2	8	16	4	1	6	7	4	16	9	0	11	8	34					
		2.19%	1.85%	5.92%	3.32%	4.95%	1.64%	2.51%	3.25%	3.06%	0.85%	0.81%	1.07%	1.68%	0.72%	2.33%	0.47%	1.41%	2.20%	2.66%	1.03%	0.20%	0.82%	1.93%	0.79%	2.13%	1.26%	0.0%	2.43%	1.33%	4.62%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	44	0	2	2	1	0	2	0	1	0	0	2	1	6	2	1	0	0	5	6	0	1	2	1	3	1	0	0	0	5					
		0.30%	0.0%	0.30%	0.33%	0.19%	0.0%	0.33%	0.0%	0.13%	0.0%	0.0%	0.53%	0.14%	1.08%	0.29%	0.47%	0.0%	0.0%	0.83%	1.54%	0.0%	0.13%	0.55%	0.19%	0.39%	0.14%	0.0%	0.0%	0.0%	0.68%					
35	"18. ""ЛДПР"""	694	46	60	58	33	48	60	26	47	11	4	24	14	12	27	9	4	15	29	30	3	10	13	11	20	23	2	21	5	29					
		4.73%	8.55%	9.11%	9.63%	6.53%	11.29%	10.05%	6.5%	6.25%	4.68%	0.81%	6.45%	1.96%	2.17%	3.93%	4.26%	2.83%	4.13%	4.82%	7.73%	0.61%	1.38%	3.59%	2.17%	2.66%	3.23%	2.0%	4.65%	0.83%	3.94%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	135	7	6	9	3	6	9	5	14	0	0	4	3	3	1	4	0	1	7	12	8	1	2	3	12	5	0	0	0	10					
		0.92%	1.30%	0.91%	1.49%	0.59%	1.41%	1.50%	1.25%	1.86%	0.0%	0.0%	1.07%	0.42%	0.54%	0.14%	1.89%	0.0%	0.27%	1.16%	3.09%	1.64%	0.13%	0.55%	0.59%	1.59%	0.70%	0.0%	0.0%	0.0%	1.36%					
37	"20. ""Политическая партия ""Единая Россия"""	9543	264	323	279	220	246	313	192	406	141	401	234	535	434	498	163	103	277	396	204	345	551	222	365	565	541	77	296	516	436					
		65.11%	49.07%	49.08%	46.34%	43.56%	57.88%	52.42%	48.0%	54.06%	60.0%	81.50%	62.90%	75.03%	78.76%	72.59%	77.25%	73.04%	76.30%	65.89%	52.57%	70.98%	76.21%	61.32%	72.13%	75.23%	76.09%	77.0%	65.63%	85.85%	59.31%					
38	"21. ""Российская Конституционно-демократическая партия"""	24	2	1	1	2	1	3	2	0	0	0	0	0	1	1	0	2	0	1	1	0	1	0	0	1	1	0	0	0	3					
		0.16%	0.37%	0.15%	0.16%	0.39%	0.23%	0.50%	0.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.14%	0.0%	1.41%	0.0%	0.16%	0.25%	0.0%	0.13%	0.0%	0.0%	0.13%	0.14%	0.0%	0.0%	0.0%	0.40%					
39	"22. ""Развитие предпринимательства"""	7	3	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.04%	0.55%	0.0%	0.0%	0.39%	0.23%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2003	108	121	139	113	61	108	104	179	38	48	46	95	46	49	24	18	24	72	76	70	45	50	67	37	57	6	58	40	104					
		13.66%	20.07%	18.38%	23.08%	22.37%	14.35%	18.09%	26.0%	23.83%	16.17%	9.75%	12.36%	13.32%	8.34%	7.14%	11.37%	12.76%	6.61%	11.98%	19.58%	14.40%	6.22%	13.81%	13.24%	4.92%	8.01%	6.0%	12.86%	6.65%	14.14%					
																																				
41	Против всех	242	12	24	13	19	12	16	10	14	0	3	4	2	7	8	1	2	10	8	8	0	10	5	9	10	11	2	2	4	16					
		1.65%	2.23%	3.64%	2.15%	3.76%	2.82%	2.68%	2.5%	1.86%	0.0%	0.60%	1.07%	0.28%	1.27%	1.16%	0.47%	1.41%	2.75%	1.33%	2.06%	0.0%	1.38%	1.38%	1.77%	1.33%	1.54%	2.0%	0.44%	0.66%	2.17%					
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
