Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Первомайская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	249	20	5	5	5	10	10	5	5	10	5	5	5	5	5	20	20	20	10	10	5	5	5	5	5	10	10	5	5	10	4									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	61	2	0	0	0	6	5	0	0	5	0	0	0	1	1	11	7	6	4	0	1	1	1	0	0	4	0	0	1	5	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	50	1	2	2	4	0	1	1	5	0	1	1	0	0	1	7	4	0	0	2	2	1	0	2	5	3	1	2	1	0	1									
14	Число погашенных неиспользованных открепительных удостоверений	188	18	5	5	5	4	5	5	5	5	5	5	5	4	4	9	13	14	6	10	4	4	4	5	5	6	10	5	4	5	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	44	1	0	1	0	2	4	0	0	5	1	1	0	3	1	5	7	4	1	2	0	0	1	0	0	1	2	0	2	0	0									
		0.76%	0.24%	0.00%	0.66%	0.00%	0.73%	1.41%	0.00%	0.00%	1.81%	2.04%	0.93%	0.00%	1.99%	0.91%	0.72%	1.46%	0.67%	0.34%	0.78%	0.00%	0.00%	0.64%	0.00%	0.00%	0.46%	1.27%	0.00%	3.70%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	222	20	1	5	5	12	11	1	1	10	4	3	5	5	5	22	15	25	16	7	2	8	8	3	3	8	8	3	1	4	1									
		3.84%	4.75%	1.09%	3.31%	5.21%	4.38%	3.87%	2.00%	6.25%	3.62%	8.16%	2.78%	7.46%	3.31%	4.55%	3.16%	3.12%	4.17%	5.39%	2.72%	1.98%	7.08%	5.10%	4.23%	1.70%	3.69%	5.10%	4.41%	1.85%	2.44%	3.57%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	89	9	1	3	3	1	5	1	0	5	2	5	1	5	1	9	4	6	6	3	3	1	2	0	3	3	4	0	0	2	1									
		1.54%	2.14%	1.09%	1.99%	3.13%	0.36%	1.76%	2.00%	0.00%	1.81%	4.08%	4.63%	1.49%	3.31%	0.91%	1.29%	0.83%	1.00%	2.02%	1.17%	2.97%	0.88%	1.27%	0.00%	1.70%	1.38%	2.55%	0.00%	0.00%	1.22%	3.57%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2699	183	52	79	42	135	114	27	4	113	27	57	39	60	55	296	185	284	166	129	57	59	75	30	99	89	81	29	28	91	14									
		46.69%	43.47%	56.52%	52.32%	43.75%	49.27%	40.14%	54.00%	25.00%	40.94%	55.10%	52.78%	58.21%	39.74%	50.00%	42.53%	38.46%	47.41%	55.89%	50.19%	56.44%	52.21%	47.77%	42.25%	56.25%	41.01%	51.59%	42.65%	51.85%	55.49%	50.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	34	3	1	1	0	2	2	0	0	3	0	0	0	2	0	6	3	0	1	4	0	0	0	0	1	3	0	0	0	2	0									
		0.59%	0.71%	1.09%	0.66%	0.00%	0.73%	0.70%	0.00%	0.00%	1.09%	0.00%	0.00%	0.00%	1.32%	0.00%	0.86%	0.62%	0.00%	0.34%	1.56%	0.00%	0.00%	0.00%	0.00%	0.57%	1.38%	0.00%	0.00%	0.00%	1.22%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0									
		0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	1.47%	0.00%	0.61%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1635	150	21	34	26	60	77	16	7	102	13	27	20	55	20	174	151	183	57	66	32	33	48	30	49	71	27	23	13	40	10									
		28.28%	35.63%	22.83%	22.52%	27.08%	21.90%	27.11%	32.00%	43.75%	36.96%	26.53%	25.00%	29.85%	36.42%	18.18%	25.00%	31.39%	30.55%	19.19%	25.68%	31.68%	29.20%	30.57%	42.25%	27.84%	32.72%	17.20%	33.82%	24.07%	24.39%	35.71%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	20	0	0	3	0	1	1	0	0	0	0	0	0	1	0	2	7	0	0	1	1	0	0	0	1	0	0	0	0	2	0									
		0.35%	0.00%	0.00%	1.99%	0.00%	0.36%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.29%	1.46%	0.00%	0.00%	0.39%	0.99%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	1.22%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	35	2	1	4	0	4	0	0	1	2	0	0	0	0	0	7	5	3	1	0	0	1	0	0	2	2	0	0	0	0	0									
		0.61%	0.48%	1.09%	2.65%	0.00%	1.46%	0.00%	0.00%	6.25%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	1.01%	1.04%	0.50%	0.34%	0.00%	0.00%	0.88%	0.00%	0.00%	1.14%	0.92%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	0	0	1	0	0	0	0	1	2	0	0	0	0	0	2	0	2	0	1	1	0	1	0	1	0	0	0	0	0	0									
		0.21%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	6.25%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.33%	0.00%	0.39%	0.99%	0.00%	0.64%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	42	1	1	1	4	3	2	1	0	1	0	0	0	0	5	3	1	7	2	0	1	0	0	2	0	2	3	1	0	1	0									
		0.73%	0.24%	1.09%	0.66%	4.17%	1.09%	0.70%	2.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	4.55%	0.43%	0.21%	1.17%	0.67%	0.00%	0.99%	0.00%	0.00%	2.82%	0.00%	0.92%	1.91%	1.47%	0.00%	0.61%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	661	36	8	13	15	38	53	2	1	24	1	8	2	12	11	118	76	58	32	24	4	10	20	4	10	24	23	11	8	15	0									
		11.43%	8.55%	8.70%	8.61%	15.63%	13.87%	18.66%	4.00%	6.25%	8.70%	2.04%	7.41%	2.99%	7.95%	10.00%	16.95%	15.80%	9.68%	10.77%	9.34%	3.96%	8.85%	12.74%	5.63%	5.68%	11.06%	14.65%	16.18%	14.81%	9.15%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	15	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	4	1	0	1	0	0	0	1	1	1	1	0	0	1	0									
		0.26%	0.00%	0.00%	0.66%	1.04%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.91%	0.00%	0.83%	0.17%	0.00%	0.39%	0.00%	0.00%	0.00%	1.41%	0.57%	0.46%	0.64%	0.00%	0.00%	0.61%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	147	6	4	0	0	3	8	0	0	5	1	6	0	4	8	33	12	15	9	14	0	1	2	0	3	6	4	0	2	1	0									
		2.54%	1.43%	4.35%	0.00%	0.00%	1.09%	2.82%	0.00%	0.00%	1.81%	2.04%	5.56%	0.00%	2.65%	7.27%	4.74%	2.49%	2.50%	3.03%	5.45%	0.00%	0.88%	1.27%	0.00%	1.70%	2.76%	2.55%	0.00%	3.70%	0.61%	0.00%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
