Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																									
Дата голосования: 07.12.2003 0:00:00																																																																									
																																																																									
Наименование Избирательной комиссии:    Киселевская городская																																																																									
																																																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																									
																																																																									
		Сумма	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431					
		0.04%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.09%	0.27%	0.11%	0.0%	0.09%	0.09%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.52%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.18%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	224	1	4	4	3	3	1	1	1	4	5	8	4	10	3	3	1	5	5	2	2	2	2	2	6	4	6	1	1	5	4	7	4	6	0	5	7	6	1	8	9	2	1	7	4	6	3	10	1	1	4	2	1	2	2	1	0	2	0	2	3	3	3	0	1	5	2					
		0.55%	0.18%	0.46%	0.99%	0.92%	0.83%	0.21%	0.36%	0.76%	1.22%	0.79%	1.25%	0.45%	0.95%	0.72%	0.36%	0.14%	1.15%	0.44%	0.37%	0.64%	0.38%	0.38%	0.24%	0.86%	0.53%	0.55%	0.10%	0.14%	0.91%	0.71%	2.08%	0.95%	0.67%	0.0%	0.84%	1.07%	0.59%	0.27%	0.95%	1.15%	0.18%	0.09%	0.56%	0.41%	0.66%	0.24%	1.59%	0.44%	0.22%	0.55%	1.05%	0.21%	0.53%	0.54%	0.20%	0.0%	0.44%	0.0%	0.46%	0.69%	0.53%	0.54%	0.0%	0.18%	0.78%	0.36%					
30	"13. ""Демократическая партия России"""	53	0	1	0	0	5	0	0	1	0	3	0	1	1	0	2	1	2	2	2	0	0	0	1	2	0	0	1	1	0	1	0	0	1	1	3	0	2	0	1	0	0	0	4	2	0	2	1	0	3	0	0	0	0	3	0	0	0	0	1	0	0	1	0	1	0	0					
		0.13%	0.0%	0.11%	0.0%	0.0%	1.39%	0.0%	0.0%	0.76%	0.0%	0.47%	0.0%	0.11%	0.09%	0.0%	0.24%	0.14%	0.46%	0.17%	0.37%	0.0%	0.0%	0.0%	0.12%	0.28%	0.0%	0.0%	0.10%	0.14%	0.0%	0.17%	0.0%	0.0%	0.11%	0.29%	0.50%	0.0%	0.19%	0.0%	0.11%	0.0%	0.0%	0.0%	0.32%	0.20%	0.0%	0.16%	0.15%	0.0%	0.67%	0.0%	0.0%	0.0%	0.0%	0.82%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.18%	0.0%	0.18%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	38	1	2	0	0	2	0	0	0	0	1	0	0	3	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	3	1	1	0	0	0	0	0	1	1	0	3	0	1	0	0	0	2	0	1	0	1	0	0	0	0	2	0	0	0	1	0	3	0					
		0.09%	0.18%	0.23%	0.0%	0.0%	0.55%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.28%	0.24%	0.12%	0.14%	0.0%	0.08%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.14%	0.0%	0.0%	0.29%	0.0%	0.33%	0.29%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%	0.09%	0.0%	0.31%	0.0%	0.08%	0.0%	0.0%	0.0%	0.27%	0.0%	0.21%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.19%	0.0%	0.47%	0.0%					
32	"15. ""Партия СЛОН"""	26	2	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	2	0	0	0	2	0	2	0	1	0	0	1	0	0	1	1	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0					
		0.06%	0.37%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.24%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.28%	0.0%	0.0%	0.0%	0.29%	0.0%	0.35%	0.0%	0.23%	0.0%	0.0%	0.16%	0.0%	0.0%	0.27%	0.11%	0.12%	0.0%	0.09%	0.0%	0.10%	0.0%	0.08%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.15%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2195	5	50	11	7	10	4	7	5	17	48	38	43	65	12	48	46	27	61	32	12	9	31	33	45	31	68	60	26	31	34	23	44	37	9	47	56	125	27	58	46	74	67	70	44	64	71	20	7	8	61	9	24	6	9	17	6	14	21	9	14	27	22	15	34	53	41					
		5.42%	0.93%	5.78%	2.73%	2.16%	2.78%	0.85%	2.58%	3.81%	5.21%	7.64%	5.97%	4.85%	6.23%	2.91%	5.88%	6.69%	6.25%	5.42%	6.01%	3.85%	1.74%	5.90%	4.04%	6.46%	4.11%	6.28%	6.52%	3.86%	5.65%	6.09%	6.84%	10.52%	4.13%	2.65%	7.89%	8.56%	12.40%	7.35%	6.91%	5.88%	6.91%	6.64%	5.67%	4.60%	7.12%	5.83%	3.18%	3.09%	1.80%	8.44%	4.76%	5.26%	1.59%	2.47%	3.53%	1.94%	3.09%	3.05%	2.08%	3.24%	4.83%	4.02%	2.92%	6.24%	8.35%	7.38%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	128	1	1	0	1	0	0	1	0	1	0	0	1	5	0	4	1	1	4	1	0	1	4	8	1	3	3	3	1	4	4	1	6	1	1	4	6	2	0	4	8	5	2	2	2	4	2	1	0	3	1	1	0	1	2	1	0	1	0	0	4	2	4	1	1	1	0					
		0.31%	0.18%	0.11%	0.0%	0.30%	0.0%	0.0%	0.36%	0.0%	0.30%	0.0%	0.0%	0.11%	0.47%	0.0%	0.49%	0.14%	0.23%	0.35%	0.18%	0.0%	0.19%	0.76%	0.98%	0.14%	0.39%	0.27%	0.32%	0.14%	0.72%	0.71%	0.29%	1.43%	0.11%	0.29%	0.67%	0.91%	0.19%	0.0%	0.47%	1.02%	0.46%	0.19%	0.16%	0.20%	0.44%	0.16%	0.15%	0.0%	0.67%	0.13%	0.52%	0.0%	0.26%	0.54%	0.20%	0.0%	0.22%	0.0%	0.0%	0.92%	0.35%	0.73%	0.19%	0.18%	0.15%	0.0%					
35	"18. ""ЛДПР"""	5419	98	107	37	44	42	53	42	10	46	62	76	149	128	41	117	81	40	148	65	33	49	65	102	103	102	126	138	96	73	99	49	46	103	45	48	55	79	54	106	122	148	183	169	154	150	221	99	25	46	93	16	66	46	50	71	41	57	85	71	57	61	72	74	89	102	94					
		13.40%	18.31%	12.38%	9.20%	13.62%	11.69%	11.32%	15.49%	7.63%	14.11%	9.87%	11.94%	16.81%	12.27%	9.95%	14.33%	11.79%	9.25%	13.15%	12.21%	10.61%	9.51%	12.38%	12.51%	14.79%	13.52%	11.64%	15.01%	14.28%	13.32%	17.74%	14.58%	11.00%	11.52%	13.27%	8.06%	8.40%	7.83%	14.71%	12.63%	15.60%	13.83%	18.15%	13.69%	16.10%	16.70%	18.15%	15.76%	11.06%	10.38%	12.88%	8.46%	14.47%	12.23%	13.73%	14.76%	13.26%	12.58%	12.37%	16.47%	13.19%	10.91%	13.18%	14.45%	16.36%	16.08%	16.93%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	385	5	12	5	8	1	4	2	1	1	7	6	3	13	4	4	7	10	5	1	3	1	4	5	5	8	3	11	2	2	9	7	7	12	1	4	9	14	6	12	7	9	9	9	16	12	14	2	2	1	12	3	0	6	7	3	3	4	7	3	4	6	6	2	1	9	4					
		0.95%	0.93%	1.38%	1.24%	2.47%	0.27%	0.85%	0.73%	0.76%	0.30%	1.11%	0.94%	0.33%	1.24%	0.97%	0.49%	1.01%	2.31%	0.44%	0.18%	0.96%	0.19%	0.76%	0.61%	0.71%	1.06%	0.27%	1.19%	0.29%	0.36%	1.61%	2.08%	1.67%	1.34%	0.29%	0.67%	1.37%	1.38%	1.63%	1.43%	0.89%	0.84%	0.89%	0.72%	1.67%	1.33%	1.15%	0.31%	0.88%	0.22%	1.66%	1.58%	0.0%	1.59%	1.92%	0.62%	0.97%	0.88%	1.01%	0.69%	0.92%	1.07%	1.09%	0.39%	0.18%	1.41%	0.72%					
37	"20. ""Политическая партия ""Единая Россия"""	22826	310	462	253	196	207	291	160	91	199	351	379	527	554	252	460	375	233	619	302	217	378	313	510	350	436	650	498	375	303	292	168	195	545	193	308	347	447	191	451	423	560	489	688	498	475	693	379	144	274	365	131	210	264	230	293	218	282	435	271	259	321	314	313	288	336	285					
		56.45%	57.94%	53.47%	62.93%	60.68%	57.66%	62.17%	59.04%	69.46%	61.04%	55.89%	59.59%	59.48%	53.11%	61.16%	56.37%	54.58%	53.93%	55.02%	56.76%	69.77%	73.39%	59.61%	62.57%	50.28%	57.82%	60.07%	54.18%	55.80%	55.29%	52.32%	50.0%	46.65%	60.96%	56.93%	51.76%	53.05%	44.34%	52.04%	53.75%	54.09%	52.33%	48.51%	55.75%	52.09%	52.89%	56.94%	60.35%	63.71%	61.85%	50.55%	69.31%	46.05%	70.21%	63.18%	60.91%	70.55%	62.25%	63.31%	62.87%	59.95%	57.42%	57.50%	61.13%	52.94%	52.99%	51.35%					
