Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																								
Дата голосования: 18.09.2016																																																								
																																																								
Наименование Избирательной комиссии:    Бижбулякская																																																								
																																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																																								
																																																								
		Сумма	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	512	25	3	3	25	3	10	30	40	20	35	10	6	2	3	3	10	10	10	28	10	5	5	5	3	15	3	10	10	3	20	5	10	30	15	30	2	10	10	2	3	5	17	3	3	2									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	453	11	3	0	25	3	10	30	40	20	35	10	6	1	3	3	10	10	10	28	10	0	5	5	3	15	2	10	10	0	20	5	10	30	15	3	2	10	10	2	3	5	17	3	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	30	2	0	0	0	0	0	3	1	0	0	3	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	6	2	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	59	14	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	3	0	0	0	0	0	27	0	0	0	0	0	0	0	0	3	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	1	0	0	0	0	0	2	1	2	2	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	42	9	0	0	2	0	0	1	1	2	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	10	0	1	1	3	1	0	3	0	0	0	0	1	0	1	0									
		0.24%	1.10%	0.00%	0.00%	0.31%	0.00%	0.00%	0.10%	0.12%	0.24%	0.09%	0.17%	0.00%	0.00%	0.00%	0.30%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	0.31%	0.00%	0.00%	1.48%	0.00%	0.27%	0.11%	0.65%	0.16%	0.00%	1.80%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.72%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	145	6	0	4	19	1	2	5	6	4	2	2	2	1	2	2	2	1	3	3	0	1	2	1	1	1	1	2	1	2	16	1	2	2	16	7	0	3	1	2	5	1	4	0	1	5									
		0.83%	0.73%	0.00%	4.65%	2.95%	1.06%	0.65%	0.49%	0.71%	0.48%	0.17%	0.34%	0.64%	0.72%	0.62%	0.61%	1.37%	0.31%	1.21%	0.42%	0.00%	0.53%	0.88%	0.70%	0.93%	0.18%	0.69%	0.62%	0.29%	2.17%	2.36%	0.33%	0.54%	0.21%	3.46%	1.11%	0.00%	1.80%	0.13%	1.74%	2.86%	0.52%	0.69%	0.00%	0.72%	5.56%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	96	8	0	0	8	1	1	3	2	5	3	2	2	1	2	2	2	3	1	2	3	0	1	0	0	2	2	2	3	0	14	2	0	2	5	3	0	1	1	1	2	0	2	0	1	1									
		0.55%	0.97%	0.00%	0.00%	1.24%	1.06%	0.32%	0.29%	0.24%	0.61%	0.26%	0.34%	0.64%	0.72%	0.62%	0.61%	1.37%	0.94%	0.40%	0.28%	1.15%	0.00%	0.44%	0.00%	0.00%	0.37%	1.38%	0.62%	0.86%	0.00%	2.07%	0.66%	0.00%	0.21%	1.08%	0.48%	0.00%	0.60%	0.13%	0.87%	1.14%	0.00%	0.34%	0.00%	0.72%	1.11%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10219	452	84	63	271	56	185	559	479	439	674	332	196	94	201	205	108	196	177	380	167	119	142	75	81	411	104	198	205	58	436	208	238	674	339	250	37	82	424	71	96	124	255	129	87	58									
		58.83%	55.05%	57.93%	73.26%	42.02%	59.57%	60.06%	54.75%	56.49%	53.15%	57.36%	56.85%	62.42%	68.12%	62.42%	62.12%	73.97%	61.25%	71.37%	53.45%	64.23%	63.64%	62.83%	52.45%	75.00%	75.83%	71.72%	61.49%	58.91%	63.04%	64.40%	68.65%	64.67%	71.02%	73.22%	39.62%	56.06%	49.10%	53.13%	61.74%	54.86%	64.92%	43.89%	63.86%	63.04%	64.44%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	80	6	0	3	4	1	1	2	2	1	3	2	0	1	2	2	0	2	0	1	1	2	1	0	1	3	1	2	1	1	8	2	2	11	0	4	0	1	1	1	0	0	2	1	1	0									
		0.46%	0.73%	0.00%	3.49%	0.62%	1.06%	0.32%	0.20%	0.24%	0.12%	0.26%	0.34%	0.00%	0.72%	0.62%	0.61%	0.00%	0.63%	0.00%	0.14%	0.38%	1.07%	0.44%	0.00%	0.93%	0.55%	0.69%	0.62%	0.29%	1.09%	1.18%	0.66%	0.54%	1.16%	0.00%	0.63%	0.00%	0.60%	0.13%	0.87%	0.00%	0.00%	0.34%	0.50%	0.72%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	19	2	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	3	0	0	1	0	1	0	0	1									
		0.11%	0.24%	0.69%	0.00%	0.00%	0.00%	0.00%	0.10%	0.12%	0.12%	0.09%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.22%	0.16%	0.00%	1.80%	0.00%	0.00%	0.57%	0.00%	0.17%	0.00%	0.00%	1.11%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	301	5	0	3	51	1	3	15	11	9	12	9	3	2	3	3	1	4	2	7	3	3	2	3	2	6	2	3	3	1	63	3	3	5	16	11	0	5	2	1	8	2	3	4	1	2									
		1.73%	0.61%	0.00%	3.49%	7.91%	1.06%	0.97%	1.47%	1.30%	1.09%	1.02%	1.54%	0.96%	1.45%	0.93%	0.91%	0.68%	1.25%	0.81%	0.98%	1.15%	1.60%	0.88%	2.10%	1.85%	1.11%	1.38%	0.93%	0.86%	1.09%	9.31%	0.99%	0.82%	0.53%	3.46%	1.74%	0.00%	2.99%	0.25%	0.87%	4.57%	1.05%	0.52%	1.98%	0.72%	2.22%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	11	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0									
		0.06%	0.12%	0.00%	0.00%	0.16%	0.00%	0.00%	0.10%	0.00%	0.12%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	41	1	0	0	1	0	1	3	2	2	2	1	0	0	1	0	0	2	0	2	0	0	0	1	0	2	0	3	2	0	3	1	2	2	0	2	0	0	2	0	0	1	2	0	0	0									
		0.24%	0.12%	0.00%	0.00%	0.16%	0.00%	0.32%	0.29%	0.24%	0.24%	0.17%	0.17%	0.00%	0.00%	0.31%	0.00%	0.00%	0.63%	0.00%	0.28%	0.00%	0.00%	0.00%	0.70%	0.00%	0.37%	0.00%	0.93%	0.57%	0.00%	0.44%	0.33%	0.54%	0.21%	0.00%	0.32%	0.00%	0.00%	0.25%	0.00%	0.00%	0.52%	0.34%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	17	2	0	0	2	0	0	0	1	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0									
		0.10%	0.24%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.12%	0.24%	0.09%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	23	3	0	1	5	0	0	1	0	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	1	0	3	0	0	0	0	0	0	0	0									
		0.13%	0.37%	0.00%	1.16%	0.78%	0.00%	0.00%	0.10%	0.00%	0.24%	0.09%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.43%	0.16%	0.00%	1.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	5916	302	58	11	268	32	110	403	325	334	448	206	109	36	105	111	28	102	60	306	83	59	75	59	19	111	32	98	124	28	61	81	114	216	78	336	26	64	355	36	30	58	284	68	45	22									
		34.06%	36.78%	40.00%	12.79%	41.55%	34.04%	35.71%	39.47%	38.33%	40.44%	38.13%	35.27%	34.71%	26.09%	32.61%	33.64%	19.18%	31.88%	24.19%	43.04%	31.92%	31.55%	33.19%	41.26%	17.59%	20.48%	22.07%	30.43%	35.63%	30.43%	9.01%	26.73%	30.98%	22.76%	16.85%	53.25%	39.39%	38.32%	44.49%	31.30%	17.14%	30.37%	48.88%	33.66%	32.61%	24.44%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	35	5	0	1	2	0	0	1	1	6	1	1	0	1	1	1	1	1	2	0	0	0	0	0	2	0	0	0	0	0	2	0	1	1	0	2	0	0	0	0	0	0	1	0	1	0									
		0.20%	0.61%	0.00%	1.16%	0.31%	0.00%	0.00%	0.10%	0.12%	0.73%	0.09%	0.17%	0.00%	0.72%	0.31%	0.30%	0.68%	0.31%	0.81%	0.00%	0.00%	0.00%	0.00%	0.00%	1.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.27%	0.11%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.72%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	333	12	0	0	2	2	5	26	17	18	25	14	2	2	5	3	2	4	0	10	3	3	3	4	2	6	2	11	9	2	39	5	5	21	3	11	3	1	12	3	5	5	25	0	0	1									
		1.92%	1.46%	0.00%	0.00%	0.31%	2.13%	1.62%	2.55%	2.00%	2.18%	2.13%	2.40%	0.64%	1.45%	1.55%	0.91%	1.37%	1.25%	0.00%	1.41%	1.15%	1.60%	1.33%	2.80%	1.85%	1.11%	1.38%	3.42%	2.59%	2.17%	5.76%	1.65%	1.36%	2.21%	0.65%	1.74%	4.55%	0.60%	1.50%	2.61%	2.86%	2.62%	4.30%	0.00%	0.00%	1.11%									
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
