7	Число избирательных бюллетеней в переносных ящиках для голосования	2769	23	51	27	17	39	32	32	9	29	212	29	24	276	44	49	32	29	42	20	15	10	25	40	22	29	36	26	27	64	56	42	27	27	28	24	26	48	49	89	21	48	33	35	34	47	33	19	28	41	35	43	15	49	39	28	60	35	49	61	290					
8	Число бюллетеней в стационарных ящиках для голосования	103844	1744	1818	2101	1751	1880	1921	1918	1898	1766	1244	2124	2046	1306	1749	1824	1795	1777	2020	1403	1728	1231	1832	2000	1686	1907	1822	1386	1515	1992	2011	1646	1237	1576	1755	1626	1881	1730	1828	1868	1513	2147	1995	2303	2105	1930	1593	1733	1346	958	1194	2102	1592	1663	1312	1781	1860	1635	1761	1762	1217					
9	Число недействительных избирательных бюллетеней	1099	44	8	35	13	40	21	16	38	24	9	13	14	19	23	16	40	44	0	3	9	9	33	17	33	4	22	9	7	9	39	36	19	3	11	14	0	36	0	24	33	4	29	7	30	0	21	12	21	21	8	15	25	7	4	10	36	22	15	20	5					
10	Число действительных избирательных бюллетеней	105514	1723	1861	2093	1755	1879	1932	1934	1869	1771	1447	2140	2056	1563	1770	1857	1787	1762	2062	1420	1734	1232	1824	2023	1675	1932	1836	1403	1535	2047	2028	1652	1245	1600	1772	1636	1907	1742	1877	1933	1501	2191	1999	2331	2109	1977	1605	1740	1353	978	1221	2130	1582	1705	1347	1799	1884	1648	1795	1803	1502					
11	Число полученных открепительных  удостоверений	1847	28	28	30	28	28	28	28	28	28	28	28	33	28	28	39	28	140	28	28	28	28	28	28	28	28	28	28	28	29	28	28	28	28	28	28	28	28	23	28	28	48	28	38	37	28	28	28	28	28	28	28	28	28	28	28	28	28	28	30	28					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1380	23	28	29	18	15	19	25	23	19	12	19	30	13	18	32	21	131	28	17	19	12	27	26	16	23	23	25	12	29	11	18	15	22	19	23	23	27	20	17	15	36	19	34	33	25	23	15	13	14	8	23	28	15	13	26	27	16	19	30	21					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	633	7	11	11	14	9	16	2	1	9	93	7	12	10	9	7	8	30	1	3	11	7	6	11	7	8	13	1	7	12	17	11	8	16	3	3	3	6	9	13	3	5	7	1	8	25	7	24	6	3	5	3	4	7	13	15	11	6	16	17	15					
14	Число неиспользованных открепительных удостоверений	467	5	0	1	10	13	9	3	5	9	16	9	3	15	10	7	7	9	0	11	9	16	1	2	12	5	5	3	16	0	17	10	13	6	9	5	5	1	3	11	13	12	9	4	4	3	5	13	15	14	20	5	0	13	15	2	1	12	9	0	7					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	151	2	4	4	3	2	0	2	1	2	2	2	2	3	4	2	4	2	8	1	0	3	3	3	1	3	1	3	0	1	2	3	0	3	1	2	1	0	5	1	4	6	2	6	1	3	3	3	6	2	3	0	5	1	1	0	2	7	2	7	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																			
18	Богданов Андрей Владимирович	1854	29	18	51	57	44	19	19	21	41	35	23	42	16	36	19	41	48	25	46	22	36	47	36	39	40	51	27	9	23	26	25	28	18	42	46	42	48	13	29	36	9	28	6	36	35	37	18	22	23	25	22	30	29	36	28	35	39	33	28	22					
		1.74%	1.64%	0.96%	2.40%	3.22%	2.29%	0.97%	0.97%	1.10%	2.28%	2.40%	1.07%	2.03%	1.01%	2.01%	1.01%	2.24%	2.66%	1.21%	3.23%	1.26%	2.90%	2.53%	1.76%	2.28%	2.07%	2.74%	1.91%	0.58%	1.12%	1.26%	1.48%	2.22%	1.12%	2.36%	2.79%	2.20%	2.70%	0.69%	1.48%	2.35%	0.41%	1.38%	0.26%	1.68%	1.77%	2.28%	1.03%	1.60%	2.30%	2.03%	1.03%	1.87%	1.69%	2.66%	1.55%	1.82%	2.34%	1.82%	1.54%	1.46%					
19	Жириновский Владимир Вольфович	7755	45	72	155	179	187	117	68	135	213	158	159	146	96	142	161	206	192	72	82	254	78	161	136	122	172	154	128	67	149	196	181	31	76	143	123	108	208	120	114	88	88	157	137	136	49	140	144	62	72	88	122	192	88	89	145	114	184	102	104	148					
		7.27%	2.55%	3.85%	7.28%	10.12%	9.74%	5.99%	3.49%	7.08%	11.87%	10.85%	7.39%	7.05%	6.07%	7.92%	8.60%	11.28%	10.63%	3.49%	5.76%	14.57%	6.29%	8.67%	6.67%	7.14%	8.88%	8.29%	9.07%	4.35%	7.25%	9.48%	10.72%	2.45%	4.74%	8.02%	7.45%	5.66%	11.70%	6.39%	5.83%	5.74%	4.01%	7.74%	5.86%	6.36%	2.48%	8.61%	8.22%	4.51%	7.21%	7.16%	5.69%	11.95%	5.14%	6.59%	8.02%	5.94%	11.02%	5.64%	5.70%	9.82%					
20	Зюганов Геннадий Андреевич	22969	219	555	396	449	512	508	295	283	509	287	369	275	293	348	485	509	478	495	183	325	187	482	283	411	414	483	373	201	495	514	500	236	429	406	284	517	485	524	327	343	465	480	428	298	409	355	395	322	204	231	481	416	222	249	395	264	403	483	396	406					
		21.54%	12.39%	29.70%	18.61%	25.40%	26.68%	26.01%	15.13%	14.84%	28.36%	19.71%	17.14%	13.29%	18.52%	19.41%	25.89%	27.86%	26.47%	24.01%	12.86%	18.65%	15.07%	25.96%	13.87%	24.06%	21.38%	25.99%	26.42%	13.04%	24.08%	24.87%	29.62%	18.67%	26.76%	22.77%	17.21%	27.11%	27.28%	27.92%	16.71%	22.36%	21.18%	23.67%	18.31%	13.93%	20.69%	21.83%	22.55%	23.44%	20.42%	18.80%	22.42%	25.89%	12.97%	18.43%	21.84%	13.75%	24.13%	26.69%	21.72%	26.94%					
21	Медведев Дмитрий Анатольевич	72936	1430	1216	1491	1070	1136	1288	1552	1430	1008	967	1589	1593	1158	1244	1192	1031	1044	1470	1109	1133	931	1134	1568	1103	1306	1148	875	1258	1380	1292	946	950	1077	1181	1183	1240	1001	1220	1463	1034	1629	1334	1760	1639	1484	1073	1183	947	679	877	1505	944	1366	973	1231	1471	1022	1177	1275	926					
		68.41%	80.93%	65.06%	70.07%	60.52%	59.20%	65.95%	79.59%	74.99%	56.16%	66.41%	73.80%	76.96%	73.20%	69.38%	63.64%	56.43%	57.81%	71.29%	77.93%	65.00%	75.02%	61.07%	76.86%	64.58%	67.46%	61.79%	61.97%	81.58%	67.12%	62.51%	56.04%	75.16%	67.19%	66.24%	71.70%	65.02%	56.30%	64.99%	74.76%	67.41%	74.21%	65.78%	75.28%	76.62%	75.06%	65.99%	67.52%	68.92%	67.97%	71.36%	70.16%	58.74%	79.79%	72.02%	68.05%	76.61%	61.20%	65.03%	69.94%	61.45%					
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
