Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Песчанокопская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617									
		0.11%	0.10%	0.00%	0.24%	0.29%	0.53%	0.14%	0.00%	0.14%	0.09%	0.16%	0.00%	0.00%	0.00%	0.20%	0.00%	0.16%	0.00%	0.12%	0.14%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	259	23	28	22	13	18	5	10	19	7	10	3	7	8	3	2	9	10	16	9	10	27									
		1.44%	2.25%	2.68%	2.61%	1.27%	1.90%	0.69%	2.52%	1.31%	0.66%	1.59%	0.43%	0.75%	1.02%	0.60%	0.23%	1.45%	1.28%	1.89%	1.29%	1.18%	2.12%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
