Выборы Президента Российской Федерации																																																					
																																																					
"Наименование Избирательной комиссии:    Брянск, Советская"																																																					
																																																					
Итоги голосования 																																																					
																																																					
		Сумма	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169					
11	Число полученных открепительных  удостоверений	1969	275	75	50	20	20	50	50	29	10	40	50	40	25	30	30	35	20	25	30	30	100	50	40	30	30	30	200	30	40	40	30	20	30	30	30	25	30	30	30	40	30	30	20	50	20	0					
12	Число выданных открепительных удостоверений	1144	254	70	11	12	8	25	20	18	1	18	14	23	21	11	12	9	11	20	14	27	24	19	19	15	25	14	178	11	28	11	11	15	18	13	5	22	10	13	17	22	8	10	7	23	7	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	946	38	12	18	15	10	15	16	11	8	9	13	16	18	13	40	39	14	9	33	34	32	8	19	19	11	14	7	6	14	6	8	7	19	11	5	14	6	13	10	17	15	54	9	23	15	203					
14	Число неиспользованных открепительных удостоверений	825	21	5	39	8	12	25	30	11	9	22	36	17	4	19	18	26	9	5	16	3	76	31	21	15	5	16	22	19	12	29	19	5	12	17	25	3	20	17	13	18	22	20	13	27	13	0					
15	"Число открепительных удостоверений, выданных в ТИК"	31	0	0	2	0	0	1	1	2	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	1	0	2	1	3	1	4	1	0	0	1	0	1	0	0	2	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																					
18	. Глазьев Сергей Юрьевич	3676	35	46	83	73	46	82	71	96	20	90	67	83	104	66	58	69	44	72	109	114	86	109	134	133	92	62	52	57	92	101	92	91	125	92	90	65	61	113	82	97	95	77	46	103	78	23					
		6.43%	2.98%	5.32%	5.63%	5.55%	5.62%	5.33%	4.73%	6.16%	5.12%	8.40%	6.45%	5.67%	8.36%	5.48%	6.60%	6.31%	5.70%	5.86%	6.99%	6.90%	6.45%	7.98%	8.03%	8.50%	6.32%	5.36%	4.73%	5.49%	6.86%	7.53%	7.63%	6.72%	7.99%	6.39%	6.46%	5.26%	6.39%	8.37%	6.65%	6.58%	7.89%	5.60%	5.44%	6.96%	5.80%	4.39%					
19	. Малышкин Олег Александрович	892	8	9	31	18	24	18	26	24	6	19	15	21	19	19	10	15	16	21	34	16	11	18	13	32	22	19	12	17	24	15	21	23	12	23	15	26	21	19	15	25	17	24	22	23	30	24					
		1.56%	0.68%	1.04%	2.10%	1.37%	2.93%	1.17%	1.73%	1.54%	1.53%	1.77%	1.45%	1.43%	1.53%	1.58%	1.14%	1.37%	2.07%	1.71%	2.18%	0.97%	0.83%	1.32%	0.78%	2.04%	1.51%	1.64%	1.09%	1.64%	1.79%	1.12%	1.74%	1.70%	0.77%	1.60%	1.08%	2.11%	2.20%	1.41%	1.22%	1.70%	1.41%	1.74%	2.60%	1.55%	2.23%	4.58%					
20	. Миронов Сергей Михайлович	617	10	16	19	17	7	23	14	12	4	6	9	16	13	6	7	5	8	14	13	14	13	12	20	16	24	11	21	6	16	17	13	17	18	17	24	15	8	14	17	18	14	14	6	15	15	3					
		1.08%	0.85%	1.85%	1.29%	1.29%	0.86%	1.50%	0.93%	0.77%	1.02%	0.56%	0.87%	1.09%	1.05%	0.50%	0.80%	0.46%	1.04%	1.14%	0.83%	0.85%	0.98%	0.88%	1.20%	1.02%	1.65%	0.95%	1.91%	0.58%	1.19%	1.27%	1.08%	1.25%	1.15%	1.18%	1.72%	1.21%	0.84%	1.04%	1.38%	1.22%	1.16%	1.02%	0.71%	1.01%	1.12%	0.57%					
21	. Путин Владимир Владимирович	36484	907	585	952	889	530	965	962	957	251	703	659	945	761	772	549	660	512	822	1040	1005	804	829	972	924	887	750	783	598	828	820	729	879	1000	907	904	793	623	873	751	934	779	909	571	980	869	362					
		63.80%	77.13%	67.71%	64.59%	67.60%	64.79%	62.74%	64.09%	61.39%	64.19%	65.64%	63.49%	64.51%	61.17%	64.12%	62.46%	60.38%	66.32%	66.94%	66.71%	60.80%	60.32%	60.69%	58.24%	59.04%	60.96%	64.82%	71.18%	57.56%	61.74%	61.15%	60.50%	64.87%	63.94%	62.99%	64.90%	64.21%	65.30%	64.67%	60.86%	63.36%	64.70%	66.06%	67.49%	66.22%	64.61%	69.08%					
22	. Хакамада Ирина Муцуовна	2526	28	47	74	54	23	79	54	91	29	49	60	74	64	66	57	64	48	39	50	92	86	77	90	83	63	48	42	43	45	47	41	49	62	50	43	56	32	69	59	84	45	39	22	45	51	13					
		4.42%	2.38%	5.44%	5.02%	4.11%	2.81%	5.14%	3.60%	5.84%	7.42%	4.58%	5.78%	5.05%	5.14%	5.48%	6.48%	5.86%	6.22%	3.18%	3.21%	5.57%	6.45%	5.64%	5.39%	5.30%	4.33%	4.15%	3.82%	4.14%	3.36%	3.50%	3.40%	3.62%	3.96%	3.47%	3.09%	4.53%	3.35%	5.11%	4.78%	5.70%	3.74%	2.83%	2.60%	3.04%	3.79%	2.48%					
23	. Харитонов Николай Михайлович	9996	110	109	243	204	152	271	308	310	60	141	176	237	219	216	147	214	116	210	225	303	258	264	337	292	297	208	134	270	256	271	249	227	284	280	252	219	158	183	247	218	198	254	154	253	252	10					
		17.48%	9.35%	12.62%	16.49%	15.51%	18.58%	17.62%	20.52%	19.88%	15.35%	13.17%	16.96%	16.18%	17.60%	17.94%	16.72%	19.58%	15.03%	17.10%	14.43%	18.33%	19.35%	19.33%	20.19%	18.66%	20.41%	17.98%	12.18%	25.99%	19.09%	20.21%	20.66%	16.75%	18.16%	19.44%	18.09%	17.73%	16.56%	13.56%	20.02%	14.79%	16.45%	18.46%	18.20%	17.09%	18.74%	1.91%					
																																																					
24	Против всех	2607	78	42	61	55	26	82	60	61	18	56	42	73	57	54	45	60	27	37	73	94	70	53	97	76	60	42	54	36	74	56	45	61	59	61	54	56	45	68	61	86	48	49	25	44	43	83					
		4.56%	6.63%	4.86%	4.14%	4.18%	3.18%	5.33%	4.00%	3.91%	4.60%	5.23%	4.05%	4.98%	4.58%	4.49%	5.12%	5.49%	3.50%	3.01%	4.68%	5.69%	5.25%	3.88%	5.81%	4.86%	4.12%	3.63%	4.91%	3.46%	5.52%	4.18%	3.73%	4.50%	3.77%	4.24%	3.88%	4.53%	4.72%	5.04%	4.94%	5.83%	3.99%	3.56%	2.96%	2.97%	3.20%	15.84%					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
