Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																														
Дата голосования: 04.12.2011																																																														
																																																														
Наименование Избирательной комиссии:    Киселевская городская																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
		Сумма	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1513	22	9	35	12	12	29	13	19	8	21	23	28	7	54	61	51	20	24	16	0	13	10	7	10	18	23	36	22	50	10	22	12	15	16	8	28	3	14	44	10	14	28	13	29	36	14	18	17	200	40	40	151	60	10	8					
14	Число погашенных неиспользованных открепительных удостоверений	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	81	4	0	0	3	1	0	0	0	0	2	1	2	0	1	1	0	2	0	3	1	2	2	0	0	1	0	2	3	1	0	2	6	3	2	0	1	3	1	6	2	6	2	2	0	0	0	1	0	6	0	0	2	1	2	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3930	4	56	53	104	84	113	74	160	8	81	134	130	66	39	3	38	138	58	0	104	90	89	67	65	24	42	88	25	53	78	70	31	88	78	16	173	140	11	125	97	5	121	91	76	88	59	37	56	62	60	61	66	42	129	80					
		5.81%	0.34%	11.45%	5.70%	6.91%	7.76%	5.94%	8.08%	8.34%	1.15%	5.79%	6.98%	6.86%	9.91%	4.11%	0.34%	5.46%	7.94%	6.37%	0.00%	5.63%	6.93%	6.26%	5.39%	6.86%	2.22%	10.05%	5.38%	2.64%	2.78%	9.61%	4.43%	1.65%	6.61%	6.23%	8.21%	13.06%	9.85%	0.88%	8.39%	9.78%	0.36%	7.87%	8.37%	5.14%	7.63%	7.57%	2.94%	6.18%	3.14%	7.62%	7.70%	5.88%	3.97%	7.09%	7.92%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5533	75	85	142	150	124	152	49	296	24	168	195	96	105	71	9	65	184	100	114	108	20	152	63	83	110	71	106	73	61	126	48	137	81	84	13	194	74	55	215	148	99	171	174	32	50	16	55	29	30	74	135	57	38	231	116					
		8.17%	6.43%	17.38%	15.27%	9.96%	11.45%	7.99%	5.35%	15.42%	3.44%	12.02%	10.16%	5.07%	15.77%	7.49%	1.02%	9.34%	10.59%	10.98%	7.05%	5.84%	1.54%	10.69%	5.07%	8.76%	10.17%	16.99%	6.48%	7.71%	3.20%	15.52%	3.04%	7.29%	6.09%	6.71%	6.67%	14.64%	5.21%	4.38%	14.44%	14.92%	7.23%	11.12%	16.01%	2.16%	4.34%	2.05%	4.37%	3.20%	1.52%	9.40%	17.05%	5.08%	3.60%	12.69%	11.49%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	297	2	2	0	0	0	0	8	17	13	1	1	3	5	5	5	2	8	4	0	9	7	6	9	0	2	7	0	0	13	4	0	0	0	0	2	10	11	0	0	0	0	1	18	6	5	4	0	1	78	9	4	0	4	11	0					
		0.44%	0.17%	0.41%	0.00%	0.00%	0.00%	0.00%	0.87%	0.89%	1.87%	0.07%	0.05%	0.16%	0.75%	0.53%	0.57%	0.29%	0.46%	0.44%	0.00%	0.49%	0.54%	0.42%	0.72%	0.00%	0.18%	1.67%	0.00%	0.00%	0.68%	0.49%	0.00%	0.00%	0.00%	0.00%	1.03%	0.75%	0.77%	0.00%	0.00%	0.00%	0.00%	0.07%	1.66%	0.41%	0.43%	0.51%	0.00%	0.11%	3.95%	1.14%	0.51%	0.00%	0.38%	0.60%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	6166	92	39	76	150	106	149	86	195	57	132	160	152	80	48	70	70	153	108	189	133	100	102	77	97	84	39	124	81	101	105	120	168	96	89	31	181	181	50	176	169	105	176	127	80	146	62	155	50	125	54	76	74	94	276	150					
		9.11%	7.89%	7.98%	8.17%	9.96%	9.79%	7.83%	9.39%	10.16%	8.18%	9.44%	8.34%	8.03%	12.01%	5.06%	7.95%	10.06%	8.81%	11.86%	11.68%	7.20%	7.70%	7.17%	6.19%	10.24%	7.76%	9.33%	7.58%	8.55%	5.30%	12.93%	7.59%	8.94%	7.21%	7.11%	15.90%	13.66%	12.74%	3.98%	11.82%	17.04%	7.66%	11.44%	11.68%	5.41%	12.66%	7.96%	12.32%	5.52%	6.34%	6.86%	9.60%	6.59%	8.89%	15.16%	14.85%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	423	4	4	0	0	0	0	14	40	3	13	4	8	11	14	11	8	21	6	0	10	1	26	14	0	3	4	0	0	8	15	0	0	0	0	8	27	21	0	0	0	0	1	14	8	15	5	7	1	31	7	12	6	3	15	0					
		0.62%	0.34%	0.82%	0.00%	0.00%	0.00%	0.00%	1.53%	2.08%	0.43%	0.93%	0.21%	0.42%	1.65%	1.48%	1.25%	1.15%	1.21%	0.66%	0.00%	0.54%	0.08%	1.83%	1.13%	0.00%	0.28%	0.96%	0.00%	0.00%	0.42%	1.85%	0.00%	0.00%	0.00%	0.00%	4.10%	2.04%	1.48%	0.00%	0.00%	0.00%	0.00%	0.07%	1.29%	0.54%	1.30%	0.64%	0.56%	0.11%	1.57%	0.89%	1.52%	0.53%	0.28%	0.82%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	50669	977	300	659	1102	769	1479	630	1179	592	1001	1422	1502	385	755	766	508	1229	617	1308	1480	1058	1031	996	692	838	246	1274	720	1647	457	1328	1541	1066	1001	123	712	963	1135	964	569	1161	1051	647	1262	841	625	1004	765	1636	571	492	920	856	1153	664					
		74.86%	83.79%	61.35%	70.86%	73.17%	71.01%	77.76%	68.78%	61.44%	84.94%	71.60%	74.10%	79.30%	57.81%	79.64%	87.05%	72.99%	70.75%	67.73%	80.84%	80.09%	81.51%	72.50%	80.13%	73.07%	77.45%	58.85%	77.87%	76.03%	86.46%	56.28%	84.05%	81.97%	80.09%	79.95%	63.08%	53.74%	67.77%	90.37%	64.74%	57.36%	84.74%	68.34%	59.52%	85.27%	72.94%	80.23%	79.81%	84.44%	82.92%	72.55%	62.12%	81.92%	80.98%	63.35%	65.74%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	94	2	0	0	0	0	0	2	4	0	0	0	3	0	6	0	3	4	3	0	4	0	5	1	0	0	2	0	0	3	4	0	0	0	0	0	3	7	1	0	0	0	1	3	6	0	1	0	2	11	2	3	0	3	5	0					
		0.14%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.21%	0.00%	0.00%	0.00%	0.16%	0.00%	0.63%	0.00%	0.43%	0.23%	0.33%	0.00%	0.22%	0.00%	0.35%	0.08%	0.00%	0.00%	0.48%	0.00%	0.00%	0.16%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.49%	0.08%	0.00%	0.00%	0.00%	0.07%	0.28%	0.41%	0.00%	0.13%	0.00%	0.22%	0.56%	0.25%	0.38%	0.00%	0.28%	0.27%	0.00%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
