Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																
Дата голосования: 02.12.2007																																																																
																																																																
Наименование Избирательной комиссии:    Киселевская городская																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1451	10	10	15	25	25	25	20	35	15	45	30	32	15	30	20	10	15	15	20	25	30	25	25	15	15	25	10	24	20	45	20	35	51	70	5	50	45	30	50	30	30	45	15	30	20	25	25	8	25	15	31	20	20	15	15	35	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1400	7	9	15	24	23	25	20	35	15	40	30	32	15	30	20	3	15	15	20	25	30	25	25	15	15	24	6	24	20	45	20	35	51	70	3	50	45	27	50	30	30	39	15	30	19	25	24	7	25	13	31	11	18	15	15	35	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	908	6	26	15	4	8	12	6	26	2	12	13	6	10	10	40	27	5	11	26	13	19	13	9	8	7	14	35	57	10	32	13	5	29	29	3	23	12	17	7	15	17	17	3	3	14	11	15	50	22	10	21	11	15	6	41	8	9					
14	Число погашенных неиспользованных открепительных удостоверений	51	3	1	0	1	2	0	0	0	0	5	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	2	0	0	3	0	0	0	6	0	0	1	0	1	1	0	2	0	9	2	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	49	0	0	0	1	1	0	0	3	0	3	1	0	0	4	0	0	0	1	0	0	1	0	0	1	0	0	1	1	2	1	1	3	2	1	0	2	0	1	0	1	1	8	0	4	0	0	1	1	1	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
18	1.Политическая партия «Аграрная партия России»	609	9	1	3	9	11	8	6	0	3	11	8	13	6	6	6	4	6	18	24	4	14	24	11	5	4	10	3	17	16	13	14	14	22	24	1	22	12	13	16	11	16	16	8	6	0	11	14	4	10	6	20	6	10	8	11	30	11					
		0.92%	0.81%	0.16%	0.30%	0.77%	1.21%	0.63%	0.64%	0.00%	0.44%	0.92%	0.48%	0.61%	0.55%	0.56%	0.55%	0.79%	0.73%	2.27%	2.52%	0.25%	0.78%	1.64%	0.85%	0.45%	0.46%	0.79%	0.42%	1.24%	1.73%	0.62%	1.34%	0.92%	1.40%	1.11%	0.41%	1.41%	0.82%	1.12%	1.16%	0.91%	1.35%	1.00%	1.32%	0.92%	0.00%	0.97%	1.23%	0.59%	0.77%	0.63%	1.09%	0.86%	1.35%	0.98%	1.15%	1.89%	1.35%					
19	2.Всероссийская политическая партия «Гражданская Сила»	270	4	0	2	3	2	8	8	0	2	8	5	10	4	7	6	1	0	4	4	4	6	6	2	3	2	3	1	3	5	4	5	4	13	17	0	6	14	8	8	11	10	9	3	3	0	4	6	2	0	3	5	1	3	4	7	7	0					
		0.41%	0.36%	0.00%	0.20%	0.26%	0.22%	0.63%	0.85%	0.00%	0.29%	0.67%	0.30%	0.47%	0.36%	0.66%	0.55%	0.20%	0.00%	0.50%	0.42%	0.25%	0.34%	0.41%	0.16%	0.27%	0.23%	0.24%	0.14%	0.22%	0.54%	0.19%	0.48%	0.26%	0.83%	0.79%	0.00%	0.39%	0.96%	0.69%	0.58%	0.91%	0.84%	0.56%	0.49%	0.46%	0.00%	0.35%	0.53%	0.30%	0.00%	0.32%	0.27%	0.14%	0.40%	0.49%	0.73%	0.44%	0.00%					
20	3.Политическая партия «Демократическая партия России»	59	1	0	0	1	0	1	1	0	0	0	3	0	2	1	1	0	0	0	4	0	4	4	0	0	0	0	1	1	1	0	3	1	2	0	0	1	0	2	0	2	1	3	0	0	0	2	2	0	0	3	3	3	1	2	0	2	0					
		0.09%	0.09%	0.00%	0.00%	0.09%	0.00%	0.08%	0.11%	0.00%	0.00%	0.00%	0.18%	0.00%	0.18%	0.09%	0.09%	0.00%	0.00%	0.00%	0.42%	0.00%	0.22%	0.27%	0.00%	0.00%	0.00%	0.00%	0.14%	0.07%	0.11%	0.00%	0.29%	0.07%	0.13%	0.00%	0.00%	0.06%	0.00%	0.17%	0.00%	0.17%	0.08%	0.19%	0.00%	0.00%	0.00%	0.18%	0.18%	0.00%	0.00%	0.32%	0.16%	0.43%	0.13%	0.25%	0.00%	0.13%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	6382	130	42	85	113	103	104	80	101	50	97	182	151	81	89	88	23	26	90	113	92	191	253	117	91	72	76	35	84	122	135	119	181	141	201	13	190	115	150	137	130	154	225	51	57	12	151	139	73	124	137	191	60	66	74	83	234	158					
		9.66%	11.66%	6.56%	8.52%	9.70%	11.31%	8.18%	8.49%	4.49%	7.27%	8.12%	10.94%	7.08%	7.37%	8.33%	8.11%	4.52%	3.15%	11.35%	11.88%	5.71%	10.67%	17.28%	9.08%	8.21%	8.34%	6.03%	4.88%	6.12%	13.20%	6.49%	11.40%	11.88%	8.99%	9.31%	5.37%	12.20%	7.87%	12.98%	9.93%	10.77%	12.99%	14.06%	8.39%	8.74%	4.62%	13.28%	12.23%	10.83%	9.54%	14.41%	10.37%	8.57%	8.88%	9.07%	8.65%	14.77%	19.39%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	635	5	2	10	11	8	14	7	17	4	12	62	15	1	2	4	2	14	2	8	7	16	11	14	3	1	3	3	5	8	3	18	4	44	46	8	13	9	6	9	29	7	10	8	5	0	9	30	3	31	26	10	6	3	3	13	6	5					
		0.96%	0.45%	0.31%	1.00%	0.94%	0.88%	1.10%	0.74%	0.76%	0.58%	1.00%	3.73%	0.70%	0.09%	0.19%	0.37%	0.39%	1.70%	0.25%	0.84%	0.43%	0.89%	0.75%	1.09%	0.27%	0.12%	0.24%	0.42%	0.36%	0.87%	0.14%	1.72%	0.26%	2.80%	2.13%	3.31%	0.83%	0.62%	0.52%	0.65%	2.40%	0.59%	0.63%	1.32%	0.77%	0.00%	0.79%	2.64%	0.45%	2.38%	2.73%	0.54%	0.86%	0.40%	0.37%	1.35%	0.38%	0.61%					
23	6.Политическая партия «Партия социальной справедливости»	159	0	3	0	3	1	0	1	1	0	0	0	69	0	2	2	0	0	0	2	3	2	0	3	4	0	6	3	0	1	0	2	1	3	0	0	1	1	0	2	2	5	2	1	2	0	4	3	0	0	1	2	5	4	4	1	7	0					
		0.24%	0.00%	0.47%	0.00%	0.26%	0.11%	0.00%	0.11%	0.04%	0.00%	0.00%	0.00%	3.23%	0.00%	0.19%	0.18%	0.00%	0.00%	0.00%	0.21%	0.19%	0.11%	0.00%	0.23%	0.36%	0.00%	0.48%	0.42%	0.00%	0.11%	0.00%	0.19%	0.07%	0.19%	0.00%	0.00%	0.06%	0.07%	0.00%	0.14%	0.17%	0.42%	0.13%	0.16%	0.31%	0.00%	0.35%	0.26%	0.00%	0.00%	0.11%	0.11%	0.71%	0.54%	0.49%	0.10%	0.44%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	5507	77	58	68	85	69	113	87	70	35	117	141	132	74	90	87	44	39	62	101	131	163	113	104	97	42	118	99	172	73	40	96	124	127	256	9	158	165	132	160	105	122	96	61	73	8	96	107	46	87	71	187	46	97	84	76	139	78					
		8.34%	6.91%	9.06%	6.81%	7.30%	7.57%	8.88%	9.24%	3.11%	5.09%	9.79%	8.48%	6.19%	6.73%	8.43%	8.02%	8.64%	4.73%	7.82%	10.62%	8.13%	9.11%	7.72%	8.07%	8.75%	4.87%	9.37%	13.81%	12.54%	7.90%	1.92%	9.20%	8.14%	8.09%	11.86%	3.72%	10.14%	11.29%	11.42%	11.59%	8.70%	10.30%	6.00%	10.03%	11.20%	3.08%	8.44%	9.41%	6.82%	6.69%	7.47%	10.15%	6.57%	13.06%	10.29%	7.92%	8.78%	9.57%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2164	32	19	19	50	30	41	35	24	18	45	79	4	32	29	28	16	26	26	45	40	91	38	49	27	17	34	33	48	37	31	31	55	68	92	1	91	61	47	58	40	61	66	26	25	0	32	44	16	25	15	70	24	16	29	38	60	30					
		3.28%	2.87%	2.97%	1.90%	4.29%	3.29%	3.22%	3.72%	1.07%	2.62%	3.77%	4.75%	0.19%	2.91%	2.72%	2.58%	3.14%	3.15%	3.28%	4.73%	2.48%	5.08%	2.60%	3.80%	2.44%	1.97%	2.70%	4.60%	3.50%	4.00%	1.49%	2.97%	3.61%	4.33%	4.26%	0.41%	5.84%	4.18%	4.07%	4.20%	3.31%	5.15%	4.13%	4.28%	3.83%	0.00%	2.81%	3.87%	2.37%	1.92%	1.58%	3.80%	3.43%	2.15%	3.55%	3.96%	3.79%	3.68%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	289	7	3	0	9	2	3	3	12	2	6	13	8	7	4	5	1	1	3	7	7	4	5	5	4	0	6	1	6	0	2	10	3	12	8	0	16	6	10	11	7	8	10	4	2	0	6	5	2	0	5	7	1	1	2	4	8	5					
		0.44%	0.63%	0.47%	0.00%	0.77%	0.22%	0.24%	0.32%	0.53%	0.29%	0.50%	0.78%	0.38%	0.64%	0.37%	0.46%	0.20%	0.12%	0.38%	0.74%	0.43%	0.22%	0.34%	0.39%	0.36%	0.00%	0.48%	0.14%	0.44%	0.00%	0.10%	0.96%	0.20%	0.76%	0.37%	0.00%	1.03%	0.41%	0.87%	0.80%	0.58%	0.68%	0.63%	0.66%	0.31%	0.00%	0.53%	0.44%	0.30%	0.00%	0.53%	0.38%	0.14%	0.13%	0.25%	0.42%	0.51%	0.61%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	48797	847	495	808	863	682	972	705	2018	562	880	1149	1495	880	812	843	411	635	583	622	1305	1270	975	968	840	722	984	515	1014	640	1809	725	1129	1107	1463	206	1023	1051	760	965	856	790	1153	444	473	240	816	766	521	1013	672	1331	546	529	601	716	1082	515					
		73.89%	75.96%	77.34%	80.96%	74.08%	74.86%	76.42%	74.84%	89.69%	81.69%	73.64%	69.09%	70.09%	80.07%	76.03%	77.70%	80.75%	76.97%	73.52%	65.40%	81.01%	70.95%	66.60%	75.10%	75.81%	83.66%	78.10%	71.83%	73.91%	69.26%	86.93%	69.44%	74.13%	70.55%	67.79%	85.12%	65.66%	71.94%	65.74%	69.93%	70.92%	66.67%	72.06%	73.03%	72.55%	92.31%	71.77%	67.37%	77.30%	77.92%	70.66%	72.26%	78.00%	71.20%	73.65%	74.58%	68.31%	63.19%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	576	3	3	3	14	3	3	3	3	5	13	14	201	5	11	5	3	2	4	8	7	9	13	9	11	1	1	1	5	13	6	11	5	12	24	3	20	11	20	10	9	7	6	0	6	0	3	13	3	0	0	6	2	5	4	4	5	5					
		0.87%	0.27%	0.47%	0.30%	1.20%	0.33%	0.24%	0.32%	0.13%	0.73%	1.09%	0.84%	9.42%	0.45%	1.03%	0.46%	0.59%	0.24%	0.50%	0.84%	0.43%	0.50%	0.89%	0.70%	0.99%	0.12%	0.08%	0.14%	0.36%	1.41%	0.29%	1.05%	0.33%	0.76%	1.11%	1.24%	1.28%	0.75%	1.73%	0.72%	0.75%	0.59%	0.38%	0.00%	0.92%	0.00%	0.26%	1.14%	0.45%	0.00%	0.00%	0.33%	0.29%	0.67%	0.49%	0.42%	0.32%	0.61%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
