Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																
Дата голосования: 04.12.2011																																																
																																																
"Наименование Избирательной комиссии:    Смоленск, Ленинская"																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1944	60	15	105	40	80	15	45	30	35	35	45	45	150	45	45	105	15	35	44	35	35	20	40	50	45	50	40	35	50	60	65	35	40	45	15	50	60	40	85	30	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1615	47	6	98	31	71	14	39	27	35	26	33	32	150	35	36	92	8	28	39	29	29	6	35	44	35	40	39	31	40	47	43	28	38	36	10	35	45	33	78	23	24					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1255	24	31	33	19	22	35	34	19	18	17	19	14	24	21	17	24	421	16	16	33	17	5	18	36	26	20	12	14	13	28	14	19	24	30	3	14	16	27	29	15	18					
14	Число погашенных неиспользованных открепительных удостоверений	329	13	9	7	9	9	1	6	3	0	9	12	13	0	10	9	13	7	7	5	6	6	14	5	6	10	10	1	4	10	13	22	7	2	9	5	15	15	7	7	7	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	42	0	1	0	1	1	0	1	0	2	0	0	1	2	0	2	1	0	2	0	4	1	3	0	1	1	3	1	3	1	1	0	0	0	0	0	2	0	2	2	0	3					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	10080	151	74	159	184	229	133	258	309	302	265	306	241	315	253	313	237	145	244	281	256	266	87	281	316	290	251	309	295	336	328	239	268	302	215	75	308	240	332	222	201	264					
		22.67%	20.52%	19.42%	18.73%	19.83%	22.63%	21.08%	17.62%	25.84%	25.77%	18.45%	24.21%	23.51%	22.84%	23.49%	23.41%	20.07%	12.88%	24.33%	24.31%	21.99%	23.33%	20.57%	23.71%	26.73%	23.71%	24.73%	22.51%	28.56%	25.89%	24.40%	20.15%	26.15%	26.49%	22.49%	25.42%	24.96%	16.44%	24.27%	19.93%	21.57%	26.06%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5903	120	34	133	127	158	70	164	108	122	276	171	123	177	130	151	192	85	129	122	172	163	80	187	104	136	132	155	134	183	208	211	148	148	157	48	150	231	169	162	123	110					
		13.28%	16.30%	8.92%	15.67%	13.69%	15.61%	11.09%	11.20%	9.03%	10.41%	19.22%	13.53%	12.00%	12.84%	12.07%	11.29%	16.26%	7.55%	12.86%	10.55%	14.78%	14.30%	18.91%	15.78%	8.80%	11.12%	13.00%	11.29%	12.97%	14.10%	15.48%	17.79%	14.44%	12.98%	16.42%	16.27%	12.16%	15.82%	12.35%	14.54%	13.20%	10.86%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	675	5	7	9	6	14	14	23	13	8	15	19	21	30	20	19	10	16	21	20	14	13	3	23	16	23	19	20	15	24	16	12	17	23	16	2	20	35	20	20	15	19					
		1.52%	0.68%	1.84%	1.06%	0.65%	1.38%	2.22%	1.57%	1.09%	0.68%	1.04%	1.50%	2.05%	2.18%	1.86%	1.42%	0.85%	1.42%	2.09%	1.73%	1.20%	1.14%	0.71%	1.94%	1.35%	1.88%	1.87%	1.46%	1.45%	1.85%	1.19%	1.01%	1.66%	2.02%	1.67%	0.68%	1.62%	2.40%	1.46%	1.80%	1.61%	1.88%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	13121	201	118	271	274	299	206	510	399	345	346	385	292	391	351	388	286	202	336	373	357	376	117	333	367	390	301	472	236	347	385	340	256	366	261	62	395	412	416	349	291	319					
		29.51%	27.31%	30.97%	31.92%	29.53%	29.55%	32.65%	34.84%	33.36%	29.44%	24.09%	30.46%	28.49%	28.35%	32.59%	29.02%	24.22%	17.94%	33.50%	32.27%	30.67%	32.98%	27.66%	28.10%	31.05%	31.89%	29.66%	34.38%	22.85%	26.73%	28.65%	28.67%	24.98%	32.11%	27.30%	21.02%	32.01%	28.22%	30.41%	31.33%	31.22%	31.49%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2509	43	38	51	54	72	51	151	91	69	89	69	69	93	67	109	51	30	52	80	68	52	16	59	63	70	60	70	48	53	59	43	35	59	49	10	67	48	75	68	57	51					
		5.64%	5.84%	9.97%	6.01%	5.82%	7.11%	8.08%	10.31%	7.61%	5.89%	6.20%	5.46%	6.73%	6.74%	6.22%	8.15%	4.32%	2.66%	5.18%	6.92%	5.84%	4.56%	3.78%	4.98%	5.33%	5.72%	5.91%	5.10%	4.65%	4.08%	4.39%	3.63%	3.41%	5.18%	5.13%	3.39%	5.43%	3.29%	5.48%	6.10%	6.12%	5.03%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11107	199	97	198	262	215	141	324	240	293	396	283	258	322	239	322	383	603	201	256	258	250	111	272	298	293	229	316	285	326	323	294	290	223	234	97	274	453	327	273	223	226					
		24.98%	27.04%	25.46%	23.32%	28.23%	21.25%	22.35%	22.13%	20.07%	25.00%	27.58%	22.39%	25.17%	23.35%	22.19%	24.08%	32.43%	53.55%	20.04%	22.15%	22.16%	21.93%	26.24%	22.95%	25.21%	23.96%	22.56%	23.02%	27.59%	25.12%	24.03%	24.79%	28.29%	19.56%	24.48%	32.88%	22.20%	31.03%	23.90%	24.51%	23.93%	22.31%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	333	8	2	9	6	9	5	14	12	5	2	11	9	12	7	14	4	5	7	9	10	4	3	14	8	5	5	13	6	3	11	26	2	7	12	1	6	14	10	6	10	7					
		0.75%	1.09%	0.52%	1.06%	0.65%	0.89%	0.79%	0.96%	1.00%	0.43%	0.14%	0.87%	0.88%	0.87%	0.65%	1.05%	0.34%	0.44%	0.70%	0.78%	0.86%	0.35%	0.71%	1.18%	0.68%	0.41%	0.49%	0.95%	0.58%	0.23%	0.82%	2.19%	0.20%	0.61%	1.26%	0.34%	0.49%	0.96%	0.73%	0.54%	1.07%	0.69%					
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
