Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																				
Дата голосования: 07.12.2003 0:00:00																																																				
																																																				
Наименование Избирательной комиссии:    Первомайская																																																				
																																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																				
																																																				
		Сумма	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252					
		2.31%	1.43%	0.0%	0.0%	3.12%	4.26%	1.49%	2.40%	2.85%	1.6%	2.40%	1.68%	1.55%	2.77%	0.84%	0.0%	2.66%	2.92%	2.09%	2.80%	1.63%	3.86%	1.97%	1.60%	1.36%	14.51%	2.06%	1.67%	2.13%	4.51%	3.69%	1.72%	1.50%	1.99%	2.15%	2.23%	0.83%	2.83%	1.85%	3.65%	2.66%	2.62%	2.57%	3.10%	1.22%	0.82%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	530	9	0	0	32	5	4	19	16	4	1	0	7	2	1	0	21	54	32	15	25	6	3	15	25	8	18	8	2	3	12	4	4	16	53	8	5	15	25	4	18	25	1	1	3	1					
		2.60%	2.14%	0.0%	0.0%	4.54%	3.04%	2.98%	1.52%	1.63%	3.2%	0.60%	0.0%	1.55%	2.77%	0.42%	0.0%	2.06%	3.59%	3.35%	4.21%	2.40%	2.31%	1.47%	2.41%	3.79%	12.90%	2.06%	4.46%	1.06%	2.25%	2.33%	3.44%	3.00%	1.99%	3.57%	1.48%	2.08%	7.07%	2.10%	1.62%	2.82%	4.69%	0.51%	0.62%	1.84%	0.82%					
22	"5. ""За Русь Святую"""	66	0	0	1	3	0	0	7	4	1	0	0	1	0	0	0	6	7	3	1	2	1	1	0	3	0	2	0	0	0	4	0	0	3	5	2	1	0	2	0	3	0	0	1	1	1					
		0.32%	0.0%	0.0%	1.58%	0.42%	0.0%	0.0%	0.56%	0.40%	0.8%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.59%	0.46%	0.31%	0.28%	0.19%	0.38%	0.49%	0.0%	0.45%	0.0%	0.22%	0.0%	0.0%	0.0%	0.77%	0.0%	0.0%	0.37%	0.33%	0.37%	0.41%	0.0%	0.16%	0.0%	0.47%	0.0%	0.0%	0.62%	0.61%	0.82%					
23	"6. ""Объединенная Российская партия ""Русь"""	40	0	0	1	0	0	1	1	2	0	0	2	0	0	0	0	2	5	1	1	0	0	0	0	2	0	5	1	1	0	0	1	0	0	2	1	3	2	1	1	1	1	0	2	0	0					
		0.19%	0.0%	0.0%	1.58%	0.0%	0.0%	0.74%	0.08%	0.20%	0.0%	0.0%	1.68%	0.0%	0.0%	0.0%	0.0%	0.19%	0.33%	0.10%	0.28%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.57%	0.55%	0.53%	0.0%	0.0%	0.86%	0.0%	0.0%	0.13%	0.18%	1.25%	0.94%	0.08%	0.40%	0.15%	0.18%	0.0%	1.24%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	72	2	0	0	3	0	0	5	4	0	1	0	3	0	0	0	2	3	4	1	4	1	1	3	0	1	3	0	0	0	2	0	0	2	6	4	1	3	8	3	0	1	0	0	0	1					
		0.35%	0.47%	0.0%	0.0%	0.42%	0.0%	0.0%	0.40%	0.40%	0.0%	0.60%	0.0%	0.66%	0.0%	0.0%	0.0%	0.19%	0.19%	0.41%	0.28%	0.38%	0.38%	0.49%	0.48%	0.0%	1.61%	0.34%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.24%	0.40%	0.74%	0.41%	1.41%	0.67%	1.21%	0.0%	0.18%	0.0%	0.0%	0.0%	0.82%					
25	"8. ""Народно-республиканская партия России"""	27	0	0	0	0	1	0	3	0	0	0	0	2	0	1	0	1	2	0	0	2	0	1	2	2	0	0	0	0	0	0	0	0	1	2	2	1	0	2	0	2	0	0	0	0	0					
		0.13%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.42%	0.0%	0.09%	0.13%	0.0%	0.0%	0.19%	0.0%	0.49%	0.32%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.13%	0.37%	0.41%	0.0%	0.16%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	62	0	0	0	0	16	0	3	1	0	0	0	0	1	0	0	0	6	7	1	3	1	0	1	3	0	1	1	0	0	1	0	0	2	3	2	0	0	3	0	0	3	0	1	2	0					
		0.30%	0.0%	0.0%	0.0%	0.0%	9.75%	0.0%	0.24%	0.10%	0.0%	0.0%	0.0%	0.0%	1.38%	0.0%	0.0%	0.0%	0.39%	0.73%	0.28%	0.28%	0.38%	0.0%	0.16%	0.45%	0.0%	0.11%	0.55%	0.0%	0.0%	0.19%	0.0%	0.0%	0.24%	0.20%	0.37%	0.0%	0.0%	0.25%	0.0%	0.0%	0.56%	0.0%	0.62%	1.22%	0.0%					
27	"10. ""Аграрная партия России"""	1475	27	14	2	31	3	7	117	82	21	25	18	85	13	60	5	37	62	45	10	62	25	12	93	33	4	53	10	13	2	77	23	26	48	68	25	17	15	114	10	29	25	1	10	8	8					
		7.24%	6.44%	15.55%	3.17%	4.40%	1.82%	5.22%	9.38%	8.35%	16.8%	15.06%	15.12%	18.84%	18.05%	25.21%	6.84%	3.64%	4.12%	4.71%	2.80%	5.96%	9.65%	5.91%	14.95%	5.01%	6.45%	6.07%	5.58%	6.95%	1.50%	14.98%	19.82%	19.54%	5.99%	4.58%	4.65%	7.08%	7.07%	9.62%	4.06%	4.55%	4.69%	0.51%	6.21%	4.90%	6.61%					
28	"11. ""Истинные патриоты России"""	17	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	2	1	2	0	0	0	0	1	0	0	1	1	0	0	4	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0					
		0.08%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	1.38%	0.0%	0.0%	0.19%	0.06%	0.20%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.11%	0.55%	0.0%	0.0%	0.77%	0.0%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	125	3	0	0	1	0	1	6	0	4	0	1	5	0	2	0	16	4	3	0	4	5	3	3	6	0	9	4	0	1	4	1	0	10	6	2	4	0	9	1	2	2	1	0	1	1					
		0.61%	0.71%	0.0%	0.0%	0.14%	0.0%	0.74%	0.48%	0.0%	3.2%	0.0%	0.84%	1.10%	0.0%	0.84%	0.0%	1.57%	0.26%	0.31%	0.0%	0.38%	1.93%	1.47%	0.48%	0.91%	0.0%	1.03%	2.23%	0.0%	0.75%	0.77%	0.86%	0.0%	1.24%	0.40%	0.37%	1.66%	0.0%	0.75%	0.40%	0.31%	0.37%	0.51%	0.0%	0.61%	0.82%					
30	"13. ""Демократическая партия России"""	75	2	0	0	6	0	1	4	3	2	1	2	2	0	1	0	4	8	3	0	1	2	0	2	2	0	6	1	0	0	0	1	1	2	4	0	0	0	4	1	3	2	0	1	3	0					
		0.36%	0.47%	0.0%	0.0%	0.85%	0.0%	0.74%	0.32%	0.30%	1.6%	0.60%	1.68%	0.44%	0.0%	0.42%	0.0%	0.39%	0.53%	0.31%	0.0%	0.09%	0.77%	0.0%	0.32%	0.30%	0.0%	0.68%	0.55%	0.0%	0.0%	0.0%	0.86%	0.75%	0.24%	0.26%	0.0%	0.0%	0.0%	0.33%	0.40%	0.47%	0.37%	0.0%	0.62%	1.84%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	27	2	0	0	2	0	0	1	0	0	1	0	0	0	0	0	2	0	2	0	3	1	0	1	1	0	2	0	0	0	2	0	0	1	0	0	0	1	0	2	1	0	0	0	2	0					
		0.13%	0.47%	0.0%	0.0%	0.28%	0.0%	0.0%	0.08%	0.0%	0.0%	0.60%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.20%	0.0%	0.28%	0.38%	0.0%	0.16%	0.15%	0.0%	0.22%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.47%	0.0%	0.81%	0.15%	0.0%	0.0%	0.0%	1.22%	0.0%					
32	"15. ""Партия СЛОН"""	32	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	1	4	5	2	0	0	1	1	1	1	1	0	0	0	1	0	0	0	3	1	0	0	2	0	0	1	0	1	0	1					
		0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.09%	0.26%	0.52%	0.56%	0.0%	0.0%	0.49%	0.16%	0.15%	1.61%	0.11%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.20%	0.18%	0.0%	0.0%	0.16%	0.0%	0.0%	0.18%	0.0%	0.62%	0.0%	0.82%					
33	"16. ""Родина"" (народно-патриотический союз)"""	986	8	3	0	19	6	4	65	21	4	5	1	28	4	5	3	67	85	41	23	53	6	14	47	45	0	33	8	8	0	16	1	0	49	84	37	11	17	55	15	36	37	3	7	5	7					
		4.84%	1.90%	3.33%	0.0%	2.69%	3.65%	2.98%	5.21%	2.14%	3.2%	3.01%	0.84%	6.20%	5.55%	2.10%	4.10%	6.60%	5.65%	4.29%	6.46%	5.10%	2.31%	6.89%	7.55%	6.83%	0.0%	3.78%	4.46%	4.27%	0.0%	3.11%	0.86%	0.0%	6.11%	5.66%	6.89%	4.58%	8.01%	4.64%	6.09%	5.65%	6.94%	1.54%	4.34%	3.06%	5.78%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	72	1	0	0	1	1	0	7	3	0	1	3	4	0	1	3	4	3	2	0	3	1	1	5	1	0	1	0	2	0	2	0	2	2	4	2	2	0	2	0	2	1	3	1	1	0					
		0.35%	0.23%	0.0%	0.0%	0.14%	0.60%	0.0%	0.56%	0.30%	0.0%	0.60%	2.52%	0.88%	0.0%	0.42%	4.10%	0.39%	0.19%	0.20%	0.0%	0.28%	0.38%	0.49%	0.80%	0.15%	0.0%	0.11%	0.0%	1.06%	0.0%	0.38%	0.0%	1.50%	0.24%	0.26%	0.37%	0.83%	0.0%	0.16%	0.0%	0.31%	0.18%	1.54%	0.62%	0.61%	0.0%					
35	"18. ""ЛДПР"""	3180	108	21	18	121	30	40	161	151	17	23	15	55	11	47	27	182	220	118	60	141	45	24	82	113	10	130	36	24	35	76	23	17	173	230	80	47	18	145	21	84	76	45	33	25	22					
		15.61%	25.77%	23.33%	28.57%	17.18%	18.29%	29.85%	12.91%	15.39%	13.6%	13.85%	12.60%	12.19%	15.27%	19.74%	36.98%	17.93%	14.62%	12.36%	16.85%	13.57%	17.37%	11.82%	13.18%	17.17%	16.12%	14.89%	20.11%	12.83%	26.31%	14.78%	19.82%	12.78%	21.59%	15.49%	14.89%	19.58%	8.49%	12.23%	8.53%	13.18%	14.25%	23.19%	20.49%	15.33%	18.18%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	522	12	0	3	18	2	5	27	22	1	4	6	4	2	8	1	30	45	38	7	31	5	8	15	9	0	33	2	2	3	14	1	5	16	32	8	6	1	31	15	11	19	8	6	3	3					
		2.56%	2.86%	0.0%	4.76%	2.55%	1.21%	3.73%	2.16%	2.24%	0.8%	2.40%	5.04%	0.88%	2.77%	3.36%	1.36%	2.95%	2.99%	3.98%	1.96%	2.98%	1.93%	3.94%	2.41%	1.36%	0.0%	3.78%	1.11%	1.06%	2.25%	2.72%	0.86%	3.75%	1.99%	2.15%	1.48%	2.5%	0.47%	2.61%	6.09%	1.72%	3.56%	4.12%	3.72%	1.84%	2.47%					
37	"20. ""Политическая партия ""Единая Россия"""	6994	93	14	9	201	60	32	419	391	30	54	59	125	17	74	18	367	551	368	119	380	99	66	155	219	19	250	46	67	45	172	19	31	261	577	211	90	82	393	92	273	191	119	56	59	21					
		34.33%	22.19%	15.55%	14.28%	28.55%	36.58%	23.88%	33.60%	39.85%	24.0%	32.53%	49.57%	27.71%	23.61%	31.09%	24.65%	36.15%	36.63%	38.57%	33.42%	36.57%	38.22%	32.51%	24.91%	33.28%	30.64%	28.63%	25.69%	35.82%	33.83%	33.46%	16.37%	23.30%	32.58%	38.88%	39.29%	37.5%	38.67%	33.16%	37.39%	42.85%	35.83%	61.34%	34.78%	36.19%	17.35%					
38	"21. ""Российская Конституционно-демократическая партия"""	38	0	0	0	1	0	0	3	1	0	1	0	0	0	1	0	2	3	2	0	3	0	1	3	2	0	1	0	2	1	1	0	0	0	1	0	1	1	4	0	2	1	0	0	0	0					
		0.18%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.24%	0.10%	0.0%	0.60%	0.0%	0.0%	0.0%	0.42%	0.0%	0.19%	0.19%	0.20%	0.0%	0.28%	0.0%	0.49%	0.48%	0.30%	0.0%	0.11%	0.0%	1.06%	0.75%	0.19%	0.0%	0.0%	0.0%	0.06%	0.0%	0.41%	0.47%	0.33%	0.0%	0.31%	0.18%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	47	0	0	0	2	1	0	3	1	0	1	0	0	1	0	0	3	4	5	0	6	0	0	1	0	0	0	0	1	0	0	0	0	4	5	4	0	1	3	1	0	0	0	0	0	0					
		0.23%	0.0%	0.0%	0.0%	0.28%	0.60%	0.0%	0.24%	0.10%	0.0%	0.60%	0.0%	0.0%	1.38%	0.0%	0.0%	0.29%	0.26%	0.52%	0.0%	0.57%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.53%	0.0%	0.0%	0.0%	0.0%	0.49%	0.33%	0.74%	0.0%	0.47%	0.25%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3720	122	27	25	179	20	31	274	178	23	29	6	99	15	21	12	168	265	174	76	200	36	33	138	102	6	180	37	37	30	76	24	34	156	181	55	26	10	269	53	104	92	3	21	36	37					
		18.26%	29.11%	30.0%	39.68%	25.42%	12.19%	23.13%	21.97%	18.14%	18.4%	17.46%	5.04%	21.95%	20.83%	8.82%	16.43%	16.55%	17.61%	18.23%	21.34%	19.24%	13.89%	16.25%	22.18%	15.50%	9.67%	20.61%	20.67%	19.78%	22.55%	14.78%	20.68%	25.56%	19.47%	12.19%	10.24%	10.83%	4.71%	22.70%	21.54%	16.32%	17.26%	1.54%	13.04%	22.08%	30.57%					
																																																				
41	Против всех	727	16	0	1	28	6	3	47	24	5	11	1	15	2	7	1	31	48	29	10	36	6	10	19	35	2	35	9	8	2	16	8	4	17	71	27	6	9	50	7	25	15	0	8	3	14					
		3.56%	3.81%	0.0%	1.58%	3.97%	3.65%	2.23%	3.76%	2.44%	4.0%	6.62%	0.84%	3.32%	2.77%	2.94%	1.36%	3.05%	3.19%	3.03%	2.80%	3.46%	2.31%	4.92%	3.05%	5.31%	3.22%	4.00%	5.02%	4.27%	1.50%	3.11%	6.89%	3.00%	2.12%	4.78%	5.02%	2.5%	4.24%	4.21%	2.84%	3.92%	2.81%	0.0%	4.96%	1.84%	11.57%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
