Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																														
Дата голосования: 04.12.2011																																																														
																																																														
Наименование Избирательной комиссии:    Ухтинская городская																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
		Сумма	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1102	26	5	16	35	24	33	22	15	25	34	32	15	20	13	7	5	17	15	20	18	35	30	27	40	15	20	10	10	21	20	30	28	23	20	17	35	20	25	25	27	40	20	15	0	10	10	5	15	15	25	20	10	10	15	17					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1027	24	1	16	33	22	33	20	15	23	34	31	13	16	11	7	5	17	14	20	18	35	26	25	34	13	20	10	10	21	20	30	28	20	20	17	33	19	25	25	26	31	15	13	0	10	6	5	11	15	25	17	7	10	15	17					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	621	28	0	23	0	23	11	18	10	22	16	20	9	5	17	4	6	5	10	11	5	14	13	0	23	0	13	7	7	10	15	6	48	15	8	3	21	15	11	11	18	9	16	16	6	7	5	1	7	4	3	6	11	16	7	6					
14	Число погашенных неиспользованных открепительных удостоверений	75	2	4	0	2	2	0	2	0	2	0	1	2	4	2	0	0	0	1	0	0	0	4	2	6	2	0	0	0	0	0	0	0	3	0	0	2	1	0	0	1	9	5	2	0	0	4	0	4	0	0	3	3	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	119	2	1	3	2	2	1	0	6	1	1	6	3	4	0	0	1	1	0	4	3	5	3	3	2	1	3	2	0	2	6	4	2	1	2	2	5	2	0	1	4	3	4	1	0	0	0	1	5	3	0	4	2	1	1	3					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	9252	207	65	140	143	201	200	242	183	159	299	307	117	149	166	122	21	169	226	218	164	176	189	376	238	149	234	157	152	190	209	169	333	118	188	123	221	135	134	142	174	187	182	198	29	55	104	24	153	105	145	142	142	142	196	143					
		12.70%	10.66%	11.84%	9.99%	7.05%	13.05%	14.48%	12.84%	13.22%	11.31%	16.65%	15.02%	15.70%	17.65%	16.32%	18.05%	3.81%	14.97%	13.59%	13.26%	14.87%	14.13%	14.75%	17.10%	13.96%	11.76%	19.28%	11.52%	11.45%	17.98%	13.24%	10.63%	17.62%	8.67%	12.25%	10.55%	12.75%	9.43%	10.02%	14.30%	10.95%	17.59%	13.73%	11.42%	7.27%	12.20%	6.79%	9.72%	8.49%	11.04%	10.20%	16.90%	13.50%	8.41%	13.91%	10.71%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	10779	329	68	166	1011	191	171	254	176	161	194	236	136	111	143	89	35	146	197	189	165	227	248	328	249	124	160	242	145	140	169	157	398	88	178	141	170	149	141	503	161	179	168	147	29	34	165	21	152	101	104	100	110	868	203	112					
		14.80%	16.95%	12.39%	11.85%	49.83%	12.40%	12.38%	13.47%	12.72%	11.45%	10.80%	11.55%	18.26%	13.15%	14.06%	13.17%	6.35%	12.93%	11.85%	11.50%	14.96%	18.22%	19.36%	14.92%	14.60%	9.79%	13.18%	17.75%	10.92%	13.25%	10.70%	9.87%	21.06%	6.47%	11.60%	12.09%	9.80%	10.41%	10.55%	50.65%	10.13%	16.84%	12.67%	8.48%	7.27%	7.54%	10.77%	8.50%	8.44%	10.62%	7.32%	11.90%	10.46%	51.39%	14.41%	8.39%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	549	8	4	14	6	21	12	8	10	2	6	3	15	7	16	6	3	8	3	16	8	21	21	14	9	10	26	3	9	10	13	16	6	8	12	9	14	9	3	5	9	22	7	25	1	3	16	1	11	12	9	7	5	1	23	3					
		0.75%	0.41%	0.73%	0.99%	0.30%	1.36%	0.87%	0.42%	0.72%	0.14%	0.33%	0.15%	2.01%	0.83%	1.57%	0.89%	0.54%	0.71%	0.18%	0.97%	0.73%	1.69%	1.64%	0.64%	0.53%	0.79%	2.14%	0.22%	0.68%	0.95%	0.82%	1.01%	0.32%	0.59%	0.78%	0.77%	0.81%	0.63%	0.22%	0.50%	0.57%	2.07%	0.53%	1.44%	0.25%	0.67%	1.04%	0.40%	0.61%	1.26%	0.63%	0.83%	0.48%	0.06%	1.63%	0.22%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	9173	335	71	173	73	302	221	288	164	172	280	361	153	120	131	87	39	166	204	181	136	282	301	133	112	117	262	27	149	184	222	175	44	214	189	117	192	152	59	53	231	216	157	231	33	66	142	35	201	216	172	224	122	71	182	233					
		12.59%	17.26%	12.93%	12.35%	3.60%	19.61%	16.00%	15.28%	11.85%	12.23%	15.59%	17.66%	20.54%	14.22%	12.88%	12.87%	7.08%	14.70%	12.27%	11.01%	12.33%	22.63%	23.50%	6.05%	6.57%	9.23%	21.58%	1.98%	11.22%	17.41%	14.06%	11.01%	2.33%	15.72%	12.31%	10.03%	11.07%	10.61%	4.41%	5.34%	14.54%	20.32%	11.84%	13.32%	8.27%	14.63%	9.27%	14.17%	11.15%	22.71%	12.10%	26.67%	11.60%	4.20%	12.92%	17.45%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1193	7	2	43	2	71	6	6	11	8	5	32	52	3	92	8	4	8	7	13	8	77	48	13	7	10	83	3	9	68	13	38	10	8	15	7	50	4	62	3	10	76	7	44	11	6	16	2	6	12	9	24	2	2	45	5					
		1.64%	0.36%	0.36%	3.07%	0.10%	4.61%	0.43%	0.32%	0.79%	0.57%	0.28%	1.57%	6.98%	0.36%	9.05%	1.18%	0.73%	0.71%	0.42%	0.79%	0.73%	6.18%	3.75%	0.59%	0.41%	0.79%	6.84%	0.22%	0.68%	6.43%	0.82%	2.39%	0.53%	0.59%	0.98%	0.60%	2.88%	0.28%	4.64%	0.30%	0.63%	7.15%	0.53%	2.54%	2.76%	1.33%	1.04%	0.81%	0.33%	1.26%	0.63%	2.86%	0.19%	0.12%	3.19%	0.37%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	40478	1035	310	845	786	716	759	1055	809	854	986	1081	247	418	440	347	445	621	1002	997	594	423	427	1309	1068	829	387	907	837	430	926	1005	1083	903	926	740	1059	961	906	273	988	352	786	1016	293	280	1069	156	1264	469	961	323	645	584	730	816					
		55.57%	53.32%	56.47%	60.31%	38.74%	46.49%	54.96%	55.97%	58.45%	60.74%	54.90%	52.89%	33.15%	49.53%	43.26%	51.33%	80.76%	55.00%	60.25%	60.64%	53.85%	33.95%	33.33%	59.53%	62.64%	65.43%	31.88%	66.54%	63.03%	40.68%	58.64%	63.21%	57.30%	66.35%	60.33%	63.46%	61.07%	67.11%	67.76%	27.49%	62.18%	33.11%	59.28%	58.59%	73.43%	62.08%	69.78%	63.16%	70.14%	49.32%	67.63%	38.45%	61.31%	34.58%	51.81%	61.12%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	494	10	6	7	1	10	1	6	15	0	7	10	10	12	10	4	0	5	9	12	13	9	12	12	13	15	12	5	12	16	11	20	11	13	17	12	12	10	10	7	11	10	9	14	1	2	7	3	8	11	6	6	2	9	10	8					
		0.68%	0.52%	1.09%	0.50%	0.05%	0.65%	0.07%	0.32%	1.08%	0.00%	0.39%	0.49%	1.34%	1.42%	0.98%	0.59%	0.00%	0.44%	0.54%	0.73%	1.18%	0.72%	0.94%	0.55%	0.76%	1.18%	0.99%	0.37%	0.90%	1.51%	0.70%	1.26%	0.58%	0.96%	1.11%	1.03%	0.69%	0.70%	0.75%	0.70%	0.69%	0.94%	0.68%	0.81%	0.25%	0.44%	0.46%	1.21%	0.44%	1.16%	0.42%	0.71%	0.19%	0.53%	0.71%	0.60%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
