Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																															
Дата голосования: 02.12.2007																																																															
																																																															
Наименование Избирательной комиссии:    Ухтинская городская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1246	30	40	20	15	40	30	20	15	16	25	30	15	21	15	10	13	15	25	10	15	25	28	30	30	5	20	20	25	15	20	20	25	20	30	30	25	35	30	20	15	25	40	23	70	5	5	20	20	45	5	25	10	25	10	15	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	944	25	40	13	11	25	26	20	12	11	18	19	5	11	9	8	12	12	19	10	12	23	23	21	10	3	13	13	17	14	17	12	23	17	19	28	16	29	28	13	4	15	33	15	61	2	5	17	12	45	5	25	7	18	1	13	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	547	16	9	9	19	8	16	12	15	12	12	10	0	9	11	2	11	5	1	6	7	9	15	27	63	9	7	11	5	3	6	6	11	32	6	8	11	10	8	6	12	8	7	8	19	2	2	4	2	6	4	4	5	3	0	5	13					
14	Число погашенных неиспользованных открепительных удостоверений	302	5	0	7	4	15	4	0	3	5	7	11	10	10	6	2	1	3	6	0	3	2	5	9	20	2	7	7	8	1	3	8	2	3	11	2	9	6	2	7	11	10	7	8	9	3	0	3	8	0	0	0	3	7	9	2	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	551	20	10	8	4	8	7	2	12	4	14	22	4	6	6	1	0	10	18	16	8	11	13	21	2	5	10	15	7	13	15	7	34	10	20	7	9	0	23	22	5	11	18	19	7	11	1	2	4	4	1	5	7	19	0	8	5					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
18	1.Политическая партия «Аграрная партия России»	1787	51	7	28	41	35	34	37	48	62	45	50	39	39	34	21	6	35	21	35	29	50	50	2	5	9	39	51	35	33	39	44	35	46	55	23	41	39	51	40	24	53	34	27	0	20	12	40	23	19	4	26	15	36	1	42	27					
		2.88%	2.82%	1.84%	3.01%	3.15%	2.46%	2.75%	2.73%	3.82%	5.20%	3.14%	2.85%	4.95%	5.35%	3.44%	3.83%	2.01%	3.91%	1.73%	2.84%	3.18%	3.63%	3.41%	0.08%	0.43%	2.96%	3.33%	3.48%	3.32%	2.98%	3.86%	3.48%	2.46%	3.91%	3.12%	3.24%	4.10%	2.94%	3.50%	3.72%	4.12%	3.16%	2.92%	2.42%	0.00%	4.82%	4.80%	3.97%	2.31%	2.21%	5.00%	2.60%	2.31%	2.48%	1.54%	3.26%	2.61%					
19	2.Всероссийская политическая партия «Гражданская Сила»	998	27	1	23	22	29	31	24	24	23	23	37	15	19	34	1	1	10	14	13	11	31	21	5	1	6	29	32	22	21	27	40	28	31	38	15	19	30	1	23	19	31	23	30	4	4	0	16	12	6	0	9	2	13	0	15	12					
		1.61%	1.49%	0.26%	2.48%	1.69%	2.04%	2.51%	1.77%	1.91%	1.93%	1.60%	2.11%	1.90%	2.61%	3.44%	0.18%	0.33%	1.12%	1.15%	1.05%	1.21%	2.25%	1.43%	0.19%	0.09%	1.97%	2.48%	2.19%	2.09%	1.90%	2.67%	3.17%	1.96%	2.64%	2.16%	2.12%	1.90%	2.26%	0.07%	2.14%	3.26%	1.85%	1.97%	2.68%	0.15%	0.96%	0.00%	1.59%	1.20%	0.70%	0.00%	0.90%	0.31%	0.90%	0.00%	1.16%	1.16%					
20	3.Политическая партия «Демократическая партия России»	74	1	0	1	1	3	1	3	1	2	1	9	1	1	2	0	0	1	0	0	2	3	3	0	0	0	1	1	0	2	0	0	5	1	1	0	0	3	1	3	1	0	2	1	1	1	0	3	0	0	0	3	0	3	0	5	0					
		0.12%	0.06%	0.00%	0.11%	0.08%	0.21%	0.08%	0.22%	0.08%	0.17%	0.07%	0.51%	0.13%	0.14%	0.20%	0.00%	0.00%	0.11%	0.00%	0.00%	0.22%	0.22%	0.20%	0.00%	0.00%	0.00%	0.09%	0.07%	0.00%	0.18%	0.00%	0.00%	0.35%	0.09%	0.06%	0.00%	0.00%	0.23%	0.07%	0.28%	0.17%	0.00%	0.17%	0.09%	0.04%	0.24%	0.00%	0.30%	0.00%	0.00%	0.00%	0.30%	0.00%	0.21%	0.00%	0.39%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	6720	215	28	96	114	181	149	212	164	138	196	209	114	78	174	34	27	72	107	109	79	185	195	208	91	42	130	158	107	100	97	116	169	156	161	78	94	142	125	108	56	219	142	126	204	30	27	124	139	100	7	138	56	156	2	135	101					
		10.85%	11.88%	7.35%	10.33%	8.76%	12.72%	12.05%	15.62%	13.04%	11.58%	13.66%	11.93%	14.47%	10.70%	17.59%	6.20%	9.03%	8.04%	8.82%	8.83%	8.66%	13.42%	13.31%	7.87%	7.82%	13.82%	11.11%	10.79%	10.15%	9.03%	9.60%	9.18%	11.86%	13.28%	9.14%	11.00%	9.39%	10.69%	8.58%	10.06%	9.61%	13.07%	12.19%	11.27%	7.61%	7.23%	10.80%	12.31%	13.94%	11.61%	8.75%	13.79%	8.62%	10.77%	3.08%	10.48%	9.78%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	554	15	8	3	9	13	11	8	18	10	22	19	5	7	16	2	1	9	15	7	13	17	16	9	5	6	22	16	10	8	13	11	22	11	25	12	9	15	0	10	10	19	9	13	5	2	0	4	12	7	0	12	1	8	0	1	3					
		0.89%	0.83%	2.10%	0.32%	0.69%	0.91%	0.89%	0.59%	1.43%	0.84%	1.53%	1.08%	0.63%	0.96%	1.62%	0.36%	0.33%	1.00%	1.24%	0.57%	1.43%	1.23%	1.09%	0.34%	0.43%	1.97%	1.88%	1.09%	0.95%	0.72%	1.29%	0.87%	1.54%	0.94%	1.42%	1.69%	0.90%	1.13%	0.00%	0.93%	1.72%	1.13%	0.77%	1.16%	0.19%	0.48%	0.00%	0.40%	1.20%	0.81%	0.00%	1.20%	0.15%	0.55%	0.00%	0.08%	0.29%					
23	6.Политическая партия «Партия социальной справедливости»	185	6	3	2	5	10	2	5	2	8	4	2	2	4	5	1	1	3	4	5	2	1	4	2	3	1	3	3	5	4	1	7	3	4	5	1	1	4	0	5	0	10	4	6	3	3	2	2	1	2	0	4	0	4	0	6	5					
		0.30%	0.33%	0.79%	0.22%	0.38%	0.70%	0.16%	0.37%	0.16%	0.67%	0.28%	0.11%	0.25%	0.55%	0.51%	0.18%	0.33%	0.33%	0.33%	0.41%	0.22%	0.07%	0.27%	0.08%	0.26%	0.33%	0.26%	0.20%	0.47%	0.36%	0.10%	0.55%	0.21%	0.34%	0.28%	0.14%	0.10%	0.30%	0.00%	0.47%	0.00%	0.60%	0.34%	0.54%	0.11%	0.72%	0.80%	0.20%	0.10%	0.23%	0.00%	0.40%	0.00%	0.28%	0.00%	0.47%	0.48%					
24	7.Политическая партия «Либерально-демократическая партия России»	7131	207	71	134	162	159	145	136	148	141	159	180	88	88	111	58	40	111	198	162	113	143	173	193	137	25	131	150	123	141	117	145	170	115	186	82	129	168	165	127	71	180	143	145	261	69	31	96	96	117	13	123	78	166	13	186	112					
		11.51%	11.44%	18.64%	14.42%	12.45%	11.17%	11.72%	10.02%	11.76%	11.83%	11.08%	10.27%	11.17%	12.07%	11.22%	10.58%	13.38%	12.39%	16.32%	13.13%	12.39%	10.37%	11.81%	7.30%	11.77%	8.22%	11.20%	10.25%	11.67%	12.73%	11.58%	11.48%	11.93%	9.79%	10.56%	11.57%	12.89%	12.65%	11.32%	11.82%	12.18%	10.74%	12.27%	12.97%	9.74%	16.63%	12.40%	9.53%	9.63%	13.59%	16.25%	12.29%	12.00%	11.46%	20.00%	14.44%	10.84%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5913	184	23	97	186	144	144	155	128	124	154	173	65	70	77	37	18	103	103	130	93	132	122	157	104	30	117	139	127	121	99	120	117	105	167	76	77	120	51	129	67	181	114	107	165	35	12	103	109	64	4	98	56	197	4	164	115					
		9.54%	10.17%	6.04%	10.44%	14.30%	10.12%	11.64%	11.42%	10.17%	10.40%	10.73%	9.87%	8.25%	9.60%	7.79%	6.75%	6.02%	11.50%	8.49%	10.53%	10.20%	9.57%	8.33%	5.94%	8.93%	9.87%	10.00%	9.49%	12.05%	10.92%	9.80%	9.50%	8.21%	8.94%	9.48%	10.72%	7.69%	9.04%	3.50%	12.01%	11.49%	10.80%	9.79%	9.57%	6.16%	8.43%	4.80%	10.23%	10.93%	7.43%	5.00%	9.79%	8.62%	13.60%	6.15%	12.73%	11.13%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	463	14	3	5	12	11	10	10	8	10	18	17	3	8	7	2	1	7	10	10	12	12	10	0	4	1	5	13	13	10	12	9	12	10	8	8	10	14	1	11	4	16	15	7	3	1	1	9	9	4	1	15	1	13	1	13	9					
		0.75%	0.77%	0.79%	0.54%	0.92%	0.77%	0.81%	0.74%	0.64%	0.84%	1.25%	0.97%	0.38%	1.10%	0.71%	0.36%	0.33%	0.78%	0.82%	0.81%	1.32%	0.87%	0.68%	0.00%	0.34%	0.33%	0.43%	0.89%	1.23%	0.90%	1.19%	0.71%	0.84%	0.85%	0.45%	1.13%	0.99%	1.05%	0.07%	1.02%	0.69%	0.95%	1.29%	0.63%	0.11%	0.24%	0.40%	0.89%	0.90%	0.46%	1.25%	1.50%	0.15%	0.90%	1.54%	1.01%	0.87%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	36211	1035	221	506	699	783	640	727	669	627	750	994	433	373	469	384	201	528	709	736	537	752	828	2040	799	170	655	834	570	631	570	724	793	640	1052	394	582	746	1042	583	311	919	632	619	2013	241	162	584	574	528	49	556	428	808	44	699	618					
		58.45%	57.18%	58.01%	54.47%	53.73%	55.02%	51.74%	53.57%	53.18%	52.60%	52.26%	56.74%	54.95%	51.17%	47.42%	70.07%	67.22%	58.93%	58.45%	59.64%	58.88%	54.53%	56.52%	77.19%	68.64%	55.92%	55.98%	56.97%	54.08%	56.95%	56.44%	57.32%	55.65%	54.47%	59.70%	55.57%	58.14%	56.17%	71.52%	54.28%	53.34%	54.83%	54.25%	55.37%	75.14%	58.07%	64.80%	57.99%	57.57%	61.32%	61.25%	55.54%	65.85%	55.76%	67.69%	54.27%	59.83%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1313	43	7	26	37	39	53	29	35	29	48	44	19	32	49	3	2	11	13	19	12	36	28	7	1	10	32	51	36	27	30	36	54	40	46	18	30	35	8	24	14	39	35	30	7	4	0	9	12	6	1	5	6	21	0	11	14					
		2.12%	2.38%	1.84%	2.80%	2.84%	2.74%	4.28%	2.14%	2.78%	2.43%	3.34%	2.51%	2.41%	4.39%	4.95%	0.55%	0.67%	1.23%	1.07%	1.54%	1.32%	2.61%	1.91%	0.26%	0.09%	3.29%	2.74%	3.48%	3.42%	2.44%	2.97%	2.85%	3.79%	3.40%	2.61%	2.54%	2.99%	2.64%	0.55%	2.23%	2.40%	2.33%	3.00%	2.68%	0.26%	0.96%	0.00%	0.89%	1.20%	0.70%	1.25%	0.50%	0.92%	1.45%	0.00%	0.85%	1.36%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
