Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																						
Дата голосования: 04.12.2011																																																						
																																																						
Наименование Избирательной комиссии:    Кантемировская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1847					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	482	46	17	10	16	5	47	18	0	11	11	11	5	3	0	0	12	5	10	12	10	14	10	5	9	0	5	10	5	7	10	15	2	2	3	16	11	22	19	5	15	3	10	1	5	5	12	12					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	441	46	14	10	16	5	47	18	0	6	8	11	4	1	0	0	12	5	10	12	7	9	6	5	9	0	5	10	3	7	4	15	2	1	1	16	11	22	19	5	15	3	10	1	3	3	12	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	193	17	23	10	7	5	6	8	4	4	3	2	2	1	1	2	5	2	2	0	2	3	1	4	5	1	1	3	1	4	7	1	0	2	0	4	3	4	3	2	5	2	3	5	1	3	12	7					
14	Число погашенных неиспользованных открепительных удостоверений	41	0	3	0	0	0	0	0	0	5	3	0	1	2	0	0	0	0	0	0	3	5	4	0	0	0	0	0	2	0	6	0	0	1	2	0	0	0	0	0	0	0	0	0	2	2	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	4	0	1	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4323	209	174	195	159	155	184	255	2	87	74	82	33	118	38	6	97	63	72	60	118	132	89	86	166	16	27	72	43	58	154	151	46	60	19	54	19	193	83	32	125	17	87	32	22	40	142	177					
		21.51%	25.27%	23.71%	26.97%	29.12%	30.27%	30.41%	26.73%	4.88%	19.29%	21.39%	19.90%	16.18%	18.44%	25.00%	12.77%	22.61%	21.14%	26.18%	26.91%	28.16%	20.56%	23.99%	20.57%	24.74%	17.58%	11.30%	16.74%	29.05%	19.14%	17.38%	19.02%	17.76%	18.69%	13.29%	16.77%	8.33%	19.09%	13.99%	12.65%	14.24%	17.53%	18.75%	18.18%	12.79%	22.60%	26.89%	27.66%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1615	84	96	32	55	43	92	141	2	14	31	51	31	11	15	11	63	17	34	27	37	47	31	39	59	10	13	51	21	35	24	28	7	2	15	13	32	35	16	1	8	10	32	21	13	17	65	83					
		8.04%	10.16%	13.08%	4.43%	10.07%	8.40%	15.21%	14.78%	4.88%	3.10%	8.96%	12.38%	15.20%	1.72%	9.87%	23.40%	14.69%	5.70%	12.36%	12.11%	8.83%	7.32%	8.36%	9.33%	8.79%	10.99%	5.44%	11.86%	14.19%	11.55%	2.71%	3.53%	2.70%	0.62%	10.49%	4.04%	14.04%	3.46%	2.70%	0.40%	0.91%	10.31%	6.90%	11.93%	7.56%	9.60%	12.31%	12.97%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	155	8	8	5	5	2	5	10	0	0	6	6	1	2	2	0	4	0	4	1	0	4	4	3	0	0	1	1	1	2	6	7	1	2	0	1	1	12	5	2	21	3	2	2	0	1	2	2					
		0.77%	0.97%	1.09%	0.69%	0.92%	0.39%	0.83%	1.05%	0.00%	0.00%	1.73%	1.46%	0.49%	0.31%	1.32%	0.00%	0.93%	0.00%	1.45%	0.45%	0.00%	0.62%	1.08%	0.72%	0.00%	0.00%	0.42%	0.23%	0.68%	0.66%	0.68%	0.88%	0.39%	0.62%	0.00%	0.31%	0.44%	1.19%	0.84%	0.79%	2.39%	3.09%	0.43%	1.14%	0.00%	0.56%	0.38%	0.31%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4322	196	155	167	101	122	87	202	3	74	69	77	42	96	25	12	105	54	50	60	122	168	143	157	200	33	76	78	27	52	152	246	28	60	6	61	52	147	135	69	222	8	83	24	28	25	118	105					
		21.51%	23.70%	21.12%	23.10%	18.50%	23.83%	14.38%	21.17%	7.32%	16.41%	19.94%	18.69%	20.59%	15.00%	16.45%	25.53%	24.48%	18.12%	18.18%	26.91%	29.12%	26.17%	38.54%	37.56%	29.81%	36.26%	31.80%	18.14%	18.24%	17.16%	17.16%	30.98%	10.81%	18.69%	4.20%	18.94%	22.81%	14.54%	22.77%	27.27%	25.28%	8.25%	17.89%	13.64%	16.28%	14.12%	22.35%	16.41%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	134	9	3	8	7	6	4	6	1	2	3	1	0	0	0	0	5	1	1	7	4	8	3	7	5	4	0	1	0	0	3	1	0	2	0	1	0	7	6	2	6	2	3	0	0	0	3	2					
		0.67%	1.09%	0.41%	1.11%	1.28%	1.17%	0.66%	0.63%	2.44%	0.44%	0.87%	0.24%	0.00%	0.00%	0.00%	0.00%	1.17%	0.34%	0.36%	3.14%	0.95%	1.25%	0.81%	1.67%	0.75%	4.40%	0.00%	0.23%	0.00%	0.00%	0.34%	0.13%	0.00%	0.62%	0.00%	0.31%	0.00%	0.69%	1.01%	0.79%	0.68%	2.06%	0.65%	0.00%	0.00%	0.00%	0.57%	0.31%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9231	309	287	305	208	170	222	328	33	269	160	187	97	410	71	18	146	145	111	68	128	265	97	119	223	25	116	225	55	151	541	353	171	190	102	183	120	604	343	141	492	56	252	96	103	92	183	261					
		45.94%	37.36%	39.10%	42.19%	38.10%	33.20%	36.69%	34.38%	80.49%	59.65%	46.24%	45.39%	47.55%	64.06%	46.71%	38.30%	34.03%	48.66%	40.36%	30.49%	30.55%	41.28%	26.15%	28.47%	33.23%	27.47%	48.54%	52.33%	37.16%	49.83%	61.06%	44.46%	66.02%	59.19%	71.33%	56.83%	52.63%	59.74%	57.84%	55.73%	56.04%	57.73%	54.31%	54.55%	59.88%	51.98%	34.66%	40.78%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	74	1	2	0	4	3	2	4	0	2	2	1	0	0	0	0	1	16	0	0	2	1	1	1	3	0	2	0	0	1	1	0	0	0	0	1	2	5	0	1	4	0	2	1	2	0	2	4					
		0.37%	0.12%	0.27%	0.00%	0.73%	0.59%	0.33%	0.42%	0.00%	0.44%	0.58%	0.24%	0.00%	0.00%	0.00%	0.00%	0.23%	5.37%	0.00%	0.00%	0.48%	0.16%	0.27%	0.24%	0.45%	0.00%	0.84%	0.00%	0.00%	0.33%	0.11%	0.00%	0.00%	0.00%	0.00%	0.31%	0.88%	0.49%	0.00%	0.40%	0.46%	0.00%	0.43%	0.57%	1.16%	0.00%	0.38%	0.63%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
