7	Число избирательных бюллетеней в переносных ящиках для голосования	4180	58	53	72	50	33	68	54	57	66	65	32	32	37	73	17	22	14	18	77	27	59	125	8	72	65	70	116	100	48	112	60	52	62	61	66	58	45	28	77	40	59	81	105	71	58	44	116	71	41	55	63	85	73	218	63	61	90	69	508					
8	Число бюллетеней в стационарных ящиках для голосования	77493	1444	1399	1665	913	1254	1055	1132	911	798	1223	1678	1024	1118	1176	1188	1388	1034	1629	981	904	1195	1089	1800	1545	1680	1378	1460	1525	757	1324	797	1487	1745	1156	1803	1444	999	962	1332	1585	1479	1615	1476	1251	1493	1510	2080	1577	1527	1599	1467	1724	1583	1591	1496	1252	989	718	89					
9	Число недействительных избирательных бюллетеней	1299	47	24	31	9	20	15	18	13	15	14	32	12	12	25	18	18	22	26	27	10	22	24	34	22	32	14	18	27	7	25	6	32	23	17	22	18	12	16	20	27	25	26	15	29	38	37	31	34	27	26	33	22	28	23	30	13	15	11	10					
10	Число действительных избирательных бюллетеней	80374	1455	1428	1706	954	1267	1108	1168	955	849	1274	1678	1044	1143	1224	1187	1392	1026	1621	1031	921	1232	1190	1774	1595	1713	1434	1558	1598	798	1411	851	1507	1784	1200	1847	1484	1032	974	1389	1598	1513	1670	1566	1293	1513	1517	2165	1614	1541	1628	1497	1787	1628	1786	1529	1300	1064	776	587					
11	Число полученных открепительных  удостоверений	3072	40	60	60	50	50	60	60	30	40	50	60	40	50	50	50	50	40	80	40	30	30	40	70	50	50	40	40	60	30	40	30	40	70	30	70	60	30	30	50	70	60	80	40	60	70	60	60	80	90	71	60	101	60	80	70	40	40	30	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2494	38	51	43	39	39	55	46	16	33	40	55	34	34	33	36	42	32	68	31	21	30	34	59	50	47	32	33	47	21	38	27	37	63	23	56	45	18	25	48	62	51	65	28	42	60	54	52	63	70	59	45	87	46	48	60	37	33	13	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1954	45	60	35	16	35	24	35	23	20	54	45	22	18	28	17	67	19	23	39	21	98	32	37	21	34	26	49	32	24	41	29	30	57	26	25	29	23	21	31	27	25	31	13	40	17	41	21	32	28	26	40	19	27	32	23	23	49	35	94					
14	Число неиспользованных открепительных удостоверений	578	2	9	17	11	11	5	14	14	7	10	5	6	16	17	14	8	8	12	9	9	0	6	11	0	3	8	7	13	9	2	3	3	7	7	14	15	12	5	2	8	9	15	12	18	10	6	8	17	20	12	15	14	14	32	10	3	7	17	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	167	0	2	7	2	2	5	3	3	3	2	4	4	2	3	5	7	2	5	6	2	3	1	5	3	3	0	1	1	0	3	1	1	2	1	5	1	4	1	2	3	2	3	5	3	5	4	2	3	5	5	2	2	1	3	2	2	3	5	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																		
18	Богданов Андрей Владимирович	1494	40	37	30	23	18	14	24	14	13	15	37	21	29	23	15	22	25	35	15	15	26	32	37	30	29	23	27	29	13	30	16	28	37	20	37	27	6	18	33	40	25	37	22	24	31	30	22	32	26	40	24	33	24	32	29	14	14	23	9					
		1.83%	2.66%	2.55%	1.73%	2.39%	1.40%	1.25%	2.02%	1.45%	1.50%	1.16%	2.16%	1.99%	2.51%	1.84%	1.24%	1.56%	2.39%	2.13%	1.42%	1.61%	2.07%	2.64%	2.05%	1.86%	1.66%	1.59%	1.71%	1.78%	1.61%	2.09%	1.87%	1.82%	2.05%	1.64%	1.98%	1.80%	0.57%	1.82%	2.34%	2.46%	1.63%	2.18%	1.39%	1.82%	1.99%	1.93%	1.00%	1.94%	1.66%	2.42%	1.57%	1.82%	1.45%	1.77%	1.86%	1.07%	1.30%	2.92%	1.51%					
19	Жириновский Владимир Вольфович	9619	163	182	238	129	157	162	141	111	119	144	246	118	147	134	162	148	114	209	147	142	158	134	248	197	199	178	170	197	91	183	81	165	189	114	187	145	125	119	145	192	179	156	186	147	202	180	214	178	180	189	159	214	177	213	180	207	144	114	70					
		11.78%	10.85%	12.53%	13.70%	13.40%	12.20%	14.43%	11.89%	11.47%	13.77%	11.18%	14.39%	11.17%	12.73%	10.73%	13.44%	10.50%	10.88%	12.69%	13.89%	15.25%	12.60%	11.04%	13.72%	12.18%	11.40%	12.29%	10.79%	12.12%	11.30%	12.74%	9.45%	10.72%	10.46%	9.37%	10.01%	9.65%	11.97%	12.02%	10.29%	11.82%	11.64%	9.20%	11.76%	11.12%	13.02%	11.58%	9.74%	10.80%	11.48%	11.43%	10.39%	11.83%	10.69%	11.77%	11.55%	15.77%	13.35%	14.49%	11.73%					
20	Зюганов Геннадий Андреевич	17435	341	273	339	212	263	193	260	202	174	304	310	244	208	328	270	264	156	289	171	183	275	221	282	328	361	361	387	380	161	263	169	420	448	360	483	345	272	215	351	308	311	384	353	242	321	305	440	380	352	349	343	388	417	423	387	218	214	120	114					
		21.35%	22.70%	18.80%	19.52%	22.01%	20.44%	17.19%	21.92%	20.87%	20.14%	23.60%	18.13%	23.11%	18.01%	26.26%	22.41%	18.72%	14.89%	17.55%	16.16%	19.66%	21.93%	18.20%	15.60%	20.28%	20.69%	24.93%	24.56%	23.38%	20.00%	18.31%	19.72%	27.29%	24.79%	29.58%	25.84%	22.97%	26.05%	21.72%	24.91%	18.95%	20.22%	22.64%	22.33%	18.31%	20.70%	19.63%	20.04%	23.06%	22.45%	21.10%	22.42%	21.45%	25.18%	23.38%	24.82%	16.60%	19.83%	15.25%	19.10%					
21	Медведев Дмитрий Анатольевич	51826	911	936	1099	590	829	739	743	628	543	811	1085	661	759	739	740	958	731	1088	698	581	773	803	1207	1040	1124	872	974	992	533	935	585	894	1110	706	1140	967	629	622	860	1058	998	1093	1005	880	959	1002	1489	1024	983	1050	971	1152	1010	1118	933	861	692	519	394					
		63.46%	60.65%	64.46%	63.27%	61.27%	64.41%	65.81%	62.65%	64.88%	62.85%	62.97%	63.45%	62.59%	65.71%	59.17%	61.41%	67.94%	69.75%	66.06%	65.97%	62.41%	61.64%	66.14%	66.76%	64.32%	64.41%	60.22%	61.80%	61.05%	66.21%	65.11%	68.26%	58.09%	61.43%	58.01%	60.99%	64.38%	60.25%	62.83%	61.04%	65.11%	64.89%	64.45%	63.57%	66.57%	61.83%	64.48%	67.81%	62.14%	62.69%	63.48%	63.46%	63.68%	60.99%	61.80%	59.85%	65.58%	64.13%	65.95%	65.99%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
