Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Южноуральская городская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №2198	УИК №2199	УИК №2200	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217									
14	Число погашенных неиспользованных открепительных удостоверений	100	6	9	5	7	5	5	3	1	6	4	3	5	7	6	8	6	3	4	2	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	41	1	1	4	3	2	0	3	2	1	2	2	3	4	0	1	3	2	3	2	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	192	6	8	11	7	8	11	7	7	8	13	12	2	5	14	9	10	9	7	14	24									
		1.38%	1.32%	1.46%	1.50%	1.07%	1.19%	1.48%	1.00%	0.95%	1.16%	1.82%	1.66%	0.28%	0.68%	2.09%	1.23%	1.50%	1.17%	0.94%	1.81%	3.31%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	307	11	20	13	14	12	17	21	15	19	14	17	18	11	15	20	7	16	14	19	14									
		2.21%	2.42%	3.64%	1.77%	2.15%	1.78%	2.29%	3.01%	2.04%	2.77%	1.96%	2.35%	2.49%	1.50%	2.24%	2.74%	1.05%	2.09%	1.87%	2.46%	1.93%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	309	8	13	11	17	15	13	18	19	7	7	19	18	18	19	24	17	17	18	18	13									
		2.22%	1.76%	2.37%	1.50%	2.61%	2.23%	1.75%	2.58%	2.58%	1.02%	0.98%	2.62%	2.49%	2.46%	2.84%	3.29%	2.55%	2.22%	2.41%	2.33%	1.79%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4755	167	174	276	204	236	237	245	251	226	316	228	245	260	235	216	219	250	262	259	249									
		34.21%	36.70%	31.69%	37.65%	31.29%	35.07%	31.98%	35.15%	34.06%	32.90%	44.13%	31.49%	33.84%	35.52%	35.07%	29.59%	32.83%	32.59%	35.07%	33.51%	34.30%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	119	8	4	3	3	6	6	9	5	7	2	0	9	10	8	2	9	7	7	9	5									
		0.86%	1.76%	0.73%	0.41%	0.46%	0.89%	0.81%	1.29%	0.68%	1.02%	0.28%	0.00%	1.24%	1.37%	1.19%	0.27%	1.35%	0.91%	0.94%	1.16%	0.69%									
24	"6. Политическая партия ""Гражданская Платформа"""	14	0	1	0	0	1	0	0	1	2	0	3	0	0	2	1	1	0	0	1	1									
		0.10%	0.00%	0.18%	0.00%	0.00%	0.15%	0.00%	0.00%	0.14%	0.29%	0.00%	0.41%	0.00%	0.00%	0.30%	0.14%	0.15%	0.00%	0.00%	0.13%	0.14%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2776	111	133	139	139	135	132	145	134	144	100	129	142	183	151	123	128	171	130	148	159									
		19.97%	24.40%	24.23%	18.96%	21.32%	20.06%	17.81%	20.80%	18.18%	20.96%	13.97%	17.82%	19.61%	25.00%	22.54%	16.85%	19.19%	22.29%	17.40%	19.15%	21.90%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	89	4	3	5	8	8	3	7	3	5	1	3	5	6	1	4	5	1	3	6	8									
		0.64%	0.88%	0.55%	0.68%	1.23%	1.19%	0.40%	1.00%	0.41%	0.73%	0.14%	0.41%	0.69%	0.82%	0.15%	0.55%	0.75%	0.13%	0.40%	0.78%	1.10%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	139	2	3	6	17	4	6	11	4	5	7	6	10	3	2	9	9	11	3	16	5									
		1.00%	0.44%	0.55%	0.82%	2.61%	0.59%	0.81%	1.58%	0.54%	0.73%	0.98%	0.83%	1.38%	0.41%	0.30%	1.23%	1.35%	1.43%	0.40%	2.07%	0.69%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	1	0	0	1	0	1	0	2	2	0	2	0	2	0	3	0	0	1	0	1									
		0.12%	0.22%	0.00%	0.00%	0.15%	0.00%	0.13%	0.00%	0.27%	0.29%	0.00%	0.28%	0.00%	0.27%	0.00%	0.41%	0.00%	0.00%	0.13%	0.00%	0.14%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	163	3	1	10	12	8	14	5	12	6	6	7	6	8	6	7	6	10	8	17	11									
		1.17%	0.66%	0.18%	1.36%	1.84%	1.19%	1.89%	0.72%	1.63%	0.87%	0.84%	0.97%	0.83%	1.09%	0.90%	0.96%	0.90%	1.30%	1.07%	2.20%	1.52%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2031	55	76	101	102	112	113	84	113	96	78	113	100	95	109	113	107	120	100	132	112									
		14.61%	12.09%	13.84%	13.78%	15.64%	16.64%	15.25%	12.05%	15.33%	13.97%	10.89%	15.61%	13.81%	12.98%	16.27%	15.48%	16.04%	15.65%	13.39%	17.08%	15.43%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	49	1	0	3	3	3	4	4	3	3	4	1	1	1	1	4	3	3	1	3	3									
		0.35%	0.22%	0.00%	0.41%	0.46%	0.45%	0.54%	0.57%	0.41%	0.44%	0.56%	0.14%	0.14%	0.14%	0.15%	0.55%	0.45%	0.39%	0.13%	0.39%	0.41%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2564	62	97	138	108	116	162	120	147	142	162	158	144	109	93	169	128	116	171	115	107									
		18.45%	13.63%	17.67%	18.83%	16.56%	17.24%	21.86%	17.22%	19.95%	20.67%	22.63%	21.82%	19.89%	14.89%	13.88%	23.15%	19.19%	15.12%	22.89%	14.88%	14.74%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
