Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Камбарская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921									
		0.98%	0.90%	0.70%	0.99%	1.33%	1.04%	1.77%	0.56%	1.41%	0.76%	1.48%	0.00%	0.46%	0.42%	1.34%	1.18%	0.71%	0.53%	0.71%	2.15%	2.50%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	250	14	24	12	15	20	9	11	11	10	7	13	12	20	24	20	9	2	4	12	0	1									
		3.23%	2.53%	4.20%	2.38%	2.50%	4.15%	1.77%	2.06%	2.58%	3.80%	5.19%	9.03%	2.77%	4.23%	5.35%	3.92%	3.20%	1.07%	1.42%	6.45%	0.00%	0.69%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	147	10	8	8	12	7	11	15	7	4	3	1	10	15	8	6	3	4	5	4	1	5									
		1.90%	1.81%	1.40%	1.58%	1.99%	1.45%	2.17%	2.81%	1.64%	1.52%	2.22%	0.69%	2.31%	3.17%	1.78%	1.18%	1.07%	2.14%	1.78%	2.15%	1.25%	3.45%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3848	228	237	192	266	220	242	211	203	104	84	99	188	250	245	321	192	131	203	82	58	92									
		49.66%	41.16%	41.51%	38.02%	44.26%	45.64%	47.64%	39.59%	47.54%	39.54%	62.22%	68.75%	43.42%	52.85%	54.57%	62.94%	68.33%	70.05%	72.24%	44.09%	72.50%	63.45%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	29	1	4	2	3	1	0	2	4	0	0	0	1	4	0	1	0	0	2	1	2	1									
		0.37%	0.18%	0.70%	0.40%	0.50%	0.21%	0.00%	0.38%	0.94%	0.00%	0.00%	0.00%	0.23%	0.85%	0.00%	0.20%	0.00%	0.00%	0.71%	0.54%	2.50%	0.69%									
24	"6. Политическая партия ""Гражданская Платформа"""	14	1	2	1	0	0	1	1	1	0	0	0	3	2	0	2	0	0	0	0	0	0									
		0.18%	0.18%	0.35%	0.20%	0.00%	0.00%	0.20%	0.19%	0.23%	0.00%	0.00%	0.00%	0.69%	0.42%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1149	71	92	87	95	74	74	124	75	49	16	9	74	74	56	53	33	20	20	23	8	22									
		14.83%	12.82%	16.11%	17.23%	15.81%	15.35%	14.57%	23.26%	17.56%	18.63%	11.85%	6.25%	17.09%	15.64%	12.47%	10.39%	11.74%	10.70%	7.12%	12.37%	10.00%	15.17%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	31	0	3	0	1	2	4	5	2	1	2	0	0	0	3	5	2	0	0	0	1	0									
		0.40%	0.00%	0.53%	0.00%	0.17%	0.41%	0.79%	0.94%	0.47%	0.38%	1.48%	0.00%	0.00%	0.00%	0.67%	0.98%	0.71%	0.00%	0.00%	0.00%	1.25%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	56	2	6	3	2	9	5	4	8	1	0	0	3	3	2	3	0	2	1	1	0	1									
		0.72%	0.36%	1.05%	0.59%	0.33%	1.87%	0.98%	0.75%	1.87%	0.38%	0.00%	0.00%	0.69%	0.63%	0.45%	0.59%	0.00%	1.07%	0.36%	0.54%	0.00%	0.69%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	0	1	0	0	0	0	1	0	0	0	0	3	0	2	1	0	0	1	0	0									
		0.12%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.39%	0.36%	0.00%	0.00%	0.54%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	57	7	8	1	1	7	4	2	3	4	0	0	6	2	0	2	3	1	1	4	0	1									
		0.74%	1.26%	1.40%	0.20%	0.17%	1.45%	0.79%	0.38%	0.70%	1.52%	0.00%	0.00%	1.39%	0.42%	0.00%	0.39%	1.07%	0.53%	0.36%	2.15%	0.00%	0.69%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1095	102	88	80	86	77	80	87	57	29	13	17	88	59	77	49	20	12	31	25	4	14									
		14.13%	18.41%	15.41%	15.84%	14.31%	15.98%	15.75%	16.32%	13.35%	11.03%	9.63%	11.81%	20.32%	12.47%	17.15%	9.61%	7.12%	6.42%	11.03%	13.44%	5.00%	9.66%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	16	3	3	1	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	2	0	0									
		0.21%	0.54%	0.53%	0.20%	0.00%	0.21%	0.20%	0.19%	0.00%	0.38%	0.00%	0.69%	0.23%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	1.08%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	772	89	75	98	88	48	52	56	41	49	5	0	31	30	24	30	11	9	6	23	3	4									
		9.96%	16.06%	13.13%	19.41%	14.64%	9.96%	10.24%	10.51%	9.60%	18.63%	3.70%	0.00%	7.16%	6.34%	5.35%	5.88%	3.91%	4.81%	2.14%	12.37%	3.75%	2.76%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
