Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Кваркенская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №526	УИК №528	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №552	УИК №553	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	44	0	0	2	1	0	4	0	11	10	0	0	3	0	0	0	0	6	2	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0									
		0.60%	0.00%	0.00%	0.71%	0.28%	0.00%	2.13%	0.00%	1.21%	1.85%	0.00%	0.00%	0.80%	0.00%	0.00%	0.00%	0.00%	1.09%	0.51%	0.00%	0.60%	0.00%	0.00%	2.86%	0.00%	0.39%	0.00%	0.99%	1.16%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	56	5	0	1	2	0	0	0	5	10	3	1	2	1	2	2	0	4	3	4	1	0	1	1	0	3	1	1	1	1	1	0	0	0									
		0.77%	1.62%	0.00%	0.36%	0.56%	0.00%	0.00%	0.00%	0.55%	1.85%	2.33%	0.92%	0.53%	1.89%	0.80%	1.89%	0.00%	0.73%	0.77%	2.27%	0.60%	0.00%	0.34%	2.86%	0.00%	1.16%	0.37%	0.99%	1.16%	0.83%	1.05%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	0	0	0	0	0	0	0	2	1	0	1	0	0	2	1	0	1	0	1	0	0	0	0	1	1	0	1	0	0	1	2	0	0									
		0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.19%	0.00%	0.92%	0.00%	0.00%	0.80%	0.94%	0.00%	0.18%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.30%	0.39%	0.00%	0.99%	0.00%	0.00%	1.05%	0.66%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	53	2	0	2	1	1	1	0	8	7	0	2	0	1	4	3	1	4	2	2	1	1	2	0	0	2	0	0	0	0	1	3	0	2									
		0.73%	0.65%	0.00%	0.71%	0.28%	1.43%	0.53%	0.00%	0.88%	1.30%	0.00%	1.83%	0.00%	1.89%	1.60%	2.83%	0.83%	0.73%	0.51%	1.14%	0.60%	2.70%	0.67%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	1.05%	0.99%	0.00%	2.60%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1122	46	0	46	69	5	51	16	164	91	21	20	52	6	36	7	16	106	71	19	15	5	44	2	32	39	49	11	10	18	9	33	3	10									
		15.37%	14.94%	0.00%	16.43%	19.22%	7.14%	27.13%	19.05%	18.04%	16.85%	16.28%	18.35%	13.87%	11.32%	14.40%	6.60%	13.22%	19.24%	18.11%	10.80%	8.98%	13.51%	14.81%	5.71%	9.73%	15.12%	18.22%	10.89%	11.63%	15.00%	9.47%	10.89%	3.30%	12.99%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	31	0	0	1	1	0	0	1	7	6	1	1	2	0	0	0	0	0	2	2	1	0	1	0	0	0	2	1	1	0	0	0	1	0									
		0.42%	0.00%	0.00%	0.36%	0.28%	0.00%	0.00%	1.19%	0.77%	1.11%	0.78%	0.92%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	1.14%	0.60%	0.00%	0.34%	0.00%	0.00%	0.00%	0.74%	0.99%	1.16%	0.00%	0.00%	0.00%	1.10%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	352	19	1	8	9	4	5	3	42	30	11	5	10	1	10	1	3	26	15	8	9	2	14	3	22	3	14	14	5	6	8	27	3	11									
		4.82%	6.17%	2.70%	2.86%	2.51%	5.71%	2.66%	3.57%	4.62%	5.56%	8.53%	4.59%	2.67%	1.89%	4.00%	0.94%	2.48%	4.72%	3.83%	4.55%	5.39%	5.41%	4.71%	8.57%	6.69%	1.16%	5.20%	13.86%	5.81%	5.00%	8.42%	8.91%	3.30%	14.29%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
