Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Красносельская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	38	7	7	4	0	3	0	0	1	0	1	0	0	2	5	3	0	1	0	2	1	1	0									
		0.53%	0.75%	0.74%	0.40%	0.00%	0.80%	0.00%	0.00%	0.64%	0.00%	1.10%	0.00%	0.00%	0.80%	1.92%	0.69%	0.00%	1.09%	0.00%	0.87%	0.67%	0.34%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	1	1	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0									
		0.10%	0.11%	0.11%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	1.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1445	167	181	183	52	75	36	40	45	10	25	26	70	32	65	104	26	15	135	49	27	65	17									
		19.99%	17.82%	19.21%	18.52%	16.56%	19.89%	20.11%	29.63%	28.66%	10.10%	27.47%	24.07%	25.74%	12.75%	25.00%	23.80%	25.24%	16.30%	18.80%	21.40%	18.12%	21.89%	18.48%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	50	11	3	7	5	0	0	0	0	0	0	0	4	0	2	1	0	0	8	0	4	4	1									
		0.69%	1.17%	0.32%	0.71%	1.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.47%	0.00%	0.77%	0.23%	0.00%	0.00%	1.11%	0.00%	2.68%	1.35%	1.09%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	66	11	13	16	0	1	1	1	1	0	1	1	2	4	3	3	0	0	3	1	1	3	0									
		0.91%	1.17%	1.38%	1.62%	0.00%	0.27%	0.56%	0.74%	0.64%	0.00%	1.10%	0.93%	0.74%	1.59%	1.15%	0.69%	0.00%	0.00%	0.42%	0.44%	0.67%	1.01%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	0									
		0.11%	0.00%	0.21%	0.00%	0.32%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	1.01%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	64	19	5	5	1	3	0	2	1	0	2	0	2	3	3	7	0	0	2	3	0	3	3									
		0.89%	2.03%	0.53%	0.51%	0.32%	0.80%	0.00%	1.48%	0.64%	0.00%	2.20%	0.00%	0.74%	1.20%	1.15%	1.60%	0.00%	0.00%	0.28%	1.31%	0.00%	1.01%	3.26%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1362	221	175	229	50	40	23	18	36	18	11	18	36	49	35	68	15	17	182	33	33	46	9									
		18.85%	23.59%	18.58%	23.18%	15.92%	10.61%	12.85%	13.33%	22.93%	18.18%	12.09%	16.67%	13.24%	19.52%	13.46%	15.56%	14.56%	18.48%	25.35%	14.41%	22.15%	15.49%	9.78%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	35	6	9	5	0	0	0	0	0	0	1	0	2	1	1	0	0	0	5	2	0	3	0									
		0.48%	0.64%	0.96%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.10%	0.00%	0.74%	0.40%	0.38%	0.00%	0.00%	0.00%	0.70%	0.87%	0.00%	1.01%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	330	62	38	53	12	13	7	5	5	1	8	1	10	10	14	15	12	5	27	5	3	18	6									
		4.57%	6.62%	4.03%	5.36%	3.82%	3.45%	3.91%	3.70%	3.18%	1.01%	8.79%	0.93%	3.68%	3.98%	5.38%	3.43%	11.65%	5.43%	3.76%	2.18%	2.01%	6.06%	6.52%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
