Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Советская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	79	0	4	3	0	18	10	3	8	4	0	5	0	2	6	3	5	0	1	7									
14	Число погашенных неиспользованных открепительных удостоверений	524	18	14	4	48	43	43	44	42	39	27	26	46	20	15	20	13	19	22	21									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	38	2	2	2	3	8	0	3	0	4	5	2	5	0	0	0	2	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	207	10	14	15	22	14	9	6	15	20	13	3	14	5	9	3	8	2	15	10									
		1.21%	1.15%	1.94%	1.57%	1.70%	1.42%	0.93%	0.66%	1.38%	1.75%	1.56%	0.44%	1.10%	0.78%	1.15%	0.44%	0.80%	0.56%	1.49%	1.08%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	521	24	26	35	35	23	20	37	30	41	27	17	33	18	20	22	39	14	30	30									
		3.04%	2.77%	3.60%	3.65%	2.70%	2.33%	2.07%	4.08%	2.75%	3.59%	3.23%	2.50%	2.58%	2.80%	2.55%	3.20%	3.92%	3.94%	2.97%	3.23%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	451	37	28	23	26	25	20	18	33	22	16	21	33	17	25	10	34	10	33	20									
		2.63%	4.27%	3.88%	2.40%	2.01%	2.53%	2.07%	1.99%	3.03%	1.93%	1.91%	3.08%	2.58%	2.64%	3.18%	1.45%	3.42%	2.82%	3.27%	2.15%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6671	326	245	346	486	381	369	332	436	438	346	291	512	257	319	276	396	106	407	402									
		38.93%	37.64%	33.93%	36.12%	37.50%	38.52%	38.16%	36.64%	40.00%	38.35%	41.39%	42.73%	40.09%	39.97%	40.64%	40.12%	39.80%	29.86%	40.30%	43.23%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	162	4	2	10	19	10	12	8	15	6	12	6	16	7	7	6	7	2	5	8									
		0.95%	0.46%	0.28%	1.04%	1.47%	1.01%	1.24%	0.88%	1.38%	0.53%	1.44%	0.88%	1.25%	1.09%	0.89%	0.87%	0.70%	0.56%	0.50%	0.86%									
24	"6. Политическая партия ""Гражданская Платформа"""	33	0	0	1	10	1	1	1	0	2	1	1	2	2	1	2	1	2	3	2									
		0.19%	0.00%	0.00%	0.10%	0.77%	0.10%	0.10%	0.11%	0.00%	0.18%	0.12%	0.15%	0.16%	0.31%	0.13%	0.29%	0.10%	0.56%	0.30%	0.22%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4481	222	227	298	331	263	263	234	247	283	164	186	310	182	213	196	224	138	260	240									
		26.15%	25.64%	31.44%	31.11%	25.54%	26.59%	27.20%	25.83%	22.66%	24.78%	19.62%	27.31%	24.28%	28.30%	27.13%	28.49%	22.51%	38.87%	25.74%	25.81%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	71	3	4	4	9	5	5	3	6	2	6	2	8	2	2	1	3	0	2	4									
		0.41%	0.35%	0.55%	0.42%	0.69%	0.51%	0.52%	0.33%	0.55%	0.18%	0.72%	0.29%	0.63%	0.31%	0.25%	0.15%	0.30%	0.00%	0.20%	0.43%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	236	7	13	7	20	12	13	16	12	25	23	9	21	6	8	8	15	2	13	6									
		1.38%	0.81%	1.80%	0.73%	1.54%	1.21%	1.34%	1.77%	1.10%	2.19%	2.75%	1.32%	1.64%	0.93%	1.02%	1.16%	1.51%	0.56%	1.29%	0.65%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	24	0	1	1	2	0	0	2	2	4	2	1	2	1	0	2	1	0	2	1									
		0.14%	0.00%	0.14%	0.10%	0.15%	0.00%	0.00%	0.22%	0.18%	0.35%	0.24%	0.15%	0.16%	0.16%	0.00%	0.29%	0.10%	0.00%	0.20%	0.11%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	163	6	3	6	11	11	16	7	18	19	7	2	14	5	4	10	7	0	11	6									
		0.95%	0.69%	0.42%	0.63%	0.85%	1.11%	1.65%	0.77%	1.65%	1.66%	0.84%	0.29%	1.10%	0.78%	0.51%	1.45%	0.70%	0.00%	1.09%	0.65%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2430	120	82	130	200	140	139	157	170	170	135	99	194	86	97	77	138	33	129	134									
		14.18%	13.86%	11.36%	13.57%	15.43%	14.16%	14.37%	17.33%	15.60%	14.89%	16.15%	14.54%	15.19%	13.37%	12.36%	11.19%	13.87%	9.30%	12.77%	14.41%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	160	7	3	5	19	11	10	7	9	15	11	5	12	7	1	9	9	5	11	4									
		0.93%	0.81%	0.42%	0.52%	1.47%	1.11%	1.03%	0.77%	0.83%	1.31%	1.32%	0.73%	0.94%	1.09%	0.13%	1.31%	0.90%	1.41%	1.09%	0.43%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	678	39	45	45	40	34	29	33	38	41	31	19	48	24	36	27	55	20	40	34									
		3.96%	4.50%	6.23%	4.70%	3.09%	3.44%	2.99%	3.64%	3.49%	3.59%	3.71%	2.79%	3.76%	3.73%	4.59%	3.92%	5.53%	5.63%	3.96%	3.66%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
