Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Токаревская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887									
14	Число погашенных неиспользованных открепительных удостоверений	177	16	17	8	24	6	7	4	2	4	3	3	1	9	4	4	5	3	3	2	2	2	3	4	6	2	8	4	12	9									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	8	4	0	2	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	54	0	17	7	2	1	0	0	5	0	0	2	0	14	0	0	3	0	0	0	0	0	0	0	0	0	2	1	0	0									
		0.48%	0.00%	1.20%	1.27%	0.14%	0.37%	0.00%	0.00%	4.17%	0.00%	0.00%	0.69%	0.00%	2.85%	0.00%	0.00%	0.84%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.42%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	153	6	16	13	12	10	3	1	0	2	0	5	1	12	6	5	7	5	6	0	0	0	2	1	9	0	15	1	7	8									
		1.36%	0.57%	1.13%	2.36%	0.84%	3.73%	0.72%	0.41%	0.00%	0.99%	0.00%	1.74%	0.45%	2.44%	2.74%	1.79%	1.96%	1.56%	1.92%	0.00%	0.00%	0.00%	1.52%	0.50%	3.37%	0.00%	3.49%	0.42%	1.28%	1.70%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	88	12	11	6	9	2	0	1	3	1	0	1	0	4	3	1	5	5	0	2	4	1	0	3	4	1	5	0	1	3									
		0.78%	1.13%	0.78%	1.09%	0.63%	0.75%	0.00%	0.41%	2.50%	0.50%	0.00%	0.35%	0.00%	0.81%	1.37%	0.36%	1.40%	1.56%	0.00%	2.50%	1.11%	1.08%	0.00%	1.49%	1.50%	1.25%	1.16%	0.00%	0.18%	0.64%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8978	882	1129	385	1202	180	370	204	103	175	135	249	211	347	152	237	243	240	253	63	322	81	103	168	179	65	289	200	418	393									
		79.75%	83.21%	79.68%	69.75%	83.70%	67.16%	89.37%	83.61%	85.83%	87.06%	85.99%	86.46%	95.05%	70.67%	69.41%	84.95%	67.88%	74.77%	81.09%	78.75%	89.69%	87.10%	78.03%	83.17%	67.04%	81.25%	67.21%	84.39%	76.28%	83.44%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	18	0	1	1	2	0	0	1	0	0	0	0	0	1	0	0	2	0	1	0	1	0	0	0	1	0	5	1	1	0									
		0.16%	0.00%	0.07%	0.18%	0.14%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.56%	0.00%	0.32%	0.00%	0.28%	0.00%	0.00%	0.00%	0.37%	0.00%	1.16%	0.42%	0.18%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	51	0	0	0	0	0	0	0	0	0	1	0	0	43	0	0	1	0	0	0	0	0	0	0	3	0	3	0	0	0									
		0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	8.76%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.12%	0.00%	0.70%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	578	30	66	51	54	26	12	14	0	8	6	16	3	1	29	10	41	16	24	5	9	7	8	11	21	2	46	8	37	17									
		5.13%	2.83%	4.66%	9.24%	3.76%	9.70%	2.90%	5.74%	0.00%	3.98%	3.82%	5.56%	1.35%	0.20%	13.24%	3.58%	11.45%	4.98%	7.69%	6.25%	2.51%	7.53%	6.06%	5.45%	7.87%	2.50%	10.70%	3.38%	6.75%	3.61%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	66	3	1	0	1	0	0	3	0	0	0	0	0	54	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0									
		0.59%	0.28%	0.07%	0.00%	0.07%	0.00%	0.00%	1.23%	0.00%	0.00%	0.00%	0.00%	0.00%	10.99%	0.00%	0.36%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.23%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	17	0	2	2	4	1	0	2	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0									
		0.15%	0.00%	0.14%	0.36%	0.28%	0.37%	0.00%	0.82%	0.00%	0.00%	0.64%	0.00%	0.00%	0.20%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	0	1	0	0	2	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.13%	0.00%	0.07%	0.00%	0.00%	0.75%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	2.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	20	0	1	3	4	2	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	2	0	3	1									
		0.18%	0.00%	0.07%	0.54%	0.28%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.47%	0.00%	0.55%	0.21%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	902	100	144	60	109	30	25	11	4	15	12	14	5	0	29	15	37	47	21	5	15	2	13	13	31	10	44	13	49	29									
		8.01%	9.43%	10.16%	10.87%	7.59%	11.19%	6.04%	4.51%	3.33%	7.46%	7.64%	4.86%	2.25%	0.00%	13.24%	5.38%	10.34%	14.64%	6.73%	6.25%	4.18%	2.15%	9.85%	6.44%	11.61%	12.50%	10.23%	5.49%	8.94%	6.16%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	10	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0									
		0.09%	0.00%	0.07%	0.54%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.28%	0.00%	0.76%	0.00%	0.00%	0.00%	0.23%	0.00%	0.18%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	180	27	9	18	23	7	4	6	0	0	1	0	2	0	0	3	9	5	0	2	1	0	4	6	8	2	7	13	14	9									
		1.60%	2.55%	0.64%	3.26%	1.60%	2.61%	0.97%	2.46%	0.00%	0.00%	0.64%	0.00%	0.90%	0.00%	0.00%	1.08%	2.51%	1.56%	0.00%	2.50%	0.28%	0.00%	3.03%	2.97%	2.99%	2.50%	1.63%	5.49%	2.55%	1.91%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
