Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																									
Дата голосования: 04.12.2011																																																									
																																																									
Наименование Избирательной комиссии:    Батайская городская																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №2451	УИК №2452	УИК №2457	УИК №2460	УИК №2464	УИК №2465	УИК №2466	УИК №2472	УИК №2473	УИК №2542	УИК №2543	УИК №2582	УИК №2583	УИК №2584	УИК №2601	УИК №2602	УИК №2603	УИК №2604	УИК №2605					
		10.42%	9.42%	0.33%	18.88%	10.12%	11.85%	14.27%	20.95%	13.02%	18.58%	19.02%	11.97%	12.18%	16.65%	4.97%	15.04%	6.81%	10.04%	14.33%	17.87%	2.27%	9.83%	8.33%	6.80%	12.68%	12.62%	9.35%	5.25%	5.83%	4.04%	5.61%	0.00%	18.10%	8.45%	10.99%	7.57%	5.88%	17.09%	13.64%	5.64%	9.15%	14.46%	17.48%	9.17%	7.81%	8.58%	7.59%	12.51%	7.13%	12.12%	12.94%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2854	101	3	97	62	74	54	154	11	144	161	70	5	102	49	188	1	124	137	17	2	106	33	29	6	6	41	27	4	55	16	0	102	71	5	84	25	165	119	69	12	73	7	22	0	72	67	11	50	5	16					
		5.51%	6.14%	0.20%	12.37%	5.92%	5.73%	5.39%	13.50%	1.18%	11.58%	14.87%	6.92%	0.57%	12.96%	4.35%	15.54%	0.10%	8.76%	14.65%	1.89%	0.21%	10.11%	3.87%	3.18%	0.85%	0.85%	4.51%	1.94%	0.69%	4.94%	1.04%	0.00%	13.28%	7.06%	0.53%	9.22%	1.96%	12.59%	13.76%	5.81%	1.37%	9.96%	0.77%	2.76%	0.00%	7.45%	6.60%	0.85%	2.97%	0.53%	1.86%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	304	3	2	11	36	3	19	13	1	14	11	5	1	9	4	14	1	3	8	3	0	0	0	1	1	7	16	11	0	5	1	0	12	12	1	1	3	17	4	5	4	8	2	11	0	7	8	3	0	0	3					
		0.59%	0.18%	0.13%	1.40%	3.44%	0.23%	1.90%	1.14%	0.11%	1.13%	1.02%	0.49%	0.11%	1.14%	0.35%	1.16%	0.10%	0.21%	0.86%	0.33%	0.00%	0.00%	0.00%	0.11%	0.14%	0.99%	1.76%	0.79%	0.00%	0.45%	0.07%	0.00%	1.56%	1.19%	0.11%	0.11%	0.24%	1.30%	0.46%	0.42%	0.46%	1.09%	0.22%	1.38%	0.00%	0.72%	0.79%	0.23%	0.00%	0.00%	0.35%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	8667	207	15	194	75	207	170	253	244	319	227	135	104	185	97	302	68	106	253	257	169	199	109	242	80	212	185	131	107	113	91	80	221	289	174	201	208	349	214	89	138	114	301	169	182	215	58	117	256	130	106					
		16.73%	12.58%	0.99%	24.74%	7.16%	16.03%	16.97%	22.17%	26.26%	25.66%	20.96%	13.35%	11.95%	23.51%	8.61%	24.96%	6.91%	7.49%	27.06%	28.52%	17.44%	18.99%	12.79%	26.54%	11.27%	30.07%	20.35%	9.42%	18.35%	10.15%	5.93%	7.93%	28.78%	28.73%	18.39%	22.06%	16.31%	26.62%	24.74%	7.50%	15.79%	15.55%	33.30%	21.23%	21.88%	22.23%	5.71%	9.03%	15.22%	13.70%	12.35%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	653	2	5	23	24	17	21	72	7	49	20	14	2	47	9	48	1	3	26	3	0	3	0	2	1	3	14	28	0	3	2	0	34	0	2	4	8	17	22	7	3	25	2	22	0	14	29	13	0	0	2					
		1.26%	0.12%	0.33%	2.93%	2.29%	1.32%	2.10%	6.31%	0.75%	3.94%	1.85%	1.38%	0.23%	5.97%	0.80%	3.97%	0.10%	0.21%	2.78%	0.33%	0.00%	0.29%	0.00%	0.22%	0.14%	0.43%	1.54%	2.01%	0.00%	0.27%	0.13%	0.00%	4.43%	0.00%	0.21%	0.44%	0.63%	1.30%	2.54%	0.59%	0.34%	3.41%	0.22%	2.76%	0.00%	1.45%	2.86%	1.00%	0.00%	0.00%	0.23%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	33244	1173	1457	301	706	798	561	377	543	458	436	656	652	301	887	447	845	1033	359	460	775	635	639	562	532	377	559	1093	438	890	1321	917	239	531	656	536	956	507	365	943	631	374	417	492	583	556	723	972	1256	699	620					
		64.16%	71.26%	96.94%	38.39%	67.43%	61.81%	55.99%	33.04%	58.45%	36.85%	40.26%	64.89%	74.94%	38.25%	78.70%	36.94%	85.87%	73.00%	38.40%	51.05%	79.98%	60.59%	75.00%	61.62%	74.93%	53.48%	61.50%	78.63%	75.13%	79.96%	86.11%	90.88%	31.12%	52.78%	69.34%	58.84%	74.98%	38.67%	42.20%	79.44%	72.20%	51.02%	46.13%	61.81%	70.07%	57.50%	71.23%	75.06%	74.67%	73.66%	72.26%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	211	3	1	3	38	31	7	8	2	8	10	2	0	4	6	9	1	1	3	0	1	0	0	1	0	2	1	4	0	2	1	0	8	1	1	3	0	12	8	5	3	5	1	2	0	6	5	2	0	0	0					
		0.41%	0.18%	0.07%	0.38%	3.63%	2.40%	0.70%	0.70%	0.22%	0.64%	0.92%	0.20%	0.00%	0.51%	0.53%	0.74%	0.10%	0.07%	0.32%	0.00%	0.10%	0.00%	0.00%	0.11%	0.00%	0.28%	0.11%	0.29%	0.00%	0.18%	0.07%	0.00%	1.04%	0.10%	0.11%	0.33%	0.00%	0.92%	0.92%	0.42%	0.34%	0.68%	0.11%	0.25%	0.00%	0.62%	0.49%	0.15%	0.00%	0.00%	0.00%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
