Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Кинельская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №4601	УИК №4602	УИК №4603	УИК №4604	УИК №4605	УИК №4606	УИК №4607	УИК №4608	УИК №4609	УИК №4610	УИК №4611	УИК №4612	УИК №4613	УИК №4614	УИК №4615	УИК №4616	УИК №4617	УИК №4618	УИК №4619	УИК №4620	УИК №4621	УИК №4622	УИК №4623	УИК №4624	УИК №4625	УИК №4626									
14	Число погашенных неиспользованных открепительных удостоверений	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	110	3	10	3	6	1	8	2	2	2	2	12	0	10	1	4	1	1	0	0	5	17	3	4	4	7	2									
		0.62%	0.49%	0.98%	0.90%	0.80%	0.37%	0.33%	0.59%	2.15%	1.02%	2.25%	0.89%	0.00%	0.76%	0.39%	0.19%	1.04%	0.81%	0.00%	0.00%	0.51%	1.39%	0.38%	1.02%	1.01%	0.48%	0.32%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	417	27	29	6	23	5	30	9	1	3	2	36	12	31	11	34	2	2	2	3	19	55	26	16	18	15	0									
		2.34%	4.45%	2.84%	1.79%	3.05%	1.86%	1.24%	2.65%	1.08%	1.53%	2.25%	2.68%	4.40%	2.34%	4.28%	1.57%	2.08%	1.61%	1.09%	3.06%	1.95%	4.48%	3.32%	4.07%	4.56%	1.04%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	161	8	17	4	5	2	12	4	1	3	2	16	1	15	1	11	3	1	2	3	8	15	10	2	2	7	6									
		0.90%	1.32%	1.66%	1.19%	0.66%	0.74%	0.49%	1.18%	1.08%	1.53%	2.25%	1.19%	0.37%	1.13%	0.39%	0.51%	3.13%	0.81%	1.09%	3.06%	0.82%	1.22%	1.28%	0.51%	0.51%	0.48%	0.95%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12912	406	605	168	489	181	2004	263	71	139	54	995	209	1005	194	1726	63	83	130	73	630	679	539	223	254	1190	539									
		72.38%	66.89%	59.20%	50.15%	64.85%	67.29%	82.64%	77.35%	76.34%	70.92%	60.67%	74.09%	76.56%	75.91%	75.49%	79.87%	65.63%	66.94%	70.65%	74.49%	64.75%	55.34%	68.93%	56.74%	64.30%	82.24%	85.15%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	64	2	8	5	5	4	3	0	0	2	1	5	2	4	0	3	0	0	2	0	5	5	0	1	0	5	2									
		0.36%	0.33%	0.78%	1.49%	0.66%	1.49%	0.12%	0.00%	0.00%	1.02%	1.12%	0.37%	0.73%	0.30%	0.00%	0.14%	0.00%	0.00%	1.09%	0.00%	0.51%	0.41%	0.00%	0.25%	0.00%	0.35%	0.32%									
24	"6. Политическая партия ""Гражданская Платформа"""	93	1	8	4	4	6	2	0	1	1	0	0	0	10	0	8	1	1	0	1	12	18	3	3	1	6	2									
		0.52%	0.16%	0.78%	1.19%	0.53%	2.23%	0.08%	0.00%	1.08%	0.51%	0.00%	0.00%	0.00%	0.76%	0.00%	0.37%	1.04%	0.81%	0.00%	1.02%	1.23%	1.47%	0.38%	0.76%	0.25%	0.41%	0.32%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1667	57	164	79	103	17	135	19	8	18	11	106	25	80	10	126	12	14	33	12	151	216	57	51	44	80	39									
		9.34%	9.39%	16.05%	23.58%	13.66%	6.32%	5.57%	5.59%	8.60%	9.18%	12.36%	7.89%	9.16%	6.04%	3.89%	5.83%	12.50%	11.29%	17.93%	12.24%	15.52%	17.60%	7.29%	12.98%	11.14%	5.53%	6.16%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	51	1	5	5	8	0	5	0	0	0	1	3	0	4	0	2	0	0	1	0	5	3	1	1	0	5	1									
		0.29%	0.16%	0.49%	1.49%	1.06%	0.00%	0.21%	0.00%	0.00%	0.00%	1.12%	0.22%	0.00%	0.30%	0.00%	0.09%	0.00%	0.00%	0.54%	0.00%	0.51%	0.24%	0.13%	0.25%	0.00%	0.35%	0.16%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	61	1	5	3	3	3	5	0	0	0	0	10	0	10	0	3	1	0	0	0	0	8	3	2	1	1	2									
		0.34%	0.16%	0.49%	0.90%	0.40%	1.12%	0.21%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.76%	0.00%	0.14%	1.04%	0.00%	0.00%	0.00%	0.00%	0.65%	0.38%	0.51%	0.25%	0.07%	0.32%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	22	1	0	0	3	0	2	1	0	0	0	2	0	4	1	2	0	0	0	0	1	1	0	0	1	2	1									
		0.12%	0.16%	0.00%	0.00%	0.40%	0.00%	0.08%	0.29%	0.00%	0.00%	0.00%	0.15%	0.00%	0.30%	0.39%	0.09%	0.00%	0.00%	0.00%	0.00%	0.10%	0.08%	0.00%	0.00%	0.25%	0.14%	0.16%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	87	2	6	5	0	2	3	1	0	0	1	13	1	7	1	8	0	0	2	0	5	10	4	0	3	5	8									
		0.49%	0.33%	0.59%	1.49%	0.00%	0.74%	0.12%	0.29%	0.00%	0.00%	1.12%	0.97%	0.37%	0.53%	0.39%	0.37%	0.00%	0.00%	1.09%	0.00%	0.51%	0.81%	0.51%	0.00%	0.76%	0.35%	1.26%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1554	66	116	32	70	25	126	20	6	19	9	101	20	107	32	191	11	18	10	5	78	136	115	66	55	98	22									
		8.71%	10.87%	11.35%	9.55%	9.28%	9.29%	5.20%	5.88%	6.45%	9.69%	10.11%	7.52%	7.33%	8.08%	12.45%	8.84%	11.46%	14.52%	5.43%	5.10%	8.02%	11.08%	14.71%	16.79%	13.92%	6.77%	3.48%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	46	6	8	0	1	1	4	1	0	0	1	2	1	2	1	5	0	0	1	0	4	3	0	2	1	2	0									
		0.26%	0.99%	0.78%	0.00%	0.13%	0.37%	0.16%	0.29%	0.00%	0.00%	1.12%	0.15%	0.37%	0.15%	0.39%	0.23%	0.00%	0.00%	0.54%	0.00%	0.41%	0.24%	0.00%	0.51%	0.25%	0.14%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	287	10	25	4	18	7	19	2	1	4	0	36	2	24	1	28	1	2	1	1	20	40	8	14	7	5	7									
		1.61%	1.65%	2.45%	1.19%	2.39%	2.60%	0.78%	0.59%	1.08%	2.04%	0.00%	2.68%	0.73%	1.81%	0.39%	1.30%	1.04%	1.61%	0.54%	1.02%	2.06%	3.26%	1.02%	3.56%	1.77%	0.35%	1.11%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
