Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Иловлинская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	148	6	10	11	17	21	3	2	4	1	4	7	5	2	2	0	3	1	5	2	14	7	7	2	4	8	0									
		1.22%	0.96%	1.34%	1.69%	2.05%	3.45%	0.75%	1.03%	1.22%	0.63%	0.57%	0.90%	1.54%	0.47%	1.74%	0.00%	0.76%	0.53%	0.72%	0.55%	1.88%	7.14%	1.24%	1.10%	0.87%	1.17%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	251	22	10	24	14	12	7	0	9	2	15	18	12	10	6	0	3	3	5	6	21	0	24	2	7	6	13									
		2.07%	3.51%	1.34%	3.68%	1.68%	1.97%	1.75%	0.00%	2.74%	1.27%	2.16%	2.31%	3.70%	2.35%	5.22%	0.00%	0.76%	1.60%	0.72%	1.64%	2.82%	0.00%	4.26%	1.10%	1.52%	0.88%	2.85%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	163	16	8	17	15	10	6	0	5	2	6	2	4	1	0	0	5	2	8	5	5	1	8	7	3	19	8									
		1.35%	2.55%	1.07%	2.61%	1.81%	1.64%	1.50%	0.00%	1.52%	1.27%	0.86%	0.26%	1.23%	0.23%	0.00%	0.00%	1.27%	1.07%	1.16%	1.37%	0.67%	1.02%	1.42%	3.85%	0.65%	2.79%	1.75%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7337	329	412	322	494	319	266	110	181	81	456	457	211	245	44	279	264	99	476	192	533	54	292	94	322	517	288									
		60.62%	52.47%	55.08%	49.39%	59.45%	52.38%	66.33%	56.41%	55.02%	51.27%	65.52%	58.74%	65.12%	57.51%	38.26%	72.09%	67.01%	52.94%	68.79%	52.46%	71.64%	55.10%	51.77%	51.65%	69.70%	75.81%	63.16%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	56	8	2	4	5	3	1	1	0	0	2	6	1	4	0	0	0	2	5	1	1	0	2	0	1	3	4									
		0.46%	1.28%	0.27%	0.61%	0.60%	0.49%	0.25%	0.51%	0.00%	0.00%	0.29%	0.77%	0.31%	0.94%	0.00%	0.00%	0.00%	1.07%	0.72%	0.27%	0.13%	0.00%	0.35%	0.00%	0.22%	0.44%	0.88%									
24	"6. Политическая партия ""Гражданская Платформа"""	18	0	0	0	1	1	0	0	2	0	1	3	0	1	0	0	0	0	0	0	0	0	0	2	2	1	4									
		0.15%	0.00%	0.00%	0.00%	0.12%	0.16%	0.00%	0.00%	0.61%	0.00%	0.14%	0.39%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.10%	0.43%	0.15%	0.88%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1803	94	76	113	113	120	47	30	47	40	117	99	30	98	31	37	44	47	109	70	92	19	106	29	55	68	72									
		14.90%	14.99%	10.16%	17.33%	13.60%	19.70%	11.72%	15.38%	14.29%	25.32%	16.81%	12.72%	9.26%	23.00%	26.96%	9.56%	11.17%	25.13%	15.75%	19.13%	12.37%	19.39%	18.79%	15.93%	11.90%	9.97%	15.79%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	35	2	2	2	4	4	2	1	2	0	0	2	1	0	1	0	1	1	1	0	0	0	2	1	1	5	0									
		0.29%	0.32%	0.27%	0.31%	0.48%	0.66%	0.50%	0.51%	0.61%	0.00%	0.00%	0.26%	0.31%	0.00%	0.87%	0.00%	0.25%	0.53%	0.14%	0.00%	0.00%	0.00%	0.35%	0.55%	0.22%	0.73%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	61	4	6	6	5	2	4	0	2	1	0	9	1	2	0	0	2	1	4	4	0	0	2	2	3	0	1									
		0.50%	0.64%	0.80%	0.92%	0.60%	0.33%	0.99%	0.00%	0.61%	0.63%	0.00%	1.16%	0.31%	0.47%	0.00%	0.00%	0.51%	0.53%	0.58%	1.09%	0.00%	0.00%	0.35%	1.10%	0.65%	0.00%	0.22%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	0	0	0	2	2	0	1	0	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.33%	0.50%	0.00%	0.30%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.25%	0.53%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	84	4	4	8	2	3	3	0	2	1	0	8	1	2	0	0	5	0	3	11	8	2	4	4	2	6	1									
		0.69%	0.64%	0.53%	1.23%	0.24%	0.49%	0.75%	0.00%	0.61%	0.63%	0.00%	1.03%	0.31%	0.47%	0.00%	0.00%	1.27%	0.00%	0.43%	3.01%	1.08%	2.04%	0.71%	2.20%	0.43%	0.88%	0.22%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1490	78	109	103	93	78	44	38	49	20	70	140	36	44	21	65	53	21	49	62	62	10	82	29	46	43	45									
		12.31%	12.44%	14.57%	15.80%	11.19%	12.81%	10.97%	19.49%	14.89%	12.66%	10.06%	17.99%	11.11%	10.33%	18.26%	16.80%	13.45%	11.23%	7.08%	16.94%	8.33%	10.20%	14.54%	15.93%	9.96%	6.30%	9.87%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	45	2	5	3	2	3	2	0	2	0	3	6	2	1	1	0	1	1	1	3	0	1	2	1	2	0	1									
		0.37%	0.32%	0.67%	0.46%	0.24%	0.49%	0.50%	0.00%	0.61%	0.00%	0.43%	0.77%	0.62%	0.23%	0.87%	0.00%	0.25%	0.53%	0.14%	0.82%	0.00%	1.02%	0.35%	0.55%	0.43%	0.00%	0.22%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	489	59	91	34	47	25	10	13	21	8	16	19	19	16	7	6	12	1	18	8	8	3	20	8	9	6	5									
		4.04%	9.41%	12.17%	5.21%	5.66%	4.11%	2.49%	6.67%	6.38%	5.06%	2.30%	2.44%	5.86%	3.76%	6.09%	1.55%	3.05%	0.53%	2.60%	2.19%	1.08%	3.06%	3.55%	4.40%	1.95%	0.88%	1.10%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
