Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																									
Дата голосования: 02.12.2007																																									
																																									
Наименование Избирательной комиссии:    Ширинская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393					
		0.35%	0.54%	0.15%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.53%	0.73%	1.90%	0.83%	0.26%	0.00%	0.28%	0.00%	1.54%	0.74%	0.00%	0.00%	2.41%	0.00%	0.00%	0.27%	0.00%	0.48%	0.00%	0.28%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	18	0	0	3	2	0	1	0	0	2	0	1	1	0	2	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0					
		0.16%	0.00%	0.00%	0.46%	0.24%	0.00%	0.84%	0.00%	0.00%	0.21%	0.00%	0.95%	0.17%	0.00%	1.07%	0.28%	0.00%	0.38%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.27%	0.00%	0.16%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1270	92	85	82	100	77	15	5	6	103	73	21	87	106	30	32	3	10	6	7	39	5	12	4	22	30	60	40	30	39	5	12	10	4	18					
		10.96%	16.46%	12.56%	12.50%	12.02%	12.58%	12.61%	3.79%	5.22%	10.90%	10.69%	20.00%	14.43%	14.00%	16.04%	9.07%	3.53%	3.85%	4.41%	20.59%	9.13%	6.02%	12.37%	5.80%	5.98%	10.17%	9.51%	11.20%	8.50%	8.82%	6.49%	4.94%	11.76%	7.27%	11.25%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	616	25	36	55	53	41	0	14	1	58	53	4	29	71	7	26	2	12	4	0	11	2	3	2	5	0	27	17	16	16	3	7	2	4	10					
		5.31%	4.47%	5.32%	8.38%	6.37%	6.70%	0.00%	10.61%	0.87%	6.14%	7.76%	3.81%	4.81%	9.38%	3.74%	7.37%	2.35%	4.62%	2.94%	0.00%	2.58%	2.41%	3.09%	2.90%	1.36%	0.00%	4.28%	4.76%	4.53%	3.62%	3.90%	2.88%	2.35%	7.27%	6.25%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	492	15	24	27	32	41	1	8	8	58	49	2	28	8	1	15	2	4	7	1	18	5	1	1	4	16	18	8	36	39	1	8	1	3	2					
		4.24%	2.68%	3.55%	4.12%	3.85%	6.70%	0.84%	6.06%	6.96%	6.14%	7.17%	1.90%	4.64%	1.06%	0.53%	4.25%	2.35%	1.54%	5.15%	2.94%	4.22%	6.02%	1.03%	1.45%	1.09%	5.42%	2.85%	2.24%	10.20%	8.82%	1.30%	3.29%	1.18%	5.45%	1.25%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7036	342	379	337	464	358	82	87	84	583	323	63	325	440	119	220	71	198	103	18	296	54	69	56	261	217	423	245	201	246	61	120	45	35	111					
		60.70%	61.18%	55.98%	51.37%	55.77%	58.50%	68.91%	65.91%	73.04%	61.69%	47.29%	60.00%	53.90%	58.12%	63.64%	62.32%	83.53%	76.15%	75.74%	52.94%	69.32%	65.06%	71.13%	81.16%	70.92%	73.56%	67.04%	68.63%	56.94%	55.66%	79.22%	49.38%	52.94%	63.64%	69.38%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	61	1	1	10	6	0	0	1	0	14	7	1	3	4	2	0	0	0	0	0	4	0	0	0	1	0	1	1	1	0	0	0	1	2	0					
		0.53%	0.18%	0.15%	1.52%	0.72%	0.00%	0.00%	0.76%	0.00%	1.48%	1.02%	0.95%	0.50%	0.53%	1.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.94%	0.00%	0.00%	0.00%	0.27%	0.00%	0.16%	0.28%	0.28%	0.00%	0.00%	0.00%	1.18%	3.64%	0.00%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
