Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																							
Дата голосования: 07.12.2003 0:00:00																																																							
																																																							
"Наименование Избирательной комиссии:    Владивосток, Ленинская"																																																							
																																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																							
																																																							
		Сумма	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177					
16	Число утраченных бюллетеней	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
18	"1. ""ЕДИНЕНИЕ"""	425	26	7	11	8	8	15	3	3	4	8	9	3	9	8	11	10	4	3	6	17	7	6	6	4	14	9	13	6	5	9	5	8	7	8	21	13	12	11	12	11	8	3	10	9	9	10	9	7					
		0.94%	2.05%	0.86%	1.23%	0.75%	0.94%	1.72%	0.57%	0.40%	0.49%	0.61%	1.07%	0.29%	0.86%	0.65%	0.85%	0.83%	0.35%	0.24%	0.81%	1.40%	0.56%	0.66%	0.49%	0.43%	1.14%	1.16%	1.37%	0.67%	0.75%	1.19%	0.61%	1.08%	1.07%	0.89%	1.71%	1.19%	1.80%	1.30%	2.76%	1.43%	0.96%	0.34%	1.07%	0.87%	0.92%	1.36%	0.92%	0.75%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2287	75	45	49	76	58	22	34	45	50	84	46	67	76	60	81	60	64	59	36	61	48	41	64	39	62	27	48	39	39	29	24	33	32	26	55	55	36	34	14	50	42	48	38	46	45	26	52	47					
		5.09%	5.92%	5.58%	5.50%	7.20%	6.85%	2.52%	6.53%	6.08%	6.21%	6.44%	5.48%	6.58%	7.31%	4.87%	6.29%	5.03%	5.62%	4.89%	4.86%	5.05%	3.87%	4.54%	5.22%	4.26%	5.06%	3.50%	5.07%	4.36%	5.89%	3.84%	2.93%	4.47%	4.93%	2.91%	4.48%	5.07%	5.41%	4.03%	3.22%	6.51%	5.05%	5.56%	4.09%	4.47%	4.62%	3.55%	5.37%	5.09%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1244	24	19	28	29	32	14	4	13	17	33	25	38	28	30	35	28	38	41	27	27	54	27	21	20	37	30	27	44	19	24	24	26	10	27	37	24	23	24	11	14	20	19	23	36	23	20	21	29					
		2.77%	1.89%	2.35%	3.14%	2.74%	3.78%	1.60%	0.76%	1.75%	2.11%	2.53%	2.98%	3.73%	2.69%	2.43%	2.71%	2.34%	3.34%	3.39%	3.64%	2.23%	4.35%	2.99%	1.71%	2.18%	3.02%	3.89%	2.85%	4.92%	2.87%	3.18%	2.93%	3.52%	1.54%	3.02%	3.01%	2.21%	3.45%	2.85%	2.53%	1.82%	2.40%	2.20%	2.47%	3.50%	2.36%	2.73%	2.16%	3.14%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	6966	131	151	169	186	185	30	61	141	130	252	140	183	136	203	184	165	201	173	106	182	211	103	194	169	217	122	124	106	102	102	127	87	146	168	217	166	103	106	16	124	124	162	127	152	167	111	152	152					
		15.52%	10.35%	18.73%	18.98%	17.63%	21.86%	3.44%	11.73%	19.07%	16.16%	19.32%	16.70%	17.99%	13.08%	16.50%	14.29%	13.84%	17.67%	14.34%	14.32%	15.09%	17.02%	11.40%	15.84%	18.46%	17.72%	15.82%	13.12%	11.85%	15.40%	13.52%	15.52%	11.80%	22.49%	18.81%	17.69%	15.31%	15.48%	12.58%	3.68%	16.16%	14.92%	18.79%	13.68%	14.78%	17.16%	15.18%	15.70%	16.46%					
22	"5. ""За Русь Святую"""	170	7	2	6	3	6	5	0	3	5	2	4	5	3	6	4	7	1	8	5	5	4	5	9	2	4	0	4	4	1	3	4	3	1	5	2	3	3	2	1	3	1	2	2	3	2	3	2	5					
		0.37%	0.55%	0.24%	0.67%	0.28%	0.70%	0.57%	0.0%	0.40%	0.62%	0.15%	0.47%	0.49%	0.28%	0.48%	0.31%	0.58%	0.08%	0.66%	0.67%	0.41%	0.32%	0.55%	0.73%	0.21%	0.32%	0.0%	0.42%	0.44%	0.15%	0.39%	0.48%	0.40%	0.15%	0.55%	0.16%	0.27%	0.45%	0.23%	0.23%	0.39%	0.12%	0.23%	0.21%	0.29%	0.20%	0.41%	0.20%	0.54%					
23	"6. ""Объединенная Российская партия ""Русь"""	184	11	4	2	8	6	6	0	1	0	4	5	8	8	4	3	5	7	5	3	7	5	5	5	4	1	1	4	3	5	1	0	2	0	1	2	3	2	1	1	2	8	5	4	4	3	8	2	5					
		0.40%	0.86%	0.49%	0.22%	0.75%	0.70%	0.68%	0.0%	0.13%	0.0%	0.30%	0.59%	0.78%	0.76%	0.32%	0.23%	0.41%	0.61%	0.41%	0.40%	0.58%	0.40%	0.55%	0.40%	0.43%	0.08%	0.12%	0.42%	0.33%	0.75%	0.13%	0.0%	0.27%	0.0%	0.11%	0.16%	0.27%	0.30%	0.11%	0.23%	0.26%	0.96%	0.58%	0.43%	0.38%	0.30%	1.09%	0.20%	0.54%					
24	"7. ""Новый курс - Автомобильная Россия"""	595	23	9	10	8	10	10	7	6	21	9	13	13	14	20	13	15	4	12	11	22	14	15	12	9	12	1	15	7	10	10	8	8	8	11	21	26	16	9	13	7	11	16	8	13	15	15	13	22					
		1.32%	1.81%	1.11%	1.12%	0.75%	1.18%	1.14%	1.34%	0.81%	2.61%	0.69%	1.55%	1.27%	1.34%	1.62%	1.01%	1.25%	0.35%	0.99%	1.48%	1.82%	1.12%	1.66%	0.98%	0.98%	0.98%	0.12%	1.58%	0.78%	1.51%	1.32%	0.97%	1.08%	1.23%	1.23%	1.71%	2.39%	2.40%	1.06%	2.99%	0.91%	1.32%	1.85%	0.86%	1.26%	1.54%	2.05%	1.34%	2.38%					
25	"8. ""Народно-республиканская партия России"""	53	7	1	0	3	1	1	0	0	1	0	2	0	0	0	1	0	0	0	1	2	2	0	4	2	1	0	2	0	0	2	1	0	0	1	0	3	0	3	1	2	1	1	1	0	2	3	1	0					
		0.11%	0.55%	0.12%	0.0%	0.28%	0.11%	0.11%	0.0%	0.0%	0.12%	0.0%	0.23%	0.0%	0.0%	0.0%	0.07%	0.0%	0.0%	0.0%	0.13%	0.16%	0.16%	0.0%	0.32%	0.21%	0.08%	0.0%	0.21%	0.0%	0.0%	0.26%	0.12%	0.0%	0.0%	0.11%	0.0%	0.27%	0.0%	0.35%	0.23%	0.26%	0.12%	0.11%	0.10%	0.0%	0.20%	0.41%	0.10%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	396	19	10	4	7	6	4	0	8	10	15	8	8	12	15	16	16	5	8	9	8	11	8	8	4	10	4	5	5	5	6	8	4	7	14	17	14	9	1	4	5	4	6	13	7	7	8	8	6					
		0.88%	1.50%	1.24%	0.44%	0.66%	0.70%	0.45%	0.0%	1.08%	1.24%	1.15%	0.95%	0.78%	1.15%	1.21%	1.24%	1.34%	0.43%	0.66%	1.21%	0.66%	0.88%	0.88%	0.65%	0.43%	0.81%	0.51%	0.52%	0.55%	0.75%	0.79%	0.97%	0.54%	1.07%	1.56%	1.38%	1.29%	1.35%	0.11%	0.92%	0.65%	0.48%	0.69%	1.40%	0.68%	0.71%	1.09%	0.82%	0.65%					
27	"10. ""Аграрная партия России"""	1000	18	23	31	28	15	2	3	15	17	29	13	28	34	35	20	40	24	46	24	24	21	20	19	25	23	12	20	15	21	17	16	18	23	18	27	20	16	23	6	17	16	19	21	26	11	21	23	17					
		2.22%	1.42%	2.85%	3.48%	2.65%	1.77%	0.22%	0.57%	2.02%	2.11%	2.22%	1.55%	2.75%	3.27%	2.84%	1.55%	3.35%	2.11%	3.81%	3.24%	1.99%	1.69%	2.21%	1.55%	2.73%	1.87%	1.55%	2.11%	1.67%	3.17%	2.25%	1.95%	2.44%	3.54%	2.01%	2.20%	1.84%	2.40%	2.73%	1.38%	2.21%	1.92%	2.20%	2.26%	2.52%	1.13%	2.87%	2.37%	1.84%					
28	"11. ""Истинные патриоты России"""	49	8	1	3	0	0	5	0	0	0	1	0	0	1	0	0	1	0	0	0	4	1	0	7	0	1	1	5	0	0	0	0	0	0	0	4	2	0	1	0	1	1	0	0	0	1	0	0	0					
		0.10%	0.63%	0.12%	0.33%	0.0%	0.0%	0.57%	0.0%	0.0%	0.0%	0.07%	0.0%	0.0%	0.09%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.33%	0.08%	0.0%	0.57%	0.0%	0.08%	0.12%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.18%	0.0%	0.11%	0.0%	0.13%	0.12%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	263	11	5	3	4	6	7	2	5	7	5	5	4	4	6	8	4	4	7	11	8	4	10	3	9	6	3	3	4	3	9	4	2	3	5	6	8	3	5	3	2	4	2	10	6	6	8	6	10					
		0.58%	0.86%	0.62%	0.33%	0.37%	0.70%	0.80%	0.38%	0.67%	0.87%	0.38%	0.59%	0.39%	0.38%	0.48%	0.62%	0.33%	0.35%	0.58%	1.48%	0.66%	0.32%	1.10%	0.24%	0.98%	0.49%	0.38%	0.31%	0.44%	0.45%	1.19%	0.48%	0.27%	0.46%	0.55%	0.48%	0.73%	0.45%	0.59%	0.69%	0.26%	0.48%	0.23%	1.07%	0.58%	0.61%	1.09%	0.61%	1.08%					
30	"13. ""Демократическая партия России"""	101	4	1	2	2	1	6	1	2	3	3	1	1	5	1	3	6	0	2	2	2	2	1	1	5	1	3	5	4	1	0	1	1	2	2	4	2	2	5	0	1	1	0	4	0	1	2	2	0					
		0.22%	0.31%	0.12%	0.22%	0.18%	0.11%	0.68%	0.19%	0.27%	0.37%	0.23%	0.11%	0.09%	0.48%	0.08%	0.23%	0.50%	0.0%	0.16%	0.27%	0.16%	0.16%	0.11%	0.08%	0.54%	0.08%	0.38%	0.52%	0.44%	0.15%	0.0%	0.12%	0.13%	0.30%	0.22%	0.32%	0.18%	0.30%	0.59%	0.0%	0.13%	0.12%	0.0%	0.43%	0.0%	0.10%	0.27%	0.20%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	79	11	1	2	1	2	6	0	3	4	2	5	2	2	1	1	0	1	0	2	4	0	1	5	1	1	0	1	0	0	0	1	1	0	2	1	2	0	2	2	0	1	1	2	2	0	0	2	1					
		0.17%	0.86%	0.12%	0.22%	0.09%	0.23%	0.68%	0.0%	0.40%	0.49%	0.15%	0.59%	0.19%	0.19%	0.08%	0.07%	0.0%	0.08%	0.0%	0.27%	0.33%	0.0%	0.11%	0.40%	0.10%	0.08%	0.0%	0.10%	0.0%	0.0%	0.0%	0.12%	0.13%	0.0%	0.22%	0.08%	0.18%	0.0%	0.23%	0.46%	0.0%	0.12%	0.11%	0.21%	0.19%	0.0%	0.0%	0.20%	0.10%					
32	"15. ""Партия СЛОН"""	149	13	2	5	4	1	6	1	3	3	0	0	1	3	4	5	15	13	3	3	4	2	8	4	2	5	4	3	0	2	2	2	2	4	1	2	1	3	2	1	1	1	2	1	1	2	0	0	2					
		0.33%	1.02%	0.24%	0.56%	0.37%	0.11%	0.68%	0.19%	0.40%	0.37%	0.0%	0.0%	0.09%	0.28%	0.32%	0.38%	1.25%	1.14%	0.24%	0.40%	0.33%	0.16%	0.88%	0.32%	0.21%	0.40%	0.51%	0.31%	0.0%	0.30%	0.26%	0.24%	0.27%	0.61%	0.11%	0.16%	0.09%	0.45%	0.23%	0.23%	0.13%	0.12%	0.23%	0.10%	0.09%	0.20%	0.0%	0.0%	0.21%					
33	"16. ""Родина"" (народно-патриотический союз)"""	5007	98	78	131	131	117	7	23	78	104	167	80	154	131	158	146	142	102	151	82	110	142	84	141	114	153	94	90	83	76	81	100	86	81	128	156	159	70	83	27	68	109	81	98	113	103	80	101	116					
		11.15%	7.74%	9.67%	14.71%	12.41%	13.82%	0.80%	4.42%	10.55%	12.93%	12.80%	9.54%	15.14%	12.60%	12.84%	11.34%	11.91%	8.97%	12.52%	11.08%	9.12%	11.46%	9.30%	11.51%	12.45%	12.5%	12.19%	9.52%	9.28%	11.48%	10.74%	12.22%	11.66%	12.48%	14.33%	12.72%	14.66%	10.52%	9.85%	6.22%	8.86%	13.11%	9.39%	10.56%	10.99%	10.58%	10.94%	10.43%	12.56%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	79	8	2	0	1	0	8	0	0	2	1	3	0	1	3	1	3	4	3	0	2	1	2	2	0	3	1	3	2	0	3	0	0	1	2	0	0	0	1	0	2	2	0	5	3	0	2	2	0					
		0.17%	0.63%	0.24%	0.0%	0.09%	0.0%	0.91%	0.0%	0.0%	0.24%	0.07%	0.35%	0.0%	0.09%	0.24%	0.07%	0.25%	0.35%	0.24%	0.0%	0.16%	0.08%	0.22%	0.16%	0.0%	0.24%	0.12%	0.31%	0.22%	0.0%	0.39%	0.0%	0.0%	0.15%	0.22%	0.0%	0.0%	0.0%	0.11%	0.0%	0.26%	0.24%	0.0%	0.53%	0.29%	0.0%	0.27%	0.20%	0.0%					
35	"18. ""ЛДПР"""	7340	227	108	89	155	111	460	33	76	103	146	154	131	145	188	233	175	197	201	114	201	145	187	156	119	171	101	149	164	118	163	149	140	95	119	181	149	103	165	93	150	161	137	141	172	173	129	213	150					
		16.35%	17.94%	13.39%	10.0%	14.69%	13.12%	52.81%	6.34%	10.28%	12.81%	11.19%	18.37%	12.88%	13.95%	15.28%	18.10%	14.68%	17.32%	16.66%	15.40%	16.66%	11.70%	20.70%	12.74%	13.00%	13.97%	13.09%	15.76%	18.34%	17.82%	21.61%	18.21%	18.99%	14.63%	13.32%	14.76%	13.74%	15.48%	19.59%	21.42%	19.55%	19.37%	15.89%	15.19%	16.73%	17.78%	17.64%	22.00%	16.25%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	519	11	2	10	14	6	3	0	12	7	14	12	16	16	19	17	19	14	15	15	10	9	8	11	12	22	6	8	19	7	7	12	19	6	13	13	16	10	14	3	11	7	7	13	6	11	5	10	2					
		1.15%	0.86%	0.24%	1.12%	1.32%	0.70%	0.34%	0.0%	1.62%	0.87%	1.07%	1.43%	1.57%	1.53%	1.54%	1.32%	1.59%	1.23%	1.24%	2.02%	0.82%	0.72%	0.88%	0.89%	1.31%	1.79%	0.77%	0.84%	2.12%	1.05%	0.92%	1.46%	2.57%	0.92%	1.45%	1.06%	1.47%	1.50%	1.66%	0.69%	1.43%	0.84%	0.81%	1.40%	0.58%	1.13%	0.68%	1.03%	0.21%					
37	"20. ""Политическая партия ""Единая Россия"""	9269	222	160	136	178	137	35	309	143	159	254	151	168	211	239	251	284	221	240	151	256	266	206	336	192	243	210	219	228	155	151	181	133	119	179	197	187	152	178	148	156	170	172	232	234	208	148	184	180					
		20.65%	17.54%	19.85%	15.28%	16.87%	16.19%	4.01%	59.42%	19.35%	19.77%	19.47%	18.01%	16.51%	20.30%	19.43%	19.50%	23.82%	19.43%	19.90%	20.40%	21.22%	21.46%	22.81%	27.45%	20.98%	19.85%	27.23%	23.17%	25.50%	23.41%	20.02%	22.12%	18.04%	18.33%	20.04%	16.06%	17.25%	22.85%	21.14%	34.10%	20.33%	20.45%	19.95%	25.0%	22.76%	21.37%	20.24%	19.00%	19.50%					
38	"21. ""Российская Конституционно-демократическая партия"""	59	3	1	0	0	1	5	0	1	0	0	1	1	4	1	0	0	2	1	0	0	1	2	2	0	1	2	2	0	0	1	3	2	1	0	2	2	1	0	0	2	0	1	1	0	1	3	6	2					
		0.13%	0.23%	0.12%	0.0%	0.0%	0.11%	0.57%	0.0%	0.13%	0.0%	0.0%	0.11%	0.09%	0.38%	0.08%	0.0%	0.0%	0.17%	0.08%	0.0%	0.0%	0.08%	0.22%	0.16%	0.0%	0.08%	0.25%	0.21%	0.0%	0.0%	0.13%	0.36%	0.27%	0.15%	0.0%	0.16%	0.18%	0.15%	0.0%	0.0%	0.26%	0.0%	0.11%	0.10%	0.0%	0.10%	0.41%	0.61%	0.21%					
39	"22. ""Развитие предпринимательства"""	148	13	3	3	7	0	4	1	2	1	7	3	3	6	6	9	2	4	3	2	4	2	0	4	2	4	1	5	2	1	4	0	2	1	2	7	3	2	2	1	0	5	2	0	2	5	2	0	4					
		0.32%	1.02%	0.37%	0.33%	0.66%	0.0%	0.45%	0.19%	0.27%	0.12%	0.53%	0.35%	0.29%	0.57%	0.48%	0.69%	0.16%	0.35%	0.24%	0.27%	0.33%	0.16%	0.0%	0.32%	0.21%	0.32%	0.12%	0.52%	0.22%	0.15%	0.53%	0.0%	0.27%	0.15%	0.22%	0.57%	0.27%	0.30%	0.23%	0.23%	0.0%	0.60%	0.23%	0.0%	0.19%	0.51%	0.27%	0.0%	0.43%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	5345	91	111	140	128	91	24	25	121	110	200	87	123	129	153	145	119	133	133	77	130	196	89	145	129	172	105	130	112	60	89	96	111	65	109	177	166	69	128	23	91	74	120	109	107	117	82	95	109					
		11.90%	7.19%	13.77%	15.73%	12.13%	10.75%	2.75%	4.80%	16.37%	13.68%	15.33%	10.38%	12.09%	12.41%	12.43%	11.26%	9.98%	11.69%	11.02%	10.40%	10.77%	15.81%	9.85%	11.84%	14.09%	14.05%	13.61%	13.75%	12.52%	9.06%	11.80%	11.73%	15.06%	10.01%	12.20%	14.43%	15.31%	10.37%	15.20%	5.29%	11.86%	8.90%	13.92%	11.74%	10.40%	12.02%	11.21%	9.81%	11.80%					
																																																							
41	Против всех	2677	147	57	48	66	41	167	13	50	38	61	62	56	48	58	92	70	79	75	43	101	81	68	54	45	45	28	50	33	25	41	40	33	31	46	73	53	30	32	41	38	50	48	53	68	52	37	58	52					
		5.96%	11.62%	7.07%	5.39%	6.25%	4.84%	19.17%	2.5%	6.76%	4.72%	4.67%	7.39%	5.50%	4.61%	4.71%	7.14%	5.87%	6.94%	6.21%	5.81%	8.37%	6.53%	7.53%	4.41%	4.91%	3.67%	3.63%	5.29%	3.69%	3.77%	5.43%	4.88%	4.47%	4.77%	5.15%	5.95%	4.88%	4.51%	3.80%	9.44%	4.95%	6.01%	5.56%	5.71%	6.61%	5.34%	5.06%	5.99%	5.63%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
