Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																		
Дата голосования: 07.12.2003 0:00:00																																		
																																		
Наименование Избирательной комиссии:    Кунгурская городская																																		
																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																		
																																		
		Сумма	УИК  1901	УИК  1902	УИК  1903	УИК  1904	УИК  1905	УИК  1906	УИК  1907	УИК  1908	УИК  1909	УИК  1910	УИК  1911	УИК  1912	УИК  1913	УИК  1914	УИК  1915	УИК  1916	УИК  1917	УИК  1918	УИК  1919	УИК  1920	УИК  1921	УИК  1922	УИК  1923	УИК  1925	УИК  1926	УИК  1927	УИК  1928					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	"1. ""ЕДИНЕНИЕ"""	520	15	27	23	14	34	16	26	29	13	12	10	15	31	5	14	17	7	16	25	28	19	25	8	30	13	36	12					
		1.73%	1.08%	1.62%	2.15%	2.08%	1.91%	0.92%	1.53%	1.67%	2.11%	1.30%	1.33%	1.93%	1.74%	0.35%	1.60%	2.10%	1.32%	1.48%	1.83%	1.77%	1.38%	2.26%	1.55%	3.08%	3.82%	2.91%	4.34%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	980	39	72	25	21	55	65	90	54	10	39	25	15	68	33	34	19	23	49	46	43	46	44	11	18	11	22	3					
		3.26%	2.82%	4.32%	2.34%	3.12%	3.10%	3.77%	5.31%	3.11%	1.62%	4.25%	3.34%	1.93%	3.82%	2.34%	3.89%	2.35%	4.34%	4.54%	3.37%	2.72%	3.34%	3.97%	2.14%	1.85%	3.23%	1.77%	1.08%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1093	60	48	36	19	79	75	51	65	27	33	31	19	55	47	31	38	22	33	58	38	36	41	24	54	7	55	11					
		3.64%	4.34%	2.88%	3.38%	2.82%	4.45%	4.35%	3.01%	3.75%	4.38%	3.59%	4.14%	2.44%	3.08%	3.34%	3.55%	4.70%	4.15%	3.06%	4.26%	2.40%	2.61%	3.70%	4.67%	5.55%	2.05%	4.44%	3.98%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1080	53	69	22	18	64	77	58	52	17	22	36	21	78	52	33	39	20	47	54	49	54	59	18	32	7	28	1					
		3.60%	3.83%	4.14%	2.06%	2.67%	3.61%	4.47%	3.42%	3.00%	2.75%	2.39%	4.81%	2.70%	4.38%	3.70%	3.78%	4.83%	3.78%	4.35%	3.96%	3.10%	3.92%	5.33%	3.50%	3.29%	2.05%	2.26%	0.36%					
22	"5. ""За Русь Святую"""	193	18	9	6	4	7	15	8	9	12	2	6	6	6	5	4	7	4	7	4	18	7	6	5	6	2	8	2					
		0.64%	1.30%	0.54%	0.56%	0.59%	0.39%	0.87%	0.47%	0.51%	1.94%	0.21%	0.80%	0.77%	0.33%	0.35%	0.45%	0.86%	0.75%	0.64%	0.29%	1.14%	0.50%	0.54%	0.97%	0.61%	0.58%	0.64%	0.72%					
23	"6. ""Объединенная Российская партия ""Русь"""	106	8	0	5	5	11	6	12	8	3	3	1	2	8	3	0	1	3	6	2	1	3	1	2	4	1	4	3					
		0.35%	0.57%	0.0%	0.46%	0.74%	0.62%	0.34%	0.70%	0.46%	0.48%	0.32%	0.13%	0.25%	0.44%	0.21%	0.0%	0.12%	0.56%	0.55%	0.14%	0.06%	0.21%	0.09%	0.38%	0.41%	0.29%	0.32%	1.08%					
24	"7. ""Новый курс - Автомобильная Россия"""	607	26	44	15	5	30	30	26	26	7	15	17	15	49	34	21	24	10	32	34	32	29	21	14	19	8	20	4					
		2.02%	1.88%	2.64%	1.40%	0.74%	1.69%	1.74%	1.53%	1.50%	1.13%	1.63%	2.27%	1.93%	2.75%	2.41%	2.40%	2.97%	1.89%	2.96%	2.49%	2.02%	2.10%	1.89%	2.72%	1.95%	2.35%	1.61%	1.44%					
25	"8. ""Народно-республиканская партия России"""	51	2	2	3	0	0	1	1	3	1	1	1	0	3	1	1	2	1	0	2	5	2	0	3	13	0	2	1					
		0.17%	0.14%	0.12%	0.28%	0.0%	0.0%	0.05%	0.05%	0.17%	0.16%	0.10%	0.13%	0.0%	0.16%	0.07%	0.11%	0.24%	0.18%	0.0%	0.14%	0.31%	0.14%	0.0%	0.58%	1.33%	0.0%	0.16%	0.36%					
26	"9. ""Российская экологическая партия ""Зеленые"""	102	5	10	1	2	7	4	8	5	1	6	2	5	4	4	4	4	0	2	1	3	8	3	4	2	2	5	0					
		0.34%	0.36%	0.60%	0.09%	0.29%	0.39%	0.23%	0.47%	0.28%	0.16%	0.65%	0.26%	0.64%	0.22%	0.28%	0.45%	0.49%	0.0%	0.18%	0.07%	0.19%	0.58%	0.27%	0.77%	0.20%	0.58%	0.40%	0.0%					
27	"10. ""Аграрная партия России"""	821	38	33	25	24	43	53	67	62	17	30	22	15	38	42	24	19	17	37	34	54	28	23	12	24	10	25	5					
		2.73%	2.74%	1.98%	2.34%	3.56%	2.42%	3.07%	3.95%	3.57%	2.75%	3.27%	2.94%	1.93%	2.13%	2.98%	2.75%	2.35%	3.21%	3.43%	2.49%	3.42%	2.03%	2.07%	2.33%	2.46%	2.94%	2.02%	1.81%					
28	"11. ""Истинные патриоты России"""	30	1	1	2	1	3	2	1	3	1	0	1	0	2	0	1	1	2	0	0	0	2	1	2	2	0	1	0					
		0.10%	0.07%	0.06%	0.18%	0.14%	0.16%	0.11%	0.05%	0.17%	0.16%	0.0%	0.13%	0.0%	0.11%	0.0%	0.11%	0.12%	0.37%	0.0%	0.0%	0.0%	0.14%	0.09%	0.38%	0.20%	0.0%	0.08%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	356	18	18	17	9	26	19	12	20	8	11	6	3	26	15	12	16	3	15	14	14	13	20	3	17	3	13	5					
		1.18%	1.30%	1.08%	1.59%	1.33%	1.46%	1.10%	0.70%	1.15%	1.29%	1.19%	0.80%	0.38%	1.46%	1.06%	1.37%	1.98%	0.56%	1.39%	1.02%	0.88%	0.94%	1.80%	0.58%	1.74%	0.88%	1.05%	1.81%					
30	"13. ""Демократическая партия России"""	80	2	6	4	1	4	5	3	4	0	1	7	3	9	3	2	2	2	4	3	3	1	3	0	6	0	1	1					
		0.26%	0.14%	0.36%	0.37%	0.14%	0.22%	0.29%	0.17%	0.23%	0.0%	0.10%	0.93%	0.38%	0.50%	0.21%	0.22%	0.24%	0.37%	0.37%	0.22%	0.19%	0.07%	0.27%	0.0%	0.61%	0.0%	0.08%	0.36%					
31	"14. ""Великая Россия - Евразийский Союз"""	74	0	7	2	1	3	5	2	4	2	4	0	3	4	0	0	2	1	1	1	10	1	5	4	4	2	5	1					
		0.24%	0.0%	0.42%	0.18%	0.14%	0.16%	0.29%	0.11%	0.23%	0.32%	0.43%	0.0%	0.38%	0.22%	0.0%	0.0%	0.24%	0.18%	0.09%	0.07%	0.63%	0.07%	0.45%	0.77%	0.41%	0.58%	0.40%	0.36%					
32	"15. ""Партия СЛОН"""	28	2	1	0	1	2	2	1	3	2	3	1	0	0	0	0	1	0	1	2	0	2	0	0	2	1	1	0					
		0.09%	0.14%	0.06%	0.0%	0.14%	0.11%	0.11%	0.05%	0.17%	0.32%	0.32%	0.13%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.09%	0.14%	0.0%	0.14%	0.0%	0.0%	0.20%	0.29%	0.08%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1324	62	96	34	30	64	89	68	121	13	52	26	24	97	69	57	39	22	5	51	61	35	66	22	41	15	54	11					
		4.41%	4.48%	5.77%	3.19%	4.45%	3.61%	5.16%	4.01%	6.98%	2.11%	5.67%	3.48%	3.09%	5.44%	4.91%	6.53%	4.83%	4.15%	0.46%	3.74%	3.86%	2.54%	5.96%	4.28%	4.21%	4.41%	4.36%	3.98%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	50	2	1	4	0	1	1	1	1	1	2	3	0	4	4	0	2	0	1	2	8	2	4	2	2	1	1	0					
		0.16%	0.14%	0.06%	0.37%	0.0%	0.05%	0.05%	0.05%	0.05%	0.16%	0.21%	0.40%	0.0%	0.22%	0.28%	0.0%	0.24%	0.0%	0.09%	0.14%	0.50%	0.14%	0.36%	0.38%	0.20%	0.29%	0.08%	0.0%					
35	"18. ""ЛДПР"""	5305	263	346	268	114	291	276	270	295	128	129	157	147	343	256	140	126	88	167	227	263	198	188	118	171	66	224	46					
		17.69%	19.03%	20.80%	25.16%	16.93%	16.42%	16.02%	15.94%	17.02%	20.77%	14.06%	21.01%	18.94%	19.26%	18.22%	16.05%	15.61%	16.63%	15.49%	16.67%	16.66%	14.38%	16.99%	23.00%	17.59%	19.41%	18.12%	16.66%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	544	29	30	15	18	33	25	30	21	14	14	12	14	25	24	19	22	10	23	24	39	19	13	8	25	11	23	4					
		1.81%	2.09%	1.80%	1.40%	2.67%	1.86%	1.45%	1.77%	1.21%	2.27%	1.52%	1.60%	1.80%	1.40%	1.70%	2.17%	2.72%	1.89%	2.13%	1.76%	2.47%	1.38%	1.17%	1.55%	2.57%	3.23%	1.86%	1.44%					
37	"20. ""Политическая партия ""Единая Россия"""	11848	589	604	412	280	696	651	684	685	245	364	287	334	655	542	331	311	194	434	560	610	621	400	189	385	129	524	132					
		39.50%	42.61%	36.31%	38.68%	41.60%	39.27%	37.80%	40.40%	39.52%	39.77%	39.69%	38.42%	43.04%	36.79%	38.57%	37.95%	38.53%	36.67%	40.25%	41.14%	38.65%	45.13%	36.16%	36.84%	39.60%	37.94%	42.39%	47.82%					
38	"21. ""Российская Конституционно-демократическая партия"""	49	3	2	1	2	1	1	0	4	0	2	0	4	2	2	1	2	0	0	4	6	3	3	0	2	1	3	0					
		0.16%	0.21%	0.12%	0.09%	0.29%	0.05%	0.05%	0.0%	0.23%	0.0%	0.21%	0.0%	0.51%	0.11%	0.14%	0.11%	0.24%	0.0%	0.0%	0.29%	0.38%	0.21%	0.27%	0.0%	0.20%	0.29%	0.24%	0.0%					
39	"22. ""Развитие предпринимательства"""	92	3	7	3	1	5	9	5	6	1	3	2	3	3	5	0	0	1	2	6	1	5	11	2	5	0	2	1					
		0.30%	0.21%	0.42%	0.28%	0.14%	0.28%	0.52%	0.29%	0.34%	0.16%	0.32%	0.26%	0.38%	0.16%	0.35%	0.0%	0.0%	0.18%	0.18%	0.44%	0.06%	0.36%	0.99%	0.38%	0.51%	0.0%	0.16%	0.36%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2670	70	145	87	57	174	176	168	149	45	114	45	75	115	135	81	60	62	131	129	188	127	104	32	61	28	97	15					
		8.90%	5.06%	8.71%	8.16%	8.46%	9.81%	10.22%	9.92%	8.59%	7.30%	12.43%	6.02%	9.66%	6.46%	9.60%	9.28%	7.43%	11.72%	12.15%	9.47%	11.91%	9.22%	9.40%	6.23%	6.27%	8.23%	7.84%	5.43%					
																																		
41	Против всех	1401	56	73	37	38	110	78	90	81	34	35	42	32	102	73	37	38	19	48	59	83	60	38	22	23	12	65	16					
		4.67%	4.05%	4.38%	3.47%	5.64%	6.20%	4.52%	5.31%	4.67%	5.51%	3.81%	5.62%	4.12%	5.73%	5.19%	4.24%	4.70%	3.59%	4.45%	4.33%	5.25%	4.36%	3.43%	4.28%	2.36%	3.52%	5.25%	5.79%					
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
