Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																		
Дата голосования: 07.12.2003 0:00:00																																																																		
																																																																		
"Наименование Избирательной комиссии:    Тамбов, Октябрьская"																																																																		
																																																																		
Сводная таблица предварительных итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																		
																																																																		
		Сумма	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																		
18	"1. ""ЕДИНЕНИЕ"""	908	13	2	6	8	0	13	43	10	12	12	13	20	20	10	13	25	22	19	19	13	11	15	17	20	22	12	7	15	11	15	20	17	22	20	11	15	16	19	16	13	12	20	15	18	19	12	20	20	10	3	1	19	32	21	16	11	16	23	13					
		1.32%	0.92%	3.92%	4.58%	1.78%	0.0%	1.03%	2.15%	0.68%	0.78%	1.22%	1.02%	1.50%	1.50%	0.69%	2.63%	1.66%	1.92%	2.03%	1.34%	1.10%	1.23%	1.66%	1.23%	1.40%	1.36%	0.82%	0.61%	1.13%	0.83%	1.59%	1.29%	1.08%	1.91%	2.02%	1.17%	1.20%	1.12%	1.25%	1.09%	1.30%	0.89%	1.36%	1.08%	1.24%	1.41%	1.17%	1.52%	1.95%	1.03%	11.11%	2.43%	1.60%	2.47%	1.42%	1.14%	0.76%	1.00%	1.42%	1.68%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2618	52	3	4	13	0	36	74	48	66	42	37	39	45	56	19	83	43	25	40	44	32	54	71	60	61	58	53	46	47	21	44	47	48	31	43	41	65	66	75	33	49	56	59	63	46	40	59	26	24	0	0	61	59	40	50	58	59	62	42					
		3.81%	3.68%	5.88%	3.05%	2.90%	0.0%	2.87%	3.7%	3.29%	4.31%	4.29%	2.91%	2.94%	3.38%	3.90%	3.85%	5.51%	3.75%	2.67%	2.84%	3.75%	3.59%	5.99%	5.16%	4.20%	3.79%	3.99%	4.67%	3.49%	3.56%	2.23%	2.85%	2.98%	4.17%	3.13%	4.59%	3.30%	4.56%	4.37%	5.12%	3.31%	3.66%	3.83%	4.25%	4.36%	3.41%	3.91%	4.50%	2.54%	2.48%	0.0%	0.0%	5.14%	4.56%	2.71%	3.57%	4.05%	3.71%	3.85%	5.45%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	3317	52	10	9	23	0	69	64	64	74	34	111	61	71	78	21	97	63	47	80	56	52	51	70	47	62	49	53	102	66	51	78	83	74	50	50	86	48	46	73	61	63	72	81	72	51	33	45	45	46	1	3	40	62	78	76	54	64	67	28					
		4.83%	3.68%	19.60%	6.87%	5.13%	0.0%	5.50%	3.2%	4.39%	4.83%	3.47%	8.74%	4.60%	5.34%	5.44%	4.25%	6.44%	5.50%	5.02%	5.68%	4.77%	5.84%	5.66%	5.09%	3.29%	3.86%	3.37%	4.67%	7.73%	5.01%	5.41%	5.06%	5.27%	6.43%	5.05%	5.34%	6.92%	3.36%	3.04%	4.98%	6.13%	4.70%	4.93%	5.83%	4.98%	3.78%	3.23%	3.43%	4.39%	4.76%	3.70%	7.31%	3.37%	4.79%	5.29%	5.43%	3.77%	4.02%	4.16%	3.63%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	3369	70	3	4	19	1	77	80	96	75	27	62	44	55	75	14	95	64	29	57	65	32	61	63	82	104	70	52	71	66	38	72	70	55	64	65	71	89	103	70	49	46	53	88	57	52	44	51	52	48	1	1	63	57	77	54	79	76	68	43					
		4.91%	4.96%	5.88%	3.05%	4.24%	3.22%	6.14%	4.0%	6.59%	4.90%	2.76%	4.88%	3.31%	4.13%	5.23%	2.83%	6.31%	5.58%	3.10%	4.04%	5.54%	3.59%	6.77%	4.58%	5.74%	6.47%	4.82%	4.58%	5.38%	5.01%	4.03%	4.67%	4.45%	4.78%	6.47%	6.94%	5.72%	6.24%	6.82%	4.78%	4.92%	3.43%	3.63%	6.34%	3.95%	3.86%	4.30%	3.89%	5.08%	4.96%	3.70%	2.43%	5.31%	4.41%	5.22%	3.86%	5.52%	4.77%	4.22%	5.58%					
22	"5. ""За Русь Святую"""	419	9	1	0	5	0	7	10	13	7	5	6	9	10	6	4	15	8	6	10	4	4	7	3	4	8	6	6	9	3	7	14	16	4	10	3	6	14	7	5	11	14	11	6	9	9	5	4	5	4	0	0	8	6	11	11	9	6	5	14					
		0.61%	0.63%	1.96%	0.0%	1.11%	0.0%	0.55%	0.5%	0.89%	0.45%	0.51%	0.47%	0.67%	0.75%	0.41%	0.81%	0.99%	0.69%	0.64%	0.71%	0.34%	0.44%	0.77%	0.21%	0.28%	0.49%	0.41%	0.52%	0.68%	0.22%	0.74%	0.90%	1.01%	0.34%	1.01%	0.32%	0.48%	0.98%	0.46%	0.34%	1.10%	1.04%	0.75%	0.43%	0.62%	0.66%	0.48%	0.30%	0.48%	0.41%	0.0%	0.0%	0.67%	0.46%	0.74%	0.78%	0.62%	0.37%	0.31%	1.81%					
23	"6. ""Объединенная Российская партия ""Русь"""	145	3	0	0	1	0	3	12	1	4	1	4	2	4	2	2	3	1	0	2	2	3	2	5	3	1	2	6	2	2	2	2	2	3	1	2	7	1	2	5	5	1	4	3	2	1	2	2	1	0	0	0	3	3	2	2	4	3	3	4					
		0.21%	0.21%	0.0%	0.0%	0.22%	0.0%	0.23%	0.6%	0.06%	0.26%	0.10%	0.31%	0.15%	0.30%	0.13%	0.40%	0.19%	0.08%	0.0%	0.14%	0.17%	0.33%	0.22%	0.36%	0.21%	0.06%	0.13%	0.52%	0.15%	0.15%	0.21%	0.12%	0.12%	0.26%	0.10%	0.21%	0.56%	0.07%	0.13%	0.34%	0.50%	0.07%	0.27%	0.21%	0.13%	0.07%	0.19%	0.15%	0.09%	0.0%	0.0%	0.0%	0.25%	0.23%	0.13%	0.14%	0.27%	0.18%	0.18%	0.51%					
24	"7. ""Новый курс - Автомобильная Россия"""	462	13	1	0	3	0	8	22	8	16	5	16	5	7	13	2	5	6	11	2	5	6	2	8	8	17	9	9	11	11	4	13	5	4	5	9	5	5	6	6	4	15	11	9	6	18	6	5	6	8	0	0	6	9	13	14	11	8	12	10					
		0.67%	0.92%	1.96%	0.0%	0.66%	0.0%	0.63%	1.1%	0.54%	1.04%	0.51%	1.26%	0.37%	0.52%	0.90%	0.40%	0.33%	0.52%	1.17%	0.14%	0.42%	0.67%	0.22%	0.58%	0.56%	1.05%	0.61%	0.79%	0.83%	0.83%	0.42%	0.84%	0.31%	0.34%	0.50%	0.96%	0.40%	0.35%	0.39%	0.41%	0.40%	1.12%	0.75%	0.64%	0.41%	1.33%	0.58%	0.38%	0.58%	0.82%	0.0%	0.0%	0.50%	0.69%	0.88%	1.00%	0.76%	0.50%	0.74%	1.29%					
25	"8. ""Народно-республиканская партия России"""	54	0	0	0	0	0	1	2	1	0	1	6	1	0	0	0	1	2	1	1	1	1	1	0	0	2	0	1	1	0	1	1	0	0	0	0	0	1	1	0	1	3	1	1	3	2	1	2	1	0	0	0	2	2	3	3	0	0	0	1					
		0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.07%	0.1%	0.06%	0.0%	0.10%	0.47%	0.07%	0.0%	0.0%	0.0%	0.06%	0.17%	0.10%	0.07%	0.08%	0.11%	0.11%	0.0%	0.0%	0.12%	0.0%	0.08%	0.07%	0.0%	0.10%	0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.07%	0.06%	0.0%	0.10%	0.22%	0.06%	0.07%	0.20%	0.14%	0.09%	0.15%	0.09%	0.0%	0.0%	0.0%	0.16%	0.15%	0.20%	0.21%	0.0%	0.0%	0.0%	0.12%					
26	"9. ""Российская экологическая партия ""Зеленые"""	309	8	0	0	2	0	6	14	8	3	8	3	6	6	6	3	6	9	3	2	4	6	0	8	9	11	8	10	3	5	1	6	9	4	5	1	5	7	4	8	3	4	5	6	7	2	6	7	2	6	0	0	8	4	6	8	9	8	8	3					
		0.45%	0.56%	0.0%	0.0%	0.44%	0.0%	0.47%	0.7%	0.54%	0.19%	0.81%	0.23%	0.45%	0.45%	0.41%	0.60%	0.39%	0.78%	0.32%	0.14%	0.34%	0.67%	0.0%	0.58%	0.63%	0.68%	0.55%	0.88%	0.22%	0.37%	0.10%	0.38%	0.57%	0.34%	0.50%	0.10%	0.40%	0.49%	0.26%	0.54%	0.30%	0.29%	0.34%	0.43%	0.48%	0.14%	0.58%	0.53%	0.19%	0.62%	0.0%	0.0%	0.67%	0.30%	0.40%	0.57%	0.62%	0.50%	0.49%	0.38%					
27	"10. ""Аграрная партия России"""	1361	33	3	5	12	1	36	27	26	26	35	29	32	34	18	8	34	19	23	32	25	13	17	46	36	31	20	19	24	23	17	24	40	20	14	11	31	18	35	29	17	19	17	20	22	17	22	27	26	18	0	2	22	27	36	27	31	35	36	14					
		1.98%	2.34%	5.88%	3.81%	2.67%	3.22%	2.87%	1.35%	1.78%	1.70%	3.57%	2.28%	2.41%	2.55%	1.25%	1.62%	2.26%	1.65%	2.45%	2.27%	2.13%	1.46%	1.88%	3.34%	2.52%	1.93%	1.37%	1.67%	1.82%	1.74%	1.80%	1.55%	2.54%	1.73%	1.41%	1.17%	2.49%	1.26%	2.31%	1.98%	1.70%	1.42%	1.16%	1.44%	1.52%	1.26%	2.15%	2.05%	2.54%	1.86%	0.0%	4.87%	1.85%	2.08%	2.44%	1.93%	2.16%	2.20%	2.23%	1.81%					
28	"11. ""Истинные патриоты России"""	64	1	2	0	0	1	0	0	0	0	1	0	3	0	1	2	1	2	0	1	1	0	0	0	1	1	0	0	1	0	2	1	25	0	1	1	0	0	0	1	0	0	0	2	0	2	0	2	0	0	0	0	0	0	1	4	0	1	0	2					
		0.09%	0.07%	3.92%	0.0%	0.0%	3.22%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.22%	0.0%	0.06%	0.40%	0.06%	0.17%	0.0%	0.07%	0.08%	0.0%	0.0%	0.0%	0.07%	0.06%	0.0%	0.0%	0.07%	0.0%	0.21%	0.06%	1.59%	0.0%	0.10%	0.10%	0.0%	0.0%	0.0%	0.06%	0.0%	0.0%	0.0%	0.14%	0.0%	0.14%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.06%	0.28%	0.0%	0.06%	0.0%	0.25%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	599	15	1	0	10	0	6	14	0	9	7	16	16	12	11	3	7	8	8	7	9	9	4	8	13	4	9	9	17	14	9	18	13	7	9	10	18	18	12	13	10	21	8	9	9	8	12	16	11	7	0	0	15	9	13	15	9	16	35	3					
		0.87%	1.06%	1.96%	0.0%	2.23%	0.0%	0.47%	0.7%	0.0%	0.58%	0.71%	1.26%	1.20%	0.90%	0.76%	0.60%	0.46%	0.69%	0.85%	0.49%	0.76%	1.01%	0.44%	0.58%	0.91%	0.24%	0.61%	0.79%	1.28%	1.06%	0.95%	1.16%	0.82%	0.60%	0.91%	1.06%	1.45%	1.26%	0.79%	0.88%	1.00%	1.56%	0.54%	0.64%	0.62%	0.59%	1.17%	1.22%	1.07%	0.72%	0.0%	0.0%	1.26%	0.69%	0.88%	1.07%	0.62%	1.00%	2.17%	0.38%					
30	"13. ""Демократическая партия России"""	134	2	0	0	1	0	2	5	0	10	6	4	1	2	4	0	0	1	2	3	3	1	2	3	1	0	0	0	2	4	5	2	1	2	3	1	1	7	4	3	3	1	3	1	3	1	3	2	3	1	0	0	3	4	2	6	5	3	2	0					
		0.19%	0.14%	0.0%	0.0%	0.22%	0.0%	0.15%	0.25%	0.0%	0.65%	0.61%	0.31%	0.07%	0.15%	0.27%	0.0%	0.0%	0.08%	0.21%	0.21%	0.25%	0.11%	0.22%	0.21%	0.07%	0.0%	0.0%	0.0%	0.15%	0.30%	0.53%	0.12%	0.06%	0.17%	0.30%	0.10%	0.08%	0.49%	0.26%	0.20%	0.30%	0.07%	0.20%	0.07%	0.20%	0.07%	0.29%	0.15%	0.29%	0.10%	0.0%	0.0%	0.25%	0.30%	0.13%	0.42%	0.34%	0.18%	0.12%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	142	4	0	0	0	0	1	8	1	5	2	1	3	0	5	1	2	4	0	3	2	0	0	2	1	2	2	1	1	2	5	4	4	3	2	0	4	6	4	2	6	3	2	2	5	6	1	7	3	2	0	0	3	3	1	2	4	4	1	0					
		0.20%	0.28%	0.0%	0.0%	0.0%	0.0%	0.07%	0.4%	0.06%	0.32%	0.20%	0.07%	0.22%	0.0%	0.34%	0.20%	0.13%	0.34%	0.0%	0.21%	0.17%	0.0%	0.0%	0.14%	0.07%	0.12%	0.13%	0.08%	0.07%	0.15%	0.53%	0.25%	0.25%	0.26%	0.20%	0.0%	0.32%	0.42%	0.26%	0.13%	0.60%	0.22%	0.13%	0.14%	0.34%	0.44%	0.09%	0.53%	0.29%	0.20%	0.0%	0.0%	0.25%	0.23%	0.06%	0.14%	0.27%	0.25%	0.06%	0.0%					
32	"15. ""Партия СЛОН"""	128	4	0	0	5	0	11	1	2	3	1	1	3	2	5	2	4	2	0	0	2	1	1	6	0	7	0	5	0	0	6	5	3	3	3	2	0	5	0	1	2	1	2	3	0	4	1	1	3	2	0	0	2	1	2	3	1	3	1	0					
		0.18%	0.28%	0.0%	0.0%	1.11%	0.0%	0.87%	0.05%	0.13%	0.19%	0.10%	0.07%	0.22%	0.15%	0.34%	0.40%	0.26%	0.17%	0.0%	0.0%	0.17%	0.11%	0.11%	0.43%	0.0%	0.43%	0.0%	0.44%	0.0%	0.0%	0.63%	0.32%	0.19%	0.26%	0.30%	0.21%	0.0%	0.35%	0.0%	0.06%	0.20%	0.07%	0.13%	0.21%	0.0%	0.29%	0.09%	0.07%	0.29%	0.20%	0.0%	0.0%	0.16%	0.07%	0.13%	0.21%	0.06%	0.18%	0.06%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	6395	129	5	10	32	6	127	109	132	155	70	100	93	126	152	33	132	57	56	111	116	70	74	148	171	199	144	105	127	163	35	133	140	114	72	86	123	162	194	164	100	105	117	130	150	119	91	100	75	102	0	1	100	83	159	158	159	215	191	65					
		9.32%	9.14%	9.80%	7.63%	7.14%	19.35%	10.12%	5.45%	9.06%	10.13%	7.15%	7.88%	7.01%	9.48%	10.60%	6.69%	8.77%	4.97%	5.98%	7.88%	9.89%	7.86%	8.21%	10.77%	11.97%	12.39%	9.91%	9.25%	9.63%	12.37%	3.71%	8.64%	8.90%	9.91%	7.28%	9.18%	9.91%	11.36%	12.84%	11.20%	10.05%	7.84%	8.01%	9.36%	10.39%	8.84%	8.91%	7.62%	7.33%	10.55%	0.0%	2.43%	8.43%	6.42%	10.78%	11.30%	11.11%	13.52%	11.87%	8.44%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	108	1	0	2	2	0	0	12	1	0	3	2	2	5	1	0	2	2	2	1	4	0	1	1	1	4	1	1	1	0	1	0	5	1	1	0	3	1	2	3	0	1	4	4	2	3	2	1	3	3	0	0	1	1	2	3	1	1	1	6					
		0.15%	0.07%	0.0%	1.52%	0.44%	0.0%	0.0%	0.6%	0.06%	0.0%	0.30%	0.15%	0.15%	0.37%	0.06%	0.0%	0.13%	0.17%	0.21%	0.07%	0.34%	0.0%	0.11%	0.07%	0.07%	0.24%	0.06%	0.08%	0.07%	0.0%	0.10%	0.0%	0.31%	0.08%	0.10%	0.0%	0.24%	0.07%	0.13%	0.20%	0.0%	0.07%	0.27%	0.28%	0.13%	0.22%	0.19%	0.07%	0.29%	0.31%	0.0%	0.0%	0.08%	0.07%	0.13%	0.21%	0.06%	0.06%	0.06%	0.77%					
35	"18. ""ЛДПР"""	7343	143	4	6	39	4	105	300	142	156	105	113	167	125	118	59	124	149	106	191	99	109	77	111	143	153	177	145	94	115	215	138	147	89	90	88	107	149	140	134	117	162	192	110	155	167	134	149	113	95	3	5	141	212	109	122	197	188	177	119					
		10.70%	10.14%	7.84%	4.58%	8.70%	12.90%	8.37%	15.0%	9.75%	10.20%	10.73%	8.90%	12.59%	9.40%	8.23%	11.96%	8.24%	13.01%	11.33%	13.56%	8.44%	12.24%	8.54%	8.07%	10.01%	9.52%	12.19%	12.78%	7.13%	8.73%	22.84%	8.96%	9.35%	7.73%	9.10%	9.40%	8.62%	10.45%	9.27%	9.15%	11.75%	12.10%	13.15%	7.92%	10.74%	12.40%	13.12%	11.36%	11.04%	9.83%	11.11%	12.19%	11.88%	16.40%	7.39%	8.72%	13.76%	11.82%	11.00%	15.45%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	1255	32	0	2	10	2	20	40	32	21	21	28	23	22	25	8	19	22	26	25	22	15	12	21	23	34	30	22	29	24	10	40	35	23	15	12	19	35	24	31	8	28	22	27	24	28	11	24	16	20	2	1	19	18	24	31	24	30	30	14					
		1.82%	2.26%	0.0%	1.52%	2.23%	6.45%	1.59%	2.0%	2.19%	1.37%	2.14%	2.20%	1.73%	1.65%	1.74%	1.62%	1.26%	1.92%	2.78%	1.77%	1.87%	1.68%	1.33%	1.52%	1.61%	2.11%	2.06%	1.94%	2.20%	1.82%	1.06%	2.59%	2.22%	2.0%	1.51%	1.28%	1.53%	2.45%	1.58%	2.11%	0.80%	2.09%	1.50%	1.94%	1.66%	2.08%	1.07%	1.83%	1.56%	2.07%	7.40%	2.43%	1.60%	1.39%	1.62%	2.21%	1.67%	1.88%	1.86%	1.81%					
37	"20. ""Политическая партия ""Единая Россия"""	17857	378	3	26	140	8	345	672	382	409	341	308	389	357	390	123	361	290	292	353	295	222	218	333	349	359	387	301	331	369	191	417	450	287	262	219	306	343	372	397	224	338	380	338	397	368	252	321	234	224	7	8	366	299	365	350	345	416	465	185					
		26.03%	26.80%	5.88%	19.84%	31.24%	25.80%	27.51%	33.6%	26.23%	26.74%	34.86%	24.27%	29.33%	26.86%	27.21%	24.94%	24.00%	25.32%	31.22%	25.07%	25.17%	24.94%	24.19%	24.23%	24.43%	22.35%	26.65%	26.54%	25.11%	28.01%	20.29%	27.09%	28.62%	24.95%	26.49%	23.39%	24.65%	24.07%	24.63%	27.13%	22.51%	25.26%	26.02%	24.35%	27.51%	27.34%	24.68%	24.48%	22.87%	23.18%	25.92%	19.51%	30.86%	23.14%	24.76%	25.03%	24.10%	26.16%	28.89%	24.02%					
38	"21. ""Российская Конституционно-демократическая партия"""	86	1	1	2	0	0	1	4	0	1	0	2	1	1	3	1	2	2	2	2	1	0	0	2	3	2	1	2	1	1	1	0	0	3	1	5	2	4	2	2	1	1	0	2	2	0	1	3	2	0	0	0	2	3	1	0	1	2	2	4					
		0.12%	0.07%	1.96%	1.52%	0.0%	0.0%	0.07%	0.2%	0.0%	0.06%	0.0%	0.15%	0.07%	0.07%	0.20%	0.20%	0.13%	0.17%	0.21%	0.14%	0.08%	0.0%	0.0%	0.14%	0.21%	0.12%	0.06%	0.17%	0.07%	0.07%	0.10%	0.0%	0.0%	0.26%	0.10%	0.53%	0.16%	0.28%	0.13%	0.13%	0.10%	0.07%	0.0%	0.14%	0.13%	0.0%	0.09%	0.22%	0.19%	0.0%	0.0%	0.0%	0.16%	0.23%	0.06%	0.0%	0.06%	0.12%	0.12%	0.51%					
39	"22. ""Развитие предпринимательства"""	155	5	1	0	1	0	1	7	0	3	0	1	4	1	3	1	4	3	0	2	4	3	2	2	4	3	1	0	2	11	3	5	3	2	0	2	4	7	3	4	1	5	2	4	4	3	3	5	1	1	1	0	5	3	2	1	5	1	4	2					
		0.22%	0.35%	1.96%	0.0%	0.22%	0.0%	0.07%	0.35%	0.0%	0.19%	0.0%	0.07%	0.30%	0.07%	0.20%	0.20%	0.26%	0.26%	0.0%	0.14%	0.34%	0.33%	0.22%	0.14%	0.28%	0.18%	0.06%	0.0%	0.15%	0.83%	0.31%	0.32%	0.19%	0.17%	0.0%	0.21%	0.32%	0.49%	0.19%	0.27%	0.10%	0.37%	0.13%	0.28%	0.27%	0.22%	0.29%	0.38%	0.09%	0.10%	3.70%	0.0%	0.42%	0.23%	0.13%	0.07%	0.34%	0.06%	0.24%	0.25%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	14579	329	7	38	79	4	274	269	368	362	161	291	276	275	327	61	334	258	183	286	288	203	215	346	340	399	341	215	310	282	123	356	313	297	227	228	239	312	320	267	224	296	327	316	267	256	205	297	271	241	4	13	206	233	383	329	240	275	268	125					
