Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																																							
Дата голосования: 04.12.2011																																																																																							
																																																																																							
"Наименование Избирательной комиссии:    Хабаровск, Индустриальная"																																																																																							
																																																																																							
Сводная таблица результатов выборов																																																																																							
																																																																																							
		Сумма	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №393					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2700	35	30	30	30	0	10	35	30	35	30	50	35	40	35	40	30	35	30	35	35	40	35	40	80	30	40	35	35	30	30	35	0	35	35	40	35	40	30	40	35	30	35	35	35	35	35	30	35	40	35	35	35	30	35	30	30	30	35	20	0	30	35	35	55	50	25	30	10	40	50	50	60	40	30	10	25	30	35	50	35					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1727	23	22	9	7	0	0	23	12	30	16	44	31	38	28	25	30	22	13	22	28	30	17	25	60	12	31	12	27	11	15	29	0	24	25	21	22	30	15	25	24	13	20	26	22	24	21	17	31	30	21	25	19	15	21	15	16	15	30	7	0	18	22	28	40	46	2	10	0	23	31	19	52	24	12	1	14	16	30	41	32					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1300	0	12	12	9	5	0	31	13	37	14	22	27	10	21	26	10	28	10	17	21	11	11	14	17	15	28	17	19	17	8	20	11	8	14	15	11	17	41	15	21	8	33	14	25	17	20	36	19	13	35	15	12	11	13	14	10	16	12	11	0	12	15	14	16	19	13	18	1	22	7	2	24	10	11	2	12	25	18	35	35					
14	Число погашенных неиспользованных открепительных удостоверений	973	12	8	21	23	0	10	12	18	5	14	6	4	2	7	15	0	13	17	13	7	10	18	15	20	18	9	23	8	19	15	6	0	11	10	19	13	10	15	15	11	17	15	9	13	11	14	13	4	10	14	10	16	15	14	15	14	15	5	13	0	12	13	7	15	4	23	20	10	17	19	31	8	16	18	9	11	14	5	9	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	63	0	2	1	1	0	4	2	0	1	0	0	1	1	1	0	1	1	1	0	0	2	0	2	4	0	1	1	0	0	1	1	0	0	0	1	0	2	0	2	1	1	1	0	0	0	0	0	2	1	2	1	3	2	0	0	0	0	4	0	0	0	1	2	0	1	2	0	0	0	0	0	1	2	0	0	1	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	11802	213	161	150	133	15	29	222	127	267	131	159	182	190	172	210	153	222	98	158	146	203	180	251	163	166	200	107	158	117	117	149	17	146	108	165	137	213	127	197	160	105	201	152	189	155	182	165	163	150	151	175	171	147	176	155	171	137	212	56	4	81	174	142	212	110	75	46	20	184	176	46	185	169	88	12	115	160	216	160	195					
		14.32%	18.41%	16.65%	17.20%	14.19%	18.29%	7.84%	18.18%	18.27%	19.45%	14.21%	16.24%	14.82%	16.13%	16.07%	16.17%	14.46%	15.21%	14.35%	14.46%	12.54%	14.33%	15.67%	17.14%	15.01%	16.70%	13.54%	11.10%	13.48%	15.04%	18.34%	13.30%	20.73%	15.48%	10.33%	11.15%	13.38%	16.96%	15.53%	16.27%	16.48%	11.86%	15.90%	13.08%	13.43%	15.90%	17.45%	17.61%	15.46%	14.78%	15.73%	15.98%	13.87%	13.27%	12.19%	15.20%	12.49%	15.84%	15.38%	12.36%	10.81%	11.28%	15.55%	13.35%	14.54%	8.39%	12.78%	7.81%	6.41%	12.28%	13.03%	1.98%	15.18%	14.76%	13.33%	8.28%	18.34%	20.89%	13.47%	14.25%	16.02%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	16315	194	190	140	125	17	65	229	129	276	186	221	269	257	209	266	220	226	141	232	236	240	208	289	254	200	300	186	243	190	128	192	11	192	247	230	204	249	155	261	212	153	285	208	279	204	228	214	236	225	221	263	269	218	253	263	190	175	279	92	8	164	223	234	229	252	93	136	24	273	367	370	284	248	147	29	109	132	251	223	245					
		19.79%	16.77%	19.65%	16.06%	13.34%	20.73%	17.57%	18.76%	18.56%	20.10%	20.17%	22.57%	21.91%	21.82%	19.53%	20.48%	20.79%	15.48%	20.64%	21.23%	20.27%	16.94%	18.10%	19.74%	23.39%	20.12%	20.31%	19.29%	20.73%	24.42%	20.06%	17.14%	13.41%	20.36%	23.61%	15.54%	19.92%	19.82%	18.95%	21.55%	21.83%	17.29%	22.55%	17.90%	19.83%	20.92%	21.86%	22.84%	22.39%	22.17%	23.02%	24.02%	21.82%	19.68%	17.52%	25.78%	13.88%	20.23%	20.25%	20.31%	21.62%	22.84%	19.93%	21.99%	15.71%	19.22%	15.84%	23.09%	7.69%	18.22%	27.17%	15.96%	23.30%	21.66%	22.27%	20.00%	17.38%	17.23%	15.66%	19.86%	20.13%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	1125	15	14	15	16	1	2	22	3	24	12	21	24	13	13	22	25	17	6	16	16	17	14	13	13	15	27	18	13	9	7	16	2	12	9	8	8	23	14	18	9	18	25	10	17	11	13	9	14	16	14	20	5	14	11	11	18	14	23	5	0	6	20	19	12	20	5	11	8	20	17	20	21	18	15	0	13	12	15	19	24					
		1.36%	1.30%	1.45%	1.72%	1.71%	1.22%	0.54%	1.80%	0.43%	1.75%	1.30%	2.15%	1.95%	1.10%	1.21%	1.69%	2.36%	1.16%	0.88%	1.46%	1.37%	1.20%	1.22%	0.89%	1.20%	1.51%	1.83%	1.87%	1.11%	1.16%	1.10%	1.43%	2.44%	1.27%	0.86%	0.54%	0.78%	1.83%	1.71%	1.49%	0.93%	2.03%	1.98%	0.86%	1.21%	1.13%	1.25%	0.96%	1.33%	1.58%	1.46%	1.83%	0.41%	1.26%	0.76%	1.08%	1.31%	1.62%	1.67%	1.10%	0.00%	0.84%	1.79%	1.79%	0.82%	1.53%	0.85%	1.87%	2.56%	1.34%	1.26%	0.86%	1.72%	1.57%	2.27%	0.00%	2.07%	1.57%	0.94%	1.69%	1.97%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	17398	262	245	234	234	20	42	314	159	263	258	225	281	260	293	277	259	314	141	247	236	263	313	391	216	209	281	183	222	191	142	172	23	186	162	265	203	315	163	286	228	177	301	257	286	272	209	237	258	253	229	222	294	209	311	238	207	218	269	81	4	118	266	252	341	189	71	90	20	307	237	129	285	282	159	15	126	153	363	243	242					
		21.11%	22.64%	25.34%	26.83%	24.97%	24.39%	11.35%	25.72%	22.88%	19.16%	27.98%	22.98%	22.88%	22.07%	27.38%	21.32%	24.48%	21.51%	20.64%	22.60%	20.27%	18.56%	27.24%	26.71%	19.89%	21.03%	19.03%	18.98%	18.94%	24.55%	22.26%	15.36%	28.05%	19.72%	15.49%	17.91%	19.82%	25.08%	19.93%	23.62%	23.48%	20.00%	23.81%	22.12%	20.33%	27.90%	20.04%	25.29%	24.48%	24.93%	23.85%	20.27%	23.84%	18.86%	21.54%	23.33%	15.12%	25.20%	19.52%	17.88%	10.81%	16.43%	23.77%	23.68%	23.39%	14.42%	12.10%	15.28%	6.41%	20.49%	17.54%	5.57%	23.38%	24.63%	24.09%	10.34%	20.10%	19.97%	22.65%	21.64%	19.88%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3329	82	70	75	52	2	4	80	31	102	54	42	66	45	54	59	55	75	36	42	49	52	74	71	82	35	66	34	51	23	23	33	2	33	28	48	12	55	37	40	41	21	45	40	48	35	29	42	35	27	43	34	58	36	41	33	37	23	46	10	0	16	45	40	48	18	8	19	2	29	39	16	35	29	30	1	49	72	77	65	93					
		4.04%	7.09%	7.24%	8.60%	5.55%	2.44%	1.08%	6.55%	4.46%	7.43%	5.86%	4.29%	5.37%	3.82%	5.05%	4.54%	5.20%	5.14%	5.27%	3.84%	4.21%	3.67%	6.44%	4.85%	7.55%	3.52%	4.47%	3.53%	4.35%	2.96%	3.61%	2.95%	2.44%	3.50%	2.68%	3.24%	1.17%	4.38%	4.52%	3.30%	4.22%	2.37%	3.56%	3.44%	3.41%	3.59%	2.78%	4.48%	3.32%	2.66%	4.48%	3.11%	4.70%	3.25%	2.84%	3.24%	2.70%	2.66%	3.34%	2.21%	0.00%	2.23%	4.02%	3.76%	3.29%	1.37%	1.36%	3.23%	0.64%	1.94%	2.89%	0.69%	2.87%	2.53%	4.55%	0.69%	7.81%	9.40%	4.80%	5.79%	7.64%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	30780	364	278	244	352	26	213	343	229	403	262	290	378	393	302	438	317	586	250	378	447	608	340	425	331	351	577	424	462	223	203	549	26	306	473	744	446	367	303	387	289	393	377	474	564	285	362	252	330	325	281	344	408	467	625	298	733	280	522	198	20	318	372	353	589	701	325	280	220	651	498	1705	379	387	215	86	203	220	633	388	392					
		37.34%	31.46%	28.75%	27.98%	37.57%	31.71%	57.57%	28.09%	32.95%	29.35%	28.42%	29.62%	30.78%	33.36%	28.22%	33.72%	29.96%	40.14%	36.60%	34.58%	38.40%	42.91%	29.59%	29.03%	30.48%	35.31%	39.07%	43.98%	39.42%	28.66%	31.82%	49.02%	31.71%	32.45%	45.22%	50.27%	43.55%	29.22%	37.04%	31.96%	29.76%	44.41%	29.83%	40.79%	40.09%	29.23%	34.71%	26.89%	31.31%	32.02%	29.27%	31.42%	33.09%	42.15%	43.28%	29.22%	53.54%	32.37%	37.88%	43.71%	54.05%	44.29%	33.24%	33.18%	40.40%	53.47%	55.37%	47.54%	70.51%	43.46%	36.86%	73.55%	31.09%	33.80%	32.58%	59.31%	32.38%	28.72%	39.49%	34.55%	32.21%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	593	13	3	4	9	1	7	6	6	10	7	7	11	7	11	10	8	9	4	8	13	11	13	7	7	11	9	4	5	8	5	1	0	8	8	6	6	16	9	4	10	5	13	4	7	8	4	5	12	4	6	14	10	7	10	9	5	4	7	2	0	3	5	7	5	10	2	3	7	12	6	9	14	4	3	1	8	6	18	16	16					
		0.72%	1.12%	0.31%	0.46%	0.96%	1.22%	1.89%	0.49%	0.86%	0.73%	0.76%	0.72%	0.90%	0.59%	1.03%	0.77%	0.76%	0.62%	0.59%	0.73%	1.12%	0.78%	1.13%	0.48%	0.64%	1.11%	0.61%	0.41%	0.43%	1.03%	0.78%	0.09%	0.00%	0.85%	0.76%	0.41%	0.59%	1.27%	1.10%	0.33%	1.03%	0.56%	1.03%	0.34%	0.50%	0.82%	0.38%	0.53%	1.14%	0.39%	0.63%	1.28%	0.81%	0.63%	0.69%	0.88%	0.37%	0.46%	0.51%	0.44%	0.00%	0.42%	0.45%	0.66%	0.34%	0.76%	0.34%	0.51%	2.24%	0.80%	0.44%	0.39%	1.15%	0.35%	0.45%	0.69%	1.28%	0.78%	1.12%	1.42%	1.31%					
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
