Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																												
Дата голосования: 07.12.2003 0:00:00																																																												
																																																												
"Наименование Избирательной комиссии:    Новосибирск, Советская"																																																												
																																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																												
																																																												
		Сумма	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929	УИК №1930	УИК №1931	УИК №1932	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937	УИК №1938	УИК №1939	УИК №1940	УИК №1941	УИК №1942	УИК №1943	УИК №1944	УИК №1945	УИК №1946	УИК №1947	УИК №1948	УИК №1949	УИК №1950	УИК №1951	УИК №1952	УИК №1953	УИК №1954	УИК №1955	УИК №1956	УИК №1957	УИК №1958	УИК №1959	УИК №1960					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	730	10	25	10	10	10	20	30	15	20	20	10	10	10	15	20	10	15	10	15	10	65	30	20	9	16	10	20	10	10	10	10	10	10	10	10	10	15	20	10	20	10	10	20	20	20	10	20	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	509	9	13	6	10	9	19	17	14	14	17	8	4	4	12	11	7	11	9	10	9	58	23	13	9	15	10	11	5	5	7	4	9	4	10	4	4	10	11	4	12	8	6	12	11	13	8	10	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	391	6	7	10	4	5	2	9	6	12	13	6	14	3	9	8	3	6	7	13	2	11	8	8	5	5	4	4	6	5	16	4	3	9	9	5	7	16	4	3	3	7	9	3	2	8	5	7	11	2	13	6	18	20					
14	Число погашенных открепительных удостоверений	221	1	12	4	0	1	1	13	1	6	3	2	6	6	3	9	3	4	1	5	1	7	7	7	0	1	0	9	5	5	3	6	1	6	0	6	6	5	9	6	8	2	4	8	9	7	2	10	0	0	0	0	0	0					
15	Число открепительных удостоверений выданных ТИК	11	0	0	2	1	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
18	"1. ""ЕДИНЕНИЕ"""	843	26	18	15	13	21	15	8	10	14	7	21	8	15	23	23	20	30	21	17	26	17	16	18	14	18	26	19	20	16	19	27	19	24	28	11	14	19	16	13	13	12	10	23	20	19	12	24	1	0	0	2	2	0					
		1.43%	2.93%	1.36%	0.96%	1.08%	1.85%	1.21%	0.53%	0.89%	1.18%	0.56%	1.69%	0.95%	1.56%	1.87%	1.88%	1.80%	2.56%	1.55%	1.39%	1.41%	0.94%	1.23%	1.19%	0.96%	1.12%	1.57%	1.67%	1.46%	1.29%	1.50%	2.57%	1.59%	2.00%	1.96%	1.21%	1.28%	1.84%	1.32%	1.13%	0.97%	1.08%	0.95%	1.79%	1.55%	1.34%	1.03%	2.74%	2.94%	0.0%	0.0%	2.02%	2.56%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	5061	56	191	245	149	172	153	249	151	194	251	83	51	75	100	98	72	82	108	154	63	98	141	148	148	173	192	66	93	94	131	51	97	108	206	33	66	40	51	33	59	40	57	46	39	61	55	29	0	1	1	1	5	1					
		8.59%	6.32%	14.51%	15.79%	12.43%	15.22%	12.36%	16.68%	13.44%	16.37%	20.29%	6.70%	6.08%	7.84%	8.15%	8.01%	6.49%	7.00%	8.01%	12.61%	3.43%	5.44%	10.87%	9.84%	10.23%	10.80%	11.65%	5.83%	6.79%	7.60%	10.38%	4.85%	8.13%	9.00%	14.42%	3.64%	6.03%	3.88%	4.21%	2.88%	4.41%	3.60%	5.42%	3.58%	3.03%	4.30%	4.73%	3.31%	0.0%	1.81%	4.54%	1.01%	6.41%	5.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1283	30	27	26	24	21	23	15	9	19	11	28	25	26	32	15	27	24	35	19	24	17	25	26	28	30	23	39	39	33	44	13	24	25	29	32	27	27	34	45	28	23	33	30	45	36	21	39	1	1	0	3	2	1					
		2.17%	3.38%	2.05%	1.67%	2.00%	1.85%	1.85%	1.00%	0.80%	1.60%	0.88%	2.26%	2.98%	2.71%	2.61%	1.22%	2.43%	2.04%	2.59%	1.55%	1.31%	0.94%	1.92%	1.72%	1.93%	1.87%	1.39%	3.44%	2.84%	2.66%	3.48%	1.23%	2.01%	2.08%	2.03%	3.53%	2.47%	2.62%	2.80%	3.93%	2.09%	2.07%	3.14%	2.33%	3.50%	2.54%	1.80%	4.45%	2.94%	1.81%	0.0%	3.03%	2.56%	5.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	5439	67	174	236	173	163	190	251	153	160	142	105	85	88	116	101	126	106	159	162	75	77	158	146	143	153	199	88	110	103	95	107	143	108	136	43	65	71	80	56	93	66	43	73	62	77	64	30	4	4	2	3	4	1					
		9.23%	7.56%	13.22%	15.21%	14.44%	14.42%	15.35%	16.82%	13.62%	13.50%	11.47%	8.48%	10.14%	9.20%	9.46%	8.25%	11.36%	9.05%	11.79%	13.26%	4.09%	4.27%	12.18%	9.70%	9.88%	9.55%	12.07%	7.78%	8.03%	8.33%	7.52%	10.19%	11.99%	9.00%	9.52%	4.74%	5.94%	6.89%	6.61%	4.89%	6.96%	5.94%	4.09%	5.68%	4.82%	5.43%	5.50%	3.42%	11.76%	7.27%	9.09%	3.03%	5.12%	5.0%					
22	"5. ""За Русь Святую"""	676	8	19	6	9	13	14	13	12	8	3	25	7	14	28	26	22	26	20	21	17	13	21	31	14	26	17	16	12	9	8	25	24	21	22	3	1	6	7	9	11	16	8	7	13	15	6	4	0	0	0	0	0	0					
		1.14%	0.90%	1.44%	0.38%	0.75%	1.15%	1.13%	0.87%	1.06%	0.67%	0.24%	2.02%	0.83%	1.46%	2.28%	2.12%	1.98%	2.22%	1.48%	1.71%	0.92%	0.72%	1.61%	2.06%	0.96%	1.62%	1.03%	1.41%	0.87%	0.72%	0.63%	2.38%	2.01%	1.75%	1.54%	0.33%	0.09%	0.58%	0.57%	0.78%	0.82%	1.44%	0.76%	0.54%	1.01%	1.05%	0.51%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	120	5	3	3	1	1	2	1	1	5	3	6	2	5	4	1	3	2	2	1	5	3	0	6	0	3	4	6	1	0	2	1	5	1	2	2	1	0	2	1	4	2	5	3	1	2	5	2	0	0	0	0	0	0					
		0.20%	0.56%	0.22%	0.19%	0.08%	0.08%	0.16%	0.06%	0.08%	0.42%	0.24%	0.48%	0.23%	0.52%	0.32%	0.08%	0.27%	0.17%	0.14%	0.08%	0.27%	0.16%	0.0%	0.39%	0.0%	0.18%	0.24%	0.53%	0.07%	0.0%	0.15%	0.09%	0.41%	0.08%	0.14%	0.22%	0.09%	0.0%	0.16%	0.08%	0.29%	0.18%	0.47%	0.23%	0.07%	0.14%	0.43%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	443	12	12	10	9	8	6	8	5	11	9	10	6	9	9	11	9	9	11	10	10	18	10	15	8	8	20	11	14	21	8	11	5	8	14	7	7	5	9	3	11	5	6	12	2	8	8	3	1	1	0	0	0	0					
		0.75%	1.35%	0.91%	0.64%	0.75%	0.70%	0.48%	0.53%	0.44%	0.92%	0.72%	0.80%	0.71%	0.94%	0.73%	0.89%	0.81%	0.76%	0.81%	0.81%	0.54%	0.99%	0.77%	0.99%	0.55%	0.49%	1.21%	0.97%	1.02%	1.69%	0.63%	1.04%	0.41%	0.66%	0.98%	0.77%	0.64%	0.48%	0.74%	0.26%	0.82%	0.45%	0.57%	0.93%	0.15%	0.56%	0.68%	0.34%	2.94%	1.81%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	35	1	1	1	0	0	0	0	1	0	2	1	0	1	0	0	1	0	5	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	1	0	1	1	0	0	1	1	1	2	2	3	1	1	1	0	0	0	0					
		0.05%	0.11%	0.07%	0.06%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.16%	0.08%	0.0%	0.10%	0.0%	0.0%	0.09%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.06%	0.06%	0.06%	0.0%	0.0%	0.08%	0.0%	0.09%	0.0%	0.0%	0.0%	0.11%	0.0%	0.09%	0.08%	0.0%	0.0%	0.09%	0.09%	0.07%	0.15%	0.14%	0.25%	0.11%	2.94%	1.81%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	387	9	2	11	11	11	11	5	16	7	31	14	6	10	13	5	6	7	8	8	25	12	4	7	3	10	19	5	7	9	4	5	6	5	11	3	5	4	6	4	7	2	4	4	5	5	10	1	0	0	0	4	0	0					
		0.65%	1.01%	0.15%	0.70%	0.91%	0.97%	0.88%	0.33%	1.42%	0.59%	2.50%	1.13%	0.71%	1.04%	1.06%	0.40%	0.54%	0.59%	0.59%	0.65%	1.36%	0.66%	0.30%	0.46%	0.20%	0.62%	1.15%	0.44%	0.51%	0.72%	0.31%	0.47%	0.50%	0.41%	0.77%	0.33%	0.45%	0.38%	0.49%	0.34%	0.52%	0.18%	0.38%	0.31%	0.38%	0.35%	0.86%	0.11%	0.0%	0.0%	0.0%	4.04%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	791	24	11	11	16	12	10	12	16	9	15	20	13	14	19	18	18	21	14	14	18	11	15	21	24	18	25	17	13	18	15	18	17	16	18	8	11	4	12	23	20	21	15	16	26	31	19	27	0	2	0	2	2	1					
		1.34%	2.70%	0.83%	0.70%	1.33%	1.06%	0.80%	0.80%	1.42%	0.75%	1.21%	1.61%	1.55%	1.46%	1.54%	1.47%	1.62%	1.79%	1.03%	1.14%	0.98%	0.61%	1.15%	1.39%	1.65%	1.12%	1.51%	1.50%	0.94%	1.45%	1.18%	1.71%	1.42%	1.33%	1.26%	0.88%	1.00%	0.38%	0.99%	2.00%	1.49%	1.89%	1.42%	1.24%	2.02%	2.18%	1.63%	3.08%	0.0%	3.63%	0.0%	2.02%	2.56%	5.0%					
28	"11. ""Истинные патриоты России"""	47	1	0	0	0	0	1	0	1	1	1	0	0	0	0	1	1	2	1	0	3	2	0	1	0	3	0	2	0	1	0	1	0	0	0	0	1	14	1	0	1	2	0	1	0	0	2	0	0	0	0	0	2	0					
		0.07%	0.11%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.08%	0.08%	0.08%	0.0%	0.0%	0.0%	0.0%	0.08%	0.09%	0.17%	0.07%	0.0%	0.16%	0.11%	0.0%	0.06%	0.0%	0.18%	0.0%	0.17%	0.0%	0.08%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.09%	1.35%	0.08%	0.0%	0.07%	0.18%	0.0%	0.07%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	2.56%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	350	5	7	3	6	7	6	3	6	5	8	7	9	3	5	4	9	10	6	4	33	19	12	7	9	11	8	5	13	4	13	11	4	5	7	5	6	5	3	2	9	3	5	9	8	9	5	3	0	0	0	2	2	0					
		0.59%	0.56%	0.53%	0.19%	0.50%	0.61%	0.48%	0.20%	0.53%	0.42%	0.64%	0.56%	1.07%	0.31%	0.40%	0.32%	0.81%	0.85%	0.44%	0.32%	1.80%	1.05%	0.92%	0.46%	0.62%	0.68%	0.48%	0.44%	0.94%	0.32%	1.03%	1.04%	0.33%	0.41%	0.49%	0.55%	0.54%	0.48%	0.24%	0.17%	0.67%	0.27%	0.47%	0.70%	0.62%	0.63%	0.43%	0.34%	0.0%	0.0%	0.0%	2.02%	2.56%	0.0%					
30	"13. ""Демократическая партия России"""	117	4	3	0	2	2	0	1	1	1	3	5	1	3	3	2	3	1	2	0	2	4	3	4	7	1	2	1	3	1	3	1	0	1	0	1	1	1	8	3	5	5	1	3	3	8	2	5	0	1	0	0	0	0					
		0.19%	0.45%	0.22%	0.0%	0.16%	0.17%	0.0%	0.06%	0.08%	0.08%	0.24%	0.40%	0.11%	0.31%	0.24%	0.16%	0.27%	0.08%	0.14%	0.0%	0.10%	0.22%	0.23%	0.26%	0.48%	0.06%	0.12%	0.08%	0.21%	0.08%	0.23%	0.09%	0.0%	0.08%	0.0%	0.11%	0.09%	0.09%	0.66%	0.26%	0.37%	0.45%	0.09%	0.23%	0.23%	0.56%	0.17%	0.57%	0.0%	1.81%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	90	3	2	1	1	4	2	0	2	3	1	1	1	2	2	6	0	3	4	0	5	5	1	1	0	2	0	1	3	3	2	4	0	1	0	0	2	0	1	4	2	3	0	1	1	4	2	1	1	0	0	1	1	0					
		0.15%	0.33%	0.15%	0.06%	0.08%	0.35%	0.16%	0.0%	0.17%	0.25%	0.08%	0.08%	0.11%	0.20%	0.16%	0.49%	0.0%	0.25%	0.29%	0.0%	0.27%	0.27%	0.07%	0.06%	0.0%	0.12%	0.0%	0.08%	0.21%	0.24%	0.15%	0.38%	0.0%	0.08%	0.0%	0.0%	0.18%	0.0%	0.08%	0.34%	0.14%	0.27%	0.0%	0.07%	0.07%	0.28%	0.17%	0.11%	2.94%	0.0%	0.0%	1.01%	1.28%	0.0%					
32	"15. ""Партия СЛОН"""	217	0	1	9	4	5	7	5	7	0	21	5	1	3	4	1	4	5	1	9	12	4	6	4	4	2	10	5	7	8	2	9	4	5	9	2	1	1	3	3	7	1	1	2	4	4	3	0	0	0	1	0	0	1					
		0.36%	0.0%	0.07%	0.58%	0.33%	0.44%	0.56%	0.33%	0.62%	0.0%	1.69%	0.40%	0.11%	0.31%	0.32%	0.08%	0.36%	0.42%	0.07%	0.73%	0.65%	0.22%	0.46%	0.26%	0.27%	0.12%	0.60%	0.44%	0.51%	0.64%	0.15%	0.85%	0.33%	0.41%	0.63%	0.22%	0.09%	0.09%	0.24%	0.26%	0.52%	0.09%	0.09%	0.15%	0.31%	0.28%	0.25%	0.0%	0.0%	0.0%	4.54%	0.0%	0.0%	5.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	7474	104	249	288	188	165	199	334	194	222	84	167	111	118	137	184	139	175	189	160	146	110	196	250	232	236	206	125	141	126	180	155	133	154	184	107	130	132	129	120	123	108	101	121	107	106	102	71	1	1	5	12	15	2					
		12.69%	11.73%	18.92%	18.56%	15.69%	14.60%	16.08%	22.38%	17.27%	18.73%	6.79%	13.50%	13.24%	12.34%	11.17%	15.04%	12.53%	14.94%	14.02%	13.10%	7.96%	6.10%	15.11%	16.62%	16.04%	14.74%	12.5%	11.05%	10.29%	10.19%	14.26%	14.76%	11.15%	12.84%	12.88%	11.81%	11.89%	12.81%	10.66%	10.48%	9.21%	9.72%	9.61%	9.43%	8.32%	7.48%	8.77%	8.11%	2.94%	1.81%	22.72%	12.12%	19.23%	10.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	101	1	0	2	0	0	2	1	1	0	1	3	1	1	0	1	4	2	0	1	6	7	1	15	1	2	2	2	4	1	0	1	2	3	2	1	0	0	3	1	2	0	6	4	3	2	4	4	1	0	0	0	0	0					
		0.17%	0.11%	0.0%	0.12%	0.0%	0.0%	0.16%	0.06%	0.08%	0.0%	0.08%	0.24%	0.11%	0.10%	0.0%	0.08%	0.36%	0.17%	0.0%	0.08%	0.32%	0.38%	0.07%	0.99%	0.06%	0.12%	0.12%	0.17%	0.29%	0.08%	0.0%	0.09%	0.16%	0.25%	0.14%	0.11%	0.0%	0.0%	0.24%	0.08%	0.14%	0.0%	0.57%	0.31%	0.23%	0.14%	0.34%	0.45%	2.94%	0.0%	0.0%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	4344	57	30	30	36	29	46	18	33	18	73	58	61	68	95	81	72	83	79	52	254	284	68	89	90	107	84	91	114	112	89	71	105	83	81	85	111	100	158	134	145	98	98	145	119	163	114	104	6	12	0	4	4	3					
		7.37%	6.43%	2.27%	1.93%	3.00%	2.56%	3.71%	1.20%	2.93%	1.51%	5.90%	4.68%	7.27%	7.11%	7.74%	6.62%	6.49%	7.08%	5.86%	4.25%	13.86%	15.76%	5.24%	5.91%	6.22%	6.68%	5.09%	8.04%	8.32%	9.06%	7.05%	6.76%	8.80%	6.92%	5.67%	9.38%	10.15%	9.70%	13.05%	11.70%	10.86%	8.82%	9.33%	11.30%	9.26%	11.50%	9.81%	11.88%	17.64%	21.81%	0.0%	4.04%	5.12%	15.0%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	1052	15	11	21	16	15	20	22	30	20	23	31	14	14	30	28	21	21	28	22	14	22	16	36	17	27	26	23	25	21	24	24	16	20	20	11	16	21	24	14	40	20	24	29	37	30	33	16	1	1	1	1	0	0					
		1.78%	1.69%	0.83%	1.35%	1.33%	1.32%	1.61%	1.47%	2.67%	1.68%	1.85%	2.50%	1.67%	1.46%	2.44%	2.28%	1.89%	1.79%	2.07%	1.80%	0.76%	1.22%	1.23%	2.39%	1.17%	1.68%	1.57%	2.03%	1.82%	1.69%	1.90%	2.28%	1.34%	1.66%	1.40%	1.21%	1.46%	2.03%	1.98%	1.22%	2.99%	1.80%	2.28%	2.26%	2.87%	2.11%	2.83%	1.82%	2.94%	1.81%	4.54%	1.01%	0.0%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	14541	233	226	242	190	197	223	214	193	222	272	255	209	257	304	272	261	295	332	300	704	677	291	337	345	401	418	313	379	335	314	261	284	285	342	221	286	240	338	313	389	327	277	317	347	450	358	232	5	9	8	17	16	8					
		24.69%	26.29%	17.17%	15.60%	15.85%	17.43%	18.02%	14.34%	17.18%	18.73%	21.98%	20.61%	24.94%	26.88%	24.79%	22.24%	23.53%	25.19%	24.62%	24.57%	38.42%	37.59%	22.43%	22.40%	23.85%	25.04%	25.36%	27.67%	27.68%	27.10%	24.88%	24.85%	23.82%	23.76%	23.94%	24.39%	26.16%	23.30%	27.93%	27.33%	29.13%	29.45%	26.38%	24.70%	27.00%	31.75%	30.80%	26.51%	14.70%	16.36%	36.36%	17.17%	20.51%	40.0%					
38	"21. ""Российская Конституционно-демократическая партия"""	73	1	4	2	2	1	0	0	2	2	1	1	1	0	0	1	1	1	0	0	3	5	1	0	2	1	2	4	0	3	2	0	2	2	1	0	4	1	0	5	0	0	3	3	1	2	2	2	0	1	0	0	1	0					
		0.12%	0.11%	0.30%	0.12%	0.16%	0.08%	0.0%	0.0%	0.17%	0.16%	0.08%	0.08%	0.11%	0.0%	0.0%	0.08%	0.09%	0.08%	0.0%	0.0%	0.16%	0.27%	0.07%	0.0%	0.13%	0.06%	0.12%	0.35%	0.0%	0.24%	0.15%	0.0%	0.16%	0.16%	0.07%	0.0%	0.36%	0.09%	0.0%	0.43%	0.0%	0.0%	0.28%	0.23%	0.07%	0.14%	0.17%	0.22%	0.0%	1.81%	0.0%	0.0%	1.28%	0.0%					
39	"22. ""Развитие предпринимательства"""	226	5	2	6	9	1	4	0	4	3	11	4	3	2	6	3	5	6	3	3	6	7	4	8	5	5	12	1	3	3	4	2	8	4	14	2	3	4	2	4	16	3	0	5	3	6	5	4	1	1	0	0	1	0					
		0.38%	0.56%	0.15%	0.38%	0.75%	0.08%	0.32%	0.0%	0.35%	0.25%	0.88%	0.32%	0.35%	0.20%	0.48%	0.24%	0.45%	0.51%	0.22%	0.24%	0.32%	0.38%	0.30%	0.53%	0.34%	0.31%	0.72%	0.08%	0.21%	0.24%	0.31%	0.19%	0.67%	0.33%	0.98%	0.22%	0.27%	0.38%	0.16%	0.34%	1.19%	0.27%	0.0%	0.38%	0.23%	0.42%	0.43%	0.45%	2.94%	1.81%	0.0%	0.0%	1.28%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	10645	146	268	306	259	231	232	264	197	192	89	278	167	161	186	230	198	154	220	194	214	208	204	242	230	249	232	205	265	203	232	172	189	233	179	266	219	262	223	260	251	238	262	339	313	249	248	216	8	11	3	27	19	2					
		18.07%	16.47%	20.36%	19.72%	21.61%	20.44%	18.75%	17.69%	17.54%	16.20%	7.19%	22.47%	19.92%	16.84%	15.17%	18.80%	17.85%	13.15%	16.32%	15.88%	11.68%	11.54%	15.72%	16.09%	15.90%	15.55%	14.07%	18.12%	19.35%	16.42%	18.38%	16.38%	15.85%	19.43%	12.53%	29.35%	20.03%	25.43%	18.42%	22.70%	18.80%	21.44%	24.95%	26.42%	24.35%	17.57%	21.34%	24.68%	23.52%	20.0%	13.63%	27.27%	24.35%	10.0%					
																																																												
41	Против всех	3943	63	49	65	72	44	68	63	67	65	168	83	45	59	95	72	74	95	80	65	158	164	96	83	114	108	108	73	87	103	64	74	89	80	114	47	97	62	88	79	78	95	73	73	97	113	65	40	2	6	0	19	2	0					
		6.69%	7.11%	3.72%	4.19%	6.01%	3.89%	5.49%	4.22%	5.96%	5.48%	13.58%	6.70%	5.36%	6.17%	7.74%	5.88%	6.67%	8.11%	5.93%	5.32%	8.62%	9.10%	7.40%	5.51%	7.88%	6.74%	6.55%	6.45%	6.35%	8.33%	5.07%	7.04%	7.46%	6.67%	7.98%	5.18%	8.87%	6.01%	7.27%	6.89%	5.84%	8.55%	6.95%	5.68%	7.54%	7.97%	5.59%	4.57%	5.88%	10.90%	0.0%	19.19%	2.56%	0.0%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
