Выборы Президента Российской Федерации																																																						
																																																						
"Наименование Избирательной комиссии:    Бийск, Приобская"																																																						
																																																						
Итоги голосования 																																																						
																																																						
		Сумма	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367					
		0.86%	0.92%	1.31%	0.55%	0.62%	1.96%	0.81%	0.93%	0.69%	1.48%	0.72%	0.56%	0.83%	0.67%	1.20%	0.72%	0.52%	0.22%	0.69%	0.67%	0.91%	0.92%	0.64%	0.89%	0.79%	0.82%	0.73%	1.00%	1.07%	0.68%	0.81%	0.90%	1.33%	1.12%	0.95%	0.72%	0.65%	1.01%	0.85%	0.80%	0.92%	0.71%	1.29%	0.46%	0.46%	0.70%	1.08%	1.13%					
21	. Путин Владимир Владимирович	35039	380	232	493	517	364	365	883	987	907	556	742	909	413	645	678	581	853	629	510	791	566	583	982	831	831	508	1058	862	518	749	780	917	895	823	888	662	965	659	1076	1064	943	1107	1092	743	749	973	780					
		62.52%	69.60%	60.57%	67.91%	64.30%	64.77%	59.25%	63.16%	67.79%	63.96%	66.59%	59.60%	63.12%	69.06%	59.39%	60.81%	60.27%	62.95%	62.03%	68.36%	65.32%	58.05%	62.29%	58.35%	59.44%	62.11%	61.88%	62.20%	61.27%	59.00%	60.45%	58.73%	58.15%	62.90%	60.07%	58.38%	61.35%	57.54%	62.41%	61.28%	60.90%	66.60%	64.74%	63.34%	68.99%	65.30%	74.96%	62.90%					
22	. Хакамада Ирина Муцуовна	2304	9	10	25	16	14	18	39	44	44	12	50	55	15	41	51	45	60	34	15	35	42	30	76	64	71	23	71	48	34	41	55	60	87	92	99	51	128	32	96	99	45	67	98	38	25	20	80					
		4.11%	1.65%	2.61%	3.44%	1.99%	2.49%	2.92%	2.79%	3.02%	3.10%	1.44%	4.02%	3.82%	2.51%	3.78%	4.57%	4.67%	4.43%	3.35%	2.01%	2.89%	4.31%	3.21%	4.52%	4.58%	5.31%	2.80%	4.17%	3.41%	3.87%	3.31%	4.14%	3.80%	6.11%	6.72%	6.51%	4.73%	7.63%	3.03%	5.47%	5.67%	3.18%	3.92%	5.68%	3.53%	2.18%	1.54%	6.45%					
23	. Харитонов Николай Михайлович	10403	89	87	97	154	112	130	253	217	258	138	278	267	89	220	252	192	269	202	143	218	236	196	350	291	242	173	305	298	194	226	284	333	209	234	283	200	300	183	307	317	229	303	283	185	237	147	193					
		18.56%	16.30%	22.72%	13.36%	19.15%	19.93%	21.10%	18.10%	14.90%	18.19%	16.53%	22.33%	18.54%	14.88%	20.26%	22.60%	19.92%	19.85%	19.92%	19.17%	18.00%	24.21%	20.94%	20.80%	20.82%	18.09%	21.07%	17.93%	21.18%	22.10%	18.24%	21.39%	21.12%	14.69%	17.08%	18.61%	18.54%	17.89%	17.33%	17.48%	18.15%	16.17%	17.72%	16.42%	17.18%	20.66%	11.33%	15.56%					
																																																						
24	Против всех	1834	12	7	29	24	13	21	54	47	53	24	34	47	19	34	28	30	42	36	11	43	16	25	90	54	41	25	55	45	21	49	42	59	63	53	43	22	63	31	60	53	54	56	75	16	17	50	48					
		3.27%	2.20%	1.83%	3.99%	2.99%	2.31%	3.41%	3.86%	3.23%	3.74%	2.87%	2.73%	3.26%	3.18%	3.13%	2.51%	3.11%	3.10%	3.55%	1.47%	3.55%	1.64%	2.67%	5.35%	3.86%	3.06%	3.05%	3.23%	3.20%	2.39%	3.95%	3.16%	3.74%	4.43%	3.87%	2.83%	2.04%	3.76%	2.94%	3.42%	3.03%	3.81%	3.27%	4.35%	1.49%	1.48%	3.85%	3.87%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
