Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Шебалинская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	405	7	4	29	73	36	19	5	6	7	30	9	15	4	65	47	13	15	2	4	9	6									
		8.48%	3.37%	2.50%	10.82%	32.74%	13.14%	7.95%	6.94%	10.34%	4.29%	4.60%	4.05%	9.32%	8.00%	10.53%	7.18%	10.66%	6.15%	4.00%	4.76%	5.88%	5.88%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	103	7	3	2	2	7	12	3	3	1	15	4	5	1	13	10	6	2	2	1	3	1									
		2.16%	3.37%	1.88%	0.75%	0.90%	2.55%	5.02%	4.17%	5.17%	0.61%	2.30%	1.80%	3.11%	2.00%	2.11%	1.53%	4.92%	0.82%	4.00%	1.19%	1.96%	0.98%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	48	1	0	0	0	4	3	4	0	1	4	2	0	1	8	11	2	3	1	1	0	2									
		1.00%	0.48%	0.00%	0.00%	0.00%	1.46%	1.26%	5.56%	0.00%	0.61%	0.61%	0.90%	0.00%	2.00%	1.30%	1.68%	1.64%	1.23%	2.00%	1.19%	0.00%	1.96%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2774	164	134	190	122	158	95	43	40	110	355	117	116	37	280	328	51	144	30	64	120	76									
		58.07%	78.85%	83.75%	70.90%	54.71%	57.66%	39.75%	59.72%	68.97%	67.48%	54.45%	52.70%	72.05%	74.00%	45.38%	50.08%	41.80%	59.02%	60.00%	76.19%	78.43%	74.51%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	7	1	0	0	0	0	0	0	0	0	1	2	0	0	2	0	0	1	0	0	0	0									
		0.15%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.90%	0.00%	0.00%	0.32%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	3	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0									
		0.06%	0.00%	0.00%	0.00%	0.45%	0.36%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	517	4	10	10	1	25	42	7	4	23	103	42	4	5	84	92	19	32	3	4	2	1									
		10.82%	1.92%	6.25%	3.73%	0.45%	9.12%	17.57%	9.72%	6.90%	14.11%	15.80%	18.92%	2.48%	10.00%	13.61%	14.05%	15.57%	13.11%	6.00%	4.76%	1.31%	0.98%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	28	1	1	1	1	2	3	0	0	0	3	2	0	0	7	1	0	5	0	0	0	1									
		0.59%	0.48%	0.63%	0.37%	0.45%	0.73%	1.26%	0.00%	0.00%	0.00%	0.46%	0.90%	0.00%	0.00%	1.13%	0.15%	0.00%	2.05%	0.00%	0.00%	0.00%	0.98%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	10	1	0	2	0	0	0	0	0	0	1	0	1	0	3	1	0	0	0	1	0	0									
		0.21%	0.48%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.62%	0.00%	0.49%	0.15%	0.00%	0.00%	0.00%	1.19%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	0	0	0	0	0	0	0	2	2	0	0	0	4	1	0	0	0	0	0	0									
		0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.23%	0.31%	0.00%	0.00%	0.00%	0.65%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	17	1	0	1	1	2	0	0	0	2	4	0	0	0	3	2	0	1	0	0	0	0									
		0.36%	0.48%	0.00%	0.37%	0.45%	0.73%	0.00%	0.00%	0.00%	1.23%	0.61%	0.00%	0.00%	0.00%	0.49%	0.31%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	630	18	7	24	12	27	51	9	1	11	85	34	18	1	115	121	23	25	11	8	17	12									
		13.19%	8.65%	4.38%	8.96%	5.38%	9.85%	21.34%	12.50%	1.72%	6.75%	13.04%	15.32%	11.18%	2.00%	18.64%	18.47%	18.85%	10.25%	22.00%	9.52%	11.11%	11.76%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	21	0	0	1	1	3	1	0	0	0	2	2	0	0	5	3	1	0	0	0	1	1									
		0.44%	0.00%	0.00%	0.37%	0.45%	1.09%	0.42%	0.00%	0.00%	0.00%	0.31%	0.90%	0.00%	0.00%	0.81%	0.46%	0.82%	0.00%	0.00%	0.00%	0.65%	0.98%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	144	2	1	7	5	8	9	1	2	2	36	5	2	0	21	29	4	7	0	0	1	2									
		3.01%	0.96%	0.63%	2.61%	2.24%	2.92%	3.77%	1.39%	3.45%	1.23%	5.52%	2.25%	1.24%	0.00%	3.40%	4.43%	3.28%	2.87%	0.00%	0.00%	0.65%	1.96%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
