Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																													
Дата голосования: 02.12.2007																																																													
																																																													
Наименование Избирательной комиссии:    Новотроицкая городская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877					
		0.91%	1.25%	1.20%	0.74%	1.21%	1.17%	0.66%	1.82%	1.31%	1.34%	0.95%	0.23%	0.71%	1.36%	0.24%	0.95%	0.99%	0.41%	0.88%	0.88%	0.81%	0.42%	0.84%	0.98%	1.42%	1.60%	0.84%	1.22%	0.75%	0.81%	1.00%	1.03%	0.99%	1.31%	0.22%	1.24%	1.01%	0.43%	0.36%	0.00%	0.44%	0.78%	1.22%	1.35%	0.36%	0.22%	0.24%	0.69%	0.91%	0.64%	0.62%	1.72%	0.82%	0.59%	1.13%					
20	3.Политическая партия «Демократическая партия России»	77	0	1	1	2	3	0	0	1	1	1	4	1	0	2	2	4	4	4	2	2	1	2	0	2	0	2	3	3	2	0	0	0	3	1	4	2	1	0	1	1	0	2	2	2	1	0	1	0	1	1	2	2	0	0					
		0.17%	0.00%	0.20%	0.12%	0.19%	0.39%	0.00%	0.00%	0.11%	0.10%	0.11%	0.45%	0.12%	0.00%	0.24%	0.21%	0.39%	0.41%	0.39%	0.19%	0.20%	0.10%	0.15%	0.00%	0.24%	0.00%	0.24%	0.28%	0.20%	0.20%	0.00%	0.00%	0.00%	0.23%	0.11%	0.45%	0.22%	0.14%	0.00%	0.28%	0.09%	0.00%	0.24%	0.30%	0.36%	0.22%	0.00%	0.17%	0.00%	0.64%	0.31%	0.18%	0.23%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	6045	75	92	118	165	100	133	142	128	145	106	113	124	120	101	149	165	144	138	150	134	156	227	161	87	113	107	103	114	148	88	117	93	107	82	138	140	97	91	61	169	86	91	81	71	27	74	46	118	21	30	158	114	73	114					
		13.01%	13.42%	18.40%	14.46%	15.35%	13.02%	14.73%	14.33%	14.02%	14.95%	11.23%	12.83%	14.61%	12.58%	12.14%	15.65%	16.26%	14.71%	13.54%	14.59%	13.65%	16.25%	17.29%	15.78%	10.30%	11.29%	12.88%	9.69%	7.73%	15.01%	8.82%	12.10%	9.26%	8.26%	8.96%	15.51%	15.68%	13.76%	16.16%	16.85%	14.76%	16.76%	11.14%	12.14%	12.63%	5.97%	8.87%	7.92%	15.27%	13.38%	9.23%	14.29%	13.33%	10.78%	11.72%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	427	9	2	5	10	7	7	2	6	4	10	11	10	5	11	10	5	15	15	12	9	14	21	4	5	9	14	8	13	4	8	18	10	9	10	2	13	4	4	0	9	6	6	6	5	2	4	3	4	3	3	15	10	6	10					
		0.92%	1.61%	0.40%	0.61%	0.93%	0.91%	0.78%	0.20%	0.66%	0.41%	1.06%	1.25%	1.18%	0.52%	1.32%	1.05%	0.49%	1.53%	1.47%	1.17%	0.92%	1.46%	1.60%	0.39%	0.59%	0.90%	1.68%	0.75%	0.88%	0.41%	0.80%	1.86%	0.99%	0.69%	1.09%	0.22%	1.46%	0.57%	0.71%	0.00%	0.79%	1.17%	0.73%	0.90%	0.89%	0.44%	0.48%	0.52%	0.52%	1.91%	0.92%	1.36%	1.17%	0.89%	1.03%					
23	6.Политическая партия «Партия социальной справедливости»	149	0	1	4	2	5	3	6	1	2	4	3	3	2	2	4	1	3	1	6	3	2	4	4	6	2	2	4	4	3	5	4	4	6	8	3	3	1	2	0	1	2	1	0	0	0	3	2	1	1	0	7	4	2	2					
		0.32%	0.00%	0.20%	0.49%	0.19%	0.65%	0.33%	0.61%	0.11%	0.21%	0.42%	0.34%	0.35%	0.21%	0.24%	0.42%	0.10%	0.31%	0.10%	0.58%	0.31%	0.21%	0.30%	0.39%	0.71%	0.20%	0.24%	0.38%	0.27%	0.30%	0.50%	0.41%	0.40%	0.46%	0.87%	0.34%	0.34%	0.14%	0.36%	0.00%	0.09%	0.39%	0.12%	0.00%	0.00%	0.00%	0.36%	0.34%	0.13%	0.64%	0.00%	0.63%	0.47%	0.30%	0.21%					
24	7.Политическая партия «Либерально-демократическая партия России»	6125	76	48	96	139	85	117	106	121	113	144	130	112	113	108	147	110	91	144	136	140	117	164	135	107	114	115	158	158	122	151	145	178	206	134	140	102	106	66	50	146	71	99	103	76	41	93	80	81	14	18	145	139	114	161					
		13.19%	13.60%	9.60%	11.76%	12.93%	11.07%	12.96%	10.70%	13.25%	11.65%	15.25%	14.76%	13.19%	11.84%	12.98%	15.44%	10.84%	9.30%	14.13%	13.23%	14.26%	12.19%	12.49%	13.24%	12.66%	11.39%	13.84%	14.86%	10.72%	12.37%	15.13%	14.99%	17.73%	15.91%	14.64%	15.73%	11.42%	15.04%	11.72%	13.81%	12.75%	13.84%	12.12%	15.44%	13.52%	9.07%	11.15%	13.77%	10.48%	8.92%	5.54%	13.11%	16.26%	16.84%	16.55%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	6177	72	83	111	139	94	109	134	126	124	115	110	129	95	133	141	146	120	149	129	113	116	188	160	120	154	117	133	224	134	157	159	143	227	125	103	98	84	75	55	152	47	89	64	60	21	62	66	89	13	25	169	112	132	132					
		13.30%	12.88%	16.60%	13.60%	12.93%	12.24%	12.07%	13.52%	13.80%	12.78%	12.18%	12.49%	15.19%	9.96%	15.99%	14.81%	14.38%	12.26%	14.62%	12.55%	11.51%	12.08%	14.32%	15.69%	14.20%	15.38%	14.08%	12.51%	15.20%	13.59%	15.73%	16.44%	14.24%	17.53%	13.66%	11.57%	10.97%	11.91%	13.32%	15.19%	13.28%	9.16%	10.89%	9.60%	10.68%	4.65%	7.43%	11.36%	11.51%	8.28%	7.69%	15.28%	13.10%	19.50%	13.57%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	421	7	2	6	11	5	7	8	4	7	12	5	13	6	7	6	9	15	8	5	9	9	12	8	4	11	8	13	11	8	16	8	16	13	7	3	11	3	8	2	8	10	8	11	3	3	5	7	6	3	3	6	10	9	6					
		0.91%	1.25%	0.40%	0.74%	1.02%	0.65%	0.78%	0.81%	0.44%	0.72%	1.27%	0.57%	1.53%	0.63%	0.84%	0.63%	0.89%	1.53%	0.79%	0.49%	0.92%	0.94%	0.91%	0.78%	0.47%	1.10%	0.96%	1.22%	0.75%	0.81%	1.60%	0.83%	1.59%	1.00%	0.77%	0.34%	1.23%	0.43%	1.42%	0.55%	0.70%	1.95%	0.98%	1.65%	0.53%	0.66%	0.60%	1.20%	0.78%	1.91%	0.92%	0.54%	1.17%	1.33%	0.62%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	24511	293	245	426	558	409	478	521	472	514	488	463	402	553	429	436	512	531	507	523	508	496	607	482	455	524	423	589	895	505	524	471	507	648	514	461	492	384	297	178	611	264	481	363	321	343	546	336	438	97	233	529	419	313	497					
		52.77%	52.42%	49.00%	52.21%	51.91%	53.26%	52.93%	52.57%	51.70%	52.99%	51.69%	52.55%	47.35%	57.97%	51.56%	45.80%	50.44%	54.24%	49.75%	50.88%	51.73%	51.67%	46.23%	47.25%	53.85%	52.35%	50.90%	55.41%	60.72%	51.22%	52.51%	48.71%	50.50%	50.04%	56.17%	51.80%	55.10%	54.47%	52.75%	49.17%	53.36%	51.46%	58.87%	54.42%	57.12%	75.88%	65.47%	57.83%	56.66%	61.78%	71.69%	47.83%	49.01%	46.23%	51.08%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	432	7	4	10	16	10	7	13	12	8	8	7	12	9	5	12	9	6	8	9	10	8	15	12	10	11	4	7	8	11	12	9	7	19	10	6	4	3	4	5	8	11	7	4	4	3	5	6	1	0	1	9	10	7	9					
		0.93%	1.25%	0.80%	1.23%	1.49%	1.30%	0.78%	1.31%	1.31%	0.82%	0.85%	0.79%	1.41%	0.94%	0.60%	1.26%	0.89%	0.61%	0.79%	0.88%	1.02%	0.83%	1.14%	1.18%	1.18%	1.10%	0.48%	0.66%	0.54%	1.12%	1.20%	0.93%	0.70%	1.47%	1.09%	0.67%	0.45%	0.43%	0.71%	1.38%	0.70%	2.14%	0.86%	0.60%	0.71%	0.66%	0.60%	1.03%	0.13%	0.00%	0.31%	0.81%	1.17%	1.03%	0.92%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
