Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
Наименование Избирательной комиссии:    Новотроицкая городская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	172	1	4	4	5	4	6	3	4	3	6	2	5	4	3	3	3	3	3	4	3	3	7	2	1	2	2	4	2	3	3	3	3	3	3	3	1	3	3	1	3	3	3	3	3	3	3	3	3	3	3	3	4	3	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	133	1	3	4	5	3	6	3	2	2	6	2	5	4	2	3	3	3	3	4	3	3	7	1	1	1	0	4	1	2	2	3	2	3	2	3	0	0	1	0	2	1	0	1	3	3	3	2	3	0	0	3	4	1	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	66	2	1	2	3	6	1	3	2	1	0	2	0	1	2	1	2	0	0	0	0	0	1	3	1	3	0	5	3	0	0	2	1	0	1	2	0	2	2	0	0	1	3	0	2	1	1	1	0	0	1	1	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	39	0	1	0	0	1	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	2	0	1	1	1	0	1	0	1	0	1	3	2	1	1	2	3	2	0	0	0	1	0	3	3	0	0	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	28	0	1	0	2	0	0	0	0	0	0	2	2	1	0	1	0	0	0	1	1	0	1	0	0	0	1	1	0	0	2	0	1	1	1	0	2	1	0	0	1	0	2	0	0	0	1	0	1	0	0	0	0	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	6723	81	75	119	122	116	125	154	129	146	126	106	110	129	114	137	129	153	167	148	137	145	174	163	122	156	137	222	217	129	143	155	162	194	111	101	106	93	60	46	167	93	104	104	99	61	113	118	84	25	31	175	129	117	144					
		16.73%	19.10%	18.43%	17.37%	14.45%	16.34%	14.92%	17.74%	16.80%	18.94%	15.73%	14.99%	15.45%	14.68%	15.22%	16.29%	15.18%	17.17%	19.31%	16.57%	16.59%	16.78%	15.03%	18.98%	16.46%	16.22%	17.98%	19.89%	18.16%	15.79%	16.51%	19.28%	18.82%	15.98%	14.90%	14.17%	15.25%	15.53%	13.22%	16.08%	16.44%	19.75%	17.45%	18.74%	18.33%	16.58%	15.63%	19.97%	15.03%	16.56%	10.62%	18.21%	16.39%	18.25%	16.27%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	7796	74	56	121	140	152	149	126	169	139	144	162	150	180	159	146	165	140	156	164	149	150	225	172	152	182	152	201	239	161	213	170	197	262	137	123	126	136	93	75	193	83	133	107	112	83	146	100	105	18	38	184	170	136	181					
		19.40%	17.45%	13.76%	17.66%	16.59%	21.41%	17.78%	14.52%	22.01%	18.03%	17.98%	22.91%	21.07%	20.48%	21.23%	17.36%	19.41%	15.71%	18.03%	18.37%	18.04%	17.36%	19.43%	20.02%	20.51%	18.92%	19.95%	18.01%	20.00%	19.71%	24.60%	21.14%	22.88%	21.58%	18.39%	17.25%	18.13%	22.70%	20.48%	26.22%	18.99%	17.62%	22.32%	19.28%	20.74%	22.55%	20.19%	16.92%	18.78%	11.92%	13.01%	19.15%	21.60%	21.22%	20.45%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	494	3	10	7	8	9	9	13	9	6	13	8	8	13	14	10	20	6	5	11	7	10	18	13	7	13	12	14	8	8	9	11	12	13	11	13	11	6	6	2	12	6	10	7	7	8	8	7	5	0	4	14	7	4	9					
		1.23%	0.71%	2.46%	1.02%	0.95%	1.27%	1.07%	1.50%	1.17%	0.78%	1.62%	1.13%	1.12%	1.48%	1.87%	1.19%	2.35%	0.67%	0.58%	1.23%	0.85%	1.16%	1.55%	1.51%	0.94%	1.35%	1.57%	1.25%	0.67%	0.98%	1.04%	1.37%	1.39%	1.07%	1.48%	1.82%	1.58%	1.00%	1.32%	0.70%	1.18%	1.27%	1.68%	1.26%	1.30%	2.17%	1.11%	1.18%	0.89%	0.00%	1.37%	1.46%	0.89%	0.62%	1.02%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	9668	106	115	161	217	176	205	207	177	214	205	189	182	187	163	241	206	248	210	225	178	256	320	219	184	214	177	246	253	226	157	185	187	261	163	219	170	145	129	66	239	105	150	125	149	58	97	116	177	40	42	208	187	154	232					
		24.06%	25.00%	28.26%	23.50%	25.71%	24.79%	24.46%	23.85%	23.05%	27.76%	25.59%	26.73%	25.56%	21.27%	21.76%	28.66%	24.24%	27.83%	24.28%	25.20%	21.55%	29.63%	27.63%	25.49%	24.83%	22.25%	23.23%	22.04%	21.17%	27.66%	18.13%	23.01%	21.72%	21.50%	21.88%	30.72%	24.46%	24.21%	28.41%	23.08%	23.52%	22.29%	25.17%	22.52%	27.59%	15.76%	13.42%	19.63%	31.66%	26.49%	14.38%	21.64%	23.76%	24.02%	26.21%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	981	7	12	13	27	19	29	41	21	18	18	14	21	23	15	23	29	9	29	16	18	19	22	22	16	27	17	31	17	15	30	17	33	43	19	9	9	6	11	8	18	16	10	10	10	4	9	19	6	3	2	44	16	18	23					
		2.44%	1.65%	2.95%	1.90%	3.20%	2.68%	3.46%	4.72%	2.73%	2.33%	2.25%	1.98%	2.95%	2.62%	2.00%	2.73%	3.41%	1.01%	3.35%	1.79%	2.18%	2.20%	1.90%	2.56%	2.16%	2.81%	2.23%	2.78%	1.42%	1.84%	3.46%	2.11%	3.83%	3.54%	2.55%	1.26%	1.29%	1.00%	2.42%	2.80%	1.77%	3.40%	1.68%	1.80%	1.85%	1.09%	1.24%	3.21%	1.07%	1.99%	0.68%	4.58%	2.03%	2.81%	2.60%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13720	142	131	250	309	231	298	310	242	236	279	218	223	335	264	265	276	321	280	316	313	271	371	254	244	345	256	364	451	266	302	248	253	417	298	230	261	197	146	85	370	167	179	194	151	144	341	218	176	63	172	314	260	194	279					
		34.15%	33.49%	32.19%	36.50%	36.61%	32.54%	35.56%	35.71%	31.51%	30.61%	34.83%	30.83%	31.32%	38.11%	35.25%	31.51%	32.47%	36.03%	32.37%	35.39%	37.89%	31.37%	32.04%	29.57%	32.93%	35.86%	33.60%	32.62%	37.74%	32.56%	34.87%	30.85%	29.38%	34.35%	40.00%	32.26%	37.55%	32.89%	32.16%	29.72%	36.42%	35.46%	30.03%	34.95%	27.96%	39.13%	47.16%	36.89%	31.48%	41.72%	58.90%	32.67%	33.04%	30.27%	31.53%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	207	5	1	1	5	4	4	7	3	3	6	4	8	3	1	2	6	3	6	7	4	4	8	4	7	5	4	5	3	3	2	6	5	8	3	4	3	4	3	1	1	1	3	2	1	3	3	5	1	0	0	9	3	8	2					
		0.52%	1.18%	0.25%	0.15%	0.59%	0.56%	0.48%	0.81%	0.39%	0.39%	0.75%	0.57%	1.12%	0.34%	0.13%	0.24%	0.71%	0.34%	0.69%	0.78%	0.48%	0.46%	0.69%	0.47%	0.94%	0.52%	0.52%	0.45%	0.25%	0.37%	0.23%	0.75%	0.58%	0.66%	0.40%	0.56%	0.43%	0.67%	0.66%	0.35%	0.10%	0.21%	0.50%	0.36%	0.19%	0.82%	0.41%	0.85%	0.18%	0.00%	0.00%	0.94%	0.38%	1.25%	0.23%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
