Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Екатериновская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	37	2	1	3	1	2	2	0	0	1	0	1	5	0	1	1	3	1	4	1	0	1	1	1	1	2	1	1									
14	Число погашенных неиспользованных открепительных удостоверений	60	1	3	2	4	5	7	0	3	4	0	0	0	0	0	0	0	4	3	5	2	3	0	4	2	1	4	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	23	2	0	3	1	3	2	0	4	0	1	0	0	0	0	0	0	0	1	0	2	0	0	1	0	1	1	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																						
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	42	4	2	1	0	5	0	2	4	0	0	1	2	2	3	2	0	1	3	1	2	0	2	1	0	3	0	1									
		0.42%	0.61%	0.42%	0.32%	0.00%	0.96%	0.00%	0.30%	0.50%	0.00%	0.00%	0.52%	0.48%	1.18%	2.00%	0.57%	0.00%	0.60%	0.77%	0.26%	0.51%	0.00%	0.50%	0.34%	0.00%	0.90%	0.00%	0.37%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	168	28	14	14	3	6	11	2	0	3	0	3	18	2	4	4	8	3	4	7	6	0	8	6	4	4	0	6									
		1.68%	4.24%	2.94%	4.43%	0.74%	1.15%	2.05%	0.30%	0.00%	1.30%	0.00%	1.56%	4.33%	1.18%	2.67%	1.14%	1.88%	1.81%	1.03%	1.84%	1.53%	0.00%	1.99%	2.07%	0.82%	1.20%	0.00%	2.25%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	73	9	4	6	2	5	3	4	8	0	2	1	8	1	0	0	3	0	4	1	2	0	3	0	3	1	1	2									
		0.73%	1.36%	0.84%	1.90%	0.49%	0.96%	0.56%	0.60%	0.99%	0.00%	1.08%	0.52%	1.92%	0.59%	0.00%	0.00%	0.71%	0.00%	1.03%	0.26%	0.51%	0.00%	0.74%	0.00%	0.61%	0.30%	0.44%	0.75%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7351	386	242	211	300	373	344	509	667	200	141	148	227	135	89	313	358	135	309	312	285	102	295	227	380	264	181	218									
		73.63%	58.40%	50.73%	66.77%	74.07%	71.59%	64.06%	75.97%	82.96%	86.58%	76.22%	77.08%	54.57%	79.41%	59.33%	89.43%	84.24%	81.33%	79.23%	81.89%	72.89%	75.00%	73.20%	78.28%	77.87%	79.28%	79.04%	81.65%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	28	7	3	1	3	0	1	0	2	0	0	0	3	0	0	1	1	1	0	1	1	0	0	2	0	1	0	0									
		0.28%	1.06%	0.63%	0.32%	0.74%	0.00%	0.19%	0.00%	0.25%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.29%	0.24%	0.60%	0.00%	0.26%	0.26%	0.00%	0.00%	0.69%	0.00%	0.30%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	0	0	0	0	0	2	0	1	0	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0									
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.12%	0.00%	1.08%	0.52%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.30%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1004	99	80	30	24	35	90	35	67	12	19	18	66	16	34	22	28	12	40	32	49	16	34	37	39	34	16	20									
		10.06%	14.98%	16.77%	9.49%	5.93%	6.72%	16.76%	5.22%	8.33%	5.19%	10.27%	9.38%	15.87%	9.41%	22.67%	6.29%	6.59%	7.23%	10.26%	8.40%	12.53%	11.76%	8.44%	12.76%	7.99%	10.21%	6.99%	7.49%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	32	5	8	0	0	10	4	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0									
		0.32%	0.76%	1.68%	0.00%	0.00%	1.92%	0.74%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.26%	0.00%	0.25%	0.00%	0.20%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	38	4	3	0	0	5	2	1	5	0	2	0	10	0	0	0	0	0	3	0	1	0	0	1	0	1	0	0									
		0.38%	0.61%	0.63%	0.00%	0.00%	0.96%	0.37%	0.15%	0.62%	0.00%	1.08%	0.00%	2.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.77%	0.00%	0.26%	0.00%	0.00%	0.34%	0.00%	0.30%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	1	0	0	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1									
		0.09%	0.00%	0.21%	0.00%	0.00%	0.77%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	28	4	2	1	0	5	2	1	0	0	0	1	2	0	1	2	1	0	2	0	0	0	0	2	0	2	0	0									
		0.28%	0.61%	0.42%	0.32%	0.00%	0.96%	0.37%	0.15%	0.00%	0.00%	0.00%	0.52%	0.48%	0.00%	0.67%	0.57%	0.24%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.69%	0.00%	0.60%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	935	92	100	40	60	41	60	101	36	13	14	16	69	12	14	6	17	5	15	20	34	18	46	11	35	16	27	17									
		9.36%	13.92%	20.96%	12.66%	14.81%	7.87%	11.17%	15.07%	4.48%	5.63%	7.57%	8.33%	16.59%	7.06%	9.33%	1.71%	4.00%	3.01%	3.85%	5.25%	8.70%	13.24%	11.41%	3.79%	7.17%	4.80%	11.79%	6.37%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	20	0	2	3	0	2	2	3	1	0	0	0	3	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0									
		0.20%	0.00%	0.42%	0.95%	0.00%	0.38%	0.37%	0.45%	0.12%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.77%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	176	17	10	7	11	30	10	7	12	2	4	3	4	1	3	0	0	4	4	6	2	0	1	2	25	6	4	1									
		1.76%	2.57%	2.10%	2.22%	2.72%	5.76%	1.86%	1.04%	1.49%	0.87%	2.16%	1.56%	0.96%	0.59%	2.00%	0.00%	0.00%	2.41%	1.03%	1.57%	0.51%	0.00%	0.25%	0.69%	5.12%	1.80%	1.75%	0.37%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
