Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    район Братеево																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743									
		3.05%	1.88%	2.62%	2.97%	2.06%	4.16%	4.42%	2.26%	2.99%	2.75%	3.60%	1.58%	3.42%	3.70%	1.96%	3.68%	2.50%	4.07%	3.68%	2.47%	3.28%	2.47%	2.41%	3.22%	4.13%	4.15%	2.26%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9332	432	366	276	291	372	329	416	315	339	539	338	230	420	260	366	337	278	395	280	285	868	465	310	319	310	196									
		45.02%	54.20%	36.82%	34.16%	39.92%	41.84%	41.59%	52.20%	39.23%	44.31%	55.40%	53.48%	31.46%	55.56%	46.26%	37.39%	40.07%	37.67%	46.86%	46.13%	40.60%	65.02%	48.69%	43.36%	39.92%	44.35%	40.25%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	298	13	19	13	11	14	7	13	18	19	6	8	18	7	5	18	13	8	13	6	11	9	13	11	10	9	6									
		1.44%	1.63%	1.91%	1.61%	1.51%	1.57%	0.88%	1.63%	2.24%	2.48%	0.62%	1.27%	2.46%	0.93%	0.89%	1.84%	1.55%	1.08%	1.54%	0.99%	1.57%	0.67%	1.36%	1.54%	1.25%	1.29%	1.23%									
24	"6. Политическая партия ""Гражданская Платформа"""	60	4	6	1	2	0	1	6	0	4	3	1	1	2	0	4	2	3	2	2	2	1	2	4	1	3	3									
		0.29%	0.50%	0.60%	0.12%	0.27%	0.00%	0.13%	0.75%	0.00%	0.52%	0.31%	0.16%	0.14%	0.26%	0.00%	0.41%	0.24%	0.41%	0.24%	0.33%	0.28%	0.07%	0.21%	0.56%	0.13%	0.43%	0.62%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3112	77	144	133	96	128	142	107	136	121	116	95	135	72	87	135	155	121	143	109	100	127	153	109	133	140	98									
		15.01%	9.66%	14.49%	16.46%	13.17%	14.40%	17.95%	13.43%	16.94%	15.82%	11.92%	15.03%	18.47%	9.52%	15.48%	13.79%	18.43%	16.40%	16.96%	17.96%	14.25%	9.51%	16.02%	15.24%	16.65%	20.03%	20.12%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	451	17	22	21	27	23	9	17	25	16	11	11	20	26	19	30	20	15	8	10	18	19	19	15	10	11	12									
		2.18%	2.13%	2.21%	2.60%	3.70%	2.59%	1.14%	2.13%	3.11%	2.09%	1.13%	1.74%	2.74%	3.44%	3.38%	3.06%	2.38%	2.03%	0.95%	1.65%	2.56%	1.42%	1.99%	2.10%	1.25%	1.57%	2.46%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	539	27	42	26	20	26	10	17	25	17	20	15	31	24	17	37	18	15	16	18	24	19	9	16	22	15	13									
		2.60%	3.39%	4.23%	3.22%	2.74%	2.92%	1.26%	2.13%	3.11%	2.22%	2.06%	2.37%	4.24%	3.17%	3.02%	3.78%	2.14%	2.03%	1.90%	2.97%	3.42%	1.42%	0.94%	2.24%	2.75%	2.15%	2.67%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	28	1	1	1	0	2	2	1	0	2	0	2	1	2	1	4	0	0	0	0	1	2	1	0	1	2	1									
		0.14%	0.13%	0.10%	0.12%	0.00%	0.22%	0.25%	0.13%	0.00%	0.26%	0.00%	0.32%	0.14%	0.26%	0.18%	0.41%	0.00%	0.00%	0.00%	0.00%	0.14%	0.15%	0.10%	0.00%	0.13%	0.29%	0.21%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1110	52	88	56	53	47	33	48	49	39	22	23	55	32	43	71	22	53	34	31	50	37	40	36	56	19	21									
		5.36%	6.52%	8.85%	6.93%	7.27%	5.29%	4.17%	6.02%	6.10%	5.10%	2.26%	3.64%	7.52%	4.23%	7.65%	7.25%	2.62%	7.18%	4.03%	5.11%	7.12%	2.77%	4.19%	5.03%	7.01%	2.72%	4.31%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2526	78	147	132	106	129	103	67	111	94	90	64	102	72	63	155	125	98	91	81	79	109	108	85	102	69	66									
		12.19%	9.79%	14.79%	16.34%	14.54%	14.51%	13.02%	8.41%	13.82%	12.29%	9.25%	10.13%	13.95%	9.52%	11.21%	15.83%	14.86%	13.28%	10.79%	13.34%	11.25%	8.16%	11.31%	11.89%	12.77%	9.87%	13.55%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	114	3	5	3	8	8	5	4	5	6	3	2	2	6	1	8	8	1	4	3	6	2	3	2	11	3	2									
		0.55%	0.38%	0.50%	0.37%	1.10%	0.90%	0.63%	0.50%	0.62%	0.78%	0.31%	0.32%	0.27%	0.79%	0.18%	0.82%	0.95%	0.14%	0.47%	0.49%	0.85%	0.15%	0.31%	0.28%	1.38%	0.43%	0.41%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1261	46	63	67	48	48	62	41	45	50	70	33	54	31	26	54	63	61	50	23	52	55	56	50	48	44	21									
		6.08%	5.77%	6.34%	8.29%	6.58%	5.40%	7.84%	5.14%	5.60%	6.54%	7.19%	5.22%	7.39%	4.10%	4.63%	5.52%	7.49%	8.27%	5.93%	3.79%	7.41%	4.12%	5.86%	6.99%	6.01%	6.29%	4.31%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
