Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
Наименование Избирательной комиссии:    Марьяновская																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	283	15	10	10	25	15	50	2	5	4	2	2	2	10	2	2	3	2	11	2	2	2	2	6	2	2	2	2	8	2	2	2	24	2	15	2	2	2	6	2	10	2	8									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	144	6	0	9	14	6	35	0	2	0	0	0	0	3	0	1	2	1	4	1	0	1	0	0	0	0	0	0	5	0	0	0	24	1	10	1	0	0	1	1	8	0	8									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	69	1	0	4	6	20	6	0	0	0	0	0	1	0	0	3	2	1	3	0	0	2	2	1	0	0	0	1	1	3	1	1	4	1	2	1	0	0	1	0	0	1	0									
14	Число погашенных неиспользованных открепительных удостоверений	139	9	10	1	11	9	15	2	3	4	2	2	2	7	2	1	1	1	7	1	2	1	2	6	2	2	2	2	3	2	2	2	0	1	5	1	2	2	5	1	2	2	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	1	0	1	6	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	89	4	5	2	4	19	4	0	1	0	0	3	2	0	0	0	1	1	5	0	0	0	1	3	0	0	0	1	1	3	4	0	1	1	10	0	0	0	2	6	2	1	2									
		1.00%	0.89%	1.36%	0.45%	0.79%	2.93%	0.64%	0.00%	1.56%	0.00%	0.00%	5.77%	1.35%	0.00%	0.00%	0.00%	0.79%	0.43%	1.00%	0.00%	0.00%	0.00%	0.61%	1.15%	0.00%	0.00%	0.00%	1.23%	0.34%	1.00%	2.99%	0.00%	0.28%	0.47%	2.62%	0.00%	0.00%	0.00%	0.71%	4.32%	1.37%	0.75%	1.09%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	375	20	13	24	22	29	30	0	4	7	0	2	12	12	4	2	8	10	20	4	5	4	9	7	1	0	11	12	14	6	0	3	17	6	15	1	4	2	14	4	2	9	6									
		4.23%	4.47%	3.53%	5.45%	4.37%	4.48%	4.81%	0.00%	6.25%	3.83%	0.00%	3.85%	8.11%	3.05%	4.76%	3.23%	6.35%	4.31%	4.01%	3.54%	4.95%	2.84%	5.45%	2.67%	2.86%	0.00%	9.48%	14.81%	4.70%	2.00%	0.00%	3.19%	4.83%	2.83%	3.93%	0.89%	5.33%	6.25%	4.96%	2.88%	1.37%	6.77%	3.28%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	121	8	3	6	10	9	7	0	0	1	0	0	0	9	0	0	2	4	16	0	0	0	0	1	0	0	2	1	5	7	1	1	4	3	3	1	1	0	4	0	3	5	4									
		1.36%	1.79%	0.82%	1.36%	1.98%	1.39%	1.12%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	2.29%	0.00%	0.00%	1.59%	1.72%	3.21%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	1.72%	1.23%	1.68%	2.33%	0.75%	1.06%	1.14%	1.42%	0.79%	0.89%	1.33%	0.00%	1.42%	0.00%	2.05%	3.76%	2.19%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4044	201	146	180	178	238	299	25	35	106	9	22	77	218	46	37	54	117	174	54	48	77	98	114	19	32	57	36	148	133	87	31	164	104	186	71	26	15	117	55	68	64	78									
		45.58%	44.97%	39.67%	40.91%	35.32%	36.73%	47.92%	73.53%	54.69%	57.92%	32.14%	42.31%	52.03%	55.47%	54.76%	59.68%	42.86%	50.43%	34.87%	47.79%	47.52%	54.61%	59.39%	43.51%	54.29%	66.67%	49.14%	44.44%	49.66%	44.33%	64.93%	32.98%	46.59%	49.06%	48.69%	63.39%	34.67%	46.88%	41.49%	39.57%	46.58%	48.12%	42.62%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	36	0	2	0	5	5	4	0	0	0	0	1	1	2	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	6	0	2	0	0	0	1	1	0	0	1									
		0.41%	0.00%	0.54%	0.00%	0.99%	0.77%	0.64%	0.00%	0.00%	0.00%	0.00%	1.92%	0.68%	0.51%	0.00%	0.00%	0.79%	0.43%	0.00%	0.00%	0.99%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%	0.00%	1.70%	0.00%	0.52%	0.00%	0.00%	0.00%	0.35%	0.72%	0.00%	0.00%	0.55%									
24	"6. Политическая партия ""Гражданская Платформа"""	19	0	0	1	0	7	2	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0									
		0.21%	0.00%	0.00%	0.23%	0.00%	1.08%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	1.61%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	2.86%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.28%	0.47%	0.26%	0.89%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1432	73	67	75	79	92	111	8	13	19	2	13	0	44	13	10	12	38	76	11	4	21	27	53	10	3	18	7	51	81	27	30	42	38	73	17	12	3	44	25	36	16	38									
		16.14%	16.33%	18.21%	17.05%	15.67%	14.20%	17.79%	23.53%	20.31%	10.38%	7.14%	25.00%	0.00%	11.20%	15.48%	16.13%	9.52%	16.38%	15.23%	9.73%	3.96%	14.89%	16.36%	20.23%	28.57%	6.25%	15.52%	8.64%	17.11%	27.00%	20.15%	31.91%	11.93%	17.92%	19.11%	15.18%	16.00%	9.38%	15.60%	17.99%	24.66%	12.03%	20.77%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	32	3	3	1	5	6	0	0	0	1	0	0	1	1	0	0	0	0	2	2	2	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0									
		0.36%	0.67%	0.82%	0.23%	0.99%	0.93%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.68%	0.25%	0.00%	0.00%	0.00%	0.00%	0.40%	1.77%	1.98%	0.71%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	72	4	1	2	4	8	4	0	3	0	0	1	0	2	0	1	3	3	2	2	3	0	1	2	0	0	0	0	6	2	0	0	5	6	0	3	0	0	2	1	0	0	1									
		0.81%	0.89%	0.27%	0.45%	0.79%	1.23%	0.64%	0.00%	4.69%	0.00%	0.00%	1.92%	0.00%	0.51%	0.00%	1.61%	2.38%	1.29%	0.40%	1.77%	2.97%	0.00%	0.61%	0.76%	0.00%	0.00%	0.00%	0.00%	2.01%	0.67%	0.00%	0.00%	1.42%	2.83%	0.00%	2.68%	0.00%	0.00%	0.71%	0.72%	0.00%	0.00%	0.55%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	0	2	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0									
		0.15%	0.00%	0.54%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	1.42%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	73	4	3	5	5	7	1	0	0	3	0	3	2	0	0	0	2	0	7	0	1	1	0	4	0	0	0	1	1	1	0	3	3	1	2	0	0	0	4	1	2	3	3									
		0.82%	0.89%	0.82%	1.14%	0.99%	1.08%	0.16%	0.00%	0.00%	1.64%	0.00%	5.77%	1.35%	0.00%	0.00%	0.00%	1.59%	0.00%	1.40%	0.00%	0.99%	0.71%	0.00%	1.53%	0.00%	0.00%	0.00%	1.23%	0.34%	0.33%	0.00%	3.19%	0.85%	0.47%	0.52%	0.00%	0.00%	0.00%	1.42%	0.72%	1.37%	2.26%	1.64%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2037	107	101	123	159	175	124	0	3	35	17	5	46	79	21	10	25	42	169	33	23	30	22	57	1	12	17	21	58	46	10	21	90	45	66	15	25	9	64	36	24	26	45									
		22.96%	23.94%	27.45%	27.95%	31.55%	27.01%	19.87%	0.00%	4.69%	19.13%	60.71%	9.62%	31.08%	20.10%	25.00%	16.13%	19.84%	18.10%	33.87%	29.20%	22.77%	21.28%	13.33%	21.76%	2.86%	25.00%	14.66%	25.93%	19.46%	15.33%	7.46%	22.34%	25.57%	21.23%	17.28%	13.39%	33.33%	28.13%	22.70%	25.90%	16.44%	19.55%	24.59%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	29	2	3	1	3	3	1	0	0	1	0	0	1	1	0	0	0	0	1	1	2	0	0	1	0	0	0	0	2	1	0	0	0	0	2	0	0	0	2	0	0	1	0									
		0.33%	0.45%	0.82%	0.23%	0.60%	0.46%	0.16%	0.00%	0.00%	0.55%	0.00%	0.00%	0.68%	0.25%	0.00%	0.00%	0.00%	0.00%	0.20%	0.88%	1.98%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.67%	0.33%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.71%	0.00%	0.00%	0.75%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	242	12	10	12	13	26	17	1	1	9	0	0	3	7	0	0	2	10	20	1	3	4	3	5	1	1	4	1	8	5	2	2	15	5	9	1	3	0	10	5	2	7	2									
		2.73%	2.68%	2.72%	2.73%	2.58%	4.01%	2.72%	2.94%	1.56%	4.92%	0.00%	0.00%	2.03%	1.78%	0.00%	0.00%	1.59%	4.31%	4.01%	0.88%	2.97%	2.84%	1.82%	1.91%	2.86%	2.08%	3.45%	1.23%	2.68%	1.67%	1.49%	2.13%	4.26%	2.36%	2.36%	0.89%	4.00%	0.00%	3.55%	3.60%	1.37%	5.26%	1.09%									
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
