Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																												
Дата голосования: 04.12.2011																																																												
																																																												
Наименование Избирательной комиссии:    Караидельская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №2250	УИК №2251	УИК №2252	УИК №2253	УИК №2254	УИК №2255	УИК №2256	УИК №2257	УИК №2258	УИК №2259	УИК №2260	УИК №2261	УИК №2262	УИК №2263	УИК №2264	УИК №2265	УИК №2266	УИК №2267	УИК №2268	УИК №2269	УИК №2270	УИК №2271	УИК №2272	УИК №2273	УИК №2274	УИК №2275	УИК №2276	УИК №2277	УИК №2278	УИК №2279	УИК №2280	УИК №2281	УИК №2282	УИК №2283	УИК №2284	УИК №2285	УИК №2286	УИК №2287	УИК №2288	УИК №2289	УИК №2290	УИК №2291	УИК №2292	УИК №2293	УИК №2294	УИК №2295	УИК №2296	УИК №2297	УИК №2298	УИК №2299	УИК №2300	УИК №2301	УИК №2302					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	753	10	5	8	24	11	45	15	20	7	85	40	20	6	6	6	7	3	4	8	14	8	8	8	8	70	14	5	5	6	30	10	5	5	5	30	12	14	12	12	12	15	40	5	5	5	5	5	5	5	5	5	15	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	639	5	4	8	13	10	45	15	16	7	65	24	17	6	3	6	6	3	4	8	14	8	8	4	6	70	14	5	5	6	30	10	5	5	5	26	9	14	8	7	6	15	30	5	5	5	5	5	5	5	5	5	8	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	152	3	1	0	9	1	6	3	2	1	12	17	4	0	0	0	1	4	0	4	0	0	0	0	0	34	13	2	0	1	1	6	1	0	3	5	1	1	1	3	2	0	2	0	0	2	1	0	2	0	0	0	3	0					
14	Число погашенных неиспользованных открепительных удостоверений	114	5	1	0	11	1	0	0	4	0	20	16	3	0	3	0	1	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	4	3	0	4	5	6	0	10	0	0	0	0	0	0	0	0	0	7	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	41	0	0	0	0	0	4	1	0	0	0	4	1	0	0	0	4	0	1	0	0	0	0	0	1	0	8	2	0	0	6	0	0	0	0	0	0	0	2	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	464	9	6	8	35	6	24	3	9	8	18	23	8	2	8	6	24	6	5	1	11	5	9	4	0	24	4	9	5	8	12	13	4	3	5	10	2	5	15	9	8	5	28	10	2	1	3	2	8	1	7	2	10	11					
		2.32%	2.60%	3.13%	2.71%	3.23%	1.46%	3.05%	2.65%	4.35%	2.57%	0.76%	1.47%	1.39%	1.41%	2.09%	2.82%	4.40%	1.28%	1.24%	1.39%	3.10%	2.87%	3.02%	2.63%	0.00%	2.10%	3.33%	2.02%	2.18%	1.99%	2.70%	3.36%	2.44%	3.09%	4.03%	2.86%	1.90%	2.33%	3.39%	2.31%	2.87%	1.62%	5.59%	5.81%	1.27%	1.39%	4.11%	2.30%	3.85%	1.10%	1.48%	0.90%	3.10%	2.78%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	679	12	3	11	25	9	23	5	18	11	82	68	5	3	8	7	18	16	16	4	13	5	12	6	2	52	10	18	10	12	9	16	6	3	6	9	2	9	10	17	4	7	32	6	3	0	1	3	5	1	9	6	14	17					
		3.40%	3.47%	1.56%	3.73%	2.31%	2.19%	2.92%	4.42%	8.70%	3.54%	3.47%	4.34%	0.87%	2.11%	2.09%	3.29%	3.30%	3.40%	3.96%	5.56%	3.66%	2.87%	4.03%	3.95%	1.92%	4.55%	8.33%	4.04%	4.37%	2.99%	2.03%	4.13%	3.66%	3.09%	4.84%	2.57%	1.90%	4.19%	2.26%	4.36%	1.43%	2.27%	6.39%	3.49%	1.91%	0.00%	1.37%	3.45%	2.40%	1.10%	1.90%	2.70%	4.33%	4.30%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	61	1	0	1	6	1	0	0	1	0	8	2	2	2	5	0	0	0	0	0	0	4	2	1	0	6	0	0	0	0	2	0	0	0	0	3	2	0	0	1	0	0	2	0	0	0	0	0	2	0	3	2	2	0					
		0.31%	0.29%	0.00%	0.34%	0.55%	0.24%	0.00%	0.00%	0.48%	0.00%	0.34%	0.13%	0.35%	1.41%	1.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.30%	0.67%	0.66%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.86%	1.90%	0.00%	0.00%	0.26%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	0.00%	0.63%	0.90%	0.62%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	856	14	13	13	53	15	24	4	11	10	102	82	51	4	15	8	35	4	6	12	14	0	14	7	4	46	5	18	10	12	19	19	6	6	5	14	2	9	28	13	17	13	29	6	3	2	1	3	6	2	0	15	15	17					
		4.28%	4.05%	6.77%	4.41%	4.90%	3.65%	3.05%	3.54%	5.31%	3.22%	4.32%	5.23%	8.85%	2.82%	3.93%	3.76%	6.42%	0.85%	1.49%	16.67%	3.94%	0.00%	4.70%	4.61%	3.85%	4.02%	4.17%	4.04%	4.37%	2.99%	4.28%	4.91%	3.66%	6.19%	4.03%	4.00%	1.90%	4.19%	6.32%	3.33%	6.09%	4.22%	5.79%	3.49%	1.91%	2.78%	1.37%	3.45%	2.88%	2.20%	0.00%	6.76%	4.64%	4.30%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	68	3	0	1	12	0	0	0	1	0	13	3	2	2	2	1	2	0	0	2	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	1	0	3	0	1	0					
		0.34%	0.87%	0.00%	0.34%	1.11%	0.00%	0.00%	0.00%	0.48%	0.00%	0.55%	0.19%	0.35%	1.41%	0.52%	0.47%	0.37%	0.00%	0.00%	2.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	1.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.63%	0.00%	0.31%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	17718	305	170	261	942	371	717	101	167	279	2125	1386	503	125	341	190	459	432	374	53	317	160	260	134	98	996	101	401	204	370	400	337	146	85	108	311	97	192	390	345	250	277	401	147	149	69	68	79	175	72	451	197	281	349					
		88.67%	88.15%	88.54%	88.47%	87.06%	90.27%	90.99%	89.38%	80.68%	89.71%	90.00%	88.39%	87.33%	88.03%	89.27%	89.20%	84.22%	91.91%	92.57%	73.61%	89.30%	91.95%	87.25%	88.16%	94.23%	87.14%	84.17%	89.91%	89.08%	92.04%	90.09%	87.08%	89.02%	87.63%	87.10%	88.86%	92.38%	89.30%	88.04%	88.46%	89.61%	89.94%	80.04%	85.47%	94.90%	95.83%	93.15%	90.80%	84.13%	79.12%	95.35%	88.74%	86.99%	88.35%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	42	1	0	0	2	3	0	0	0	0	9	4	3	2	1	1	1	0	0	0	0	0	1	0	0	8	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0					
		0.21%	0.29%	0.00%	0.00%	0.18%	0.73%	0.00%	0.00%	0.00%	0.00%	0.38%	0.26%	0.52%	1.41%	0.26%	0.47%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	1.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
