Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																													
Дата голосования: 02.12.2007																																																													
																																																													
Наименование Избирательной комиссии:    Караидельская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №2275	УИК №2276	УИК №2277	УИК №2278	УИК №2279	УИК №2280	УИК №2281	УИК №2282	УИК №2283	УИК №2284	УИК №2285	УИК №2286	УИК №2287	УИК №2288	УИК №2289	УИК №2290	УИК №2291	УИК №2292	УИК №2293	УИК №2294	УИК №2295	УИК №2296	УИК №2297	УИК №2298	УИК №2299	УИК №2300	УИК №2301	УИК №2302	УИК №2303	УИК №2304	УИК №2305	УИК №2306	УИК №2307	УИК №2308	УИК №2309	УИК №2310	УИК №2311	УИК №2312	УИК №2313	УИК №2314	УИК №2315	УИК №2316	УИК №2317	УИК №2318	УИК №2319	УИК №2320	УИК №2321	УИК №2322	УИК №2323	УИК №2324	УИК №2325	УИК №2326	УИК №2327	УИК №2328					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	681	8	6	6	23	14	24	36	0	17	3	7	79	36	13	9	13	9	7	3	3	8	3	3	3	2	50	8	3	3	8	7	3	22	20	11	19	6	37	7	10	0	0	0	7	62	9	9	2	2	6	3	3	16	13					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	681	8	6	6	23	14	24	36	0	17	3	7	79	36	13	9	13	9	7	3	3	8	3	3	3	2	50	8	3	3	8	7	3	22	20	11	19	6	37	7	10	0	0	0	7	62	9	9	2	2	6	3	3	16	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	102	4	0	1	1	0	3	2	1	3	2	0	26	0	3	0	1	3	1	0	0	0	0	0	0	2	2	0	4	0	1	0	0	7	0	0	2	0	1	3	0	4	0	1	1	0	0	0	0	18	0	1	2	0	2					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	0	0	0	0	0	2	0	0	0	2	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
18	1.Политическая партия «Аграрная партия России»	58	1	0	2	3	1	7	2	0	1	2	1	3	3	3	0	1	0	3	0	0	0	0	1	0	0	1	0	3	0	2	0	0	1	2	0	0	0	1	0	1	2	1	3	1	1	1	0	0	0	0	0	0	3	1					
		0.31%	0.35%	0.00%	0.76%	0.83%	0.48%	0.69%	0.27%	0.00%	0.52%	0.46%	0.34%	0.14%	0.23%	0.65%	0.00%	0.18%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.09%	0.00%	0.61%	0.00%	0.53%	0.00%	0.00%	0.22%	0.55%	0.00%	0.00%	0.00%	0.29%	0.00%	0.49%	0.47%	0.26%	1.09%	0.30%	0.24%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.99%	0.25%					
19	2.Всероссийская политическая партия «Гражданская Сила»	11	0	0	0	0	0	1	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	8	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.04%	0.00%	0.50%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.05%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.27%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	334	1	4	2	2	1	18	9	1	1	4	2	115	17	7	3	7	6	4	0	1	0	2	3	2	1	22	1	17	2	5	3	5	6	3	3	2	1	7	0	2	10	4	2	4	4	1	4	1	3	1	2	0	3	3					
		1.76%	0.35%	1.98%	0.76%	0.56%	0.48%	1.76%	1.20%	0.81%	0.52%	0.93%	0.69%	5.36%	1.31%	1.51%	1.95%	1.26%	1.41%	0.99%	0.00%	1.28%	0.00%	1.29%	1.13%	1.27%	0.79%	2.02%	0.85%	3.48%	0.85%	1.34%	1.44%	1.30%	1.30%	0.82%	2.14%	2.38%	0.83%	2.06%	0.00%	0.98%	2.34%	1.06%	0.72%	1.21%	0.98%	0.63%	2.42%	1.28%	2.83%	1.28%	0.88%	0.00%	0.99%	0.76%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	13	0	0	0	0	0	2	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.27%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	8	0	0	1	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.04%	0.00%	0.00%	0.38%	0.00%	0.00%	0.29%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	109	1	1	3	2	0	13	7	1	2	1	1	4	12	2	0	2	3	2	0	1	0	1	1	0	0	7	2	0	1	0	2	3	3	3	3	0	2	2	1	3	3	3	0	1	2	1	2	1	0	0	1	0	1	2					
		0.58%	0.35%	0.50%	1.15%	0.56%	0.00%	1.27%	0.93%	0.81%	1.05%	0.23%	0.34%	0.19%	0.92%	0.43%	0.00%	0.36%	0.70%	0.49%	0.00%	1.28%	0.00%	0.65%	0.38%	0.00%	0.00%	0.64%	1.69%	0.00%	0.42%	0.00%	0.96%	0.78%	0.65%	0.82%	2.14%	0.00%	1.67%	0.59%	0.93%	1.47%	0.70%	0.79%	0.00%	0.30%	0.49%	0.63%	1.21%	1.28%	0.00%	0.00%	0.44%	0.00%	0.33%	0.51%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	113	0	0	0	3	0	11	5	3	2	2	0	8	9	8	2	6	4	0	0	1	0	0	1	0	0	3	1	0	0	6	0	5	3	3	0	1	1	1	2	1	0	2	1	3	7	1	0	1	0	1	1	0	2	2					
		0.60%	0.00%	0.00%	0.00%	0.83%	0.00%	1.08%	0.67%	2.42%	1.05%	0.46%	0.00%	0.37%	0.69%	1.73%	1.30%	1.08%	0.94%	0.00%	0.00%	1.28%	0.00%	0.00%	0.38%	0.00%	0.00%	0.27%	0.85%	0.00%	0.00%	1.60%	0.00%	1.30%	0.65%	0.82%	0.00%	1.19%	0.83%	0.29%	1.87%	0.49%	0.00%	0.53%	0.36%	0.91%	1.71%	0.63%	0.00%	1.28%	0.00%	1.28%	0.44%	0.00%	0.66%	0.51%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	28	0	0	0	0	0	2	3	1	0	0	0	7	1	0	0	0	2	4	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1					
		0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.40%	0.81%	0.00%	0.00%	0.00%	0.33%	0.08%	0.00%	0.00%	0.00%	0.47%	0.99%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.27%	0.00%	0.00%	0.22%	0.27%	0.00%	0.00%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.99%	0.33%	0.25%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	17558	273	174	221	339	199	855	662	111	178	408	274	2001	1255	389	149	537	401	392	51	67	364	149	258	155	126	995	111	461	232	337	177	355	386	293	124	66	110	327	103	196	412	367	270	315	396	154	159	75	103	76	220	100	279	371					
		92.77%	96.81%	86.14%	84.35%	94.17%	96.14%	83.74%	88.38%	89.52%	93.19%	94.44%	94.48%	93.24%	96.39%	84.02%	96.75%	96.41%	93.91%	96.79%	100.00%	85.90%	100.00%	96.13%	97.36%	98.73%	99.21%	91.20%	94.07%	94.47%	98.31%	90.11%	84.69%	91.97%	83.55%	80.27%	88.57%	78.57%	91.67%	96.18%	96.26%	96.08%	96.49%	96.83%	97.83%	95.45%	96.59%	97.47%	96.36%	96.15%	97.17%	97.44%	96.92%	99.01%	92.69%	93.69%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	18	0	0	0	0	0	5	1	0	0	0	0	2	1	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1					
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.13%	0.00%	0.00%	0.00%	0.00%	0.09%	0.08%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.25%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
