Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																														
Дата голосования: 07.12.2003 0:00:00																																																														
																																																														
Наименование Избирательной комиссии:    Иглинская																																																														
																																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																														
																																																														
		Сумма	УИК №2315	УИК №2316	УИК №2317	УИК №2318	УИК №2319	УИК №2320	УИК №2321	УИК №2322	УИК №2323	УИК №2324	УИК №2325	УИК №2326	УИК №2327	УИК №2328	УИК №2329	УИК №2330	УИК №2331	УИК №2332	УИК №2333	УИК №2334	УИК №2335	УИК №2336	УИК №2337	УИК №2338	УИК №2339	УИК №2340	УИК №2341	УИК №2342	УИК №2343	УИК №2344	УИК №2345	УИК №2346	УИК №2347	УИК №2348	УИК №2349	УИК №2350	УИК №2351	УИК №2352	УИК №2353	УИК №2354	УИК №2355	УИК №2356	УИК №2357	УИК №2358	УИК №2359	УИК №2360	УИК №2361	УИК №2362	УИК №2363	УИК №2364	УИК №2365	УИК №2366	УИК №2367	УИК №2368	УИК №2369					
		0.55%	0.32%	0.73%	0.32%	0.53%	0.84%	0.20%	0.87%	0.47%	0.73%	0.0%	1.00%	1.26%	0.25%	1.06%	0.56%	0.24%	0.0%	0.0%	0.73%	2.0%	0.0%	0.66%	0.0%	1.33%	0.0%	1.4%	0.44%	0.71%	0.83%	1.78%	0.89%	0.26%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	1.38%	0.91%	0.0%	0.0%	0.0%	0.0%	0.73%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.43%	2.70%					
23	"6. ""Объединенная Российская партия ""Русь"""	86	3	2	5	5	1	3	2	0	5	1	2	1	3	2	0	0	3	2	0	0	5	2	1	4	1	1	6	0	0	2	1	2	0	1	0	0	0	0	1	0	0	0	7	1	2	0	0	0	0	2	0	0	4	2	1					
		0.38%	0.32%	0.24%	0.54%	0.53%	0.12%	0.30%	0.21%	0.0%	0.73%	0.19%	0.25%	0.11%	0.77%	0.53%	0.0%	0.0%	1.18%	1.39%	0.0%	0.0%	0.70%	0.66%	1.61%	0.89%	0.83%	0.2%	1.34%	0.0%	0.0%	0.44%	0.89%	0.52%	0.0%	0.74%	0.0%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	1.31%	1.05%	0.20%	0.0%	0.0%	0.0%	0.0%	0.72%	0.0%	0.0%	0.46%	0.87%	0.67%					
24	"7. ""Новый курс - Автомобильная Россия"""	212	17	19	15	12	20	15	6	23	3	5	10	4	1	1	2	5	2	4	2	0	6	0	0	3	2	9	2	0	0	1	0	0	0	1	0	0	1	0	0	1	5	0	3	0	1	0	4	0	1	3	0	0	1	0	2					
		0.94%	1.85%	2.33%	1.63%	1.27%	2.40%	1.53%	0.65%	2.70%	0.44%	0.98%	1.25%	0.45%	0.25%	0.26%	0.37%	1.20%	0.79%	2.79%	0.49%	0.0%	0.84%	0.0%	0.0%	0.66%	1.66%	1.8%	0.44%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.74%	0.0%	0.0%	0.95%	0.0%	0.0%	0.91%	2.04%	0.0%	0.56%	0.0%	0.10%	0.0%	1.10%	0.0%	0.48%	1.09%	0.0%	0.0%	0.11%	0.0%	1.35%					
25	"8. ""Народно-республиканская партия России"""	91	4	4	3	4	1	6	4	1	2	2	4	3	1	1	0	1	3	1	1	1	0	3	0	1	0	2	3	0	0	2	1	2	1	0	3	0	1	0	2	3	0	0	4	1	0	2	0	0	2	1	1	3	5	0	1					
		0.40%	0.43%	0.49%	0.32%	0.42%	0.12%	0.61%	0.43%	0.11%	0.29%	0.39%	0.50%	0.34%	0.25%	0.26%	0.0%	0.24%	1.18%	0.69%	0.24%	0.66%	0.0%	1.0%	0.0%	0.22%	0.0%	0.4%	0.67%	0.0%	0.0%	0.44%	0.89%	0.52%	0.87%	0.0%	0.74%	0.0%	0.95%	0.0%	0.92%	2.75%	0.0%	0.0%	0.75%	1.05%	0.0%	0.75%	0.0%	0.0%	0.97%	0.36%	0.51%	1.5%	0.58%	0.0%	0.67%					
26	"9. ""Российская экологическая партия ""Зеленые"""	64	2	1	4	4	4	3	0	6	3	1	0	1	0	0	1	1	2	0	2	1	2	0	0	0	0	2	0	2	0	3	0	2	0	0	0	0	0	0	1	0	0	0	1	0	6	0	0	0	0	2	0	1	2	1	3					
		0.28%	0.21%	0.12%	0.43%	0.42%	0.48%	0.30%	0.0%	0.70%	0.44%	0.19%	0.0%	0.11%	0.0%	0.0%	0.18%	0.24%	0.79%	0.0%	0.49%	0.66%	0.28%	0.0%	0.0%	0.0%	0.0%	0.4%	0.0%	1.42%	0.0%	0.67%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.18%	0.0%	0.62%	0.0%	0.0%	0.0%	0.0%	0.72%	0.0%	0.5%	0.23%	0.43%	2.02%					
27	"10. ""Аграрная партия России"""	784	34	27	23	26	25	10	27	34	18	15	18	22	2	4	3	26	13	5	9	6	40	13	0	62	7	22	35	12	19	16	1	10	3	3	6	5	2	0	6	6	8	0	30	9	32	5	17	0	14	7	5	2	28	7	5					
		3.48%	3.71%	3.32%	2.51%	2.76%	3.00%	1.02%	2.95%	4.0%	2.66%	2.94%	2.26%	2.52%	0.51%	1.06%	0.56%	6.26%	5.13%	3.49%	2.21%	4.0%	5.65%	4.33%	0.0%	13.80%	5.83%	4.4%	7.86%	8.57%	15.83%	3.57%	0.89%	2.61%	2.63%	2.23%	1.48%	4.20%	1.90%	0.0%	2.77%	5.50%	3.26%	0.0%	5.64%	9.47%	3.35%	1.87%	4.68%	0.0%	6.79%	2.54%	2.55%	1.0%	3.25%	3.05%	3.37%					
28	"11. ""Истинные патриоты России"""	53	0	4	1	0	4	5	3	0	0	1	2	3	0	0	0	2	1	1	2	0	1	2	0	1	0	3	1	0	0	2	1	0	0	0	3	2	1	0	0	1	1	0	0	0	0	0	0	0	0	2	0	1	1	0	1					
		0.23%	0.0%	0.49%	0.10%	0.0%	0.48%	0.51%	0.32%	0.0%	0.0%	0.19%	0.25%	0.34%	0.0%	0.0%	0.0%	0.48%	0.39%	0.69%	0.49%	0.0%	0.14%	0.66%	0.0%	0.22%	0.0%	0.6%	0.22%	0.0%	0.0%	0.44%	0.89%	0.0%	0.0%	0.0%	0.74%	1.68%	0.95%	0.0%	0.0%	0.91%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.72%	0.0%	0.5%	0.11%	0.0%	0.67%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	266	12	10	15	19	10	12	13	8	22	5	7	9	1	4	9	5	1	4	4	3	11	3	3	4	2	8	4	1	1	5	0	2	0	1	3	0	0	2	1	3	0	1	5	0	11	2	5	0	0	0	2	3	9	0	1					
		1.18%	1.31%	1.23%	1.63%	2.02%	1.20%	1.22%	1.42%	0.94%	3.25%	0.98%	0.88%	1.03%	0.25%	1.06%	1.68%	1.20%	0.39%	2.79%	0.98%	2.0%	1.55%	1.0%	4.83%	0.89%	1.66%	1.6%	0.89%	0.71%	0.83%	1.11%	0.0%	0.52%	0.0%	0.74%	0.74%	0.0%	0.0%	5.26%	0.46%	2.75%	0.0%	1.31%	0.94%	0.0%	1.15%	0.75%	1.37%	0.0%	0.0%	0.0%	1.02%	1.5%	1.04%	0.0%	0.67%					
30	"13. ""Демократическая партия России"""	72	1	2	4	4	4	5	1	1	0	5	3	3	0	0	2	3	0	1	1	1	0	0	0	4	1	0	0	0	0	0	0	2	1	1	1	0	0	1	1	1	0	0	5	2	2	0	1	0	2	0	1	2	3	0	0					
		0.32%	0.10%	0.24%	0.43%	0.42%	0.48%	0.51%	0.10%	0.11%	0.0%	0.98%	0.37%	0.34%	0.0%	0.0%	0.37%	0.72%	0.0%	0.69%	0.24%	0.66%	0.0%	0.0%	0.0%	0.89%	0.83%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.52%	0.87%	0.74%	0.24%	0.0%	0.0%	2.63%	0.46%	0.91%	0.0%	0.0%	0.94%	2.10%	0.20%	0.0%	0.27%	0.0%	0.97%	0.0%	0.51%	1.0%	0.34%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	76	8	2	1	3	2	1	2	4	3	1	3	6	1	1	1	2	1	0	2	1	3	1	0	2	1	3	1	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	1	0	4	1	0	0	2	2	0	0	4	0	1					
		0.33%	0.87%	0.24%	0.10%	0.31%	0.24%	0.10%	0.21%	0.47%	0.44%	0.19%	0.37%	0.68%	0.25%	0.26%	0.18%	0.48%	0.39%	0.0%	0.49%	0.66%	0.42%	0.33%	0.0%	0.44%	0.83%	0.6%	0.22%	0.0%	0.0%	0.22%	0.0%	0.26%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.46%	0.91%	0.0%	0.0%	0.18%	0.0%	0.41%	0.37%	0.0%	0.0%	0.97%	0.72%	0.0%	0.0%	0.46%	0.0%	0.67%					
32	"15. ""Партия СЛОН"""	43	0	2	1	4	3	3	2	0	2	1	0	1	1	0	1	1	0	0	1	0	1	0	2	0	1	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	2	0	0	0	3	0	1	0	1	2	0					
		0.19%	0.0%	0.24%	0.10%	0.42%	0.36%	0.30%	0.21%	0.0%	0.29%	0.19%	0.0%	0.11%	0.25%	0.0%	0.18%	0.24%	0.0%	0.0%	0.24%	0.0%	0.14%	0.0%	3.22%	0.0%	0.83%	0.2%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	1.31%	0.18%	0.0%	0.20%	0.0%	0.0%	0.0%	1.45%	0.0%	0.51%	0.0%	0.11%	0.87%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1140	63	74	54	66	70	48	75	82	35	35	24	30	16	17	34	17	6	1	10	3	22	7	2	22	5	29	12	1	4	22	1	14	2	2	11	0	0	0	8	0	3	1	48	5	41	3	9	3	6	7	4	2	76	6	2					
		5.07%	6.87%	9.10%	5.90%	7.02%	8.42%	4.90%	8.20%	9.64%	5.17%	6.87%	3.01%	3.44%	4.13%	4.54%	6.36%	4.09%	2.37%	0.69%	2.45%	2.0%	3.11%	2.33%	3.22%	4.89%	4.16%	5.8%	2.69%	0.71%	3.33%	4.92%	0.89%	3.65%	1.75%	1.49%	2.72%	0.0%	0.0%	0.0%	3.70%	0.0%	1.22%	1.31%	9.03%	5.26%	4.30%	1.12%	2.47%	2.23%	2.91%	2.54%	2.04%	1.0%	8.83%	2.62%	1.35%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	136	4	1	2	3	4	9	3	1	4	2	3	3	12	1	2	3	1	2	6	0	6	0	0	5	1	3	0	1	7	1	1	0	1	0	0	4	1	1	1	6	0	1	4	0	4	1	2	1	1	1	0	5	7	0	4					
		0.60%	0.43%	0.12%	0.21%	0.31%	0.48%	0.92%	0.32%	0.11%	0.59%	0.39%	0.37%	0.34%	3.10%	0.26%	0.37%	0.72%	0.39%	1.39%	1.47%	0.0%	0.84%	0.0%	0.0%	1.11%	0.83%	0.6%	0.0%	0.71%	5.83%	0.22%	0.89%	0.0%	0.87%	0.0%	0.0%	3.36%	0.95%	2.63%	0.46%	5.50%	0.0%	1.31%	0.75%	0.0%	0.41%	0.37%	0.55%	0.74%	0.48%	0.36%	0.0%	2.5%	0.81%	0.0%	2.70%					
35	"18. ""ЛДПР"""	2591	119	120	110	139	142	145	137	157	68	87	99	98	27	41	70	42	11	6	35	20	84	13	10	77	22	75	65	9	15	41	3	27	7	9	8	1	2	3	39	1	21	2	82	6	72	14	8	1	11	6	11	13	145	9	6					
		11.52%	12.99%	14.76%	12.02%	14.78%	17.08%	14.82%	14.98%	18.47%	10.05%	17.09%	12.45%	11.23%	6.97%	10.96%	13.10%	10.12%	4.34%	4.19%	8.59%	13.33%	11.88%	4.33%	16.12%	17.14%	18.33%	15.0%	14.60%	6.42%	12.5%	9.17%	2.67%	7.04%	6.14%	6.71%	1.98%	0.84%	1.90%	7.89%	18.05%	0.91%	8.57%	2.63%	15.44%	6.31%	7.55%	5.26%	2.20%	0.74%	5.33%	2.18%	5.61%	6.5%	16.86%	3.93%	4.05%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	440	31	38	18	18	15	15	18	4	26	19	13	9	10	6	16	7	4	4	8	0	13	6	4	7	5	14	5	1	1	15	5	8	0	2	3	1	0	0	4	3	0	2	7	0	20	4	2	0	4	2	2	1	14	4	2					
		1.95%	3.38%	4.67%	1.96%	1.91%	1.80%	1.53%	1.96%	0.47%	3.84%	3.73%	1.63%	1.03%	2.58%	1.60%	2.99%	1.68%	1.58%	2.79%	1.96%	0.0%	1.83%	2.0%	6.45%	1.55%	4.16%	2.8%	1.12%	0.71%	0.83%	3.35%	4.46%	2.08%	0.0%	1.49%	0.74%	0.84%	0.0%	0.0%	1.85%	2.75%	0.0%	2.63%	1.31%	0.0%	2.09%	1.50%	0.55%	0.0%	1.94%	0.72%	1.02%	0.5%	1.62%	1.74%	1.35%					
37	"20. ""Политическая партия ""Единая Россия"""	10811	345	240	388	325	267	484	413	288	270	200	408	492	226	224	301	187	126	60	259	75	392	205	23	139	43	196	196	84	46	191	81	203	78	86	293	93	82	26	83	50	156	57	190	42	530	195	257	115	104	187	115	102	391	124	78					
		48.10%	37.66%	29.52%	42.40%	34.57%	32.12%	49.48%	45.18%	33.88%	39.94%	39.29%	51.32%	56.42%	58.39%	59.89%	56.36%	45.06%	49.80%	41.95%	63.63%	50.0%	55.44%	68.33%	37.09%	30.95%	35.83%	39.2%	44.04%	59.99%	38.33%	42.72%	72.32%	53.00%	68.42%	64.17%	72.70%	78.15%	78.09%	68.42%	38.42%	45.87%	63.67%	75.0%	35.78%	44.21%	55.61%	73.30%	70.79%	85.82%	50.48%	68.0%	58.67%	51.0%	45.46%	54.14%	52.70%					
38	"21. ""Российская Конституционно-демократическая партия"""	80	2	5	1	2	1	1	1	2	2	2	2	1	2	1	0	3	1	2	2	3	1	0	0	2	1	2	2	0	0	3	0	2	0	0	3	0	0	0	1	1	2	1	2	0	13	0	0	0	0	1	0	3	1	1	2					
		0.35%	0.21%	0.61%	0.10%	0.21%	0.12%	0.10%	0.10%	0.23%	0.29%	0.39%	0.25%	0.11%	0.51%	0.26%	0.0%	0.72%	0.39%	1.39%	0.49%	2.0%	0.14%	0.0%	0.0%	0.44%	0.83%	0.4%	0.44%	0.0%	0.0%	0.67%	0.0%	0.52%	0.0%	0.0%	0.74%	0.0%	0.0%	0.0%	0.46%	0.91%	0.81%	1.31%	0.37%	0.0%	1.36%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	1.5%	0.11%	0.43%	1.35%					
39	"22. ""Развитие предпринимательства"""	63	3	2	4	2	1	1	5	2	0	2	2	0	1	2	4	0	0	0	2	0	1	1	0	0	0	4	0	0	0	2	0	3	0	1	1	0	2	0	0	0	0	0	2	0	6	0	0	0	0	1	1	2	1	2	0					
		0.28%	0.32%	0.24%	0.43%	0.21%	0.12%	0.10%	0.54%	0.23%	0.0%	0.39%	0.25%	0.0%	0.25%	0.53%	0.74%	0.0%	0.0%	0.0%	0.49%	0.0%	0.14%	0.33%	0.0%	0.0%	0.0%	0.8%	0.0%	0.0%	0.0%	0.44%	0.0%	0.78%	0.0%	0.74%	0.24%	0.0%	1.90%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.62%	0.0%	0.0%	0.0%	0.0%	0.36%	0.51%	1.0%	0.11%	0.87%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2245	118	121	134	130	118	93	75	94	94	56	49	73	14	23	22	55	37	25	21	9	56	26	3	31	6	48	45	15	10	71	2	44	9	5	32	2	4	0	31	14	31	3	57	19	73	10	26	11	26	23	23	27	60	34	7					
		9.99%	12.88%	14.88%	14.64%	13.82%	14.19%	9.50%	8.20%	11.05%	13.90%	11.00%	6.16%	8.37%	3.61%	6.14%	4.11%	13.25%	14.62%	17.48%	5.15%	6.0%	7.92%	8.66%	4.83%	6.90%	5.0%	9.6%	10.11%	10.71%	8.33%	15.88%	1.78%	11.48%	7.89%	3.73%	7.94%	1.68%	3.80%	0.0%	14.35%	12.84%	12.65%	3.94%	10.73%	20.0%	7.66%	3.75%	7.16%	8.20%	12.62%	8.36%	11.73%	13.5%	6.97%	14.84%	4.72%					
																																																														
41	Против всех	492	18	24	17	46	58	22	11	24	23	9	16	15	4	3	17	7	5	0	6	1	21	1	6	9	1	8	5	3	1	14	3	8	1	1	4	0	0	1	4	2	4	2	20	2	12	3	4	1	4	4	5	0	7	5	0					
		2.18%	1.96%	2.95%	1.85%	4.89%	6.97%	2.24%	1.20%	2.82%	3.40%	1.76%	2.01%	1.72%	1.03%	0.80%	3.18%	1.68%	1.97%	0.0%	1.47%	0.66%	2.97%	0.33%	9.67%	2.00%	0.83%	1.6%	1.12%	2.14%	0.83%	3.13%	2.67%	2.08%	0.87%	0.74%	0.99%	0.0%	0.0%	2.63%	1.85%	1.83%	1.63%	2.63%	3.76%	2.10%	1.25%	1.12%	1.10%	0.74%	1.94%	1.45%	2.55%	0.0%	0.81%	2.18%	0.0%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
