Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																											
Дата голосования: 18.09.2016																											
																											
Наименование Избирательной комиссии:    Баксанская городская																											
																											
Сводная таблица итогов голосования по федеральному избирательному округу																											
																											
		Сумма	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42									
		77.35%	65.63%	81.16%	75.95%	80.30%	76.83%	85.25%	86.20%	82.86%	75.20%	77.56%	75.51%	75.51%	78.78%	75.43%	68.55%	78.55%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	167	11	18	9	10	12	14	11	15	15	10	14	17	3	3	2	3									
		0.64%	0.54%	0.89%	0.41%	0.42%	0.92%	0.84%	0.92%	1.09%	0.74%	0.43%	1.01%	1.08%	0.27%	0.26%	0.18%	0.26%									
24	"6. Политическая партия ""Гражданская Платформа"""	17	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1									
		0.07%	0.10%	0.05%	0.05%	0.04%	0.08%	0.06%	0.08%	0.07%	0.05%	0.04%	0.07%	0.06%	0.09%	0.09%	0.09%	0.09%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	39	3	2	3	3	2	2	1	2	3	4	2	3	3	1	3	2									
		0.15%	0.15%	0.10%	0.14%	0.13%	0.15%	0.12%	0.08%	0.15%	0.15%	0.17%	0.14%	0.19%	0.27%	0.09%	0.27%	0.17%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	14	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1									
		0.05%	0.00%	0.05%	0.05%	0.04%	0.08%	0.06%	0.08%	0.07%	0.05%	0.04%	0.07%	0.06%	0.00%	0.09%	0.09%	0.09%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	48	3	2	5	2	4	3	3	6	2	2	3	3	3	2	2	3									
		0.18%	0.15%	0.10%	0.23%	0.08%	0.31%	0.18%	0.25%	0.44%	0.10%	0.09%	0.22%	0.19%	0.27%	0.17%	0.18%	0.26%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	1	1	0	1	1	1	1	1	0	1	0	1	0	1	0	1									
		0.04%	0.05%	0.05%	0.00%	0.04%	0.08%	0.06%	0.08%	0.07%	0.00%	0.04%	0.00%	0.06%	0.00%	0.09%	0.00%	0.09%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	19	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1									
		0.07%	0.05%	0.05%	0.05%	0.08%	0.08%	0.06%	0.08%	0.07%	0.05%	0.04%	0.07%	0.06%	0.18%	0.09%	0.18%	0.09%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	5004	645	312	472	398	250	199	114	181	413	459	292	316	189	243	311	210									
		19.17%	31.40%	15.43%	21.26%	16.72%	19.25%	11.88%	9.53%	13.14%	20.32%	19.66%	21.16%	20.00%	16.71%	20.66%	28.27%	18.31%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	26	2	1	2	1	2	1	2	2	2	1	2	2	2	2	1	1									
		0.10%	0.10%	0.05%	0.09%	0.04%	0.15%	0.06%	0.17%	0.15%	0.10%	0.04%	0.14%	0.13%	0.18%	0.17%	0.09%	0.09%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	525	34	39	38	45	25	22	29	25	63	41	18	39	35	32	21	19									
		2.01%	1.66%	1.93%	1.71%	1.89%	1.92%	1.31%	2.42%	1.82%	3.10%	1.76%	1.30%	2.47%	3.09%	2.72%	1.91%	1.66%									
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
