Выборы Президента Российской Федерации																																																														
																																																														
Наименование Избирательной комиссии:    Емельяновская																																																														
																																																														
Итоги голосования 																																																														
																																																														
		Сумма	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151					
		61.90%	61.75%	56.87%	63.85%	59.44%	57.89%	54.02%	68.67%	58.22%	65.70%	59.78%	60.34%	65.98%	56.28%	62.00%	68.52%	51.22%	61.47%	58.79%	56.72%	52.79%	75.00%	77.14%	60.56%	70.10%	66.45%	54.02%	60.76%	68.02%	52.50%	60.48%	76.05%	55.00%	54.37%	57.89%	57.14%	61.84%	71.35%	60.87%	60.00%	72.73%	50.59%	74.74%	76.06%	66.35%	66.39%	48.65%	50.89%	40.43%	64.78%	61.67%	71.08%	74.42%	73.91%	64.71%	57.50%					
22	. Хакамада Ирина Муцуовна	412	37	16	32	16	27	5	4	3	3	2	24	5	5	11	9	1	27	26	3	3	0	1	8	11	4	11	23	8	2	5	1	4	1	5	5	1	3	3	17	1	1	4	3	3	0	3	0	2	6	4	2	1	1	8	1					
		2.72%	4.20%	2.82%	3.33%	3.43%	3.64%	1.61%	4.82%	2.05%	1.45%	1.09%	5.12%	1.48%	2.51%	2.34%	5.56%	2.44%	4.73%	4.62%	4.48%	1.52%	0.00%	0.71%	1.88%	3.54%	2.63%	4.21%	2.65%	2.33%	0.83%	1.20%	0.60%	5.00%	0.97%	6.58%	7.14%	0.66%	1.69%	3.26%	2.93%	1.30%	1.18%	4.21%	4.23%	0.95%	0.00%	4.05%	0.00%	4.26%	1.42%	1.76%	0.98%	1.16%	4.35%	1.31%	1.25%					
23	. Харитонов Николай Михайлович	1509	79	70	55	30	71	33	8	17	14	12	26	34	26	50	8	4	62	56	10	21	15	21	27	21	10	15	76	17	13	64	12	14	11	20	6	15	6	7	55	10	12	8	4	36	26	15	29	17	60	34	34	14	4	80	15					
		9.97%	8.97%	12.32%	5.73%	6.44%	9.58%	10.61%	9.64%	11.64%	6.76%	6.52%	5.54%	10.06%	13.07%	10.62%	4.94%	9.76%	10.86%	9.95%	14.93%	10.66%	7.08%	15.00%	6.34%	6.75%	6.58%	5.75%	8.75%	4.94%	5.42%	15.42%	7.19%	17.50%	10.68%	26.32%	8.57%	9.87%	3.37%	7.61%	9.48%	12.99%	14.12%	8.42%	5.63%	11.43%	21.85%	20.27%	25.89%	36.17%	14.18%	14.98%	16.67%	16.28%	17.39%	13.07%	18.75%					
																																																														
24	Против всех	582	38	21	68	15	57	10	2	3	14	12	28	6	3	15	13	1	23	18	3	10	6	2	7	12	4	4	27	19	14	19	3	6	7	0	2	7	8	3	13	0	3	1	6	16	0	2	0	1	6	8	4	0	0	10	2					
		3.84%	4.31%	3.70%	7.08%	3.22%	7.69%	3.22%	2.41%	2.05%	6.76%	6.52%	5.97%	1.78%	1.51%	3.18%	8.02%	2.44%	4.03%	3.20%	4.48%	5.08%	2.83%	1.43%	1.64%	3.86%	2.63%	1.53%	3.11%	5.52%	5.83%	4.58%	1.80%	7.50%	6.80%	0.00%	2.86%	4.61%	4.49%	3.26%	2.24%	0.00%	3.53%	1.05%	8.45%	5.08%	0.00%	2.70%	0.00%	2.13%	1.42%	3.52%	1.96%	0.00%	0.00%	1.63%	2.50%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
