Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																									
Дата голосования: 18.09.2016																									
																									
Наименование Избирательной комиссии:    Антроповская																									
																									
Сводная таблица итогов голосования по федеральному избирательному округу																									
																									
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	25	5	8	5	0	1	0	1	0	0	0	0	4	1	0									
		0.93%	0.83%	1.83%	1.64%	0.00%	0.68%	0.00%	0.95%	0.00%	0.00%	0.00%	0.00%	1.22%	1.25%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	102	23	14	14	3	7	1	4	6	2	1	5	16	2	4									
		3.78%	3.82%	3.20%	4.59%	1.99%	4.76%	1.69%	3.81%	5.22%	2.99%	1.59%	4.31%	4.89%	2.50%	3.23%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	65	12	11	9	3	3	2	1	0	0	3	4	10	2	5									
		2.41%	1.99%	2.51%	2.95%	1.99%	2.04%	3.39%	0.95%	0.00%	0.00%	4.76%	3.45%	3.06%	2.50%	4.03%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	962	195	117	107	53	60	26	36	52	28	26	39	136	34	53									
		35.64%	32.39%	26.71%	35.08%	35.10%	40.82%	44.07%	34.29%	45.22%	41.79%	41.27%	33.62%	41.59%	42.50%	42.74%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	9	3	0	1	0	0	1	0	1	1	0	0	1	0	1									
		0.33%	0.50%	0.00%	0.33%	0.00%	0.00%	1.69%	0.00%	0.87%	1.49%	0.00%	0.00%	0.31%	0.00%	0.81%									
24	"6. Политическая партия ""Гражданская Платформа"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	624	129	101	84	41	35	14	22	26	18	13	38	69	14	20									
		23.12%	21.43%	23.06%	27.54%	27.15%	23.81%	23.73%	20.95%	22.61%	26.87%	20.63%	32.76%	21.10%	17.50%	16.13%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	14	7	1	2	2	2	0	0	0	0	0	0	0	0	0									
		0.52%	1.16%	0.23%	0.66%	1.32%	1.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	19	6	4	2	1	1	0	0	0	2	0	0	3	0	0									
		0.70%	0.99%	0.91%	0.66%	0.66%	0.68%	0.00%	0.00%	0.00%	2.99%	0.00%	0.00%	0.92%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0									
		0.04%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	25	6	6	3	3	1	0	0	0	0	0	1	3	0	2									
		0.93%	0.99%	1.37%	0.98%	1.99%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.86%	0.92%	0.00%	1.61%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	723	179	148	59	40	32	10	38	26	15	16	27	73	27	33									
		26.79%	29.73%	33.79%	19.34%	26.49%	21.77%	16.95%	36.19%	22.61%	22.39%	25.40%	23.28%	22.32%	33.75%	26.61%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	8	4	3	1	0	0	0	0	0	0	0	0	0	0	0									
		0.30%	0.66%	0.68%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	87	23	16	11	4	2	3	3	4	1	2	1	11	0	6									
		3.22%	3.82%	3.65%	3.61%	2.65%	1.36%	5.08%	2.86%	3.48%	1.49%	3.17%	0.86%	3.36%	0.00%	4.84%									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
