Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
"Наименование Избирательной комиссии:    Кемерово, Рудничная"																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №116	УИК №231	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №366	УИК №367	УИК №1743									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4051	130	152	135	180	110	165	153	178	159	136	175	21	150	155	165	142	177	141	152	133	162	159	170	161	157	145	188									
		9.57%	9.44%	10.15%	8.99%	10.17%	10.64%	10.40%	10.16%	9.89%	10.26%	9.58%	11.78%	1.37%	10.32%	9.31%	9.49%	9.86%	10.32%	10.25%	9.87%	9.30%	9.84%	9.06%	10.20%	10.31%	9.39%	9.24%	9.22%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	50	2	1	2	1	1	2	1	2	1	2	6	1	2	1	1	3	1	3	2	5	2	1	1	1	2	1	2									
		0.12%	0.15%	0.07%	0.13%	0.06%	0.10%	0.13%	0.07%	0.11%	0.06%	0.14%	0.40%	0.07%	0.14%	0.06%	0.06%	0.21%	0.06%	0.22%	0.13%	0.35%	0.12%	0.06%	0.06%	0.06%	0.12%	0.06%	0.10%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	69	1	2	1	2	2	1	2	2	2	8	2	1	3	3	3	2	2	3	1	15	1	2	2	2	1	1	2									
		0.16%	0.07%	0.13%	0.07%	0.11%	0.19%	0.06%	0.13%	0.11%	0.13%	0.56%	0.13%	0.07%	0.21%	0.18%	0.17%	0.14%	0.12%	0.22%	0.06%	1.05%	0.06%	0.11%	0.12%	0.13%	0.06%	0.06%	0.10%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	52	2	1	1	3	1	2	3	3	2	2	3	1	2	3	3	3	1	2	2	1	2	1	1	2	1	2	2									
		0.12%	0.15%	0.07%	0.07%	0.17%	0.10%	0.13%	0.20%	0.17%	0.13%	0.14%	0.20%	0.07%	0.14%	0.18%	0.17%	0.21%	0.06%	0.15%	0.13%	0.07%	0.12%	0.06%	0.06%	0.13%	0.06%	0.13%	0.10%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	167	5	8	3	5	4	5	14	6	6	7	7	1	4	2	6	2	7	11	6	6	7	12	9	6	4	7	7									
		0.39%	0.36%	0.53%	0.20%	0.28%	0.39%	0.32%	0.93%	0.33%	0.39%	0.49%	0.47%	0.07%	0.28%	0.12%	0.35%	0.14%	0.41%	0.80%	0.39%	0.42%	0.43%	0.68%	0.54%	0.38%	0.24%	0.45%	0.34%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3019	113	89	132	128	47	86	118	146	111	111	63	18	103	144	165	130	136	92	107	106	104	135	170	105	114	102	144									
		7.13%	8.21%	5.95%	8.79%	7.23%	4.55%	5.42%	7.84%	8.11%	7.16%	7.82%	4.24%	1.18%	7.09%	8.65%	9.49%	9.03%	7.93%	6.69%	6.95%	7.41%	6.31%	7.69%	10.20%	6.73%	6.82%	6.50%	7.07%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	173	6	8	5	10	5	8	7	11	7	10	4	6	5	4	6	7	2	7	3	9	5	4	4	7	2	13	8									
		0.41%	0.44%	0.53%	0.33%	0.56%	0.48%	0.50%	0.46%	0.61%	0.45%	0.70%	0.27%	0.39%	0.34%	0.24%	0.35%	0.49%	0.12%	0.51%	0.19%	0.63%	0.30%	0.23%	0.24%	0.45%	0.12%	0.83%	0.39%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2305	79	81	85	98	39	107	77	94	71	81	67	24	75	110	95	71	112	76	94	89	83	82	123	92	107	89	104									
		5.45%	5.74%	5.41%	5.66%	5.54%	3.77%	6.74%	5.11%	5.22%	4.58%	5.70%	4.51%	1.57%	5.16%	6.61%	5.46%	4.93%	6.53%	5.52%	6.10%	6.22%	5.04%	4.67%	7.38%	5.89%	6.40%	5.67%	5.10%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
