Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва														
Дата голосования: 07.12.2003 0:00:00														
														
Наименование Избирательной комиссии:    Аяно-Майская														
														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)														
														
		Сумма	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480					
26	"9. ""Российская экологическая партия ""Зеленые"""	6	0	0	0	0	2	2	2					
		0.36%	0.0%	0.0%	0.0%	0.0%	0.47%	0.90%	0.72%					
27	"10. ""Аграрная партия России"""	40	4	3	5	2	10	3	13					
		2.42%	4.49%	0.75%	3.24%	2.02%	2.39%	1.35%	4.72%					
28	"11. ""Истинные патриоты России"""	5	0	1	1	0	1	1	1					
		0.30%	0.0%	0.25%	0.64%	0.0%	0.23%	0.45%	0.36%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	19	0	2	0	1	10	3	3					
		1.15%	0.0%	0.50%	0.0%	1.01%	2.39%	1.35%	1.09%					
30	"13. ""Демократическая партия России"""	5	0	2	0	0	1	1	1					
		0.30%	0.0%	0.50%	0.0%	0.0%	0.23%	0.45%	0.36%					
31	"14. ""Великая Россия - Евразийский Союз"""	4	0	1	1	0	0	1	1					
		0.24%	0.0%	0.25%	0.64%	0.0%	0.0%	0.45%	0.36%					
32	"15. ""Партия СЛОН"""	2	0	0	0	0	1	1	0					
		0.12%	0.0%	0.0%	0.0%	0.0%	0.23%	0.45%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	61	3	13	7	4	22	6	6					
		3.69%	3.37%	3.28%	4.54%	4.04%	5.27%	2.71%	2.18%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	6	0	1	0	1	0	1	3					
		0.36%	0.0%	0.25%	0.0%	1.01%	0.0%	0.45%	1.09%					
35	"18. ""ЛДПР"""	268	9	49	11	15	84	28	72					
		16.23%	10.11%	12.37%	7.14%	15.15%	20.14%	12.66%	26.18%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	35	2	10	4	2	9	3	5					
		2.11%	2.24%	2.52%	2.59%	2.02%	2.15%	1.35%	1.81%					
37	"20. ""Политическая партия ""Единая Россия"""	677	34	211	89	41	159	74	69					
		41.00%	38.20%	53.28%	57.79%	41.41%	38.12%	33.48%	25.09%					
38	"21. ""Российская Конституционно-демократическая партия"""	2	0	1	0	0	1	0	0					
		0.12%	0.0%	0.25%	0.0%	0.0%	0.23%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	5	0	2	0	1	0	1	1					
		0.30%	0.0%	0.50%	0.0%	1.01%	0.0%	0.45%	0.36%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	110	5	29	8	8	29	20	11					
		6.66%	5.61%	7.32%	5.19%	8.08%	6.95%	9.04%	4.0%					
														
41	Против всех	135	2	17	10	14	12	29	51					
		8.17%	2.24%	4.29%	6.49%	14.14%	2.87%	13.12%	18.54%					
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
