Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																								
Дата голосования: 18.09.2016																																																								
																																																								
Наименование Избирательной комиссии:    Шаранская																																																								
																																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																																								
																																																								
		Сумма	УИК №3361	УИК №3362	УИК №3363	УИК №3364	УИК №3365	УИК №3366	УИК №3367	УИК №3368	УИК №3369	УИК №3370	УИК №3371	УИК №3372	УИК №3373	УИК №3374	УИК №3375	УИК №3376	УИК №3377	УИК №3378	УИК №3379	УИК №3380	УИК №3381	УИК №3382	УИК №3383	УИК №3384	УИК №3385	УИК №3386	УИК №3387	УИК №3388	УИК №3389	УИК №3390	УИК №3391	УИК №3392	УИК №3393	УИК №3394	УИК №3395	УИК №3396	УИК №3397	УИК №3398	УИК №3399	УИК №3400	УИК №3401	УИК №3402	УИК №3403	УИК №3404	УИК №3479									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	46	1	1	0	2	2	0	0	2	2	1	1	1	0	1	0	1	4	1	1	1	4	0	0	1	0	1	3	0	1	0	1	0	1	0	1	0	0	0	3	4	2	1	1	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	71	4	0	3	4	2	0	0	0	0	0	0	0	0	5	4	1	2	4	2	0	0	2	0	3	5	8	0	5	0	0	6	0	2	0	0	5	0	0	0	0	0	2	0	2	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	5	1	0	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	74	0	1	0	3	0	4	5	2	6	0	3	0	0	0	0	0	2	0	0	1	0	0	7	2	1	0	0	0	0	0	0	0	0	1	5	1	2	0	10	11	2	5	0	0	0									
		0.47%	0.00%	0.40%	0.00%	0.95%	0.00%	0.86%	1.10%	0.47%	3.11%	0.00%	1.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.75%	0.00%	0.00%	4.02%	0.40%	1.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	1.35%	0.46%	0.31%	0.00%	1.14%	0.99%	0.21%	0.69%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	353	0	21	0	6	3	48	5	0	0	0	5	0	0	0	6	0	10	7	17	6	0	6	3	5	2	0	4	0	0	0	0	3	0	2	18	2	5	10	50	41	1	22	45	0	0									
		2.24%	0.00%	8.37%	0.00%	1.89%	2.27%	10.28%	1.10%	0.00%	0.00%	0.00%	1.94%	0.00%	0.00%	0.00%	3.61%	0.00%	2.07%	2.54%	4.82%	4.48%	0.00%	3.53%	1.72%	0.99%	2.90%	0.00%	0.77%	0.00%	0.00%	0.00%	0.00%	1.64%	0.00%	0.77%	4.86%	0.91%	0.78%	2.72%	5.72%	3.72%	0.10%	3.05%	7.92%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	118	0	2	0	2	0	5	3	5	2	0	0	0	0	9	0	0	0	3	1	0	0	1	0	3	4	0	0	0	0	0	0	0	3	1	4	1	8	6	16	20	1	13	5	0	0									
		0.75%	0.00%	0.80%	0.00%	0.63%	0.00%	1.07%	0.66%	1.18%	1.04%	0.00%	0.00%	0.00%	0.00%	1.33%	0.00%	0.00%	0.00%	1.09%	0.28%	0.00%	0.00%	0.59%	0.00%	0.60%	5.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.27%	0.39%	1.08%	0.46%	1.24%	1.63%	1.83%	1.82%	0.10%	1.80%	0.88%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10233	223	189	116	193	93	293	285	252	110	249	179	116	185	432	112	51	339	190	225	91	190	124	115	371	52	129	319	55	218	194	169	111	81	171	262	128	394	226	575	568	593	442	457	110	256									
		64.82%	66.57%	75.30%	72.96%	60.88%	70.45%	62.74%	62.91%	59.72%	56.99%	69.94%	69.38%	64.44%	65.14%	64.00%	67.47%	61.45%	70.33%	68.84%	63.74%	67.91%	60.13%	72.94%	66.09%	73.76%	75.36%	76.79%	61.70%	60.44%	66.46%	70.55%	59.72%	60.66%	61.36%	66.02%	70.81%	58.45%	61.09%	61.41%	65.79%	51.59%	61.01%	61.30%	80.46%	84.62%	68.09%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	48	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	2	0	0	0	0	0	2	0	0	0	3	0	1	0	3	0	4	6	0	8	5	0	0									
		0.30%	0.00%	0.00%	0.00%	1.26%	0.00%	0.86%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.09%	0.85%	0.00%	0.00%	0.00%	1.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	2.27%	0.00%	0.27%	0.00%	0.47%	0.00%	0.46%	0.54%	0.00%	1.11%	0.88%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	136	0	1	0	6	0	6	3	0	0	0	1	1	0	2	4	0	2	5	5	1	7	0	1	0	1	10	6	0	0	2	0	0	0	0	5	2	4	6	14	21	1	15	4	0	0									
		0.86%	0.00%	0.40%	0.00%	1.89%	0.00%	1.28%	0.66%	0.00%	0.00%	0.00%	0.39%	0.56%	0.00%	0.30%	2.41%	0.00%	0.41%	1.81%	1.42%	0.75%	2.22%	0.00%	0.57%	0.00%	1.45%	5.95%	1.16%	0.00%	0.00%	0.73%	0.00%	0.00%	0.00%	0.00%	1.35%	0.91%	0.62%	1.63%	1.60%	1.91%	0.10%	2.08%	0.70%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	795	35	16	4	9	2	21	22	13	12	4	8	3	9	15	4	2	12	9	21	10	4	5	21	16	1	7	6	5	2	3	19	2	5	6	19	10	20	8	87	151	64	67	25	7	4									
		5.04%	10.45%	6.37%	2.52%	2.84%	1.52%	4.50%	4.86%	3.08%	6.22%	1.12%	3.10%	1.67%	3.17%	2.22%	2.41%	2.41%	2.49%	3.26%	5.95%	7.46%	1.27%	2.94%	12.07%	3.18%	1.45%	4.17%	1.16%	5.49%	0.61%	1.09%	6.71%	1.09%	3.79%	2.32%	5.14%	4.57%	3.10%	2.17%	9.95%	13.71%	6.58%	9.29%	4.40%	5.38%	1.06%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	20	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	1	0	0	0									
		0.13%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	4.35%	0.28%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.18%	0.10%	0.14%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	26	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	1	6	2	3	0	0	0									
		0.16%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	1.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	1.37%	0.16%	0.00%	0.11%	0.54%	0.21%	0.42%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0									
		0.06%	0.00%	0.00%	0.00%	0.32%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	47	0	0	0	2	0	6	0	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7	0	0	0	0	0	0	0	2	0	0	1	0	3	7	2	4	2	5	0	0	0									
		0.30%	0.00%	0.00%	0.00%	0.63%	0.00%	1.28%	0.00%	0.71%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.09%	0.00%	0.00%	0.27%	0.00%	0.47%	1.90%	0.23%	0.36%	0.21%	0.69%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3530	77	14	39	88	34	72	122	125	62	89	59	59	85	176	39	29	100	39	56	25	95	27	19	92	8	22	176	27	90	60	85	55	40	77	44	66	193	105	97	205	302	115	24	12	105									
		22.36%	22.99%	5.58%	24.53%	27.76%	25.76%	15.42%	26.93%	29.62%	32.12%	25.00%	22.87%	32.78%	29.93%	26.07%	23.49%	34.94%	20.75%	14.13%	15.86%	18.66%	30.06%	15.88%	10.92%	18.29%	11.59%	13.10%	34.04%	29.67%	27.44%	21.82%	30.04%	30.05%	30.30%	29.73%	11.89%	30.14%	29.92%	28.53%	11.10%	18.62%	31.07%	15.95%	4.23%	9.23%	27.93%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	48	0	5	0	0	0	5	0	5	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	8	0	0	0	1	3	5	0	1	5	1	3	0	1	0									
		0.30%	0.00%	1.99%	0.00%	0.00%	0.00%	1.07%	0.00%	1.18%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	1.20%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	1.10%	0.00%	0.00%	2.83%	0.00%	0.00%	0.00%	0.27%	1.37%	0.78%	0.00%	0.11%	0.45%	0.10%	0.42%	0.00%	0.77%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	266	0	0	0	3	0	1	0	12	0	12	0	0	5	41	0	0	10	3	15	0	20	7	3	6	0	0	6	3	16	16	2	10	0	1	7	2	5	0	15	14	2	15	3	0	11									
		1.68%	0.00%	0.00%	0.00%	0.95%	0.00%	0.21%	0.00%	2.84%	0.00%	3.37%	0.00%	0.00%	1.76%	6.07%	0.00%	0.00%	2.07%	1.09%	4.25%	0.00%	6.33%	4.12%	1.72%	1.19%	0.00%	0.00%	1.16%	3.30%	4.88%	5.82%	0.71%	5.46%	0.00%	0.39%	1.89%	0.91%	0.78%	0.00%	1.72%	1.27%	0.21%	2.08%	0.53%	0.00%	2.93%									
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
