Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Шпаковская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1257	УИК №1258	УИК №1259	УИК №1275	УИК №1276									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	550	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	5	15	2	3	10	3	2	10	10	10	10	5	5	20	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	232	10	8	10	17	2	7	3	10	8	6	10	12	13	7	8	7	5	6	6	6	10	0	12	0	0	2	1	2	5	5	4	2	0	4	15	9									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	155	2	5	6	10	4	7	4	3	3	11	4	3	4	8	7	6	5	12	4	9	7	2	4	2	0	1	7	2	4	2	2	0	0	0	4	1									
14	Число погашенных неиспользованных открепительных удостоверений	318	10	12	10	3	18	13	17	10	12	14	10	8	7	13	12	13	15	14	14	14	10	5	3	2	3	8	2	0	5	5	6	8	5	1	5	11									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	34	3	0	1	1	0	1	1	0	4	1	0	0	1	1	0	3	2	1	0	1	3	0	0	0	0	0	0	0	0	0	0	2	3	0	2	3									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	331	5	14	15	24	7	9	19	13	5	7	10	10	9	10	20	9	13	17	4	23	0	4	12	1	0	4	0	0	10	11	12	16	9	4	5	0									
		0.97%	0.35%	1.20%	1.10%	1.94%	3.37%	0.80%	2.35%	1.38%	0.29%	0.47%	1.12%	1.24%	0.59%	1.02%	2.10%	0.69%	1.34%	1.68%	0.73%	2.27%	0.00%	2.94%	1.93%	1.30%	0.00%	0.53%	0.00%	0.00%	0.80%	0.88%	1.54%	0.96%	0.86%	0.41%	0.35%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	594	18	18	27	21	2	29	9	18	14	27	18	20	28	28	28	18	19	19	5	41	0	3	19	2	0	38	0	7	12	14	19	23	14	14	22	0									
		1.74%	1.25%	1.55%	1.98%	1.70%	0.96%	2.57%	1.12%	1.91%	0.82%	1.80%	2.02%	2.48%	1.84%	2.87%	2.94%	1.39%	1.96%	1.88%	0.91%	4.04%	0.00%	2.21%	3.05%	2.60%	0.00%	5.07%	0.00%	3.54%	0.96%	1.12%	2.44%	1.38%	1.34%	1.44%	1.52%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	444	14	7	17	23	0	22	22	22	20	22	36	24	19	10	18	15	14	22	3	17	0	1	11	2	0	7	0	4	13	6	11	16	1	5	20	0									
		1.30%	0.97%	0.60%	1.25%	1.86%	0.00%	1.95%	2.73%	2.33%	1.17%	1.47%	4.03%	2.97%	1.25%	1.02%	1.89%	1.16%	1.45%	2.17%	0.55%	1.68%	0.00%	0.74%	1.77%	2.60%	0.00%	0.93%	0.00%	2.02%	1.04%	0.48%	1.41%	0.96%	0.10%	0.52%	1.38%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	22423	1086	829	877	656	119	621	378	428	1354	1019	405	564	1108	449	511	937	607	505	394	469	797	68	341	50	61	421	54	145	964	994	445	1414	816	781	1116	640									
		65.84%	75.42%	71.16%	64.39%	53.07%	57.21%	54.96%	46.84%	45.34%	79.18%	67.89%	45.35%	69.89%	72.99%	45.96%	53.73%	72.24%	62.71%	49.85%	71.90%	46.25%	68.83%	50.00%	54.74%	64.94%	40.40%	56.13%	55.67%	73.23%	77.06%	79.20%	57.05%	85.03%	77.86%	80.60%	77.18%	66.39%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	254	7	4	7	25	2	9	10	26	11	13	8	8	9	6	13	6	11	13	1	17	0	0	4	0	0	7	0	3	1	7	4	4	4	2	12	0									
		0.75%	0.49%	0.34%	0.51%	2.02%	0.96%	0.80%	1.24%	2.75%	0.64%	0.87%	0.90%	0.99%	0.59%	0.61%	1.37%	0.46%	1.14%	1.28%	0.18%	1.68%	0.00%	0.00%	0.64%	0.00%	0.00%	0.93%	0.00%	1.52%	0.08%	0.56%	0.51%	0.24%	0.38%	0.21%	0.83%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	49	1	1	1	1	1	5	0	0	1	4	4	3	4	1	0	1	4	1	0	3	0	0	2	0	0	2	0	1	0	2	1	0	2	1	2	0									
		0.14%	0.07%	0.09%	0.07%	0.08%	0.48%	0.44%	0.00%	0.00%	0.06%	0.27%	0.45%	0.37%	0.26%	0.10%	0.00%	0.08%	0.41%	0.10%	0.00%	0.30%	0.00%	0.00%	0.32%	0.00%	0.00%	0.27%	0.00%	0.51%	0.00%	0.16%	0.13%	0.00%	0.19%	0.10%	0.14%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4255	134	134	170	221	24	151	175	156	143	200	188	43	128	174	157	147	118	189	60	167	145	26	88	9	7	120	12	22	122	116	147	105	87	73	139	158									
		12.49%	9.31%	11.50%	12.48%	17.88%	11.54%	13.36%	21.69%	16.53%	8.36%	13.32%	21.05%	5.33%	8.43%	17.81%	16.51%	11.33%	12.19%	18.66%	10.95%	16.47%	12.52%	19.12%	14.13%	11.69%	4.64%	16.00%	12.37%	11.11%	9.75%	9.24%	18.85%	6.31%	8.30%	7.53%	9.61%	16.39%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	124	2	5	7	15	3	4	1	3	9	7	8	2	7	5	1	3	4	11	2	8	0	0	6	1	0	0	0	0	1	1	3	0	3	1	1	0									
		0.36%	0.14%	0.43%	0.51%	1.21%	1.44%	0.35%	0.12%	0.32%	0.53%	0.47%	0.90%	0.25%	0.46%	0.51%	0.11%	0.23%	0.41%	1.09%	0.36%	0.79%	0.00%	0.00%	0.96%	1.30%	0.00%	0.00%	0.00%	0.00%	0.08%	0.08%	0.38%	0.00%	0.29%	0.10%	0.07%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	285	11	20	13	10	1	14	13	21	9	8	13	3	12	9	13	3	21	8	5	5	10	1	5	0	0	7	0	0	12	6	5	9	6	5	7	0									
		0.84%	0.76%	1.72%	0.95%	0.81%	0.48%	1.24%	1.61%	2.22%	0.53%	0.53%	1.46%	0.37%	0.79%	0.92%	1.37%	0.23%	2.17%	0.79%	0.91%	0.49%	0.86%	0.74%	0.80%	0.00%	0.00%	0.93%	0.00%	0.00%	0.96%	0.48%	0.64%	0.54%	0.57%	0.52%	0.48%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	55	0	1	2	2	0	1	0	11	13	2	1	0	1	1	1	0	3	1	1	6	0	1	4	0	0	0	0	0	1	0	0	0	0	1	1	0									
		0.16%	0.00%	0.09%	0.15%	0.16%	0.00%	0.09%	0.00%	1.17%	0.76%	0.13%	0.11%	0.00%	0.07%	0.10%	0.11%	0.00%	0.31%	0.10%	0.18%	0.59%	0.00%	0.74%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.10%	0.07%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	233	14	6	9	24	1	11	16	15	3	7	12	4	20	16	11	7	2	4	5	16	0	0	3	0	0	2	0	0	4	4	5	1	0	2	9	0									
		0.68%	0.97%	0.52%	0.66%	1.94%	0.48%	0.97%	1.98%	1.59%	0.18%	0.47%	1.34%	0.50%	1.32%	1.64%	1.16%	0.54%	0.21%	0.39%	0.91%	1.58%	0.00%	0.00%	0.48%	0.00%	0.00%	0.27%	0.00%	0.00%	0.32%	0.32%	0.64%	0.06%	0.00%	0.21%	0.62%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3202	92	102	124	142	28	137	112	138	88	113	113	62	111	160	113	93	98	126	35	142	156	20	81	8	42	91	21	12	85	63	102	46	61	65	98	122									
		9.40%	6.39%	8.76%	9.10%	11.49%	13.46%	12.12%	13.88%	14.62%	5.15%	7.53%	12.65%	7.68%	7.31%	16.38%	11.88%	7.17%	10.12%	12.44%	6.39%	14.00%	13.47%	14.71%	13.00%	10.39%	27.81%	12.13%	21.65%	6.06%	6.79%	5.02%	13.08%	2.77%	5.82%	6.71%	6.78%	12.66%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	172	3	2	3	15	2	9	4	30	4	3	4	2	2	6	8	3	4	10	1	18	0	1	4	0	0	4	0	1	6	7	7	1	2	3	3	0									
		0.51%	0.21%	0.17%	0.22%	1.21%	0.96%	0.80%	0.50%	3.18%	0.23%	0.20%	0.45%	0.25%	0.13%	0.61%	0.84%	0.23%	0.41%	0.99%	0.18%	1.78%	0.00%	0.74%	0.64%	0.00%	0.00%	0.53%	0.00%	0.51%	0.48%	0.56%	0.90%	0.06%	0.19%	0.31%	0.21%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	917	38	22	46	36	13	69	27	34	22	38	45	39	41	28	33	25	27	50	28	58	5	4	17	3	1	28	4	3	14	12	19	23	12	7	11	35									
		2.69%	2.64%	1.89%	3.38%	2.91%	6.25%	6.11%	3.35%	3.60%	1.29%	2.53%	5.04%	4.83%	2.70%	2.87%	3.47%	1.93%	2.79%	4.94%	5.11%	5.72%	0.43%	2.94%	2.73%	3.90%	0.66%	3.73%	4.12%	1.52%	1.12%	0.96%	2.44%	1.38%	1.15%	0.72%	0.76%	3.63%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
