Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																							
Дата голосования: 07.12.2003 0:00:00																							
																							
Наименование Избирательной комиссии:    Зиминская городская																							
																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																							
																							
		Сумма	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402					
		0.75%	0.85%	0.30%	0.62%	0.48%	1.10%	0.88%	0.85%	0.40%	0.42%	0.64%	0.75%	0.85%	1.28%	0.47%	0.99%	0.87%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	289	11	12	18	15	16	23	40	11	6	12	20	49	19	13	11	13					
		2.60%	1.89%	3.60%	2.82%	1.83%	2.52%	3.37%	3.43%	1.47%	1.27%	2.59%	2.52%	3.81%	3.49%	2.06%	2.18%	1.63%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	154	19	3	8	13	9	12	19	11	5	7	2	23	3	11	4	5					
		1.39%	3.26%	0.90%	1.25%	1.58%	1.41%	1.76%	1.63%	1.47%	1.06%	1.51%	0.25%	1.78%	0.55%	1.74%	0.79%	0.62%					
22	"5. ""За Русь Святую"""	38	3	2	2	3	3	0	6	2	0	2	1	11	1	0	1	1					
		0.34%	0.51%	0.60%	0.31%	0.36%	0.47%	0.0%	0.51%	0.26%	0.0%	0.43%	0.12%	0.85%	0.18%	0.0%	0.19%	0.12%					
23	"6. ""Объединенная Российская партия ""Русь"""	18	2	1	0	0	2	0	3	2	2	1	3	1	0	1	0	0					
		0.16%	0.34%	0.30%	0.0%	0.0%	0.31%	0.0%	0.25%	0.26%	0.42%	0.21%	0.37%	0.07%	0.0%	0.15%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	62	3	3	2	7	1	1	4	1	0	4	10	2	9	6	4	5					
		0.55%	0.51%	0.90%	0.31%	0.85%	0.15%	0.14%	0.34%	0.13%	0.0%	0.86%	1.26%	0.15%	1.65%	0.95%	0.79%	0.62%					
25	"8. ""Народно-республиканская партия России"""	22	0	0	0	1	1	1	3	5	0	0	2	3	0	1	0	5					
		0.19%	0.0%	0.0%	0.0%	0.12%	0.15%	0.14%	0.25%	0.66%	0.0%	0.0%	0.25%	0.23%	0.0%	0.15%	0.0%	0.62%					
26	"9. ""Российская экологическая партия ""Зеленые"""	22	0	0	1	3	3	3	0	4	3	0	0	3	0	0	1	1					
		0.19%	0.0%	0.0%	0.15%	0.36%	0.47%	0.44%	0.0%	0.53%	0.63%	0.0%	0.0%	0.23%	0.0%	0.0%	0.19%	0.12%					
27	"10. ""Аграрная партия России"""	235	11	5	19	18	12	18	19	14	10	11	11	23	14	20	11	19					
		2.12%	1.89%	1.50%	2.98%	2.19%	1.89%	2.64%	1.63%	1.87%	2.12%	2.37%	1.39%	1.78%	2.57%	3.17%	2.18%	2.38%					
28	"11. ""Истинные патриоты России"""	6	0	0	0	0	0	1	0	2	1	1	0	0	0	1	0	0					
		0.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.26%	0.21%	0.21%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	356	18	11	15	21	23	21	31	24	14	12	24	40	18	30	20	34					
		3.21%	3.09%	3.30%	2.35%	2.56%	3.62%	3.08%	2.66%	3.21%	2.97%	2.59%	3.03%	3.11%	3.31%	4.76%	3.97%	4.27%					
30	"13. ""Демократическая партия России"""	57	5	5	5	4	2	3	4	4	5	3	1	1	3	2	5	5					
		0.51%	0.85%	1.50%	0.78%	0.48%	0.31%	0.44%	0.34%	0.53%	1.06%	0.64%	0.12%	0.07%	0.55%	0.31%	0.99%	0.62%					
31	"14. ""Великая Россия - Евразийский Союз"""	23	2	1	1	2	0	2	2	1	0	2	2	4	0	1	2	1					
		0.20%	0.34%	0.30%	0.15%	0.24%	0.0%	0.29%	0.17%	0.13%	0.0%	0.43%	0.25%	0.31%	0.0%	0.15%	0.39%	0.12%					
32	"15. ""Партия СЛОН"""	12	0	0	1	3	0	1	1	0	0	4	1	0	0	1	0	0					
		0.10%	0.0%	0.0%	0.15%	0.36%	0.0%	0.14%	0.08%	0.0%	0.0%	0.86%	0.12%	0.0%	0.0%	0.15%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	401	25	7	27	27	39	40	44	27	10	17	19	47	13	17	15	27					
		3.61%	4.29%	2.10%	4.23%	3.29%	6.15%	5.87%	3.78%	3.61%	2.12%	3.67%	2.40%	3.65%	2.39%	2.70%	2.98%	3.39%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	40	0	0	2	6	1	2	5	3	1	1	1	5	4	4	3	2					
		0.36%	0.0%	0.0%	0.31%	0.73%	0.15%	0.29%	0.42%	0.40%	0.21%	0.21%	0.12%	0.38%	0.73%	0.63%	0.59%	0.25%					
35	"18. ""ЛДПР"""	2469	98	85	102	187	142	142	248	169	125	103	208	253	120	170	129	188					
		22.28%	16.83%	25.52%	16.01%	22.83%	22.39%	20.85%	21.30%	22.62%	26.53%	22.24%	26.29%	19.68%	22.09%	27.02%	25.64%	23.61%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	211	10	8	17	17	14	9	41	17	9	7	8	18	8	9	6	13					
		1.90%	1.71%	2.40%	2.66%	2.07%	2.20%	1.32%	3.52%	2.27%	1.91%	1.51%	1.01%	1.40%	1.47%	1.43%	1.19%	1.63%					
37	"20. ""Политическая партия ""Единая Россия"""	3962	201	104	252	288	233	226	419	293	188	155	304	404	208	209	176	302					
		35.76%	34.53%	31.23%	39.56%	35.16%	36.75%	33.18%	35.99%	39.22%	39.91%	33.47%	38.43%	31.43%	38.30%	33.22%	34.99%	37.93%					
38	"21. ""Российская Конституционно-демократическая партия"""	20	2	1	0	0	3	1	3	3	1	2	0	0	1	1	0	2					
		0.18%	0.34%	0.30%	0.0%	0.0%	0.47%	0.14%	0.25%	0.40%	0.21%	0.43%	0.0%	0.0%	0.18%	0.15%	0.0%	0.25%					
39	"22. ""Развитие предпринимательства"""	18	3	0	2	2	0	0	0	1	0	0	1	4	0	2	0	3					
		0.16%	0.51%	0.0%	0.31%	0.24%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.12%	0.31%	0.0%	0.31%	0.0%	0.37%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1957	128	61	127	158	89	131	201	118	64	83	130	300	79	97	87	104					
		17.66%	21.99%	18.31%	19.93%	19.29%	14.03%	19.23%	17.26%	15.79%	13.58%	17.92%	16.43%	23.34%	14.54%	15.42%	17.29%	13.06%					
																							
41	Против всех	296	15	10	14	25	16	21	40	13	12	12	15	48	15	10	8	22					
		2.67%	2.57%	3.00%	2.19%	3.05%	2.52%	3.08%	3.43%	1.74%	2.54%	2.59%	1.89%	3.73%	2.76%	1.58%	1.59%	2.76%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
