Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Березовская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433									
		45.32%	58.18%	54.67%	69.01%	47.37%	59.52%	38.39%	43.23%	41.56%	33.94%	36.21%	56.00%	53.00%	26.67%	47.33%	52.66%	52.63%	53.23%	54.79%	29.17%	45.61%	54.55%	44.80%	64.71%	45.76%	18.67%	35.90%	33.94%	50.23%	69.12%	57.45%	66.67%	45.24%	53.59%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	27	0	1	0	0	0	5	5	3	1	2	0	0	0	1	0	1	1	0	0	0	0	2	0	1	1	0	0	1	1	0	0	1	0									
		0.46%	0.00%	0.67%	0.00%	0.00%	0.00%	0.76%	1.30%	0.43%	0.46%	0.69%	0.00%	0.00%	0.00%	0.38%	0.00%	1.05%	1.61%	0.00%	0.00%	0.00%	0.00%	0.90%	0.00%	1.69%	0.67%	0.00%	0.00%	0.45%	1.47%	0.00%	0.00%	0.60%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	12	0	0	0	0	1	1	0	2	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	1	1	0	1	1	0	0	0	0									
		0.21%	0.00%	0.00%	0.00%	0.00%	0.60%	0.15%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.95%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.02%	0.00%	0.00%	0.00%	0.67%	0.85%	0.00%	0.45%	1.47%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	864	16	27	10	34	12	111	64	112	56	47	10	19	8	37	17	12	8	17	33	6	9	34	5	11	11	21	5	36	2	9	7	29	29									
		14.88%	9.70%	18.00%	14.08%	17.89%	7.14%	16.84%	16.67%	15.89%	25.69%	16.21%	5.71%	19.00%	7.62%	14.12%	10.06%	12.63%	12.90%	11.64%	34.38%	10.53%	9.09%	15.38%	9.80%	18.64%	7.33%	17.95%	4.59%	16.29%	2.94%	19.15%	8.97%	17.26%	18.95%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	23	0	0	0	1	0	5	1	3	0	1	2	0	0	1	4	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0									
		0.40%	0.00%	0.00%	0.00%	0.53%	0.00%	0.76%	0.26%	0.43%	0.00%	0.34%	1.14%	0.00%	0.00%	0.38%	2.37%	0.00%	0.00%	0.00%	1.04%	1.75%	1.01%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	2.13%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	75	2	2	1	5	1	5	8	14	2	9	2	0	1	3	1	1	0	2	3	1	0	4	0	0	0	0	0	4	1	0	0	2	1									
		1.29%	1.21%	1.33%	1.41%	2.63%	0.60%	0.76%	2.08%	1.99%	0.92%	3.10%	1.14%	0.00%	0.95%	1.15%	0.59%	1.05%	0.00%	1.37%	3.13%	1.75%	0.00%	1.81%	0.00%	0.00%	0.00%	0.00%	0.00%	1.81%	1.47%	0.00%	0.00%	1.19%	0.65%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	1	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0									
		0.15%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.46%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	2.56%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	64	1	0	1	1	2	9	9	7	1	5	2	1	0	3	3	0	1	1	0	1	1	2	2	1	1	4	1	1	0	0	0	3	0									
		1.10%	0.61%	0.00%	1.41%	0.53%	1.19%	1.37%	2.34%	0.99%	0.46%	1.72%	1.14%	1.00%	0.00%	1.15%	1.78%	0.00%	1.61%	0.68%	0.00%	1.75%	1.01%	0.90%	3.92%	1.69%	0.67%	3.42%	0.92%	0.45%	0.00%	0.00%	0.00%	1.79%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	864	20	14	2	22	25	95	36	95	32	47	19	10	30	48	17	8	9	14	14	14	18	36	4	12	78	21	39	34	5	3	1	28	14									
		14.88%	12.12%	9.33%	2.82%	11.58%	14.88%	14.42%	9.38%	13.48%	14.68%	16.21%	10.86%	10.00%	28.57%	18.32%	10.06%	8.42%	14.52%	9.59%	14.58%	24.56%	18.18%	16.29%	7.84%	20.34%	52.00%	17.95%	35.78%	15.38%	7.35%	6.38%	1.28%	16.67%	9.15%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	19	1	1	0	0	0	3	1	1	0	1	0	0	0	2	0	0	1	2	0	0	1	0	0	0	0	0	2	2	0	0	1	0	0									
		0.33%	0.61%	0.67%	0.00%	0.00%	0.00%	0.46%	0.26%	0.14%	0.00%	0.34%	0.00%	0.00%	0.00%	0.76%	0.00%	0.00%	1.61%	1.37%	0.00%	0.00%	1.01%	0.00%	0.00%	0.00%	0.00%	0.00%	1.83%	0.90%	0.00%	0.00%	1.28%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	543	11	10	3	7	13	93	46	89	27	36	18	7	20	13	15	12	5	8	7	3	8	22	2	2	10	12	8	12	1	0	3	9	11									
		9.35%	6.67%	6.67%	4.23%	3.68%	7.74%	14.11%	11.98%	12.62%	12.39%	12.41%	10.29%	7.00%	19.05%	4.96%	8.88%	12.63%	8.06%	5.48%	7.29%	5.26%	8.08%	9.95%	3.92%	3.39%	6.67%	10.26%	7.34%	5.43%	1.47%	0.00%	3.85%	5.36%	7.19%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
