Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																								
Дата голосования: 07.12.2003 0:00:00																								
																								
Наименование Избирательной комиссии:    Савеловский район																								
																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																								
																								
		Сумма	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №3061	УИК №3062					
41	Против всех	1395	97	90	72	98	75	89	112	87	94	83	104	110	73	86	93	20	12					
		6.20%	5.94%	6.79%	5.67%	5.53%	5.61%	6.78%	7.44%	6.32%	5.90%	5.08%	6.12%	7.77%	5.29%	5.56%	6.66%	17.85%	6.34%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
