Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																				
Дата голосования: 04.12.2011																																																																				
																																																																				
Наименование Избирательной комиссии:    Зерноградская 																																																																				
																																																																				
Сводная таблица результатов выборов																																																																				
																																																																				
		Сумма	УИК №178	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №2569	УИК №2572					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	574	4	6	6	5	9	4	3	3	2	3	2	1	17	2	1	5	4	12	0	4	2	4	5	2	1	4	1	2	1	2	2	1	1	6	9	3	2	5	7	23	4	3	6	11	11	14	9	18	6	11	209	10	11	3	10	1	8	15	22	4	12					
14	Число погашенных неиспользованных открепительных удостоверений	263	2	9	2	9	9	4	1	0	0	0	0	3	1	0	1	3	18	6	4	3	0	10	3	1	3	3	0	0	0	0	0	3	6	3	0	0	2	0	0	6	5	0	3	15	6	7	2	0	3	4	59	3	9	1	6	3	0	13	7	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	0	0	2	2	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0	2	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3876	10	147	88	125	89	21	30	14	18	10	25	14	111	9	9	10	48	137	8	31	46	13	161	21	6	77	21	21	6	37	9	17	17	110	44	11	6	23	20	45	13	22	33	225	85	236	76	144	112	118	204	112	160	17	107	20	181	164	115	6	61					
		12.94%	6.17%	16.55%	11.96%	11.87%	15.14%	9.68%	9.80%	13.59%	13.53%	5.99%	11.21%	10.53%	9.81%	10.34%	5.66%	4.22%	11.88%	12.31%	8.33%	8.14%	7.85%	6.05%	20.64%	11.67%	6.82%	13.32%	9.68%	10.66%	4.32%	22.98%	5.56%	12.41%	12.98%	11.16%	4.46%	5.26%	1.91%	9.24%	8.10%	8.89%	7.34%	12.15%	15.14%	17.15%	15.80%	16.68%	13.08%	19.33%	13.95%	16.76%	12.97%	16.45%	15.46%	8.85%	17.51%	11.24%	18.62%	12.54%	14.20%	6.19%	14.09%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4334	29	149	112	165	104	24	32	19	12	26	29	19	151	10	21	23	57	161	23	55	45	25	103	22	13	110	32	15	34	36	4	24	24	150	51	29	19	42	31	54	15	27	24	159	80	227	75	107	113	100	388	91	129	22	72	9	138	281	125	16	52					
		14.47%	17.90%	16.78%	15.22%	15.67%	17.69%	11.06%	10.46%	18.45%	9.02%	15.57%	13.00%	14.29%	13.35%	11.49%	13.21%	9.70%	14.11%	14.47%	23.96%	14.44%	7.68%	11.63%	13.21%	12.22%	14.77%	19.03%	14.75%	7.61%	24.46%	22.36%	2.47%	17.52%	18.32%	15.21%	5.17%	13.88%	6.05%	16.87%	12.55%	10.67%	8.47%	14.92%	11.01%	12.12%	14.87%	16.04%	12.91%	14.36%	14.07%	14.20%	24.67%	13.36%	12.46%	11.46%	11.78%	5.06%	14.20%	21.48%	15.43%	16.49%	12.01%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	318	3	8	13	11	7	3	1	1	3	0	4	1	11	1	1	1	2	12	0	5	4	2	9	2	2	3	0	0	0	0	0	5	1	6	0	3	1	2	4	5	2	3	4	21	7	17	10	4	5	12	16	7	12	1	11	0	7	18	17	1	6					
		1.06%	1.85%	0.90%	1.77%	1.04%	1.19%	1.38%	0.33%	0.97%	2.26%	0.00%	1.79%	0.75%	0.97%	1.15%	0.63%	0.42%	0.50%	1.08%	0.00%	1.31%	0.68%	0.93%	1.15%	1.11%	2.27%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	3.65%	0.76%	0.61%	0.00%	1.44%	0.32%	0.80%	1.62%	0.99%	1.13%	1.66%	1.83%	1.60%	1.30%	1.20%	1.72%	0.54%	0.62%	1.70%	1.02%	1.03%	1.16%	0.52%	1.80%	0.00%	0.72%	1.38%	2.10%	1.03%	1.39%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	8932	24	214	235	312	159	55	81	18	15	50	41	34	243	16	21	40	82	266	10	70	105	83	237	66	18	93	36	22	12	28	40	29	22	397	95	34	36	74	81	185	20	71	65	471	203	526	241	273	329	251	500	286	397	80	249	27	340	452	328	13	131					
		29.82%	14.81%	24.10%	31.93%	29.63%	27.04%	25.35%	26.47%	17.48%	11.28%	29.94%	18.39%	25.56%	21.49%	18.39%	13.21%	16.88%	20.30%	23.90%	10.42%	18.37%	17.92%	38.60%	30.38%	36.67%	20.45%	16.09%	16.59%	11.17%	8.63%	17.39%	24.69%	21.17%	16.79%	40.26%	9.63%	16.27%	11.46%	29.72%	32.79%	36.56%	11.30%	39.23%	29.82%	35.90%	37.73%	37.17%	41.48%	36.64%	40.97%	35.65%	31.79%	41.99%	38.36%	41.67%	40.75%	15.17%	34.98%	34.56%	40.49%	13.40%	30.25%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	579	1	14	17	11	13	3	7	1	2	3	2	2	25	0	0	2	7	4	2	7	6	0	17	1	0	8	2	3	0	1	1	2	2	15	4	0	0	2	1	2	3	2	7	38	14	30	21	14	20	18	44	18	44	5	14	2	35	21	26	1	12					
		1.93%	0.62%	1.58%	2.31%	1.04%	2.21%	1.38%	2.29%	0.97%	1.50%	1.80%	0.90%	1.50%	2.21%	0.00%	0.00%	0.84%	1.73%	0.36%	2.08%	1.84%	1.02%	0.00%	2.18%	0.56%	0.00%	1.38%	0.92%	1.52%	0.00%	0.62%	0.62%	1.46%	1.53%	1.52%	0.41%	0.00%	0.00%	0.80%	0.40%	0.40%	1.69%	1.10%	3.21%	2.90%	2.60%	2.12%	3.61%	1.88%	2.49%	2.56%	2.80%	2.64%	4.25%	2.60%	2.29%	1.12%	3.60%	1.61%	3.21%	1.03%	2.77%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11370	92	346	264	414	206	105	153	50	81	76	120	60	574	50	101	158	196	482	49	208	375	89	241	65	48	276	124	133	87	56	105	57	64	286	790	129	244	101	104	209	123	53	82	356	139	352	149	194	202	195	386	159	269	62	155	119	257	345	183	59	163					
		37.96%	56.79%	38.96%	35.87%	39.32%	35.03%	48.39%	50.00%	48.54%	60.90%	45.51%	53.81%	45.11%	50.75%	57.47%	63.52%	66.67%	48.51%	43.31%	51.04%	54.59%	63.99%	41.40%	30.90%	36.11%	54.55%	47.75%	57.14%	67.51%	62.59%	34.78%	64.81%	41.61%	48.85%	29.01%	80.12%	61.72%	77.71%	40.56%	42.11%	41.30%	69.49%	29.28%	37.61%	27.13%	25.84%	24.88%	25.65%	26.04%	25.16%	27.70%	24.54%	23.35%	25.99%	32.29%	25.37%	66.85%	26.44%	26.38%	22.59%	60.82%	37.64%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	173	0	2	2	3	3	3	2	0	0	1	0	0	4	0	2	2	9	28	0	2	0	0	1	0	0	3	1	0	0	3	0	0	0	5	2	0	2	1	1	1	1	0	0	9	2	12	2	2	7	2	12	4	6	1	3	1	8	7	9	0	2					
		0.58%	0.00%	0.23%	0.27%	0.28%	0.51%	1.38%	0.65%	0.00%	0.00%	0.60%	0.00%	0.00%	0.35%	0.00%	1.26%	0.84%	2.23%	2.52%	0.00%	0.52%	0.00%	0.00%	0.13%	0.00%	0.00%	0.52%	0.46%	0.00%	0.00%	1.86%	0.00%	0.00%	0.00%	0.51%	0.20%	0.00%	0.64%	0.40%	0.40%	0.20%	0.56%	0.00%	0.00%	0.69%	0.37%	0.85%	0.34%	0.27%	0.87%	0.28%	0.76%	0.59%	0.58%	0.52%	0.49%	0.56%	0.82%	0.54%	1.11%	0.00%	0.46%					
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
