Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																						
Дата голосования: 18.09.2016																																																						
																																																						
Наименование Избирательной комиссии:    Спасская																																																						
																																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																																						
																																																						
		Сумма	УИК №3601	УИК №3602	УИК №3603	УИК №3604	УИК №3605	УИК №3606	УИК №3607	УИК №3608	УИК №3609	УИК №3610	УИК №3611	УИК №3612	УИК №3613	УИК №3614	УИК №3615	УИК №3616	УИК №3617	УИК №3618	УИК №3619	УИК №3620	УИК №3621	УИК №3622	УИК №3623	УИК №3624	УИК №3625	УИК №3626	УИК №3627	УИК №3628	УИК №3629	УИК №3630	УИК №3631	УИК №3632	УИК №3633	УИК №3634	УИК №3635	УИК №3636	УИК №3637	УИК №3638	УИК №3639	УИК №3640	УИК №3641	УИК №3642	УИК №3643									
		0.74%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.71%	1.23%	0.39%	2.38%	0.94%	0.00%	0.00%	0.00%	0.47%	1.17%	0.00%	0.00%	1.63%	0.00%	0.00%	0.91%	0.00%	0.00%	0.36%	0.31%	0.00%	2.92%	0.00%	1.04%	1.04%	0.51%	0.72%	0.00%	0.00%	5.60%	1.72%	0.26%	0.00%	0.20%	0.70%	0.00%	0.61%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	72	1	1	0	0	0	5	2	1	1	2	0	0	0	1	3	4	1	0	1	0	0	1	0	2	0	1	2	4	1	1	5	6	5	0	1	0	6	8	0	3	2	1	0									
		0.77%	0.43%	0.43%	0.00%	0.00%	0.00%	2.09%	0.47%	0.62%	0.39%	0.95%	0.00%	0.00%	0.00%	0.92%	1.40%	1.56%	1.96%	0.00%	0.54%	0.00%	0.00%	0.91%	0.00%	1.75%	0.00%	0.31%	0.66%	2.34%	1.49%	0.26%	1.04%	1.02%	1.81%	0.00%	1.16%	0.00%	1.47%	2.12%	0.00%	0.59%	1.40%	1.28%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	17	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	2	0	1	0	0	0	0	0	0	1	1	2	1	0	0	0	0	0	1	0	0	1	2	0	0	0	0	1									
		0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.39%	0.48%	0.00%	0.34%	0.00%	0.00%	0.00%	0.78%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.31%	0.66%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.25%	0.53%	0.00%	0.00%	0.00%	0.00%	0.61%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	84	2	5	0	3	1	3	4	0	0	3	0	2	0	1	0	1	0	1	1	0	0	2	1	0	3	2	6	2	0	5	8	6	3	1	0	3	2	4	0	4	1	2	2									
		0.90%	0.86%	2.13%	0.00%	1.36%	1.45%	1.26%	0.95%	0.00%	0.00%	1.43%	0.00%	0.68%	0.00%	0.92%	0.00%	0.39%	0.00%	0.51%	0.54%	0.00%	0.00%	1.82%	0.72%	0.00%	1.08%	0.63%	1.99%	1.17%	0.00%	1.30%	1.67%	1.02%	1.08%	0.56%	0.00%	1.12%	0.49%	1.06%	0.00%	0.78%	0.70%	2.56%	1.21%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1521	43	26	11	33	18	48	49	24	34	39	38	67	3	14	26	16	4	24	50	16	9	33	21	16	58	89	60	34	12	70	87	123	22	15	12	40	62	43	10	69	21	13	19									
		16.33%	18.45%	11.06%	31.43%	15.00%	26.09%	20.08%	11.61%	14.81%	13.13%	18.57%	17.84%	22.95%	4.29%	12.84%	12.09%	6.25%	7.84%	12.18%	27.17%	23.19%	16.67%	30.00%	15.11%	14.04%	20.79%	27.81%	19.93%	19.88%	17.91%	18.23%	18.13%	20.85%	7.94%	8.43%	13.95%	14.93%	15.20%	11.38%	13.70%	13.48%	14.69%	16.67%	11.52%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	50	1	0	0	2	1	1	6	3	2	0	0	2	1	0	3	0	0	1	0	0	0	0	0	1	2	2	2	0	1	1	3	2	2	1	0	3	3	2	0	1	0	0	1									
		0.54%	0.43%	0.00%	0.00%	0.91%	1.45%	0.42%	1.42%	1.85%	0.77%	0.00%	0.00%	0.68%	1.43%	0.00%	1.40%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.72%	0.63%	0.66%	0.00%	1.49%	0.26%	0.63%	0.34%	0.72%	0.56%	0.00%	1.12%	0.74%	0.53%	0.00%	0.20%	0.00%	0.00%	0.61%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	277	5	7	1	6	2	4	11	2	4	6	6	5	1	1	6	5	1	4	6	0	0	2	3	4	10	10	10	10	1	17	19	33	6	4	3	9	8	15	1	17	4	3	5									
		2.97%	2.15%	2.98%	2.86%	2.73%	2.90%	1.67%	2.61%	1.23%	1.54%	2.86%	2.82%	1.71%	1.43%	0.92%	2.79%	1.95%	1.96%	2.03%	3.26%	0.00%	0.00%	1.82%	2.16%	3.51%	3.58%	3.13%	3.32%	5.85%	1.49%	4.43%	3.96%	5.59%	2.17%	2.25%	3.49%	3.36%	1.96%	3.97%	1.37%	3.32%	2.80%	3.85%	3.03%									
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
