Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
Наименование Избирательной комиссии:    Сосновоборская																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК  1128	УИК  1129	УИК  1130	УИК  1131	УИК  1132	УИК  1133	УИК  1134	УИК  1135	УИК  1136	УИК  1137	УИК  1138	УИК  1139	УИК  1140	УИК  1141	УИК  1142	УИК  1143	УИК  1144	УИК  1145	УИК  1146	УИК  1147	УИК  1148	УИК  1149	УИК  1150	УИК  1151	УИК  1152	УИК  1153	УИК  1154	УИК  1155	УИК  1156	УИК  1157	УИК  1158	УИК  1159	УИК  1160	УИК  1161	УИК  1162	УИК  1163					
		0.15%	0.0%	0.0%	0.0%	0.0%	1.58%	1.05%	0.0%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.74%	0.0%	1.92%	0.59%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.63%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.75%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	26	0	0	0	0	1	0	0	1	2	2	0	0	0	0	2	0	0	0	1	2	0	0	1	0	1	0	1	2	5	0	0	2	0	0	3	0					
		0.26%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.0%	0.45%	1.06%	0.76%	0.0%	0.0%	0.0%	0.0%	1.48%	0.0%	0.0%	0.0%	0.35%	0.75%	0.0%	0.0%	1.36%	0.0%	0.63%	0.0%	0.10%	0.22%	0.39%	0.0%	0.0%	0.48%	0.0%	0.0%	1.13%	0.0%					
27	"10. ""Аграрная партия России"""	412	4	6	0	0	22	6	2	14	23	22	21	36	0	2	7	10	6	1	1	25	32	8	11	3	13	0	24	14	35	5	2	6	6	7	34	4					
		4.13%	3.12%	5.76%	0.0%	0.0%	8.69%	6.31%	2.02%	6.36%	12.23%	8.46%	1.80%	4.13%	0.0%	2.73%	5.18%	4.87%	5.76%	0.59%	0.35%	9.43%	11.46%	7.01%	15.06%	1.94%	8.22%	0.0%	2.60%	1.56%	2.79%	3.44%	4.16%	1.46%	2.36%	4.40%	12.87%	3.66%					
28	"11. ""Истинные патриоты России"""	35	1	0	0	0	1	0	1	0	0	0	20	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	5	2	1	0	0	0	0	0	0					
		0.35%	0.78%	0.0%	0.0%	0.0%	0.39%	0.0%	1.01%	0.0%	0.0%	0.0%	1.71%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.64%	0.0%	0.0%	0.21%	0.55%	0.15%	0.68%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	83	2	0	0	0	3	0	0	2	1	0	4	13	0	0	0	2	0	1	1	0	2	0	1	2	5	1	5	10	9	1	3	8	4	3	0	0					
		0.83%	1.56%	0.0%	0.0%	0.0%	1.18%	0.0%	0.0%	0.90%	0.53%	0.0%	0.34%	1.49%	0.0%	0.0%	0.0%	0.97%	0.0%	0.59%	0.35%	0.0%	0.71%	0.0%	1.36%	1.29%	3.16%	2.27%	0.54%	1.11%	0.71%	0.68%	6.25%	1.95%	1.57%	1.88%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	52	0	0	0	0	2	0	0	2	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	5	0	0	3	0	1	0	0					
		0.52%	0.0%	0.0%	0.0%	0.0%	0.79%	0.0%	0.0%	0.90%	0.0%	0.0%	3.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.64%	0.0%	0.0%	0.21%	0.0%	0.39%	0.0%	0.0%	0.73%	0.0%	0.62%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	107	2	0	0	0	1	0	0	0	0	1	30	42	0	0	0	0	0	2	0	1	0	0	0	0	0	0	7	1	2	14	1	0	1	1	1	0					
		1.07%	1.56%	0.0%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.38%	2.57%	4.82%	0.0%	0.0%	0.0%	0.0%	0.0%	1.19%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.76%	0.11%	0.15%	9.65%	2.08%	0.0%	0.39%	0.62%	0.37%	0.0%					
32	"15. ""Партия СЛОН"""	7	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0					
		0.07%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.74%	0.48%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.68%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	363	3	3	0	0	12	3	2	5	6	7	31	24	0	0	1	2	2	2	7	6	9	1	2	3	7	2	38	49	80	9	2	25	3	3	13	1					
		3.64%	2.34%	2.88%	0.0%	0.0%	4.74%	3.15%	2.02%	2.27%	3.19%	2.69%	2.66%	2.75%	0.0%	0.0%	0.74%	0.97%	1.92%	1.19%	2.45%	2.26%	3.22%	0.87%	2.73%	1.94%	4.43%	4.54%	4.13%	5.48%	6.38%	6.20%	4.16%	6.11%	1.18%	1.88%	4.92%	0.91%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	44	2	3	0	0	4	0	2	2	1	3	5	0	0	1	0	0	0	1	0	1	1	0	0	0	2	0	3	2	3	1	0	3	2	0	2	0					
		0.44%	1.56%	2.88%	0.0%	0.0%	1.58%	0.0%	2.02%	0.90%	0.53%	1.15%	0.42%	0.0%	0.0%	1.36%	0.0%	0.0%	0.0%	0.59%	0.0%	0.37%	0.35%	0.0%	0.0%	0.0%	1.26%	0.0%	0.32%	0.22%	0.23%	0.68%	0.0%	0.73%	0.78%	0.0%	0.75%	0.0%					
35	"18. ""ЛДПР"""	724	1	7	0	0	22	2	0	11	22	16	29	42	0	4	6	13	4	14	16	31	34	17	4	14	12	1	65	104	111	15	2	48	13	22	18	4					
		7.26%	0.78%	6.73%	0.0%	0.0%	8.69%	2.10%	0.0%	5.0%	11.70%	6.15%	2.49%	4.82%	0.0%	5.47%	4.44%	6.34%	3.84%	8.38%	5.61%	11.69%	12.18%	14.91%	5.47%	9.09%	7.59%	2.27%	7.06%	11.64%	8.85%	10.34%	4.16%	11.73%	5.11%	13.83%	6.81%	3.66%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	442	1	0	0	0	12	6	5	2	2	23	17	30	0	0	3	18	11	9	4	6	16	1	1	6	14	0	66	52	77	4	3	18	22	4	9	0					
		4.43%	0.78%	0.0%	0.0%	0.0%	4.74%	6.31%	5.05%	0.90%	1.06%	8.84%	1.46%	3.44%	0.0%	0.0%	2.22%	8.78%	10.57%	5.38%	1.40%	2.26%	5.73%	0.87%	1.36%	3.89%	8.86%	0.0%	7.17%	5.82%	6.14%	2.75%	6.25%	4.40%	8.66%	2.51%	3.40%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	5193	46	69	34	21	60	62	67	113	89	118	771	457	25	52	94	98	67	81	206	132	110	64	39	92	75	39	413	436	601	56	28	180	142	80	89	87					
		52.08%	35.93%	66.34%	99.99%	100.0%	23.71%	65.26%	67.67%	51.36%	47.34%	45.38%	66.29%	52.52%	100.0%	71.23%	69.62%	47.80%	64.42%	48.50%	72.28%	49.81%	39.42%	56.14%	53.42%	59.74%	47.46%	88.63%	44.89%	48.82%	47.96%	38.62%	58.33%	44.00%	55.90%	50.31%	33.71%	79.81%					
38	"21. ""Российская Конституционно-демократическая партия"""	45	6	0	0	0	1	1	1	0	1	3	3	0	0	0	1	0	0	0	3	0	0	0	0	5	0	0	3	3	6	0	0	4	0	2	2	0					
		0.45%	4.68%	0.0%	0.0%	0.0%	0.39%	1.05%	1.01%	0.0%	0.53%	1.15%	0.25%	0.0%	0.0%	0.0%	0.74%	0.0%	0.0%	0.0%	1.05%	0.0%	0.0%	0.0%	0.0%	3.24%	0.0%	0.0%	0.32%	0.33%	0.47%	0.0%	0.0%	0.97%	0.0%	1.25%	0.75%	0.0%					
39	"22. ""Развитие предпринимательства"""	16	0	0	0	0	2	0	1	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	2	2	1	0	0	0	0	1	2	0					
		0.16%	0.0%	0.0%	0.0%	0.0%	0.79%	0.0%	1.01%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	1.36%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.63%	0.0%	0.21%	0.22%	0.07%	0.0%	0.0%	0.0%	0.0%	0.62%	0.75%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1254	21	4	0	0	67	6	10	47	20	47	78	91	0	11	7	25	6	33	36	35	40	14	10	16	11	0	145	108	172	12	1	70	29	18	54	10					
		12.57%	16.40%	3.84%	0.0%	0.0%	26.48%	6.31%	10.10%	21.36%	10.63%	18.07%	6.70%	10.45%	0.0%	15.06%	5.18%	12.19%	5.76%	19.76%	12.63%	13.20%	14.33%	12.28%	13.69%	10.38%	6.96%	0.0%	15.76%	12.09%	13.72%	8.27%	2.08%	17.11%	11.41%	11.32%	20.45%	9.17%					
																																											
41	Против всех	176	1	0	0	0	6	1	0	10	5	4	14	11	0	0	5	5	0	5	2	4	11	1	0	2	2	0	21	28	18	0	1	8	4	2	2	3					
		1.76%	0.78%	0.0%	0.0%	0.0%	2.37%	1.05%	0.0%	4.54%	2.65%	1.53%	1.20%	1.26%	0.0%	0.0%	3.70%	2.43%	0.0%	2.99%	0.70%	1.50%	3.94%	0.87%	0.0%	1.29%	1.26%	0.0%	2.28%	3.13%	1.43%	0.0%	2.08%	1.95%	1.57%	1.25%	0.75%	2.75%					
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
