Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Тындинская городская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК  738	УИК  739	УИК  740	УИК  741	УИК  742	УИК  743	УИК  744	УИК  745	УИК  746	УИК  747	УИК  748	УИК  749	УИК  750	УИК  751	УИК  752	УИК  753	УИК  754	УИК  755	УИК  756	УИК  757	УИК  758	УИК  759	УИК  760	УИК  761	УИК  762					
		0.24%	0.30%	0.0%	0.0%	0.50%	0.40%	0.0%	0.0%	0.40%	0.25%	0.11%	0.21%	0.23%	0.21%	0.44%	0.38%	0.0%	0.15%	0.57%	0.28%	0.16%	0.14%	0.0%	0.93%	0.0%	1.92%					
24	"7. ""Новый курс - Автомобильная Россия"""	71	0	7	2	1	4	0	1	0	2	4	7	1	3	7	6	3	4	2	8	5	1	3	0	0	0					
		0.54%	0.0%	2.11%	0.74%	0.25%	0.81%	0.0%	0.21%	0.0%	0.51%	0.44%	0.74%	0.11%	0.32%	1.54%	0.57%	0.38%	0.61%	0.28%	1.12%	0.82%	0.14%	0.69%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	9	0	0	0	0	0	0	0	0	0	1	1	1	0	1	3	0	0	0	0	1	0	1	0	0	0					
		0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.10%	0.11%	0.0%	0.22%	0.28%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.23%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	51	1	1	0	3	3	0	1	0	1	4	2	4	3	4	7	5	2	0	4	3	1	0	2	0	0					
		0.38%	0.30%	0.30%	0.0%	0.75%	0.61%	0.0%	0.21%	0.0%	0.25%	0.44%	0.21%	0.46%	0.32%	0.88%	0.66%	0.64%	0.30%	0.0%	0.56%	0.49%	0.14%	0.0%	1.86%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	319	14	12	10	11	12	6	12	8	6	24	22	17	23	7	20	27	14	15	14	13	17	10	2	2	1					
		2.43%	4.20%	3.62%	3.71%	2.75%	2.45%	3.59%	2.55%	3.23%	1.55%	2.66%	2.33%	1.97%	2.47%	1.54%	1.90%	3.49%	2.15%	2.14%	1.96%	2.14%	2.46%	2.33%	1.86%	1.86%	0.96%					
28	"11. ""Истинные патриоты России"""	9	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	2	2	0	0	0	0					
		0.06%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%	0.11%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.33%	0.28%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	87	4	1	1	5	3	2	10	1	4	8	5	8	4	1	7	5	2	2	4	5	3	1	1	0	0					
		0.66%	1.20%	0.30%	0.37%	1.25%	0.61%	1.19%	2.12%	0.40%	1.03%	0.88%	0.52%	0.92%	0.43%	0.22%	0.66%	0.64%	0.30%	0.28%	0.56%	0.82%	0.43%	0.23%	0.93%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	16	0	0	0	0	0	0	0	0	1	2	1	2	1	1	0	1	2	1	1	0	2	0	0	0	1					
		0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.22%	0.10%	0.23%	0.10%	0.22%	0.0%	0.12%	0.30%	0.14%	0.14%	0.0%	0.28%	0.0%	0.0%	0.0%	0.96%					
31	"14. ""Великая Россия - Евразийский Союз"""	27	0	1	1	1	1	0	2	1	1	2	3	0	2	1	0	5	1	1	0	1	3	0	0	0	0					
		0.20%	0.0%	0.30%	0.37%	0.25%	0.20%	0.0%	0.42%	0.40%	0.25%	0.22%	0.31%	0.0%	0.21%	0.22%	0.0%	0.64%	0.15%	0.14%	0.0%	0.16%	0.43%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	12	0	1	0	2	0	0	0	0	0	1	4	1	1	0	1	0	1	0	0	0	0	0	0	0	0					
		0.09%	0.0%	0.30%	0.0%	0.50%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.42%	0.11%	0.10%	0.0%	0.09%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1269	25	29	17	29	29	15	31	28	30	81	109	99	87	33	103	81	78	72	82	76	59	44	14	11	7					
		9.68%	7.50%	8.76%	6.31%	7.26%	5.94%	8.98%	6.59%	11.33%	7.79%	9.0%	11.54%	11.48%	9.36%	7.30%	9.80%	10.49%	12.0%	10.28%	11.53%	12.54%	8.55%	10.25%	13.08%	10.28%	6.73%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	21	0	1	1	0	1	0	1	1	1	3	1	0	2	0	1	1	2	1	1	1	1	0	0	0	1					
		0.16%	0.0%	0.30%	0.37%	0.0%	0.20%	0.0%	0.21%	0.40%	0.25%	0.33%	0.10%	0.0%	0.21%	0.0%	0.09%	0.12%	0.30%	0.14%	0.14%	0.16%	0.14%	0.0%	0.0%	0.0%	0.96%					
35	"18. ""ЛДПР"""	2990	69	62	68	104	130	46	137	78	94	205	206	170	204	109	207	180	140	160	155	120	173	108	28	26	11					
		22.81%	20.72%	18.73%	25.27%	26.06%	26.63%	27.54%	29.14%	31.57%	24.41%	22.77%	21.82%	19.72%	21.95%	24.11%	19.69%	23.31%	21.53%	22.85%	21.80%	19.80%	25.07%	25.17%	26.16%	24.29%	10.57%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	227	10	2	5	9	13	2	17	3	12	15	16	11	12	4	16	17	8	10	9	11	12	8	2	1	2					
		1.73%	3.00%	0.60%	1.85%	2.25%	2.66%	1.19%	3.61%	1.21%	3.11%	1.66%	1.69%	1.27%	1.29%	0.88%	1.52%	2.20%	1.23%	1.42%	1.26%	1.81%	1.73%	1.86%	1.86%	0.93%	1.92%					
37	"20. ""Политическая партия ""Единая Россия"""	4272	119	111	88	128	145	52	139	57	126	268	308	293	327	159	372	241	202	227	232	184	209	145	38	41	61					
		32.60%	35.73%	33.53%	32.71%	32.08%	29.71%	31.13%	29.57%	23.07%	32.72%	29.77%	32.62%	33.99%	35.19%	35.17%	35.39%	31.21%	31.07%	32.42%	32.63%	30.36%	30.28%	33.79%	35.51%	38.31%	58.65%					
38	"21. ""Российская Конституционно-демократическая партия"""	25	0	1	0	0	1	0	0	0	0	1	2	1	4	0	2	2	1	0	5	2	1	1	0	1	0					
		0.19%	0.0%	0.30%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.11%	0.21%	0.11%	0.43%	0.0%	0.19%	0.25%	0.15%	0.0%	0.70%	0.33%	0.14%	0.23%	0.0%	0.93%	0.0%					
39	"22. ""Развитие предпринимательства"""	49	4	2	0	3	0	0	5	1	1	3	3	2	5	1	3	2	3	1	2	3	2	2	0	0	1					
		0.37%	1.20%	0.60%	0.0%	0.75%	0.0%	0.0%	1.06%	0.40%	0.25%	0.33%	0.31%	0.23%	0.53%	0.22%	0.28%	0.25%	0.46%	0.14%	0.28%	0.49%	0.28%	0.46%	0.0%	0.0%	0.96%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1253	36	55	26	42	51	25	49	23	32	88	77	83	71	55	100	79	53	65	54	59	62	48	8	6	6					
		9.56%	10.81%	16.61%	9.66%	10.52%	10.45%	14.97%	10.42%	9.31%	8.31%	9.77%	8.15%	9.62%	7.64%	12.16%	9.51%	10.23%	8.15%	9.28%	7.59%	9.73%	8.98%	11.18%	7.47%	5.60%	5.76%					
																																
41	Против всех	693	12	15	18	16	21	9	19	14	21	52	43	42	50	23	66	41	44	42	47	28	39	14	5	7	5					
		5.28%	3.60%	4.53%	6.69%	4.01%	4.30%	5.38%	4.04%	5.66%	5.45%	5.77%	4.55%	4.87%	5.38%	5.08%	6.27%	5.31%	6.76%	6.0%	6.61%	4.62%	5.65%	3.26%	4.67%	6.54%	4.80%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
