12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1469	37	12	21	25	24	10	9	3	5	11	37	16	100	11	23	25	10	25	32	7	64	14	6	20	50	28	55	35	20	40	20	14	28	20	100	80	10	15	9	13	19	14	30	5	23	3	16	2	10	17	10	13	17	30	8	6	3	36	50	23	40	5	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	602	6	18	13	13	6	3	3	4	2	8	10	2	22	6	2	6	3	8	10	1	7	2	6	7	8	6	4	3	5	3	2	5	5	5	17	7	6	3	7	5	14	3	4	4	18	9	25	4	5	4	19	13	13	30	2	12	1	7	15	12	121	6	2					
14	Число неиспользованных открепительных удостоверений	125	3	3	4	0	3	0	6	0	0	3	0	4	0	0	3	0	0	10	0	0	16	0	0	0	0	7	0	0	0	0	0	1	7	10	0	0	0	0	1	0	1	6	0	0	2	7	2	8	0	0	5	7	0	0	0	4	2	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	5	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																						
18	Богданов Андрей Владимирович	340	1	7	7	7	5	0	4	0	1	1	5	0	11	0	6	0	1	2	15	1	9	3	2	14	3	1	7	1	0	1	5	2	2	2	7	9	3	0	1	1	7	0	3	2	16	4	14	9	7	8	7	12	12	15	1	15	5	6	21	13	7	1	8					
		1.01%	0.56%	0.68%	0.74%	0.59%	0.72%	0.00%	1.01%	0.00%	0.63%	0.38%	1.42%	0.00%	0.79%	0.00%	3.19%	0.00%	1.28%	0.30%	1.11%	0.69%	1.76%	0.38%	0.68%	1.54%	1.13%	0.94%	1.01%	0.41%	0.00%	0.79%	3.13%	1.15%	1.23%	1.38%	0.62%	0.82%	1.38%	0.00%	0.28%	0.34%	1.27%	0.00%	1.19%	0.70%	1.23%	0.78%	1.06%	1.30%	1.02%	1.05%	0.87%	1.67%	1.64%	1.23%	0.51%	2.44%	3.47%	0.71%	1.23%	1.57%	1.20%	0.79%	1.88%					
19	Жириновский Владимир Вольфович	2986	19	84	64	114	62	30	35	15	14	21	24	16	102	14	19	25	16	45	104	16	57	39	27	78	38	10	62	25	19	11	25	7	18	17	50	103	12	13	44	27	47	15	29	26	103	46	155	33	59	60	76	48	55	89	18	52	7	94	241	97	65	23	27					
		8.85%	10.67%	8.16%	6.73%	9.66%	8.90%	11.54%	8.82%	9.68%	8.75%	8.08%	6.80%	8.99%	7.32%	11.38%	10.11%	8.83%	20.51%	6.80%	7.66%	11.03%	11.18%	4.96%	9.12%	8.59%	14.29%	9.43%	8.93%	10.25%	8.60%	8.66%	15.63%	4.02%	11.04%	11.72%	4.41%	9.35%	5.53%	4.15%	12.39%	9.18%	8.50%	7.50%	11.51%	9.12%	7.93%	8.97%	11.74%	4.76%	8.61%	7.84%	9.46%	6.69%	7.53%	7.28%	9.23%	8.44%	4.86%	11.11%	14.16%	11.70%	11.11%	18.25%	6.35%					
20	Зюганов Геннадий Андреевич	8856	21	271	270	349	229	22	64	24	25	72	65	34	272	22	31	40	29	61	377	33	98	167	86	257	73	19	122	50	26	12	49	67	32	27	379	191	46	35	76	74	146	30	85	64	459	182	459	217	246	260	277	214	249	393	95	213	35	231	376	205	77	24	122					
		26.24%	11.80%	26.34%	28.39%	29.58%	32.86%	8.46%	16.12%	15.48%	15.63%	27.69%	18.41%	19.10%	19.51%	17.89%	16.49%	14.13%	37.18%	9.21%	27.78%	22.76%	19.22%	21.22%	29.05%	28.30%	27.44%	17.92%	17.58%	20.49%	11.76%	9.45%	30.63%	38.51%	19.63%	18.62%	33.45%	17.33%	21.20%	11.18%	21.41%	25.17%	26.40%	15.00%	33.73%	22.46%	35.33%	35.48%	34.77%	31.31%	35.91%	33.99%	34.50%	29.81%	34.11%	32.13%	48.72%	34.58%	24.31%	27.30%	22.09%	24.73%	13.16%	19.05%	28.71%					
21	Медведев Дмитрий Анатольевич	21184	134	650	605	698	394	204	294	116	117	161	259	127	1004	85	131	213	32	542	841	85	336	576	175	547	150	76	498	167	176	101	80	96	111	98	694	787	154	258	231	188	345	149	128	186	701	277	676	425	368	433	432	435	403	709	80	330	95	503	1037	513	430	77	261					
		62.77%	75.28%	63.17%	63.62%	59.15%	56.53%	78.46%	74.06%	74.84%	73.13%	61.92%	73.37%	71.35%	72.02%	69.11%	69.68%	75.27%	41.03%	81.87%	61.97%	58.62%	65.88%	73.19%	59.12%	60.24%	56.39%	71.70%	71.76%	68.44%	79.64%	79.53%	50.00%	55.17%	68.10%	67.59%	61.25%	71.42%	70.97%	82.43%	65.07%	63.95%	62.39%	74.50%	50.79%	65.26%	53.96%	53.99%	51.21%	61.33%	53.72%	56.60%	53.80%	60.58%	55.21%	57.97%	41.03%	53.57%	65.97%	59.46%	60.93%	61.88%	73.50%	61.11%	61.41%					
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
