Выборы Президента Российской Федерации																																																																					
																																																																					
Наименование Избирательной комиссии:    Зерноградская																																																																					
																																																																					
Итоги голосования 																																																																					
																																																																					
		Сумма	УИК №178	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №2565	УИК №2569					
		4.36%	3.85%	3.91%	3.40%	2.40%	4.37%	1.52%	4.26%	0.65%	2.65%	2.37%	1.94%	2.34%	2.53%	0.80%	2.44%	1.72%	3.77%	5.50%	2.92%	1.92%	2.65%	1.91%	0.63%	6.94%	4.31%	0.00%	2.85%	1.45%	2.91%	0.70%	4.44%	3.23%	0.53%	1.40%	3.54%	3.86%	5.26%	5.03%	2.53%	3.53%	4.07%	0.53%	2.81%	4.91%	6.73%	5.94%	5.97%	4.91%	5.63%	6.63%	5.52%	6.40%	7.45%	5.35%	3.26%	6.81%	7.36%	5.29%	4.64%	8.52%	2.72%	2.88%					
19	. Малышкин Олег Александрович	1040	12	21	26	27	33	9	10	8	1	7	6	6	38	8	1	13	1	24	46	4	21	29	6	32	4	1	23	7	10	3	4	4	0	1	40	30	9	10	12	4	9	0	15	6	30	23	41	26	27	29	25	29	6	34	11	18	8	25	73	23	26	5					
		2.97%	6.59%	2.05%	2.95%	2.40%	4.65%	3.41%	3.04%	5.23%	0.53%	2.08%	1.66%	2.80%	2.60%	6.40%	0.49%	4.48%	1.89%	4.26%	3.44%	2.56%	4.29%	3.96%	1.88%	3.17%	1.57%	0.83%	3.28%	2.55%	4.85%	2.11%	2.22%	2.15%	0.00%	0.70%	3.45%	2.76%	4.31%	3.14%	3.37%	1.28%	1.59%	0.00%	6.02%	1.73%	2.92%	2.68%	3.40%	2.97%	3.23%	2.56%	3.00%	2.94%	1.02%	2.09%	5.12%	2.15%	4.91%	2.76%	4.70%	2.68%	3.93%	3.60%					
20	. Миронов Сергей Михайлович	321	2	11	13	13	2	1	4	4	2	1	0	3	2	4	4	2	0	3	7	1	2	9	4	5	22	1	3	4	1	2	0	1	2	1	7	7	2	4	5	6	6	3	2	2	4	10	16	7	6	7	8	12	3	14	0	10	1	10	18	12	2	1					
		0.92%	1.10%	1.07%	1.47%	1.15%	0.28%	0.38%	1.22%	2.61%	1.06%	0.30%	0.00%	1.40%	0.14%	3.20%	1.95%	0.69%	0.00%	0.53%	0.52%	0.64%	0.41%	1.23%	1.25%	0.50%	8.63%	0.83%	0.43%	1.45%	0.49%	1.41%	0.00%	0.54%	1.07%	0.70%	0.60%	0.64%	0.96%	1.26%	1.40%	1.92%	1.06%	1.59%	0.80%	0.58%	0.39%	1.17%	1.33%	0.80%	0.72%	0.62%	0.96%	1.22%	0.51%	0.86%	0.00%	1.19%	0.61%	1.10%	1.16%	1.40%	0.30%	0.72%					
21	. Путин Владимир Владимирович	21164	121	513	471	586	367	215	228	106	145	190	257	141	1053	75	163	201	39	368	818	108	321	440	217	544	145	96	505	173	146	108	141	130	128	119	646	739	139	235	231	191	384	168	155	216	545	454	621	409	441	593	494	526	310	1031	111	456	101	552	951	513	482	92					
		60.47%	66.48%	50.10%	53.40%	52.00%	51.69%	81.44%	69.30%	69.28%	76.72%	56.38%	71.19%	65.89%	72.07%	60.00%	79.51%	69.31%	73.58%	65.25%	61.18%	69.23%	65.51%	60.03%	68.03%	53.91%	56.86%	80.00%	72.04%	62.91%	70.87%	76.06%	78.33%	69.89%	68.45%	83.22%	55.79%	67.99%	66.51%	73.90%	64.89%	61.22%	67.96%	88.89%	62.25%	62.43%	53.12%	52.91%	51.49%	46.69%	52.81%	52.39%	59.23%	53.40%	52.45%	63.37%	51.63%	54.48%	61.96%	60.86%	61.28%	59.86%	72.92%	66.19%					
22	. Хакамада Ирина Муцуовна	1013	3	27	41	38	17	4	5	4	3	5	4	2	25	3	3	12	0	19	37	3	28	13	3	40	9	1	11	5	3	4	4	3	5	0	35	18	1	3	11	11	7	2	3	8	46	37	30	22	28	48	26	36	22	50	3	32	6	28	57	34	24	1					
		2.89%	1.65%	2.64%	4.65%	3.37%	2.39%	1.52%	1.52%	2.61%	1.59%	1.48%	1.11%	0.93%	1.71%	2.40%	1.46%	4.14%	0.00%	3.37%	2.77%	1.92%	5.71%	1.77%	0.94%	3.96%	3.53%	0.83%	1.57%	1.82%	1.46%	2.82%	2.22%	1.61%	2.67%	0.00%	3.02%	1.66%	0.48%	0.94%	3.09%	3.53%	1.24%	1.06%	1.20%	2.31%	4.48%	4.31%	2.49%	2.51%	3.35%	4.24%	3.12%	3.65%	3.72%	3.07%	1.40%	3.82%	3.68%	3.09%	3.67%	3.97%	3.63%	0.72%					
23	. Харитонов Николай Михайлович	8427	28	362	256	415	233	26	60	27	32	112	77	54	253	30	26	50	8	96	322	28	79	199	82	259	49	15	119	69	33	20	16	39	46	17	344	214	42	43	76	81	114	13	51	86	280	246	357	347	261	337	184	266	180	352	69	210	34	196	274	139	64	30					
		24.08%	15.38%	35.35%	29.02%	36.82%	32.82%	9.85%	18.24%	17.65%	16.93%	33.23%	21.33%	25.23%	17.32%	24.00%	12.68%	17.24%	15.09%	17.02%	24.08%	17.95%	16.12%	27.15%	25.71%	25.67%	19.22%	12.50%	16.98%	25.09%	16.02%	14.08%	8.89%	20.97%	24.60%	11.89%	29.71%	19.69%	20.10%	13.52%	21.35%	25.96%	20.18%	6.88%	20.48%	24.86%	27.29%	28.67%	29.60%	39.61%	31.26%	29.77%	22.06%	27.01%	30.46%	21.63%	32.09%	25.09%	20.86%	21.61%	17.65%	16.22%	9.68%	21.58%					
																																																																					
24	Против всех	1182	3	40	28	17	21	3	6	3	1	3	7	1	41	2	2	6	3	13	44	8	20	24	2	43	10	4	10	7	5	2	7	0	3	0	28	27	5	3	5	4	15	2	11	8	40	32	57	17	18	35	45	53	23	54	10	53	1	40	99	61	44	3					
		3.38%	1.65%	3.91%	3.17%	1.51%	2.96%	1.14%	1.82%	1.96%	0.53%	0.89%	1.94%	0.47%	2.81%	1.60%	0.98%	2.07%	5.66%	2.30%	3.29%	5.13%	4.08%	3.27%	0.63%	4.26%	3.92%	3.33%	1.43%	2.55%	2.43%	1.41%	3.89%	0.00%	1.60%	0.00%	2.42%	2.48%	2.39%	0.94%	1.40%	1.28%	2.65%	1.06%	4.42%	2.31%	3.90%	3.73%	4.73%	1.94%	2.16%	3.09%	5.40%	5.38%	3.89%	3.32%	4.65%	6.33%	0.61%	4.41%	6.38%	7.12%	6.66%	2.16%					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
