Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Романовская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	455	40	42	20	40	37	20	10	10	10	20	20	11	10	15	20	10	20	20	20	20	10	10	10	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	368	37	42	4	40	37	20	10	10	10	12	9	11	10	15	20	3	4	4	20	20	0	10	10	10									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	108	9	12	4	5	5	6	3	0	0	4	4	2	4	6	6	4	2	2	5	4	5	3	3	10									
14	Число погашенных неиспользованных открепительных удостоверений	87	3	0	16	0	0	0	0	0	0	8	11	0	0	0	0	7	16	16	0	0	10	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	33	4	4	5	4	4	1	1	0	0	5	1	1	1	0	1	0	1	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	28	4	4	0	0	1	4	0	2	0	1	1	0	1	2	0	0	0	0	4	1	2	0	0	1									
		0.45%	0.73%	0.91%	0.00%	0.00%	0.23%	1.57%	0.00%	0.97%	0.00%	0.31%	0.30%	0.00%	0.59%	1.40%	0.00%	0.00%	0.00%	0.00%	2.07%	0.52%	1.36%	0.00%	0.00%	0.41%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	163	18	19	11	15	4	4	4	4	7	8	12	3	2	4	9	1	4	4	3	4	4	2	12	5									
		2.62%	3.27%	4.33%	5.50%	2.81%	0.92%	1.57%	2.65%	1.93%	5.83%	2.48%	3.60%	1.86%	1.18%	2.80%	4.29%	0.83%	1.17%	1.15%	1.55%	2.09%	2.72%	0.98%	6.25%	2.06%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	50	5	4	0	0	2	6	2	1	1	5	3	0	1	2	5	2	4	4	1	0	1	0	0	1									
		0.81%	0.91%	0.91%	0.00%	0.00%	0.46%	2.35%	1.32%	0.48%	0.83%	1.55%	0.90%	0.00%	0.59%	1.40%	2.38%	1.67%	1.17%	1.15%	0.52%	0.00%	0.68%	0.00%	0.00%	0.41%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4182	310	260	90	368	265	139	102	158	86	210	218	116	130	95	114	99	240	268	122	160	113	175	141	203									
		67.34%	56.36%	59.23%	45.00%	68.91%	60.92%	54.51%	67.55%	76.33%	71.67%	65.22%	65.47%	72.05%	76.47%	66.43%	54.29%	82.50%	70.38%	76.79%	63.21%	83.77%	76.87%	85.78%	73.44%	83.54%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	20	3	2	0	0	2	3	2	1	0	2	0	0	1	1	2	0	0	0	1	0	0	0	0	0									
		0.32%	0.55%	0.46%	0.00%	0.00%	0.46%	1.18%	1.32%	0.48%	0.00%	0.62%	0.00%	0.00%	0.59%	0.70%	0.95%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	11	1	1	0	0	1	0	1	1	1	0	2	0	1	0	1	1	0	0	0	0	0	0	0	0									
		0.18%	0.18%	0.23%	0.00%	0.00%	0.23%	0.00%	0.66%	0.48%	0.83%	0.00%	0.60%	0.00%	0.59%	0.00%	0.48%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	852	86	66	48	45	89	62	23	21	15	35	47	24	14	16	30	11	57	44	33	18	13	17	19	19									
		13.72%	15.64%	15.03%	24.00%	8.43%	20.46%	24.31%	15.23%	10.14%	12.50%	10.87%	14.11%	14.91%	8.24%	11.19%	14.29%	9.17%	16.72%	12.61%	17.10%	9.42%	8.84%	8.33%	9.90%	7.82%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	10	3	0	2	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0									
		0.16%	0.55%	0.00%	1.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.18%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	11	2	1	0	3	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.18%	0.36%	0.23%	0.00%	0.56%	0.23%	0.39%	0.00%	0.48%	0.00%	0.31%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0									
		0.11%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.83%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	1.04%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	10	6	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									
		0.16%	1.09%	0.23%	0.50%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	644	90	61	33	57	56	18	8	12	4	51	40	16	12	16	37	5	29	19	22	8	12	9	15	14									
		10.37%	16.36%	13.90%	16.50%	10.67%	12.87%	7.06%	5.30%	5.80%	3.33%	15.84%	12.01%	9.94%	7.06%	11.19%	17.62%	4.17%	8.50%	5.44%	11.40%	4.19%	8.16%	4.41%	7.81%	5.76%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	7	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0									
		0.11%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	1.55%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	134	12	10	10	45	8	9	3	0	0	4	6	2	3	3	7	0	3	6	1	0	0	0	2	0									
		2.16%	2.18%	2.28%	5.00%	8.43%	1.84%	3.53%	1.99%	0.00%	0.00%	1.24%	1.80%	1.24%	1.76%	2.10%	3.33%	0.00%	0.88%	1.72%	0.52%	0.00%	0.00%	0.00%	1.04%	0.00%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
