Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																								
Дата голосования: 02.12.2007																																																																								
																																																																								
Наименование Избирательной комиссии:    Куйтунская																																																																								
																																																																								
Сводная таблица результатов выборов																																																																								
																																																																								
		Сумма	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882					
		5.41%	4.97%	2.67%	4.04%	5.41%	5.82%	3.52%	3.03%	2.66%	4.27%	0.82%	4.37%	3.20%	6.74%	3.77%	2.72%	3.33%	3.16%	0.92%	13.33%	5.59%	5.08%	0.00%	3.33%	2.60%	7.45%	4.86%	0.00%	0.65%	0.00%	6.21%	3.21%	1.63%	0.00%	8.73%	4.65%	7.81%	4.05%	29.35%	20.72%	20.65%	3.11%	7.55%	11.11%	3.97%	7.48%	6.94%	2.90%	4.16%	10.71%	0.56%	0.93%	11.04%	2.92%	1.90%	2.15%	3.22%	3.95%	11.28%	7.28%	2.15%	5.88%	6.06%	3.75%	4.59%	3.90%					
19	2.Всероссийская политическая партия «Гражданская Сила»	43	1	4	0	2	0	1	0	2	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	3	2	0	0	0	0	2	1	0	0	1	0	0	2	0	2	2	0	1	0	2	1	0	0	0	0	0	0	0	0	2	3	0	0	1	0	0	1	0	2	0					
		0.26%	0.13%	0.89%	0.00%	0.35%	0.00%	0.19%	0.00%	0.48%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	1.05%	0.00%	0.00%	0.19%	0.39%	0.00%	1.11%	0.00%	1.18%	1.39%	0.00%	0.00%	0.00%	0.00%	0.28%	0.81%	0.00%	0.00%	0.16%	0.00%	0.00%	0.40%	0.00%	1.29%	0.25%	0.00%	1.11%	0.00%	1.87%	1.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.51%	0.00%	0.00%	0.66%	0.00%	0.00%	0.22%	0.00%	1.02%	0.00%					
20	3.Политическая партия «Демократическая партия России»	35	1	1	0	3	0	4	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	2	0	0	0	3	1	1	3	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1					
		0.21%	0.13%	0.22%	0.00%	0.52%	0.00%	0.74%	0.00%	0.24%	0.00%	0.20%	0.00%	0.00%	1.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	1.32%	1.11%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.48%	0.22%	1.35%	0.61%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	1.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.95%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.51%	1.30%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1597	90	51	48	82	22	33	32	30	39	32	53	9	6	8	15	19	8	7	0	56	32	4	3	11	19	11	13	26	9	14	71	10	6	37	75	41	18	25	3	7	73	3	14	29	9	8	3	22	14	6	14	19	18	9	41	54	16	79	15	16	3	37	1	15	4					
		9.54%	12.10%	11.33%	16.16%	14.31%	8.00%	6.11%	12.12%	7.26%	16.67%	6.54%	14.48%	7.20%	6.74%	7.55%	10.20%	10.56%	8.42%	6.42%	0.00%	10.43%	12.50%	5.26%	3.33%	7.14%	7.45%	7.64%	7.43%	16.88%	4.43%	7.91%	9.90%	8.13%	16.22%	5.29%	12.02%	8.89%	24.32%	5.06%	2.70%	4.52%	9.08%	5.66%	15.56%	23.02%	8.41%	11.11%	4.35%	6.09%	10.00%	3.35%	12.96%	11.66%	6.57%	8.57%	6.77%	9.15%	9.04%	24.09%	9.93%	17.20%	3.53%	8.01%	1.25%	7.65%	5.19%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	41	2	0	1	0	1	3	0	0	0	2	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	9	1	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	5	0	2	0					
		0.24%	0.27%	0.00%	0.34%	0.00%	0.36%	0.56%	0.00%	0.00%	0.00%	0.41%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	1.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.56%	1.26%	0.81%	0.00%	0.29%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	1.08%	0.00%	1.02%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	18	0	1	0	0	1	1	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0					
		0.11%	0.00%	0.22%	0.00%	0.00%	0.36%	0.19%	0.00%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%	1.89%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.14%	0.00%	0.00%	0.14%	0.16%	0.22%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.93%	0.00%	0.00%	0.95%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1448	47	29	24	43	16	34	19	35	20	39	16	12	4	6	38	23	16	10	1	50	18	27	11	20	34	11	8	30	27	8	58	7	4	40	69	30	9	39	6	14	89	1	18	6	13	3	14	42	10	5	8	13	29	10	54	44	17	28	17	6	8	26	8	12	15					
		8.65%	6.32%	6.44%	8.08%	7.50%	5.82%	6.30%	7.20%	8.47%	8.55%	7.98%	4.37%	9.60%	4.49%	5.66%	25.85%	12.78%	16.84%	9.17%	3.33%	9.31%	7.03%	35.53%	12.22%	12.99%	13.33%	7.64%	4.57%	19.48%	13.30%	4.52%	8.09%	5.69%	10.81%	5.72%	11.06%	6.51%	12.16%	7.89%	5.41%	9.03%	11.07%	1.89%	20.00%	4.76%	12.15%	4.17%	20.29%	11.63%	7.14%	2.79%	7.41%	7.98%	10.58%	9.52%	8.91%	7.46%	9.60%	8.54%	11.26%	6.45%	9.41%	5.63%	10.00%	6.12%	19.48%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	974	74	39	8	48	23	37	11	12	9	11	21	10	9	11	6	18	4	3	1	24	6	2	5	8	12	12	2	7	6	20	61	11	3	27	58	17	3	16	3	16	63	3	2	1	8	3	2	37	3	3	2	6	11	5	47	25	14	24	8	4	3	13	0	12	1					
		5.82%	9.95%	8.67%	2.69%	8.38%	8.36%	6.85%	4.17%	2.91%	3.85%	2.25%	5.74%	8.00%	10.11%	10.38%	4.08%	10.00%	4.21%	2.75%	3.33%	4.47%	2.34%	2.63%	5.56%	5.19%	4.71%	8.33%	1.14%	4.55%	2.96%	11.30%	8.51%	8.94%	8.11%	3.86%	9.29%	3.69%	4.05%	3.24%	2.70%	10.32%	7.84%	5.66%	2.22%	0.79%	7.48%	4.17%	2.90%	10.25%	2.14%	1.68%	1.85%	3.68%	4.01%	4.76%	7.76%	4.24%	7.91%	7.32%	5.30%	4.30%	3.53%	2.81%	0.00%	6.12%	1.30%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	83	2	0	1	0	3	1	0	6	0	0	0	5	1	2	0	0	0	1	0	7	1	0	1	1	1	1	0	1	0	1	5	0	0	6	4	3	0	1	2	3	2	0	0	0	1	0	0	5	1	0	0	1	0	0	4	3	0	2	0	0	0	1	0	3	0					
		0.50%	0.27%	0.00%	0.34%	0.00%	1.09%	0.19%	0.00%	1.45%	0.00%	0.00%	0.00%	4.00%	1.12%	1.89%	0.00%	0.00%	0.00%	0.92%	0.00%	1.30%	0.39%	0.00%	1.11%	0.65%	0.39%	0.69%	0.00%	0.65%	0.00%	0.56%	0.70%	0.00%	0.00%	0.86%	0.64%	0.65%	0.00%	0.20%	1.80%	1.94%	0.25%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	1.39%	0.71%	0.00%	0.00%	0.61%	0.00%	0.00%	0.66%	0.51%	0.00%	0.61%	0.00%	0.00%	0.00%	0.22%	0.00%	1.53%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	11319	480	303	195	358	186	402	190	312	155	379	247	78	60	73	82	113	61	87	24	364	184	39	65	109	163	96	152	88	155	118	454	91	21	520	375	319	36	258	71	79	534	40	45	84	62	51	47	236	96	164	80	102	203	77	421	430	122	156	98	63	66	347	68	135	50					
		67.62%	64.52%	67.33%	65.66%	62.48%	67.64%	74.44%	71.97%	75.54%	66.24%	77.51%	67.49%	62.40%	67.42%	68.87%	55.78%	62.78%	64.21%	79.82%	80.00%	67.78%	71.88%	51.32%	72.22%	70.78%	63.92%	66.67%	86.86%	57.14%	76.35%	66.67%	63.32%	73.98%	56.76%	74.39%	60.10%	69.20%	48.65%	52.23%	63.96%	50.97%	66.42%	75.47%	50.00%	66.67%	57.94%	70.83%	68.12%	65.37%	68.57%	91.62%	74.07%	62.58%	74.09%	73.33%	69.47%	72.88%	68.93%	47.56%	64.90%	67.74%	77.65%	75.11%	85.00%	68.88%	64.94%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	52	5	1	2	1	0	0	1	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	3	0	1	0	2	1	1	0	0	0	5	0	0	1	0	0	0	1	0	0	0	1	4	0	3	0	1	2	0	2	0	2	0	3	0					
		0.31%	0.67%	0.22%	0.67%	0.17%	0.00%	0.00%	0.38%	0.00%	0.00%	0.41%	0.00%	0.00%	1.12%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	1.48%	0.00%	0.42%	0.00%	2.70%	0.00%	0.32%	0.22%	1.35%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.61%	1.46%	0.00%	0.50%	0.00%	0.56%	0.61%	0.00%	2.15%	0.00%	0.43%	0.00%	1.53%	0.00%					
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
