Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Мокшанская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	42	1	0	1	2	3	8	1	2	0	4	1	0	0	1	0	2	0	0	0	1	0	1	0	3	2	2	3	2	2									
		0.24%	0.22%	0.00%	0.19%	0.51%	0.79%	1.29%	0.13%	0.72%	0.00%	0.29%	0.12%	0.00%	0.00%	0.45%	0.00%	0.49%	0.00%	0.00%	0.00%	0.51%	0.00%	0.31%	0.00%	0.24%	0.17%	0.15%	0.23%	0.18%	0.18%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	284	5	0	3	6	4	6	10	15	9	27	5	6	6	2	2	3	3	2	3	6	1	8	1	42	18	16	24	35	16									
		1.65%	1.11%	0.00%	0.58%	1.53%	1.05%	0.96%	1.31%	5.42%	2.56%	1.98%	0.58%	1.24%	1.10%	0.91%	0.56%	0.74%	0.92%	0.70%	1.19%	3.03%	0.58%	2.49%	0.47%	3.29%	1.54%	1.16%	1.87%	3.14%	1.47%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
