Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																												
Дата голосования: 07.12.2003 0:00:00																																																																												
																																																																												
"Наименование Избирательной комиссии:    Дзержинск, Калининская"																																																																												
																																																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																												
																																																																												
		Сумма	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №878	УИК №881	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №911	УИК №912	УИК №913	УИК №918	УИК №935					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	880	10	10	15	15	40	10	10	20	10	10	15	10	10	20	10	15	10	10	10	10	10	10	10	10	10	10	10	10	10	15	20	10	10	10	20	15	15	10	20	10	10	15	10	10	15	15	10	10	10	10	15	10	10	20	15	10	10	10	10	15	15	15	10	15	15	15	30	10	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	537	7	8	13	11	31	8	4	12	9	5	10	4	4	14	5	11	0	3	5	5	6	3	0	5	5	2	7	7	9	13	11	7	0	6	14	11	11	9	9	1	8	10	6	4	9	6	7	2	10	5	10	8	7	11	10	7	8	7	3	11	12	14	0	9	15	14	19	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	491	5	5	3	15	11	7	8	7	7	9	4	15	7	14	6	6	2	6	2	7	6	14	3	8	3	1	6	3	6	3	6	6	8	7	5	4	4	5	5	12	6	6	8	13	10	5	5	4	4	2	9	6	3	8	7	4	2	13	11	4	12	3	5	5	10	5	5	8	47					
14	Число погашенных открепительных удостоверений	343	3	2	2	4	9	2	6	8	1	5	5	6	6	6	5	4	10	7	5	5	4	7	10	5	5	8	3	3	1	2	9	3	10	4	6	4	4	1	11	9	2	5	4	6	6	9	3	8	0	5	5	2	3	9	5	3	2	3	7	4	3	1	10	6	0	1	11	10	0					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																												
18	"1. ""ЕДИНЕНИЕ"""	649	7	5	7	6	60	7	7	11	21	7	50	6	0	12	7	14	1	9	8	12	7	5	2	6	1	5	10	3	8	10	36	9	7	10	8	11	9	9	5	3	11	16	10	3	4	6	8	3	4	5	6	5	9	4	3	10	3	9	5	15	10	15	7	5	12	25	13	2	0					
		1.36%	0.86%	0.79%	0.76%	0.74%	3.86%	1.25%	1.10%	1.33%	2.31%	1.10%	3.58%	0.79%	0.0%	1.18%	0.77%	1.47%	0.42%	1.88%	1.67%	2.19%	1.04%	1.83%	0.83%	0.85%	0.18%	0.94%	1.54%	0.46%	0.73%	1.15%	4.0%	1.23%	7.60%	1.40%	1.13%	1.24%	1.14%	1.43%	0.79%	1.63%	1.24%	1.44%	1.63%	0.53%	1.03%	0.96%	1.37%	0.57%	0.62%	0.75%	0.86%	0.73%	1.45%	0.74%	0.57%	1.72%	0.63%	1.03%	1.94%	1.78%	1.53%	1.40%	1.22%	0.65%	1.02%	2.12%	0.98%	1.04%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	3807	82	75	122	109	61	30	54	52	67	40	37	56	74	89	74	112	11	21	25	42	49	21	10	53	36	47	47	57	67	109	42	43	3	90	40	63	97	42	41	5	63	97	39	32	41	57	55	40	79	79	90	58	40	41	35	45	21	78	13	65	47	86	17	57	109	93	116	15	4					
		7.99%	10.11%	11.96%	13.27%	13.49%	3.93%	5.39%	8.53%	6.32%	7.37%	6.33%	2.65%	7.38%	12.71%	8.81%	8.24%	11.82%	4.62%	4.39%	5.23%	7.67%	7.34%	7.69%	4.18%	7.57%	6.76%	8.85%	7.27%	8.86%	6.14%	12.57%	4.66%	5.89%	3.26%	12.64%	5.65%	7.15%	12.30%	6.69%	6.50%	2.71%	7.13%	8.78%	6.38%	5.68%	10.64%	9.12%	9.48%	7.67%	12.34%	11.95%	13.04%	8.50%	6.48%	7.59%	6.70%	7.74%	4.44%	8.98%	5.05%	7.75%	7.19%	8.07%	2.97%	7.48%	9.26%	7.92%	8.75%	7.81%	8.51%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1797	37	29	26	34	38	36	25	34	35	37	41	30	17	29	43	29	9	17	14	19	24	18	12	22	21	13	25	19	40	47	14	30	3	26	21	33	25	26	23	3	39	31	20	19	14	27	32	18	16	35	21	29	30	27	17	25	25	21	8	39	34	46	14	30	57	44	48	5	2					
		3.77%	4.56%	4.62%	2.82%	4.20%	2.44%	6.47%	3.94%	4.13%	3.85%	5.86%	2.94%	3.95%	2.92%	2.87%	4.78%	3.06%	3.78%	3.55%	2.92%	3.47%	3.59%	6.59%	5.02%	3.14%	3.94%	2.44%	3.86%	2.95%	3.66%	5.42%	1.55%	4.11%	3.26%	3.65%	2.97%	3.74%	3.17%	4.14%	3.65%	1.63%	4.41%	2.80%	3.27%	3.37%	3.63%	4.32%	5.51%	3.45%	2.5%	5.29%	3.04%	4.25%	4.86%	5.0%	3.25%	4.30%	5.29%	2.41%	3.11%	4.65%	5.20%	4.31%	2.44%	3.93%	4.84%	3.74%	3.62%	2.60%	4.25%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2346	54	34	55	77	46	50	33	25	39	32	24	51	29	55	54	55	4	12	11	27	38	3	10	35	21	20	25	41	57	38	34	34	4	61	28	31	58	44	33	9	49	55	27	20	23	36	36	28	65	20	44	32	32	22	30	36	27	31	6	53	30	42	5	36	58	59	48	1	4					
		4.92%	6.65%	5.42%	5.98%	9.52%	2.96%	8.99%	5.21%	3.04%	4.29%	5.07%	1.72%	6.72%	4.98%	5.44%	6.01%	5.80%	1.68%	2.51%	2.30%	4.93%	5.69%	1.09%	4.18%	5.0%	3.94%	3.76%	3.86%	6.37%	5.22%	4.38%	3.77%	4.66%	4.34%	8.56%	3.96%	3.51%	7.36%	7.01%	5.23%	4.89%	5.54%	4.98%	4.41%	3.55%	5.97%	5.76%	6.20%	5.37%	10.15%	3.02%	6.37%	4.69%	5.18%	4.07%	5.74%	6.19%	5.72%	3.57%	2.33%	6.32%	4.59%	3.94%	0.87%	4.72%	4.93%	5.02%	3.62%	0.52%	8.51%					
22	"5. ""За Русь Святую"""	330	4	5	8	2	4	2	1	5	4	8	11	1	1	9	4	9	2	7	3	2	3	3	2	5	8	5	6	3	2	4	4	7	2	7	1	6	3	3	8	1	8	10	7	4	0	6	2	4	0	9	3	3	4	5	4	3	1	5	7	2	0	6	30	4	7	9	5	7	0					
		0.69%	0.49%	0.79%	0.87%	0.24%	0.25%	0.35%	0.15%	0.60%	0.44%	1.26%	0.78%	0.13%	0.17%	0.89%	0.44%	0.95%	0.84%	1.46%	0.62%	0.36%	0.44%	1.09%	0.83%	0.71%	1.50%	0.94%	0.92%	0.46%	0.18%	0.46%	0.44%	0.96%	2.17%	0.98%	0.14%	0.68%	0.38%	0.47%	1.26%	0.54%	0.90%	0.90%	1.14%	0.71%	0.0%	0.96%	0.34%	0.76%	0.0%	1.36%	0.43%	0.43%	0.64%	0.92%	0.76%	0.51%	0.21%	0.57%	2.72%	0.23%	0.0%	0.56%	5.24%	0.52%	0.59%	0.76%	0.37%	3.64%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	138	7	7	1	1	5	1	3	1	3	1	8	1	0	3	1	1	0	5	1	2	0	1	2	1	1	0	4	0	5	1	3	2	0	1	2	1	2	0	5	0	4	2	1	0	2	2	2	0	0	0	2	1	2	2	2	0	1	4	1	3	5	2	2	2	5	0	6	1	1					
		0.28%	0.86%	1.11%	0.10%	0.12%	0.32%	0.17%	0.47%	0.12%	0.33%	0.15%	0.57%	0.13%	0.0%	0.29%	0.11%	0.10%	0.0%	1.04%	0.20%	0.36%	0.0%	0.36%	0.83%	0.14%	0.18%	0.0%	0.61%	0.0%	0.45%	0.11%	0.33%	0.27%	0.0%	0.14%	0.28%	0.11%	0.25%	0.0%	0.79%	0.0%	0.45%	0.18%	0.16%	0.0%	0.51%	0.32%	0.34%	0.0%	0.0%	0.0%	0.28%	0.14%	0.32%	0.37%	0.38%	0.0%	0.21%	0.46%	0.38%	0.35%	0.76%	0.18%	0.34%	0.26%	0.42%	0.0%	0.45%	0.52%	2.12%					
24	"7. ""Новый курс - Автомобильная Россия"""	377	11	8	3	6	20	3	4	3	11	11	11	9	5	5	7	4	1	0	9	5	2	2	0	1	6	5	1	6	7	7	9	5	2	7	9	6	5	6	2	3	4	6	0	2	2	4	5	3	2	10	3	2	3	9	3	6	3	10	3	11	9	6	0	5	8	17	14	0	0					
		0.79%	1.35%	1.27%	0.32%	0.74%	1.28%	0.53%	0.63%	0.36%	1.21%	1.74%	0.78%	1.18%	0.85%	0.49%	0.77%	0.42%	0.42%	0.0%	1.88%	0.91%	0.29%	0.73%	0.0%	0.14%	1.12%	0.94%	0.15%	0.93%	0.64%	0.80%	1.0%	0.68%	2.17%	0.98%	1.27%	0.68%	0.63%	0.95%	0.31%	1.63%	0.45%	0.54%	0.0%	0.35%	0.51%	0.64%	0.86%	0.57%	0.31%	1.51%	0.43%	0.29%	0.48%	1.66%	0.57%	1.03%	0.63%	1.15%	1.16%	1.31%	1.37%	0.56%	0.0%	0.65%	0.68%	1.44%	1.05%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	71	0	2	0	0	7	2	0	0	1	0	3	2	0	2	11	1	2	0	1	1	0	1	0	1	0	1	3	1	1	1	3	2	1	0	1	0	0	0	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	2	3	0	3	3	1	0	0					
		0.14%	0.0%	0.31%	0.0%	0.0%	0.45%	0.35%	0.0%	0.0%	0.11%	0.0%	0.21%	0.26%	0.0%	0.19%	1.22%	0.10%	0.84%	0.0%	0.20%	0.18%	0.0%	0.36%	0.0%	0.14%	0.0%	0.18%	0.46%	0.15%	0.09%	0.11%	0.33%	0.27%	1.08%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.09%	0.0%	0.17%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.11%	0.38%	0.0%	0.0%	0.18%	0.52%	0.0%	0.25%	0.25%	0.07%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	193	7	5	3	5	7	0	2	3	1	1	7	2	4	3	4	6	1	6	5	0	2	0	2	1	2	1	7	0	8	0	5	0	0	2	1	4	4	2	1	1	2	8	2	5	2	2	2	1	3	3	1	2	5	3	5	3	0	3	0	3	4	2	2	0	7	5	2	1	0					
		0.40%	0.86%	0.79%	0.32%	0.61%	0.45%	0.0%	0.31%	0.36%	0.11%	0.15%	0.50%	0.26%	0.68%	0.29%	0.44%	0.63%	0.42%	1.25%	1.04%	0.0%	0.29%	0.0%	0.83%	0.14%	0.37%	0.18%	1.08%	0.0%	0.73%	0.0%	0.55%	0.0%	0.0%	0.28%	0.14%	0.45%	0.50%	0.31%	0.15%	0.54%	0.22%	0.72%	0.32%	0.88%	0.51%	0.32%	0.34%	0.19%	0.46%	0.45%	0.14%	0.29%	0.81%	0.55%	0.95%	0.51%	0.0%	0.34%	0.0%	0.35%	0.61%	0.18%	0.34%	0.0%	0.59%	0.42%	0.15%	0.52%	0.0%					
27	"10. ""Аграрная партия России"""	1081	15	15	22	11	20	10	19	16	28	12	17	12	16	28	28	23	7	17	12	8	21	7	6	17	22	10	34	17	15	9	21	22	1	11	12	18	13	14	12	7	26	31	16	18	5	22	15	13	14	14	20	14	11	21	11	6	8	20	7	10	18	22	15	22	24	25	23	5	0					
		2.26%	1.84%	2.39%	2.39%	1.36%	1.28%	1.79%	3.00%	1.94%	3.08%	1.90%	1.22%	1.58%	2.74%	2.77%	3.11%	2.42%	2.94%	3.55%	2.51%	1.46%	3.14%	2.56%	2.51%	2.42%	4.13%	1.88%	5.26%	2.64%	1.37%	1.03%	2.33%	3.01%	1.08%	1.54%	1.69%	2.04%	1.64%	2.23%	1.90%	3.80%	2.94%	2.80%	2.61%	3.19%	1.29%	3.52%	2.58%	2.49%	2.18%	2.11%	2.89%	2.05%	1.78%	3.88%	2.10%	1.03%	1.69%	2.30%	2.72%	1.19%	2.75%	2.06%	2.62%	2.88%	2.04%	2.12%	1.73%	2.60%	0.0%					
28	"11. ""Истинные патриоты России"""	71	1	1	1	0	6	1	2	0	1	1	7	0	0	2	2	0	2	0	0	11	0	0	2	1	1	0	0	2	1	0	1	2	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	0	3	3	0	0	2	0	2	1	1	2	0	0					
		0.14%	0.12%	0.15%	0.10%	0.0%	0.38%	0.17%	0.31%	0.0%	0.11%	0.15%	0.50%	0.0%	0.0%	0.19%	0.22%	0.0%	0.84%	0.0%	0.0%	2.01%	0.0%	0.0%	0.83%	0.14%	0.18%	0.0%	0.0%	0.31%	0.09%	0.0%	0.11%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.15%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.16%	0.17%	0.19%	0.15%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.17%	0.0%	0.34%	1.16%	0.0%	0.0%	0.18%	0.0%	0.26%	0.08%	0.08%	0.15%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	662	13	9	16	15	32	9	8	11	10	9	11	11	12	19	0	16	2	3	4	2	11	3	3	12	15	9	5	5	10	15	13	13	1	7	10	16	7	11	9	2	11	13	9	9	5	12	8	14	6	10	7	7	9	8	12	12	6	13	5	7	4	24	4	8	13	12	24	1	0					
		1.38%	1.60%	1.43%	1.74%	1.85%	2.06%	1.61%	1.26%	1.33%	1.10%	1.42%	0.78%	1.45%	2.06%	1.88%	0.0%	1.68%	0.84%	0.62%	0.83%	0.36%	1.64%	1.09%	1.25%	1.71%	2.81%	1.69%	0.77%	0.77%	0.91%	1.73%	1.44%	1.78%	1.08%	0.98%	1.41%	1.81%	0.88%	1.75%	1.42%	1.08%	1.24%	1.17%	1.47%	1.59%	1.29%	1.92%	1.37%	2.68%	0.93%	1.51%	1.01%	1.02%	1.45%	1.48%	2.29%	2.06%	1.27%	1.49%	1.94%	0.83%	0.61%	2.25%	0.69%	1.04%	1.10%	1.02%	1.81%	0.52%	0.0%					
30	"13. ""Демократическая партия России"""	106	2	2	3	0	3	2	2	0	1	2	5	1	0	5	1	1	1	1	2	0	0	0	1	1	2	2	3	1	5	0	3	1	3	2	0	2	1	1	2	0	0	1	3	3	0	2	0	0	1	3	4	4	0	1	3	1	1	0	2	1	1	3	0	4	1	0	3	0	0					
		0.22%	0.24%	0.31%	0.32%	0.0%	0.19%	0.35%	0.31%	0.0%	0.11%	0.31%	0.35%	0.13%	0.0%	0.49%	0.11%	0.10%	0.42%	0.20%	0.41%	0.0%	0.0%	0.0%	0.41%	0.14%	0.37%	0.37%	0.46%	0.15%	0.45%	0.0%	0.33%	0.13%	3.26%	0.28%	0.0%	0.22%	0.12%	0.15%	0.31%	0.0%	0.0%	0.09%	0.49%	0.53%	0.0%	0.32%	0.0%	0.0%	0.15%	0.45%	0.57%	0.58%	0.0%	0.18%	0.57%	0.17%	0.21%	0.0%	0.77%	0.11%	0.15%	0.28%	0.0%	0.52%	0.08%	0.0%	0.22%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	108	2	1	1	0	21	1	1	3	2	0	11	3	1	1	1	0	0	4	0	0	1	1	1	1	2	0	0	1	2	0	4	2	2	2	1	1	1	0	1	2	0	2	0	1	0	0	1	4	0	1	0	0	1	0	1	4	2	0	2	2	1	1	3	1	0	1	2	0	0					
		0.22%	0.24%	0.15%	0.10%	0.0%	1.35%	0.17%	0.15%	0.36%	0.22%	0.0%	0.78%	0.39%	0.17%	0.09%	0.11%	0.0%	0.0%	0.83%	0.0%	0.0%	0.14%	0.36%	0.41%	0.14%	0.37%	0.0%	0.0%	0.15%	0.18%	0.0%	0.44%	0.27%	2.17%	0.28%	0.14%	0.11%	0.12%	0.0%	0.15%	1.08%	0.0%	0.18%	0.0%	0.17%	0.0%	0.0%	0.17%	0.76%	0.0%	0.15%	0.0%	0.0%	0.16%	0.0%	0.19%	0.68%	0.42%	0.0%	0.77%	0.23%	0.15%	0.09%	0.52%	0.13%	0.0%	0.08%	0.15%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	114	3	1	5	4	7	2	1	0	1	0	11	4	0	5	0	1	2	0	1	0	4	1	1	4	1	1	1	2	0	0	1	0	1	1	0	4	3	0	1	0	0	2	0	2	1	0	4	2	3	1	1	0	0	2	0	0	0	3	0	2	0	3	0	2	1	5	6	0	0					
		0.23%	0.36%	0.15%	0.54%	0.49%	0.45%	0.35%	0.15%	0.0%	0.11%	0.0%	0.78%	0.52%	0.0%	0.49%	0.0%	0.10%	0.84%	0.0%	0.20%	0.0%	0.59%	0.36%	0.41%	0.57%	0.18%	0.18%	0.15%	0.31%	0.0%	0.0%	0.11%	0.0%	1.08%	0.14%	0.0%	0.45%	0.38%	0.0%	0.15%	0.0%	0.0%	0.18%	0.0%	0.35%	0.25%	0.0%	0.68%	0.38%	0.46%	0.15%	0.14%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.34%	0.0%	0.23%	0.0%	0.28%	0.0%	0.26%	0.08%	0.42%	0.45%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	4407	87	79	99	87	75	50	81	82	110	54	45	70	79	128	98	108	27	56	49	49	85	30	18	74	38	36	48	51	85	78	70	70	6	73	48	71	94	54	45	30	71	117	43	44	40	51	36	52	77	57	76	73	37	46	48	58	42	65	19	65	64	91	73	88	100	109	124	19	5					
		9.25%	10.72%	12.59%	10.77%	10.76%	4.83%	8.99%	12.79%	9.97%	12.11%	8.55%	3.23%	9.23%	13.57%	12.67%	10.91%	11.40%	11.34%	11.71%	10.25%	8.95%	12.74%	10.98%	7.53%	10.57%	7.14%	6.77%	7.43%	7.93%	7.79%	8.99%	7.77%	9.60%	6.52%	10.25%	6.78%	8.05%	11.92%	8.61%	7.14%	16.30%	8.04%	10.59%	7.03%	7.81%	10.38%	8.16%	6.20%	9.98%	12.03%	8.62%	11.01%	10.70%	5.99%	8.51%	9.19%	9.98%	8.89%	7.48%	7.39%	7.75%	9.80%	8.54%	12.76%	11.54%	8.50%	9.28%	9.35%	9.89%	10.63%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	80	0	0	0	0	7	1	0	1	2	2	9	0	1	2	3	1	1	0	3	0	1	1	1	2	0	0	2	2	1	1	1	0	0	0	0	0	1	0	1	0	2	5	1	1	1	1	1	0	3	1	0	1	1	2	0	1	0	1	0	2	0	1	3	1	2	1	0	1	0					
		0.16%	0.0%	0.0%	0.0%	0.0%	0.45%	0.17%	0.0%	0.12%	0.22%	0.31%	0.64%	0.0%	0.17%	0.19%	0.33%	0.10%	0.42%	0.0%	0.62%	0.0%	0.14%	0.36%	0.41%	0.28%	0.0%	0.0%	0.30%	0.31%	0.09%	0.11%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.15%	0.0%	0.22%	0.45%	0.16%	0.17%	0.25%	0.16%	0.17%	0.0%	0.46%	0.15%	0.0%	0.14%	0.16%	0.37%	0.0%	0.17%	0.0%	0.11%	0.0%	0.23%	0.0%	0.09%	0.52%	0.13%	0.17%	0.08%	0.0%	0.52%	0.0%					
35	"18. ""ЛДПР"""	5067	81	45	70	54	197	68	69	97	86	64	140	80	47	110	64	77	25	37	49	46	33	28	27	69	57	94	51	72	146	90	96	76	16	58	87	101	94	56	61	27	112	117	69	95	50	68	62	52	66	62	55	70	76	53	53	55	67	107	20	90	67	104	56	94	114	141	218	27	2					
		10.63%	9.98%	7.17%	7.61%	6.68%	12.69%	12.23%	10.90%	11.80%	9.47%	10.14%	10.05%	10.55%	8.07%	10.89%	7.12%	8.13%	10.50%	7.74%	10.25%	8.40%	4.94%	10.25%	11.29%	9.85%	10.71%	17.70%	7.89%	11.19%	13.39%	10.38%	10.66%	10.42%	17.39%	8.14%	12.30%	11.46%	11.92%	8.93%	9.68%	14.67%	12.68%	10.59%	11.29%	16.87%	12.98%	10.88%	10.68%	9.98%	10.31%	9.37%	7.97%	10.26%	12.31%	9.81%	10.15%	9.46%	14.19%	12.32%	7.78%	10.73%	10.26%	9.76%	9.79%	12.33%	9.69%	12.01%	16.45%	14.06%	4.25%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	778	16	8	10	17	12	6	9	17	18	18	11	17	7	10	27	14	3	13	10	19	8	6	4	10	8	11	11	12	22	12	8	17	5	10	13	14	11	13	11	4	22	8	10	13	3	15	11	5	7	12	11	16	14	5	6	10	11	9	3	13	10	12	11	9	22	19	15	3	1					
