Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																															
Дата голосования: 02.12.2007																																																															
																																																															
"Наименование Избирательной комиссии:    Тольятти, Центральная"																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №1700	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755					
		2.41%	4.23%	2.71%	3.88%	1.96%	2.09%	3.13%	2.36%	2.34%	2.69%	3.06%	2.90%	2.58%	3.88%	3.11%	3.11%	3.65%	2.83%	2.07%	2.72%	3.09%	2.99%	2.13%	1.46%	2.12%	2.64%	2.46%	2.36%	1.39%	1.37%	1.86%	2.53%	1.72%	2.97%	2.57%	1.71%	1.49%	1.10%	1.87%	2.56%	1.60%	0.63%	2.45%	1.87%	1.32%	3.66%	1.35%	1.66%	0.85%	2.59%	1.83%	2.32%	2.19%	6.06%	0.63%	0.81%	1.34%					
20	3.Политическая партия «Демократическая партия России»	75	2	2	3	2	0	1	1	0	0	2	4	1	1	1	3	1	0	3	4	1	0	2	3	0	4	0	4	1	1	1	0	2	0	3	0	2	0	0	0	0	1	3	2	2	5	0	1	0	0	0	1	0	2	1	2	0					
		0.13%	0.17%	0.21%	0.27%	0.16%	0.00%	0.09%	0.08%	0.00%	0.00%	0.17%	0.34%	0.08%	0.08%	0.09%	0.28%	0.09%	0.00%	0.27%	0.36%	0.09%	0.00%	0.19%	0.34%	0.00%	0.33%	0.00%	0.35%	0.08%	0.09%	0.09%	0.00%	0.17%	0.00%	0.27%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.16%	0.35%	0.21%	0.16%	0.40%	0.00%	0.08%	0.00%	0.00%	0.00%	0.09%	0.00%	0.29%	0.63%	0.81%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	11970	169	181	265	309	245	222	285	286	204	276	234	280	312	279	263	287	245	143	242	253	197	177	180	277	258	189	273	236	247	254	230	261	211	277	177	197	286	217	218	189	94	161	175	204	263	163	218	99	175	140	260	242	159	31	26	29					
		20.66%	14.30%	18.87%	23.90%	24.20%	22.25%	20.40%	23.99%	26.73%	21.10%	23.47%	19.93%	23.29%	24.20%	24.76%	24.79%	26.19%	22.39%	12.89%	21.94%	22.37%	18.46%	17.15%	20.16%	23.43%	21.27%	16.59%	23.82%	19.30%	21.08%	22.50%	20.76%	22.46%	21.62%	24.51%	17.84%	17.28%	22.40%	17.64%	19.27%	18.84%	14.87%	18.79%	18.15%	16.82%	20.92%	16.98%	18.06%	13.98%	18.13%	17.07%	23.17%	21.15%	22.94%	19.62%	10.57%	19.46%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	912	30	13	10	30	16	30	18	15	18	17	27	28	18	25	13	22	20	10	24	9	20	14	12	24	30	14	13	19	9	16	14	28	13	10	15	26	29	13	13	13	13	5	8	12	19	9	23	2	27	12	14	12	13	2	1	2					
		1.57%	2.54%	1.36%	0.90%	2.35%	1.45%	2.76%	1.52%	1.40%	1.86%	1.45%	2.30%	2.33%	1.40%	2.22%	1.23%	2.01%	1.83%	0.90%	2.18%	0.80%	1.87%	1.36%	1.34%	2.03%	2.47%	1.23%	1.13%	1.55%	0.77%	1.42%	1.26%	2.41%	1.33%	0.88%	1.51%	2.28%	2.27%	1.06%	1.15%	1.30%	2.06%	0.58%	0.83%	0.99%	1.51%	0.94%	1.91%	0.28%	2.80%	1.46%	1.25%	1.05%	1.88%	1.27%	0.41%	1.34%					
23	6.Политическая партия «Партия социальной справедливости»	112	5	3	1	4	0	5	4	2	3	2	1	2	3	5	5	3	1	2	0	0	3	3	4	2	3	4	1	2	0	3	2	0	1	2	1	1	0	3	2	1	3	1	1	4	2	2	1	0	0	2	0	1	2	1	3	0					
		0.19%	0.42%	0.31%	0.09%	0.31%	0.00%	0.46%	0.34%	0.19%	0.31%	0.17%	0.09%	0.17%	0.23%	0.44%	0.47%	0.27%	0.09%	0.18%	0.00%	0.00%	0.28%	0.29%	0.45%	0.17%	0.25%	0.35%	0.09%	0.16%	0.00%	0.27%	0.18%	0.00%	0.10%	0.18%	0.10%	0.09%	0.00%	0.24%	0.18%	0.10%	0.47%	0.12%	0.10%	0.33%	0.16%	0.21%	0.08%	0.00%	0.00%	0.24%	0.00%	0.09%	0.29%	0.63%	1.22%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	6441	140	116	150	105	115	120	104	103	101	121	107	113	151	93	101	117	104	170	104	120	133	88	112	123	131	142	99	156	135	100	123	120	110	102	127	116	131	135	133	121	87	107	108	162	159	121	169	86	125	123	146	147	71	8	17	13					
		11.12%	11.84%	12.10%	13.53%	8.22%	10.45%	11.03%	8.75%	9.63%	10.44%	10.29%	9.11%	9.40%	11.71%	8.25%	9.52%	10.68%	9.51%	15.33%	9.43%	10.61%	12.46%	8.53%	12.54%	10.41%	10.80%	12.47%	8.64%	12.76%	11.52%	8.86%	11.10%	10.33%	11.27%	9.03%	12.80%	10.18%	10.26%	10.98%	11.76%	12.06%	13.77%	12.49%	11.20%	13.36%	12.65%	12.60%	14.00%	12.15%	12.95%	15.00%	13.01%	12.85%	10.25%	5.06%	6.91%	8.72%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4450	126	70	95	110	86	91	88	71	89	107	99	95	95	87	68	62	99	43	89	85	106	72	68	81	76	114	67	80	110	100	91	92	89	95	83	111	85	114	91	54	48	61	67	88	61	78	86	70	77	45	75	85	40	9	21	5					
		7.68%	10.66%	7.30%	8.57%	8.61%	7.81%	8.36%	7.41%	6.64%	9.20%	9.10%	8.43%	7.90%	7.37%	7.72%	6.41%	5.66%	9.05%	3.88%	8.07%	7.52%	9.93%	6.98%	7.61%	6.85%	6.27%	10.01%	5.85%	6.54%	9.39%	8.86%	8.21%	7.92%	9.12%	8.41%	8.37%	9.74%	6.66%	9.27%	8.05%	5.38%	7.59%	7.12%	6.95%	7.25%	4.85%	8.13%	7.13%	9.89%	7.98%	5.49%	6.68%	7.43%	5.77%	5.70%	8.54%	3.36%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	383	10	7	4	9	6	9	11	5	4	8	11	10	14	10	7	5	10	8	8	9	6	10	9	4	6	9	5	5	11	10	4	7	6	8	7	4	7	4	8	15	5	4	3	10	10	4	5	7	4	2	6	5	3	1	1	3					
		0.66%	0.85%	0.73%	0.36%	0.70%	0.54%	0.83%	0.93%	0.47%	0.41%	0.68%	0.94%	0.83%	1.09%	0.89%	0.66%	0.46%	0.91%	0.72%	0.73%	0.80%	0.56%	0.97%	1.01%	0.34%	0.49%	0.79%	0.44%	0.41%	0.94%	0.89%	0.36%	0.60%	0.61%	0.71%	0.71%	0.35%	0.55%	0.33%	0.71%	1.50%	0.79%	0.47%	0.31%	0.82%	0.80%	0.42%	0.41%	0.99%	0.41%	0.24%	0.53%	0.44%	0.43%	0.63%	0.41%	2.01%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	28982	568	493	472	582	547	508	579	498	445	560	586	547	572	509	507	500	523	667	537	559	500	588	440	575	601	572	597	633	601	564	551	562	457	542	510	595	660	666	587	541	344	457	531	672	631	528	631	402	483	448	536	577	307	91	151	92					
		50.02%	48.05%	51.41%	42.56%	45.58%	49.68%	46.69%	48.74%	46.54%	46.02%	47.62%	49.91%	45.51%	44.38%	45.16%	47.79%	45.62%	47.81%	60.14%	48.69%	49.43%	46.86%	56.98%	49.27%	48.65%	49.55%	50.22%	52.09%	51.76%	51.28%	49.96%	49.73%	48.36%	46.82%	47.96%	51.41%	52.19%	51.68%	54.15%	51.90%	53.94%	54.43%	53.33%	55.08%	55.40%	50.20%	55.00%	52.28%	56.78%	50.05%	54.63%	47.77%	50.44%	44.30%	57.59%	61.38%	61.74%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1111	37	15	20	35	12	31	26	30	29	18	28	40	34	33	23	24	14	13	24	30	17	19	15	27	23	28	22	24	9	15	24	29	18	18	12	16	19	19	15	18	5	8	18	9	23	13	11	6	26	16	23	19	26	2	2	1					
		1.92%	3.13%	1.56%	1.80%	2.74%	1.09%	2.85%	2.19%	2.80%	2.99%	1.53%	2.39%	3.33%	2.64%	2.93%	2.17%	2.19%	1.28%	1.17%	2.18%	2.65%	1.59%	1.84%	1.68%	2.28%	1.90%	2.46%	1.92%	1.96%	0.77%	1.33%	2.17%	2.50%	1.84%	1.59%	1.21%	1.40%	1.49%	1.54%	1.33%	1.79%	0.79%	0.93%	1.87%	0.74%	1.83%	1.35%	0.91%	0.85%	2.69%	1.95%	2.05%	1.66%	3.75%	1.27%	0.81%	0.67%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
