Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																
Дата голосования: 18.09.2016																																																																
																																																																
"Наименование Избирательной комиссии:    Иваново, Октябрьская"																																																																
																																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																																
																																																																
		Сумма	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №780	УИК №8148	УИК №8150	УИК №8151									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1079	20	20	20	20	23	20	20	20	20	20	20	20	30	20	20	20	20	20	20	20	20	20	20	20	30	20	30	20	20	20	20	30	30	20	20	20	20	25	21	20	30	20	20	25	20	20	20	20	20	0	15	5	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	700	16	16	19	14	21	10	8	11	10	8	4	11	30	9	12	10	12	16	15	13	16	17	13	8	30	14	27	8	8	9	4	30	29	6	7	8	16	19	21	13	29	15	15	23	11	19	6	10	3	0	1	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	611	6	7	12	5	14	11	7	5	10	5	14	8	34	10	9	7	9	26	8	10	7	13	7	16	13	18	6	5	1	3	6	9	9	18	13	20	29	11	11	31	11	6	19	9	2	24	11	7	5	31	3	2	18									
14	Число погашенных неиспользованных открепительных удостоверений	379	4	4	1	6	2	10	12	9	10	12	16	9	0	11	8	10	8	4	5	7	4	3	7	12	0	6	3	12	12	11	16	0	1	14	13	12	4	6	0	7	1	5	5	2	9	1	14	10	17	0	14	5	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	96	0	7	5	0	1	2	2	4	1	0	1	0	2	1	3	0	2	0	7	2	2	1	5	1	3	3	1	1	4	2	4	2	3	4	1	0	1	3	1	3	2	2	0	1	2	2	0	2	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	559	10	8	16	13	15	4	5	7	19	8	3	5	10	17	14	2	11	7	6	12	10	11	16	7	17	13	17	4	6	6	6	1	13	13	11	7	4	6	16	13	20	14	11	8	2	7	7	4	6	5	20	15	51									
		2.39%	2.11%	1.53%	2.63%	2.37%	1.59%	1.25%	1.69%	1.78%	3.97%	2.07%	0.88%	1.62%	2.33%	4.03%	3.70%	0.76%	3.73%	1.75%	1.52%	3.37%	2.04%	2.64%	3.61%	1.71%	2.94%	2.13%	3.25%	1.23%	1.94%	1.59%	1.96%	0.24%	3.27%	2.99%	3.01%	1.67%	1.03%	1.76%	2.96%	2.03%	2.13%	2.36%	2.34%	1.75%	0.46%	1.59%	1.89%	1.25%	1.85%	1.26%	5.97%	4.21%	8.17%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	585	16	8	11	20	31	10	7	8	8	9	12	11	11	9	6	7	8	4	12	10	12	3	11	12	16	15	19	12	8	7	6	13	11	11	10	13	8	10	8	17	17	18	15	17	16	14	13	8	6	4	5	3	9									
		2.51%	3.38%	1.53%	1.81%	3.64%	3.28%	3.12%	2.36%	2.04%	1.67%	2.33%	3.53%	3.57%	2.56%	2.13%	1.59%	2.67%	2.71%	0.99%	3.05%	2.81%	2.45%	0.72%	2.48%	2.93%	2.76%	2.45%	3.63%	3.70%	2.59%	1.86%	1.96%	3.15%	2.77%	2.53%	2.74%	3.10%	2.06%	2.93%	1.48%	2.66%	1.81%	3.03%	3.19%	3.71%	3.66%	3.19%	3.51%	2.49%	1.85%	1.01%	1.49%	0.84%	1.44%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	640	13	14	25	13	22	4	9	8	16	6	7	11	12	16	11	14	7	8	7	6	19	8	17	9	17	21	12	12	17	12	12	14	11	19	4	11	11	7	15	14	18	24	9	12	13	15	9	12	8	10	3	8	8									
		2.74%	2.75%	2.67%	4.11%	2.37%	2.33%	1.25%	3.04%	2.04%	3.34%	1.55%	2.06%	3.57%	2.80%	3.79%	2.91%	5.34%	2.37%	1.99%	1.78%	1.69%	3.88%	1.92%	3.84%	2.20%	2.94%	3.44%	2.29%	3.70%	5.50%	3.18%	3.92%	3.39%	2.77%	4.38%	1.10%	2.62%	2.84%	2.05%	2.77%	2.19%	1.91%	4.04%	1.91%	2.62%	2.97%	3.42%	2.43%	3.74%	2.46%	2.52%	0.90%	2.25%	1.28%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7618	135	163	187	176	390	84	69	125	156	113	103	71	151	130	114	75	88	129	128	108	144	131	145	134	157	191	167	85	100	149	109	148	140	146	134	159	125	108	174	257	350	180	171	146	134	145	130	104	108	141	122	138	151									
		32.62%	28.54%	31.11%	30.76%	32.06%	41.27%	26.17%	23.31%	31.81%	32.57%	29.20%	30.29%	23.05%	35.20%	30.81%	30.16%	28.63%	29.83%	32.17%	32.49%	30.34%	29.39%	31.41%	32.73%	32.68%	27.12%	31.26%	31.93%	26.23%	32.36%	39.52%	35.62%	35.84%	35.26%	33.64%	36.71%	37.86%	32.22%	31.67%	32.16%	40.22%	37.23%	30.30%	36.38%	31.88%	30.66%	33.03%	35.14%	32.40%	33.23%	35.52%	36.42%	38.76%	24.20%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	410	11	10	7	10	11	10	5	9	10	5	6	6	10	5	7	7	3	11	6	5	6	9	7	0	15	21	15	10	4	5	5	7	8	5	2	4	4	8	6	8	15	14	5	8	8	11	11	5	3	3	9	1	14									
		1.76%	2.33%	1.91%	1.15%	1.82%	1.16%	3.12%	1.69%	2.29%	2.09%	1.29%	1.76%	1.95%	2.33%	1.18%	1.85%	2.67%	1.02%	2.74%	1.52%	1.40%	1.22%	2.16%	1.58%	0.00%	2.59%	3.44%	2.87%	3.09%	1.29%	1.33%	1.63%	1.69%	2.02%	1.15%	0.55%	0.95%	1.03%	2.35%	1.11%	1.25%	1.60%	2.36%	1.06%	1.75%	1.83%	2.51%	2.97%	1.56%	0.92%	0.76%	2.69%	0.28%	2.24%									
24	"6. Политическая партия ""Гражданская Платформа"""	83	2	0	0	4	2	1	1	2	2	1	1	2	2	1	0	2	0	2	0	2	2	2	2	0	5	1	2	1	0	1	0	1	0	0	2	1	0	0	1	0	5	2	3	1	0	1	3	3	1	2	5	3	6									
		0.36%	0.42%	0.00%	0.00%	0.73%	0.21%	0.31%	0.34%	0.51%	0.42%	0.26%	0.29%	0.65%	0.47%	0.24%	0.00%	0.76%	0.00%	0.50%	0.00%	0.56%	0.41%	0.48%	0.45%	0.00%	0.86%	0.16%	0.38%	0.31%	0.00%	0.27%	0.00%	0.24%	0.00%	0.00%	0.55%	0.24%	0.00%	0.00%	0.18%	0.00%	0.53%	0.34%	0.64%	0.22%	0.00%	0.23%	0.81%	0.93%	0.31%	0.50%	1.49%	0.84%	0.96%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4293	79	70	103	83	194	48	70	61	83	77	50	56	66	74	72	42	61	97	71	44	61	70	73	100	127	114	96	49	83	69	80	79	87	92	69	85	66	77	96	98	230	86	98	77	76	79	84	74	68	165	25	23	36									
		18.38%	16.70%	13.36%	16.94%	15.12%	20.53%	14.95%	23.65%	15.52%	17.33%	19.90%	14.71%	18.18%	15.38%	17.54%	19.05%	16.03%	20.68%	24.19%	18.02%	12.36%	12.45%	16.79%	16.48%	24.39%	21.93%	18.66%	18.36%	15.12%	26.86%	18.30%	26.14%	19.13%	21.91%	21.20%	18.90%	20.24%	17.01%	22.58%	17.74%	15.34%	24.47%	14.48%	20.85%	16.81%	17.39%	17.99%	22.70%	23.05%	20.92%	41.56%	7.46%	6.46%	5.77%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	457	3	9	12	9	13	7	6	6	11	6	6	3	9	8	5	5	7	11	11	9	9	4	5	6	14	11	11	7	5	1	2	2	3	9	9	5	17	4	5	5	10	7	5	3	3	6	2	5	3	2	35	21	65									
		1.96%	0.63%	1.72%	1.97%	1.64%	1.38%	2.18%	2.03%	1.53%	2.30%	1.55%	1.76%	0.97%	2.10%	1.90%	1.32%	1.91%	2.37%	2.74%	2.79%	2.53%	1.84%	0.96%	1.13%	1.46%	2.42%	1.80%	2.10%	2.16%	1.62%	0.27%	0.65%	0.48%	0.76%	2.07%	2.47%	1.19%	4.38%	1.17%	0.92%	0.78%	1.06%	1.18%	1.06%	0.66%	0.69%	1.37%	0.54%	1.56%	0.92%	0.50%	10.45%	5.90%	10.42%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	489	5	18	18	22	14	7	6	10	8	11	11	10	12	6	6	4	7	6	5	4	22	6	6	7	15	19	14	7	3	6	7	4	6	4	4	4	8	10	15	15	10	10	8	21	11	6	5	3	6	2	5	13	17									
		2.09%	1.06%	3.44%	2.96%	4.01%	1.48%	2.18%	2.03%	2.54%	1.67%	2.84%	3.24%	3.25%	2.80%	1.42%	1.59%	1.53%	2.37%	1.50%	1.27%	1.12%	4.49%	1.44%	1.35%	1.71%	2.59%	3.11%	2.68%	2.16%	0.97%	1.59%	2.29%	0.97%	1.51%	0.92%	1.10%	0.95%	2.06%	2.93%	2.77%	2.35%	1.06%	1.68%	1.70%	4.59%	2.52%	1.37%	1.35%	0.93%	1.85%	0.50%	1.49%	3.65%	2.72%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	22	0	0	1	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	2	1	0	0	0	1	0	0	0	3	0	0	0	2	0	0	0	0	2	0	1	0									
		0.09%	0.00%	0.00%	0.16%	0.18%	0.00%	0.62%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.24%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.48%	0.25%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.28%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1161	25	33	29	34	35	25	16	21	17	14	17	19	14	16	13	7	13	14	21	23	18	20	19	10	20	20	20	16	16	15	6	15	3	8	9	11	11	14	8	30	21	16	18	11	10	7	8	14	12	4	57	83	205									
		4.97%	5.29%	6.30%	4.77%	6.19%	3.70%	7.79%	5.41%	5.34%	3.55%	3.62%	5.00%	6.17%	3.26%	3.79%	3.44%	2.67%	4.41%	3.49%	5.33%	6.46%	3.67%	4.80%	4.29%	2.44%	3.45%	3.27%	3.82%	4.94%	5.18%	3.98%	1.96%	3.63%	0.76%	1.84%	2.47%	2.62%	2.84%	4.11%	1.48%	4.69%	2.23%	2.69%	3.83%	2.40%	2.29%	1.59%	2.16%	4.36%	3.69%	1.01%	17.01%	23.31%	32.85%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4171	105	111	128	110	136	75	69	76	94	67	77	56	84	85	74	49	53	57	79	86	106	97	85	58	98	125	76	80	42	50	34	63	62	71	66	70	84	59	122	110	122	143	76	90	103	91	66	56	58	24	36	33	44									
		17.86%	22.20%	21.18%	21.05%	20.04%	14.39%	23.36%	23.31%	19.34%	19.62%	17.31%	22.65%	18.18%	19.58%	20.14%	19.58%	18.70%	17.97%	14.21%	20.05%	24.16%	21.63%	23.26%	19.19%	14.15%	16.93%	20.46%	14.53%	24.69%	13.59%	13.26%	11.11%	15.25%	15.62%	16.36%	18.08%	16.67%	21.65%	17.30%	22.55%	17.21%	12.98%	24.07%	16.17%	19.65%	23.57%	20.73%	17.84%	17.45%	17.85%	6.05%	10.75%	9.27%	7.05%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	140	3	1	3	0	6	4	1	0	1	1	2	0	3	0	6	2	2	4	0	2	5	2	3	1	1	3	10	2	0	0	3	2	2	1	2	4	1	1	3	4	15	10	1	4	3	1	3	1	5	4	1	0	1									
		0.60%	0.63%	0.19%	0.49%	0.00%	0.63%	1.25%	0.34%	0.00%	0.21%	0.26%	0.59%	0.00%	0.70%	0.00%	1.59%	0.76%	0.68%	0.99%	0.00%	0.56%	1.02%	0.48%	0.68%	0.24%	0.17%	0.49%	1.91%	0.62%	0.00%	0.00%	0.98%	0.48%	0.50%	0.23%	0.55%	0.95%	0.26%	0.29%	0.55%	0.63%	1.60%	1.68%	0.21%	0.87%	0.69%	0.23%	0.81%	0.31%	1.54%	1.01%	0.30%	0.00%	0.16%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2290	61	67	56	53	53	35	31	52	48	65	37	50	40	49	40	41	32	46	41	35	64	51	35	47	64	48	51	33	17	44	31	59	42	49	39	43	43	34	62	56	65	59	45	50	46	50	22	29	34	15	8	12	11									
		9.81%	12.90%	12.79%	9.21%	9.65%	5.61%	10.90%	10.47%	13.23%	10.02%	16.80%	10.88%	16.23%	9.32%	11.61%	10.58%	15.65%	10.85%	11.47%	10.41%	9.83%	13.06%	12.23%	7.90%	11.46%	11.05%	7.86%	9.75%	10.19%	5.50%	11.67%	10.13%	14.29%	10.58%	11.29%	10.68%	10.24%	11.08%	9.97%	11.46%	8.76%	6.91%	9.93%	9.57%	10.92%	10.53%	11.39%	5.95%	9.03%	10.46%	3.78%	2.39%	3.37%	1.76%									
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
